season,team,date,competition,home_away,opponent,metodo_nome,pagina
1718,Napoli,2017-08-16,Champions League (qual.),H,Nice,canonical_team,2017–18 UEFA Champions League qualifying phase and play-off round
1718,Napoli,2017-08-22,Champions League (qual.),A,Nice,canonical_team,2017–18 UEFA Champions League qualifying phase and play-off round
