season,team,date,competition,home_away,opponent,metodo_nome,pagina
2223,Villarreal,2022-08-18,Conference League (qual.),H,Hajduk Split,canonical_team,2022–23 UEFA Europa Conference League qualifying phase and play-off round
2223,Villarreal,2022-08-25,Conference League (qual.),A,Hajduk Split,canonical_team,2022–23 UEFA Europa Conference League qualifying phase and play-off round
2324,Osasuna,2023-08-24,Conference League (qual.),H,Club Brugge,canonical_team,2023–24 UEFA Europa Conference League qualifying phase and play-off round
2324,Osasuna,2023-08-31,Conference League (qual.),A,Club Brugge,canonical_team,2023–24 UEFA Europa Conference League qualifying phase and play-off round
