season,team,date,competition,home_away,opponent,metodo_nome,pagina
1718,Man United,2017-08-08,UEFA Super Cup,A,Real Madrid,canonical_team,2017 UEFA Super Cup
1920,Chelsea,2019-08-14,UEFA Super Cup,A,Liverpool,canonical_team,2019 UEFA Super Cup
1920,Liverpool,2019-08-14,UEFA Super Cup,H,Chelsea,canonical_team,2019 UEFA Super Cup
2122,Chelsea,2021-08-11,UEFA Super Cup,H,Villarreal,canonical_team,2021 UEFA Super Cup
2324,Man City,2023-08-16,UEFA Super Cup,H,Sevilla,canonical_team,2023 UEFA Super Cup
2526,Tottenham,2025-08-13,UEFA Super Cup,A,Paris Saint-Germain,canonical_team,2025 UEFA Super Cup
