Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
FA Cup,3° turno,10.01.2026,Sheffield Wed,Brentford,1° tempo,Casa,Sheffield Wed,hjVzS5Zp,0.12,36%,4,1,0,0,75% (139/186),,,0.01,2,1,1,3,0,,7,0,2,3,28% (9/32),55% (21/38),0% (0/3),0.24,10,5,88% (7/8),20,6,11,0,0,3,1.88,0.88
FA Cup,3° turno,10.01.2026,Sheffield Wed,Brentford,1° tempo,Ospite,Brentford,hjVzS5Zp,1.94,64%,7,4,4,1,88% (286/325),,,1.88,3,0,6,1,2,,11,0,1,5,62% (16/26),79% (63/80),70% (7/10),1.43,11,3,80% (4/5),19,9,2,0,0,1,0.01,0.01
FA Cup,3° turno,10.01.2026,Sheffield Wed,Brentford,2° tempo,Casa,Sheffield Wed,hjVzS5Zp,0.25,33%,2,2,1,2,73% (111/152),,,0.52,0,0,2,0,0,,3,0,0,1,30% (10/33),58% (15/26),0% (0/4),0.04,3,3,75% (6/8),16,16,5,0,0,6,3.06,2.06
FA Cup,3° turno,10.01.2026,Sheffield Wed,Brentford,2° tempo,Ospite,Brentford,hjVzS5Zp,2.61,67%,13,7,3,5,88% (277/315),,,3.06,2,4,9,4,0,,30,2,2,3,67% (12/18),73% (71/97),22% (2/9),1.35,10,1,17% (1/6),24,5,5,0,0,2,0.52,0.52
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,Totale,Casa,Fulham,8tKigrYq,2.18,56%,19,9,3,3,89% (558/625),1.0,,3.61,5,5,11,8,0,,33,0,0,8,55% (23/42),83% (131/158),37% (7/19),1.58,17,9,62% (13/21),43,8,13,0,0,2,0.8,-0.2
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,Totale,Ospite,Middlesbrough,8tKigrYq,0.74,44%,7,3,2,2,86% (429/498),2.0,,0.8,3,1,6,1,1,,24,0,2,9,56% (24/43),68% (74/109),33% (2/6),0.55,8,8,75% (9/12),39,15,2,0,0,5,3.61,0.61
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,1° tempo,Casa,Fulham,8tKigrYq,0.78,54%,9,3,0,2,89% (271/303),0.0,,0.94,4,2,5,4,0,,18,0,0,4,62% (16/26),82% (61/74),42% (5/12),0.62,5,3,56% (5/9),20,2,4,0,0,2,0.8,-0.2
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,1° tempo,Ospite,Middlesbrough,8tKigrYq,0.44,46%,4,3,2,0,89% (237/266),1.0,,0.8,1,0,3,1,0,,13,0,1,3,64% (14/22),65% (33/51),50% (1/2),0.26,6,4,67% (2/3),14,10,0,0,0,2,0.94,0.94
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,2° tempo,Casa,Fulham,8tKigrYq,1.4,58%,10,6,3,1,89% (287/322),1.0,,2.67,1,3,6,4,0,,15,0,0,4,44% (7/16),83% (70/84),29% (2/7),0.96,12,6,67% (8/12),23,6,9,0,0,0,0.0,0.0
FA Cup,3° turno,10.01.2026,Fulham,Middlesbrough,2° tempo,Ospite,Middlesbrough,8tKigrYq,0.3,42%,3,0,0,2,83% (192/232),1.0,,0.0,2,1,3,0,1,,11,0,1,6,48% (10/21),71% (41/58),25% (1/4),0.29,2,4,78% (7/9),25,5,2,0,0,3,2.67,-0.33
FA Cup,3° turno,10.01.2026,Burnley,Millwall,Totale,Casa,Burnley,S6GbU1aE,2.61,67%,16,7,5,4,90% (635/702),3.0,,3.07,4,5,14,2,1,,34,0,1,10,49% (22/45),78% (101/129),18% (2/11),1.45,22,9,64% (9/14),39,15,16,0,1,6,1.34,0.34
FA Cup,3° turno,10.01.2026,Burnley,Millwall,Totale,Ospite,Millwall,S6GbU1aE,1.24,33%,12,7,1,4,77% (262/340),1.0,,1.34,1,4,11,1,0,,21,0,1,9,41% (24/58),64% (50/78),21% (4/19),0.86,17,10,58% (15/26),55,17,17,1,3,2,3.07,-1.93
FA Cup,3° turno,10.01.2026,Burnley,Millwall,1° tempo,Casa,Burnley,S6GbU1aE,1.01,57%,6,3,2,2,89% (249/281),1.0,,1.12,1,2,6,0,0,,15,0,0,3,45% (13/29),79% (37/47),20% (1/5),0.92,13,5,80% (4/5),15,7,8,0,0,3,0.52,0.52
FA Cup,3° turno,10.01.2026,Burnley,Millwall,1° tempo,Ospite,Millwall,S6GbU1aE,0.4,43%,6,3,0,3,81% (164/203),1.0,,0.52,1,2,6,0,0,,12,0,1,5,55% (17/31),67% (35/52),21% (3/14),0.64,10,3,67% (6/9),23,4,4,1,1,0,1.12,-1.88
FA Cup,3° turno,10.01.2026,Burnley,Millwall,2° tempo,Casa,Burnley,S6GbU1aE,1.6,75%,10,4,3,2,92% (386/421),2.0,,1.95,3,3,8,2,1,,19,0,1,7,56% (9/16),78% (64/82),17% (1/6),0.53,9,4,56% (5/9),24,8,8,0,1,3,0.82,-0.18
FA Cup,3° turno,10.01.2026,Burnley,Millwall,2° tempo,Ospite,Millwall,S6GbU1aE,0.84,25%,6,4,1,1,72% (98/137),0.0,,0.82,0,2,5,1,0,,9,0,0,4,26% (7/27),58% (15/26),20% (1/5),0.22,7,7,53% (9/17),32,13,13,0,2,2,1.95,-0.05
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,Totale,Casa,Ipswich,W0QD0QuA,2.58,71%,32,8,1,14,92% (551/597),2.0,,2.37,15,9,19,13,0,1.0,47,2,1,12,59% (22/37),84% (181/216),37% (11/30),2.19,15,9,94% (15/16),45,16,4,1,0,2,1.11,0.11
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,Totale,Ospite,Blackpool,W0QD0QuA,1.12,29%,8,3,1,6,78% (191/245),2.0,,1.11,1,4,6,2,0,0.0,11,0,2,9,41% (17/41),58% (39/67),8% (1/12),0.38,13,12,73% (11/15),32,36,3,1,0,6,2.37,0.37
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,1° tempo,Casa,Ipswich,W0QD0QuA,1.53,69%,18,7,0,7,93% (252/270),1.0,,1.49,10,1,12,6,0,,22,1,0,6,60% (9/15),88% (91/104),47% (7/15),0.87,9,5,90% (9/10),25,9,3,0,0,0,0.0,0.0
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,1° tempo,Ospite,Blackpool,W0QD0QuA,0.18,31%,2,0,0,3,75% (88/117),0.0,,0.0,1,1,1,1,0,,3,0,0,5,39% (9/23),60% (27/45),17% (1/6),0.34,8,6,86% (6/7),16,17,1,0,0,6,1.49,0.49
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,2° tempo,Casa,Ipswich,W0QD0QuA,1.05,72%,14,1,1,7,91% (299/327),1.0,,0.88,5,8,7,7,0,1.0,25,1,1,6,59% (13/22),80% (90/112),27% (4/15),1.32,6,4,100% (6/6),20,7,1,1,0,2,1.11,0.11
FA Cup,3° turno,10.01.2026,Ipswich,Blackpool,2° tempo,Ospite,Blackpool,W0QD0QuA,0.94,28%,6,3,1,3,80% (103/128),2.0,,1.11,0,3,5,1,0,0.0,8,0,2,4,44% (8/18),55% (12/22),0% (0/6),0.04,5,6,63% (5/8),16,19,2,1,0,0,0.88,-0.12
FA Cup,3° turno,10.01.2026,Stoke,Coventry,Totale,Casa,Stoke,Of3np5eT,2.62,39%,14,4,3,7,68% (200/293),4.0,,0.36,6,4,11,3,0,,18,1,2,13,30% (21/70),42% (25/60),35% (6/17),0.78,17,19,61% (14/23),66,30,7,0,0,1,0.06,0.06
FA Cup,3° turno,10.01.2026,Stoke,Coventry,Totale,Ospite,Coventry,Of3np5eT,0.97,61%,8,1,2,3,81% (383/473),1.0,,0.06,2,5,7,1,2,,19,1,4,19,36% (26/72),71% (103/146),26% (5/19),1.21,18,13,67% (10/15),58,23,5,0,0,2,0.36,-0.64
FA Cup,3° turno,10.01.2026,Stoke,Coventry,1° tempo,Casa,Stoke,Of3np5eT,2.52,41%,11,2,3,6,75% (106/142),3.0,,0.07,5,4,9,2,0,,13,1,1,7,52% (17/33),48% (14/29),36% (5/14),0.62,8,11,57% (8/14),38,9,4,0,0,0,0.0,0.0
FA Cup,3° turno,10.01.2026,Stoke,Coventry,1° tempo,Ospite,Coventry,Of3np5eT,0.23,59%,3,0,0,1,82% (178/217),1.0,,0.0,1,2,2,1,0,,4,0,1,11,41% (12/29),80% (43/54),13% (1/8),0.17,6,7,80% (8/10),30,13,1,0,0,1,0.07,0.07
FA Cup,3° turno,10.01.2026,Stoke,Coventry,2° tempo,Casa,Stoke,Of3np5eT,0.1,37%,3,2,0,1,62% (94/151),1.0,,0.29,1,0,2,1,0,,5,0,1,6,11% (4/37),35% (11/31),33% (1/3),0.16,9,8,67% (6/9),28,21,3,0,0,1,0.06,0.06
FA Cup,3° turno,10.01.2026,Stoke,Coventry,2° tempo,Ospite,Coventry,Of3np5eT,0.74,63%,5,1,2,2,80% (205/256),0.0,,0.06,1,3,5,0,2,,15,1,3,8,33% (14/43),65% (60/92),36% (4/11),1.04,12,6,40% (2/5),28,10,4,0,0,1,0.29,-0.71
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,Totale,Casa,Doncaster,8bDNk9Ri,1.95,45%,15,6,6,6,78% (282/361),3.0,,3.42,9,0,8,7,0,1.0,27,0,1,10,32% (19/59),70% (71/102),22% (8/36),1.31,21,10,56% (9/16),45,19,4,0,0,3,2.71,-0.29
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,Totale,Ospite,Southampton,8bDNk9Ri,1.37,55%,11,6,3,5,84% (394/470),2.0,,2.71,3,2,7,4,0,1.0,19,0,2,10,42% (27/65),71% (75/105),21% (3/14),0.84,12,10,50% (9/18),52,37,7,0,0,4,3.42,1.42
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,1° tempo,Casa,Doncaster,8bDNk9Ri,0.32,40%,6,2,1,2,81% (145/180),1.0,,0.73,4,0,2,4,0,0.0,13,0,0,5,36% (8/22),64% (28/44),8% (1/13),0.19,10,3,55% (6/11),29,12,1,0,0,2,2.39,-0.61
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,1° tempo,Ospite,Southampton,8bDNk9Ri,1.09,60%,6,5,3,3,88% (245/280),1.0,,2.39,1,0,5,1,0,1.0,12,0,0,3,49% (20/41),70% (35/50),27% (3/11),0.58,9,5,50% (4/8),21,12,4,0,0,2,0.73,0.73
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,2° tempo,Casa,Doncaster,8bDNk9Ri,1.63,52%,9,4,5,4,76% (137/181),2.0,,2.69,5,0,6,3,0,1.0,14,0,1,5,30% (11/37),74% (43/58),30% (7/23),1.12,11,7,60% (3/5),16,7,3,0,0,1,0.32,0.32
FA Cup,3° turno,10.01.2026,Doncaster,Southampton,2° tempo,Ospite,Southampton,8bDNk9Ri,0.28,48%,5,1,0,2,78% (149/190),1.0,,0.32,2,2,2,3,0,0.0,7,0,2,7,29% (7/24),73% (40/55),0% (0/3),0.26,3,5,50% (5/10),31,25,3,0,0,2,2.69,0.69
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,Totale,Casa,Boreham Wood,2XbcTqjf,0.65,57%,12,4,1,8,75% (312/414),2.0,,0.29,4,4,6,6,0,,30,0,0,10,38% (28/73),62% (88/143),15% (3/20),1.39,26,9,87% (20/23),68,22,7,1,1,2,1.37,-2.63
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,Totale,Ospite,Burton,2XbcTqjf,0.83,43%,9,7,4,2,69% (215/310),4.0,,1.37,1,1,6,3,0,,16,1,1,9,30% (19/63),54% (53/99),18% (2/11),0.66,28,10,69% (11/16),48,35,8,1,0,4,0.29,0.29
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,1° tempo,Casa,Boreham Wood,2XbcTqjf,0.35,54%,6,2,0,4,73% (144/197),0.0,,0.19,1,3,4,2,0,,20,0,0,6,33% (12/36),59% (46/78),30% (3/10),0.93,13,5,92% (11/12),39,12,6,1,0,1,0.71,-0.29
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,1° tempo,Ospite,Burton,2XbcTqjf,0.59,46%,4,3,2,0,69% (118/170),2.0,,0.71,0,1,3,1,0,,6,0,0,5,29% (9/31),51% (24/47),33% (1/3),0.41,16,6,67% (6/9),30,20,5,1,0,2,0.19,0.19
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,2° tempo,Casa,Boreham Wood,2XbcTqjf,0.3,60%,6,2,1,4,77% (168/217),2.0,,0.1,3,1,2,4,0,,10,0,0,4,43% (16/37),65% (42/65),0% (0/10),0.46,13,4,82% (9/11),29,10,1,0,1,1,0.66,-2.34
FA Cup,3° turno,10.01.2026,Boreham Wood,Burton,2° tempo,Ospite,Burton,2XbcTqjf,0.24,40%,5,4,2,2,69% (97/140),2.0,,0.66,1,0,3,2,0,,10,1,1,4,31% (10/32),56% (29/52),13% (1/8),0.25,12,4,71% (5/7),18,15,3,0,0,2,0.1,0.1
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,Totale,Casa,Cambridge Utd,OUJeBsfS,0.96,49%,12,5,1,2,76% (357/467),1.0,,1.48,5,2,9,3,0,,34,0,3,9,31% (24/77),63% (95/152),24% (5/21),0.91,23,7,33% (2/6),34,35,12,0,2,2,1.47,-1.53
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,Totale,Ospite,Birmingham,OUJeBsfS,1.12,51%,10,5,1,0,76% (386/511),0.0,,1.47,3,2,7,3,1,,17,0,1,7,36% (27/75),59% (87/148),17% (1/6),0.56,21,9,55% (6/11),35,56,11,0,0,3,1.48,-0.52
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,1° tempo,Casa,Cambridge Utd,OUJeBsfS,0.11,36%,3,1,0,1,70% (135/193),,,0.07,2,0,2,1,0,,11,0,1,5,31% (14/45),51% (30/59),0% (0/4),0.18,9,4,0% (0/3),16,22,5,0,1,1,0.87,-1.13
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,1° tempo,Ospite,Birmingham,OUJeBsfS,0.76,64%,5,3,1,0,80% (275/342),,,0.87,0,2,5,0,0,,12,0,1,4,46% (18/39),55% (46/84),0% (0/2),0.39,9,5,50% (3/6),20,27,5,0,0,1,0.07,0.07
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,2° tempo,Casa,Cambridge Utd,OUJeBsfS,0.85,63%,9,4,1,1,81% (222/274),1.0,,1.41,3,2,7,2,0,,23,0,2,4,31% (10/32),70% (65/93),29% (5/17),0.73,14,3,67% (2/3),18,13,7,0,1,1,0.6,-0.4
FA Cup,3° turno,10.01.2026,Cambridge Utd,Birmingham,2° tempo,Ospite,Birmingham,OUJeBsfS,0.36,37%,5,2,0,0,66% (111/169),0.0,,0.6,3,0,2,3,1,,5,0,0,3,25% (9/36),64% (41/64),25% (1/4),0.17,12,4,60% (3/5),15,29,6,0,0,2,1.41,-0.59
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,Totale,Casa,Tottenham,dKq5XRBN,0.76,40%,13,5,0,4,78% (259/330),3.0,,0.7,4,4,9,4,0,,32,0,3,10,44% (23/52),65% (73/112),35% (6/17),0.63,17,17,42% (8/19),49,20,14,1,0,5,2.27,0.27
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,Totale,Ospite,Aston Villa,dKq5XRBN,2.04,60%,17,8,2,6,85% (442/521),2.0,,2.27,4,5,8,9,0,,31,1,1,17,27% (8/30),75% (104/138),18% (2/11),1.16,17,10,67% (16/24),52,15,4,2,1,4,0.7,-0.3
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,1° tempo,Casa,Tottenham,dKq5XRBN,0.32,37%,4,1,0,1,80% (129/162),,,0.01,3,0,3,1,0,,6,0,1,4,38% (10/26),62% (24/39),57% (4/7),0.23,9,6,50% (4/8),21,12,10,0,0,2,1.82,-0.18
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,1° tempo,Ospite,Aston Villa,dKq5XRBN,0.81,63%,8,4,1,5,87% (246/284),,,1.82,1,3,3,5,0,,14,1,0,6,27% (4/15),76% (60/79),0% (0/9),0.58,10,4,55% (6/11),23,2,3,0,0,1,0.01,0.01
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,2° tempo,Casa,Tottenham,dKq5XRBN,0.44,43%,9,4,0,3,77% (130/168),3.0,,0.69,1,4,6,3,0,,26,0,2,6,50% (13/26),67% (49/73),20% (2/10),0.4,8,11,36% (4/11),28,8,4,1,0,3,0.45,0.45
FA Cup,3° turno,10.01.2026,Tottenham,Aston Villa,2° tempo,Ospite,Aston Villa,dKq5XRBN,1.23,57%,9,4,1,1,83% (196/237),2.0,,0.45,3,2,5,4,0,,17,0,1,11,27% (4/15),75% (44/59),100% (2/2),0.58,7,6,77% (10/13),29,13,1,2,1,3,0.69,-0.31
FA Cup,3° turno,10.01.2026,Bristol City,Watford,Totale,Casa,Bristol City,fDAR5LHk,3.37,54%,13,7,6,3,83% (432/523),1.0,,3.9,4,2,11,2,0,2.0,23,3,3,12,33% (13/39),67% (93/139),28% (5/18),2.23,31,5,60% (15/25),55,16,11,0,0,0,0.35,-0.65
FA Cup,3° turno,10.01.2026,Bristol City,Watford,Totale,Ospite,Watford,fDAR5LHk,0.68,46%,8,1,3,4,81% (362/446),1.0,,0.35,5,2,5,3,0,0.0,13,0,0,5,35% (17/48),56% (31/55),14% (2/14),0.28,18,12,50% (7/14),41,28,10,0,1,2,3.9,-1.1
FA Cup,3° turno,10.01.2026,Bristol City,Watford,1° tempo,Casa,Bristol City,fDAR5LHk,0.92,49%,6,3,2,2,77% (200/259),,,1.56,2,1,5,1,0,1.0,13,1,1,4,25% (6/24),57% (36/63),27% (3/11),1.01,15,3,75% (9/12),27,14,7,0,0,0,0.0,0.0
FA Cup,3° turno,10.01.2026,Bristol City,Watford,1° tempo,Ospite,Watford,fDAR5LHk,0.24,51%,3,0,2,4,81% (215/266),,,0.0,3,0,1,2,0,0.0,6,0,0,3,38% (11/29),55% (21/38),8% (1/12),0.13,7,4,44% (4/9),29,14,5,0,0,1,1.56,-0.44
FA Cup,3° turno,10.01.2026,Bristol City,Watford,2° tempo,Casa,Bristol City,fDAR5LHk,2.45,60%,7,4,4,1,88% (232/264),1.0,,2.34,2,1,6,1,0,1.0,10,2,2,8,47% (7/15),75% (57/76),29% (2/7),1.22,16,2,46% (6/13),28,2,4,0,0,0,0.35,-0.65
FA Cup,3° turno,10.01.2026,Bristol City,Watford,2° tempo,Ospite,Watford,fDAR5LHk,0.44,40%,5,1,1,0,82% (147/180),1.0,,0.35,2,2,4,1,0,0.0,7,0,0,2,32% (6/19),59% (10/17),50% (1/2),0.15,11,8,60% (3/5),12,14,5,0,1,1,2.34,-0.66
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,Totale,Casa,Grimsby,2mDTXz66,1.27,66%,19,7,3,10,84% (403/480),1.0,,2.18,6,6,16,3,0,1.0,36,0,1,11,32% (12/37),74% (132/179),28% (7/25),1.74,19,8,58% (7/12),45,29,3,0,0,4,1.81,-0.19
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,Totale,Ospite,Weston-super-Mare,2mDTXz66,0.77,34%,9,6,1,3,63% (152/240),1.0,,1.81,1,2,5,4,0,0.0,15,0,0,8,32% (19/59),52% (43/82),33% (5/15),0.43,26,11,85% (11/13),47,20,3,0,0,4,2.18,-0.82
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,1° tempo,Casa,Grimsby,2mDTXz66,0.44,71%,10,3,0,6,86% (234/272),0.0,,1.0,4,3,8,2,0,,12,0,1,6,29% (6/21),75% (67/89),20% (3/15),0.4,5,4,80% (4/5),20,12,3,0,0,2,0.44,0.44
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,1° tempo,Ospite,Weston-super-Mare,2mDTXz66,0.08,29%,3,2,0,2,62% (69/111),1.0,,0.44,0,1,2,1,0,,7,0,0,4,35% (9/26),47% (16/34),17% (1/6),0.09,10,6,71% (5/7),23,11,2,0,0,2,1.0,0.0
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,2° tempo,Casa,Grimsby,2mDTXz66,0.83,61%,9,4,3,4,81% (169/208),1.0,,1.18,2,3,8,1,0,1.0,24,0,0,5,38% (6/16),72% (65/90),40% (4/10),1.34,14,4,43% (3/7),25,17,0,0,0,2,1.37,-0.63
FA Cup,3° turno,10.01.2026,Grimsby,Weston-super-Mare,2° tempo,Ospite,Weston-super-Mare,2mDTXz66,0.69,39%,6,4,1,1,64% (83/129),0.0,,1.37,1,1,3,3,0,0.0,8,0,0,4,30% (10/33),56% (27/48),44% (4/9),0.34,16,5,100% (6/6),24,9,1,0,0,2,1.18,-0.82
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,Totale,Casa,Charlton,0fu48Kxe,1.1,26%,11,3,1,3,72% (187/261),1.0,,0.76,3,5,8,3,0,0.0,15,0,1,7,29% (15/51),61% (40/66),27% (4/15),0.77,12,11,44% (7/16),45,27,7,1,0,11,5.42,0.42
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,Totale,Ospite,Chelsea,0fu48Kxe,3.7,74%,30,16,9,6,92% (694/758),1.0,,5.42,9,5,18,12,0,1.0,43,0,1,11,56% (14/25),82% (162/197),17% (2/12),1.6,6,7,45% (9/20),63,20,3,1,0,2,0.76,-0.24
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,1° tempo,Casa,Charlton,0fu48Kxe,0.16,22%,4,0,0,2,66% (80/121),1.0,,0.0,1,3,3,1,0,,5,0,1,5,18% (5/28),54% (14/26),13% (1/8),0.06,8,4,63% (5/8),25,18,2,1,0,5,1.9,0.9
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,1° tempo,Ospite,Chelsea,0fu48Kxe,0.78,78%,11,6,2,4,93% (409/441),1.0,,1.9,3,2,5,6,0,,16,0,0,4,43% (3/7),86% (101/118),0% (0/7),0.75,3,5,45% (5/11),38,13,1,0,0,0,0.0,0.0
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,2° tempo,Casa,Charlton,0fu48Kxe,0.94,32%,7,3,1,1,76% (107/140),,,0.76,2,2,5,2,0,0.0,10,0,0,2,43% (10/23),65% (26/40),43% (3/7),0.71,4,7,25% (2/8),20,9,5,0,0,6,3.52,-0.48
FA Cup,3° turno,10.01.2026,Charlton,Chelsea,2° tempo,Ospite,Chelsea,0fu48Kxe,2.92,68%,19,10,7,2,90% (285/317),,,3.52,6,3,13,6,0,1.0,27,0,1,7,61% (11/18),77% (61/79),40% (2/5),0.85,3,2,44% (4/9),25,7,2,1,0,2,0.76,-0.24
FA Cup,3° turno,11.01.2026,Derby,Leeds,Totale,Casa,Derby,GOGVmmd4,0.44,34%,7,2,1,5,67% (175/263),1.0,,0.78,4,1,7,0,0,,15,0,0,8,28% (17/61),44% (34/77),27% (3/11),0.36,17,16,59% (10/17),50,26,5,0,0,8,3.05,0.05
FA Cup,3° turno,11.01.2026,Derby,Leeds,Totale,Ospite,Leeds,GOGVmmd4,2.47,66%,22,11,4,5,87% (443/510),1.0,,3.05,6,5,13,9,1,,38,2,3,16,60% (28/47),81% (100/124),12% (3/26),1.26,19,8,55% (6/11),52,13,8,0,0,1,0.78,-0.22
FA Cup,3° turno,11.01.2026,Derby,Leeds,1° tempo,Casa,Derby,GOGVmmd4,0.28,35%,4,2,1,2,60% (79/131),1.0,,0.78,1,1,4,0,0,,10,0,0,4,19% (6/32),37% (16/43),20% (1/5),0.22,10,8,50% (5/10),27,12,1,0,0,5,1.42,1.42
FA Cup,3° turno,11.01.2026,Derby,Leeds,1° tempo,Ospite,Leeds,GOGVmmd4,1.18,65%,11,5,1,2,88% (210/240),0.0,,1.42,5,1,6,5,1,,23,1,2,8,59% (13/22),81% (42/52),7% (1/15),0.68,9,4,33% (1/3),26,8,4,0,0,1,0.78,-0.22
FA Cup,3° turno,11.01.2026,Derby,Leeds,2° tempo,Casa,Derby,GOGVmmd4,0.16,33%,3,0,0,3,73% (96/132),0.0,,0.0,3,0,3,0,0,,5,0,0,4,38% (11/29),53% (18/34),33% (2/6),0.14,7,8,71% (5/7),23,14,4,0,0,3,1.63,-1.37
FA Cup,3° turno,11.01.2026,Derby,Leeds,2° tempo,Ospite,Leeds,GOGVmmd4,1.29,67%,11,6,3,3,86% (233/270),1.0,,1.63,1,4,7,4,0,,15,1,1,8,60% (15/25),81% (58/72),18% (2/11),0.58,10,4,63% (5/8),26,5,4,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,Totale,Casa,Portsmouth,rupJvqJj,1.07,39%,13,5,1,6,73% (199/273),1.0,,1.08,3,5,9,4,0,0.0,19,0,1,9,37% (23/63),44% (38/86),25% (4/16),0.42,16,16,59% (10/17),51,29,6,0,0,1,1.7,-1.3
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,Totale,Ospite,Arsenal,rupJvqJj,2.91,61%,15,4,6,8,84% (371/441),2.0,,1.7,5,6,12,3,1,2.0,45,0,5,16,38% (17/45),77% (80/104),50% (7/14),1.76,21,9,56% (5/9),41,19,6,2,1,4,1.08,0.08
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,1° tempo,Casa,Portsmouth,rupJvqJj,0.56,44%,6,4,1,0,73% (115/157),0.0,,0.96,0,2,5,1,0,0.0,12,0,0,6,37% (13/35),47% (24/51),17% (1/6),0.18,12,7,55% (6/11),32,13,2,0,0,0,0.26,-0.74
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,1° tempo,Ospite,Arsenal,rupJvqJj,1.49,56%,5,1,4,2,82% (165/202),1.0,,0.26,3,1,4,1,1,1.0,13,0,2,7,37% (10/27),63% (20/32),50% (2/4),0.43,12,6,33% (2/6),22,10,2,1,1,3,0.96,-0.04
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,2° tempo,Casa,Portsmouth,rupJvqJj,0.51,34%,7,1,0,6,72% (84/116),1.0,,0.12,3,3,4,3,0,0.0,7,0,1,3,36% (10/28),40% (14/35),30% (3/10),0.24,4,9,67% (4/6),19,16,4,0,0,1,1.44,-0.56
FA Cup,3° turno,11.01.2026,Portsmouth,Arsenal,2° tempo,Ospite,Arsenal,rupJvqJj,1.42,66%,10,3,2,6,86% (206/239),1.0,,1.44,2,5,8,2,0,1.0,32,0,3,9,39% (7/18),83% (60/72),50% (5/10),1.33,9,3,100% (3/3),19,9,4,1,0,1,0.12,0.12
FA Cup,3° turno,11.01.2026,West Ham,QPR,Totale,Casa,West Ham,GWlnLcM0,2.03,67%,19,7,4,11,86% (691/799),3.0,,2.63,2,10,16,3,0,1.0,40,0,0,13,38% (27/72),69% (158/228),27% (9/33),1.58,24,18,93% (14/15),61,39,10,0,0,2,0.45,-0.55
FA Cup,3° turno,11.01.2026,West Ham,QPR,Totale,Ospite,QPR,GWlnLcM0,0.43,33%,10,3,0,3,70% (270/387),4.0,,0.45,5,2,8,2,0,0.0,24,2,0,18,30% (21/71),52% (67/128),46% (6/13),0.86,27,13,81% (21/26),82,47,13,0,1,5,2.63,0.63
