Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,1° tempo,Casa,Wrexham,fJMRtkrC,0.23,29%,2,1,1,2,79% (135/170),0.0,,0.36,0,1,1,1,0,,3,1,2,4,42% (11/26),35% (7/20),0% (0/4),0.28,2,4,73% (8/11),21,16,6,0,0,0,0.0,0.0
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,1° tempo,Ospite,Chelsea,fJMRtkrC,0.21,71%,4,1,0,2,93% (395/425),1.0,,0.0,2,1,3,1,0,,7,0,1,4,50% (12/24),80% (83/104),10% (1/10),0.29,10,4,33% (1/3),17,11,5,0,0,0,0.36,-0.64
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,2° tempo,Casa,Wrexham,fJMRtkrC,1.17,36%,13,3,1,6,79% (132/167),,1.0,1.18,4,6,8,5,0,,15,1,1,1,36% (9/25),69% (41/59),11% (2/18),0.37,12,3,42% (5/12),17,13,3,0,0,1,0.57,-0.43
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,2° tempo,Ospite,Chelsea,fJMRtkrC,0.67,64%,9,2,1,1,89% (279/313),,0.0,0.57,3,4,6,3,1,,25,0,0,3,64% (7/11),81% (77/95),0% (0/10),0.38,12,1,17% (1/6),18,16,4,1,0,2,1.18,0.18
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,Supplementari,Casa,Wrexham,fJMRtkrC,0.47,31%,4,1,0,1,78% (93/119),2.0,,0.0,2,1,3,1,0,,9,1,2,1,32% (6/19),74% (20/27),40% (2/5),0.63,9,4,40% (2/5),16,5,2,0,0,2,1.21,-0.79
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,Supplementari,Ospite,Chelsea,fJMRtkrC,0.84,69%,8,4,2,1,90% (246/272),2.0,,1.21,3,1,5,3,0,,15,1,0,4,21% (3/14),81% (57/70),33% (2/6),0.82,8,1,100% (2/2),16,3,2,0,0,0,0.0,0.0
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,Totale,Casa,Newcastle,2wFraWct,1.11,37%,11,4,4,3,73% (222/303),2.0,,0.69,5,2,6,5,0,,15,1,2,16,26% (14/54),59% (47/80),17% (2/12),0.44,12,12,75% (12/16),47,28,9,2,0,5,3.61,0.61
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,Totale,Ospite,Manchester City,2wFraWct,3.42,63%,21,8,7,9,87% (455/521),0.0,,3.61,7,6,18,3,0,,69,1,0,12,34% (12/35),82% (168/204),31% (5/16),2.01,11,16,70% (7/10),46,23,7,2,0,2,0.69,-0.31
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,1° tempo,Casa,Newcastle,2wFraWct,0.9,35%,8,3,4,2,68% (85/125),,,0.66,4,1,5,3,0,,13,1,2,6,19% (5/26),59% (24/41),29% (2/7),0.4,4,5,80% (8/10),23,15,6,2,0,3,1.59,0.59
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,1° tempo,Ospite,Manchester City,2wFraWct,2.01,65%,12,4,4,5,87% (207/239),,,1.59,4,4,12,0,0,,43,0,0,5,41% (7/17),83% (86/103),30% (3/10),1.36,4,6,50% (3/6),22,10,2,1,0,1,0.66,-0.34
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,2° tempo,Casa,Newcastle,2wFraWct,0.21,39%,3,1,0,1,77% (137/178),2.0,,0.03,1,1,1,2,0,,2,0,0,10,32% (9/28),59% (23/39),0% (0/5),0.04,8,7,67% (4/6),24,13,3,0,0,2,2.02,0.02
FA Cup,5° turno,07.03.2026,Newcastle,Manchester City,2° tempo,Ospite,Manchester City,2wFraWct,1.41,61%,9,4,3,4,88% (248/282),0.0,,2.02,3,2,6,3,0,,26,1,0,7,28% (5/18),81% (82/101),33% (2/6),0.65,7,10,100% (4/4),24,13,5,1,0,1,0.03,0.03
FA Cup,5° turno,08.03.2026,Fulham,Southampton,Totale,Casa,Fulham,ngJJrBDa,1.64,68%,24,6,1,15,89% (537/604),2.0,,0.94,9,9,17,7,0,,53,1,2,10,45% (17/38),82% (152/185),25% (8/32),1.63,20,8,62% (8/13),48,24,12,0,0,2,1.62,0.62
FA Cup,5° turno,08.03.2026,Fulham,Southampton,Totale,Ospite,Southampton,ngJJrBDa,1.97,32%,5,3,4,4,75% (212/283),3.0,,1.62,2,0,5,0,1,,18,1,5,8,38% (17/45),50% (36/72),0% (0/13),0.49,14,10,53% (9/17),43,34,5,0,0,6,0.94,0.94
FA Cup,5° turno,08.03.2026,Fulham,Southampton,1° tempo,Casa,Fulham,ngJJrBDa,0.83,68%,12,4,0,11,90% (250/279),,,0.72,4,4,9,3,0,,22,0,1,4,38% (6/16),81% (64/79),25% (5/20),0.75,13,4,67% (6/9),31,13,5,0,0,0,0.0,0.0
FA Cup,5° turno,08.03.2026,Fulham,Southampton,1° tempo,Ospite,Southampton,ngJJrBDa,0.64,32%,2,0,1,3,77% (99/129),,,0.0,2,0,2,0,0,,10,0,2,4,50% (8/16),54% (14/26),0% (0/10),0.05,7,4,60% (6/10),24,23,0,0,0,4,0.72,0.72
FA Cup,5° turno,08.03.2026,Fulham,Southampton,2° tempo,Casa,Fulham,ngJJrBDa,0.81,68%,12,2,1,4,88% (287/325),2.0,,0.22,5,5,8,4,0,,31,1,1,6,50% (11/22),83% (88/106),25% (3/12),0.88,7,4,50% (2/4),17,11,7,0,0,2,1.62,0.62
FA Cup,5° turno,08.03.2026,Fulham,Southampton,2° tempo,Ospite,Southampton,ngJJrBDa,1.33,32%,3,3,3,1,73% (113/154),3.0,,1.62,0,0,3,0,1,,8,1,3,4,31% (9/29),48% (22/46),0% (0/3),0.44,7,6,43% (3/7),19,11,5,0,0,2,0.22,0.22
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,Totale,Casa,Port Vale,O2KqbRse,0.53,31%,9,1,0,5,57% (120/210),2.0,,0.08,4,4,6,3,0,1.0,8,0,0,10,25% (17/67),31% (18/58),25% (2/8),0.16,11,12,75% (12/16),51,47,10,0,0,5,1.0,1.0
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,Totale,Ospite,Sunderland,O2KqbRse,1.56,69%,17,6,3,9,80% (361/453),1.0,,1.0,10,1,14,3,1,0.0,30,1,2,12,42% (25/60),66% (90/136),33% (9/27),1.58,24,10,50% (7/14),61,21,3,1,0,0,0.08,-0.92
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,1° tempo,Casa,Port Vale,O2KqbRse,0.27,34%,6,1,0,4,64% (83/130),1.0,,0.08,3,2,5,1,0,1.0,6,0,0,2,23% (7/30),34% (12/35),33% (2/6),0.14,7,5,50% (2/4),24,22,5,0,0,2,0.18,0.18
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,1° tempo,Ospite,Sunderland,O2KqbRse,0.69,66%,6,2,2,3,77% (190/247),0.0,,0.18,3,1,5,1,1,0.0,11,1,1,5,33% (12/36),63% (42/67),29% (4/14),0.42,13,2,70% (7/10),30,11,2,1,0,0,0.08,-0.92
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,2° tempo,Casa,Port Vale,O2KqbRse,0.26,27%,3,0,0,1,46% (37/80),1.0,,0.0,1,2,1,2,0,,2,0,0,8,27% (10/37),26% (6/23),0% (0/2),0.02,4,7,83% (10/12),27,25,5,0,0,3,0.82,0.82
FA Cup,5° turno,08.03.2026,Port Vale,Sunderland,2° tempo,Ospite,Sunderland,O2KqbRse,0.87,73%,11,4,1,6,83% (171/206),1.0,,0.82,7,0,9,2,0,,19,0,1,7,54% (13/24),70% (48/69),38% (5/13),1.16,11,8,0% (0/4),31,10,1,0,0,0,0.0,0.0
FA Cup,5° turno,08.03.2026,Leeds,Norwich,Totale,Casa,Leeds,rcUujgLP,1.62,51%,15,6,4,8,83% (363/436),2.0,,2.72,7,2,10,5,1,,30,0,3,12,54% (27/50),68% (67/98),22% (5/23),0.48,15,17,53% (8/15),50,14,13,0,0,3,0.17,0.17
FA Cup,5° turno,08.03.2026,Leeds,Norwich,Totale,Ospite,Norwich,rcUujgLP,0.93,49%,7,3,2,0,80% (357/445),3.0,,0.17,4,0,4,3,2,,8,0,2,17,27% (12/44),66% (63/95),33% (2/6),0.53,11,12,50% (9/18),46,29,12,0,1,3,2.72,-0.28
FA Cup,5° turno,08.03.2026,Leeds,Norwich,1° tempo,Casa,Leeds,rcUujgLP,0.53,56%,7,2,2,4,84% (195/233),1.0,,1.4,4,1,4,3,0,,19,0,2,9,55% (16/29),70% (42/60),19% (3/16),0.26,7,7,40% (2/5),25,6,4,0,0,0,0.0,0.0
FA Cup,5° turno,08.03.2026,Leeds,Norwich,1° tempo,Ospite,Norwich,rcUujgLP,0.03,44%,1,0,0,0,78% (150/193),2.0,,0.0,1,0,0,1,0,,2,0,1,7,25% (6/24),63% (33/52),0% (0/2),0.09,4,9,80% (4/5),17,21,7,0,1,0,1.4,-0.6
FA Cup,5° turno,08.03.2026,Leeds,Norwich,2° tempo,Casa,Leeds,rcUujgLP,1.09,46%,8,4,2,4,83% (168/203),1.0,,1.32,3,1,6,2,1,,11,0,1,3,52% (11/21),66% (25/38),29% (2/7),0.22,8,10,60% (6/10),25,8,9,0,0,3,0.17,0.17
FA Cup,5° turno,08.03.2026,Leeds,Norwich,2° tempo,Ospite,Norwich,rcUujgLP,0.9,54%,6,3,2,0,82% (207/252),1.0,,0.17,3,0,4,2,2,,6,0,1,10,30% (6/20),70% (30/43),50% (2/4),0.44,7,3,38% (5/13),29,8,5,0,0,3,1.32,0.32
FA Cup,5° turno,09.03.2026,West Ham,Brentford,Totale,Casa,West Ham,ny8tqO15,2.85,51%,18,5,4,10,79% (434/546),2.0,,2.72,5,8,12,6,0,,34,0,0,12,44% (32/73),66% (106/160),15% (4/27),0.73,25,14,75% (18/24),61,43,6,0,0,3,2.56,0.56
FA Cup,5° turno,09.03.2026,West Ham,Brentford,Totale,Ospite,Brentford,ny8tqO15,3.02,49%,17,6,4,6,82% (425/519),0.0,,2.56,6,5,12,5,0,,44,0,1,14,54% (34/63),71% (107/151),10% (3/30),1.27,37,12,71% (10/14),60,44,7,0,0,3,2.72,0.72
FA Cup,5° turno,09.03.2026,West Ham,Brentford,1° tempo,Casa,West Ham,ny8tqO15,2.32,48%,9,3,4,4,83% (159/192),,,1.92,3,3,6,3,0,,12,0,0,3,58% (15/26),70% (39/56),22% (2/9),0.4,10,4,92% (11/12),28,18,3,0,0,1,1.11,0.11
FA Cup,5° turno,09.03.2026,West Ham,Brentford,1° tempo,Ospite,Brentford,ny8tqO15,1.53,52%,8,3,2,3,85% (181/213),,,1.11,3,2,6,2,0,,20,0,0,4,65% (15/23),73% (43/59),11% (1/9),0.41,13,3,80% (4/5),23,12,3,0,0,1,1.92,-0.08
FA Cup,5° turno,09.03.2026,West Ham,Brentford,2° tempo,Casa,West Ham,ny8tqO15,0.29,46%,4,1,0,3,73% (145/198),2.0,,0.18,0,3,4,0,0,,11,0,0,5,32% (10/31),50% (20/40),25% (1/4),0.08,7,9,55% (6/11),24,13,2,0,0,2,1.45,0.45
FA Cup,5° turno,09.03.2026,West Ham,Brentford,2° tempo,Ospite,Brentford,ny8tqO15,1.04,54%,6,3,1,1,81% (187/232),0.0,,1.45,1,2,4,2,0,,17,0,1,9,50% (14/28),67% (43/64),13% (1/8),0.67,18,5,60% (3/5),24,12,2,0,0,1,0.18,0.18
FA Cup,5° turno,09.03.2026,West Ham,Brentford,Supplementari,Casa,West Ham,ny8tqO15,0.24,66%,5,1,0,3,83% (130/156),,,0.62,2,2,2,3,0,,11,0,0,4,44% (7/16),73% (47/64),7% (1/14),0.25,8,1,100% (1/1),9,12,1,0,0,0,0.0,0.0
FA Cup,5° turno,09.03.2026,West Ham,Brentford,Supplementari,Ospite,Brentford,ny8tqO15,0.45,34%,3,0,1,2,77% (57/74),,,0.0,2,1,2,1,0,,7,0,0,1,42% (5/12),75% (21/28),8% (1/13),0.19,6,4,75% (3/4),13,20,2,0,0,1,0.62,0.62
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,Totale,Casa,Manchester City,rmHHwXNs,2.45,49%,11,7,4,4,89% (443/496),3.0,,3.27,2,2,6,5,0,1.0,22,3,1,10,55% (12/22),79% (88/111),22% (2/9),1.48,11,15,63% (10/16),47,20,10,2,0,5,1.71,1.71
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,Totale,Ospite,Liverpool,rmHHwXNs,1.45,51%,11,5,2,2,89% (448/502),3.0,,1.71,3,3,8,3,0,0.0,36,1,1,15,39% (14/36),85% (180/211),38% (6/16),1.09,18,10,89% (8/9),39,13,13,0,0,3,3.27,-0.73
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,1° tempo,Casa,Manchester City,rmHHwXNs,1.18,55%,7,4,2,4,89% (239/269),1.0,,1.93,1,2,4,3,0,1.0,18,1,1,4,55% (6/11),82% (71/87),22% (2/9),0.79,8,6,63% (5/8),30,7,6,2,0,1,0.01,0.01
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,1° tempo,Ospite,Liverpool,rmHHwXNs,0.3,45%,6,1,1,0,86% (186/217),1.0,,0.01,2,3,4,2,0,0.0,14,0,1,6,37% (10/27),85% (66/78),50% (3/6),0.58,13,4,83% (5/6),19,9,7,0,0,2,1.93,-0.07
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,2° tempo,Casa,Manchester City,rmHHwXNs,1.27,44%,4,3,2,0,90% (204/227),2.0,,1.34,1,0,2,2,0,,4,2,0,6,55% (6/11),71% (17/24),0% (0/0),0.69,3,9,63% (5/8),17,13,4,0,0,4,1.7,1.7
FA Cup,Quarti di finale,04.04.2026,Manchester City,Liverpool,2° tempo,Ospite,Liverpool,rmHHwXNs,1.15,56%,5,4,1,2,92% (262/285),2.0,,1.7,1,0,4,1,0,,22,1,0,9,44% (4/9),86% (114/133),30% (3/10),0.51,5,6,100% (3/3),20,4,6,0,0,1,1.34,-0.66
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,Totale,Casa,Chelsea,nHVoqg0K,5.38,76%,20,11,11,8,92% (649/702),0.0,,4.95,5,4,17,3,3,2.0,36,3,3,10,57% (20/35),87% (146/168),13% (2/15),2.52,19,10,75% (6/8),47,24,6,1,0,0,0.0,0.0
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,Totale,Ospite,Port Vale,nHVoqg0K,0.09,24%,4,0,0,2,68% (145/213),1.0,,0.0,3,1,1,3,0,0.0,5,0,1,10,30% (14/46),40% (23/58),43% (3/7),0.31,9,10,35% (7/20),52,27,5,0,0,5,4.95,-1.05
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,1° tempo,Casa,Chelsea,nHVoqg0K,1.72,74%,6,3,3,2,93% (321/347),0.0,,1.26,1,2,5,1,0,,13,0,1,4,56% (10/18),82% (46/56),0% (0/7),0.7,9,6,100% (3/3),20,16,4,0,0,0,0.0,0.0
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,1° tempo,Ospite,Port Vale,nHVoqg0K,0.07,26%,3,0,0,1,69% (84/122),1.0,,0.0,3,0,1,2,0,,3,0,1,6,35% (9/26),40% (12/30),50% (2/4),0.07,6,4,57% (4/7),30,15,2,0,0,1,1.26,-0.74
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,2° tempo,Casa,Chelsea,nHVoqg0K,3.66,79%,14,8,8,6,92% (328/355),,,3.69,4,2,12,2,3,2.0,23,3,2,6,59% (10/17),89% (100/112),25% (2/8),1.82,10,4,60% (3/5),27,8,2,1,0,0,0.0,0.0
FA Cup,Quarti di finale,04.04.2026,Chelsea,Port Vale,2° tempo,Ospite,Port Vale,nHVoqg0K,0.02,21%,1,0,0,1,67% (61/91),,,0.0,0,1,0,1,0,0.0,2,0,0,4,25% (5/20),39% (11/28),33% (1/3),0.24,3,6,23% (3/13),22,12,3,0,0,4,3.69,-0.31
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,Totale,Casa,Southampton,jDKPyBhf,1.21,36%,8,4,2,4,79% (240/304),2.0,,1.57,3,1,6,2,1,,18,0,0,11,40% (21/53),64% (47/74),13% (1/8),0.33,10,9,62% (8/13),34,23,7,0,0,6,1.78,0.78
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,Totale,Ospite,Arsenal,jDKPyBhf,1.6,64%,23,7,1,9,89% (466/524),1.0,,1.78,6,10,14,9,0,,60,1,0,9,55% (12/22),82% (153/187),29% (6/21),1.57,7,11,67% (4/6),36,18,6,2,1,2,1.57,-0.43
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,1° tempo,Casa,Southampton,jDKPyBhf,0.67,32%,4,2,2,0,77% (106/137),1.0,,0.56,1,1,2,2,0,,11,0,0,7,37% (11/30),60% (21/35),33% (1/3),0.22,4,4,63% (5/8),19,11,5,0,0,4,0.6,0.6
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,1° tempo,Ospite,Arsenal,jDKPyBhf,0.87,68%,12,4,0,7,91% (251/277),0.0,,0.6,2,6,6,6,0,,40,0,0,4,80% (8/10),85% (106/124),23% (3/13),0.86,3,7,67% (4/6),19,7,4,1,1,1,0.56,-0.44
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,2° tempo,Casa,Southampton,jDKPyBhf,0.54,40%,4,2,0,4,80% (134/167),1.0,,1.01,2,0,4,0,1,,7,0,0,4,43% (10/23),67% (26/39),0% (0/5),0.11,6,5,60% (3/5),15,12,2,0,0,2,1.18,0.18
FA Cup,Quarti di finale,04.04.2026,Southampton,Arsenal,2° tempo,Ospite,Arsenal,jDKPyBhf,0.73,60%,11,3,1,2,87% (215/247),1.0,,1.18,4,4,8,3,0,,20,1,0,5,33% (4/12),75% (47/63),38% (3/8),0.71,4,4,0% (0/0),17,11,2,1,0,1,1.01,0.01
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,Totale,Casa,West Ham,EgMYT5mm,3.11,56%,22,6,5,4,82% (494/604),2.0,,3.32,9,7,17,5,3,,33,1,8,11,36% (28/78),71% (124/175),44% (17/39),2.08,25,20,54% (13/24),78,29,5,1,0,5,3.12,1.12
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,Totale,Ospite,Leeds,EgMYT5mm,2.4,44%,21,8,4,5,77% (376/490),3.0,,3.12,8,5,17,4,0,,44,0,0,20,38% (26/68),63% (97/153),13% (3/23),1.17,19,11,65% (15/23),76,41,15,0,0,4,3.32,1.32
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,1° tempo,Casa,West Ham,EgMYT5mm,0.71,47%,6,2,1,1,81% (172/212),0.0,,0.91,2,2,5,1,0,,10,0,4,4,28% (7/25),70% (38/54),67% (8/12),0.91,9,7,50% (5/10),30,13,3,0,0,3,2.2,1.2
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,1° tempo,Ospite,Leeds,EgMYT5mm,0.65,53%,8,4,1,3,81% (199/245),1.0,,2.2,2,2,6,2,0,,15,0,0,7,41% (13/32),72% (53/74),9% (1/11),0.21,11,4,57% (4/7),27,14,5,0,0,2,0.91,0.91
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,2° tempo,Casa,West Ham,EgMYT5mm,1.96,66%,10,2,3,3,84% (196/234),1.0,,1.92,4,4,8,2,2,,12,0,1,5,43% (10/23),76% (50/66),35% (8/23),0.8,8,9,75% (6/8),27,10,0,0,0,2,0.92,-0.08
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,2° tempo,Ospite,Leeds,EgMYT5mm,1.46,34%,9,3,2,2,70% (88/126),2.0,,0.92,3,3,7,2,0,,20,0,0,9,41% (9/22),58% (28/48),33% (2/6),0.9,6,5,75% (6/8),28,14,8,0,0,0,1.92,-0.08
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,Supplementari,Casa,West Ham,EgMYT5mm,0.44,56%,6,2,1,0,80% (126/158),1.0,,0.49,3,1,4,2,1,,11,1,3,2,37% (11/30),65% (36/55),25% (1/4),0.37,8,4,33% (2/6),21,6,2,1,0,0,0.0,0.0
FA Cup,Quarti di finale,05.04.2026,West Ham,Leeds,Supplementari,Ospite,Leeds,EgMYT5mm,0.29,44%,4,1,1,0,75% (89/119),0.0,,0.0,3,0,4,0,0,,9,0,0,4,29% (4/14),52% (16/31),0% (0/6),0.06,2,2,63% (5/8),21,13,2,0,0,2,0.49,0.49
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,Totale,Casa,Manchester City,QJ08pSZF,2.06,69%,26,6,2,10,90% (557/619),0.0,,0.81,9,11,18,8,0,,65,2,2,9,58% (19/33),88% (272/308),25% (3/12),2.03,12,9,67% (4/6),58,19,6,0,0,2,0.87,-0.13
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,Totale,Ospite,Southampton,QJ08pSZF,0.17,31%,4,3,0,3,74% (201/271),2.0,,0.87,0,1,1,3,0,,8,0,3,9,28% (14/50),51% (29/57),13% (1/8),0.19,12,9,52% (13/25),43,25,4,0,0,3,0.81,-1.19
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,1° tempo,Casa,Manchester City,QJ08pSZF,0.4,64%,6,1,0,2,91% (300/329),,,0.16,2,3,5,1,0,,13,1,2,2,60% (9/15),89% (110/123),40% (2/5),0.51,5,6,100% (2/2),22,10,3,0,0,0,0.0,0.0
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,1° tempo,Ospite,Southampton,QJ08pSZF,0.0,36%,0,0,0,0,78% (141/181),,,0.0,0,0,0,0,0,,3,0,2,6,30% (7/23),52% (15/29),0% (0/3),0.06,8,2,42% (5/12),21,7,2,0,0,1,0.16,0.16
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,2° tempo,Casa,Manchester City,QJ08pSZF,1.66,76%,20,5,2,8,89% (257/290),0.0,,0.65,7,8,13,7,0,,52,1,0,7,56% (10/18),88% (162/185),14% (1/7),1.52,7,3,50% (2/4),36,9,3,0,0,2,0.87,-0.13
FA Cup,Semifinali,25.04.2026,Manchester City,Southampton,2° tempo,Ospite,Southampton,QJ08pSZF,0.17,24%,4,3,0,3,67% (60/90),2.0,,0.87,0,1,1,3,0,,5,0,1,3,26% (7/27),50% (14/28),20% (1/5),0.13,4,7,62% (8/13),22,18,2,0,0,2,0.65,-1.35
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,Totale,Casa,Chelsea,Yq4Gr64S,0.39,54%,8,2,2,6,86% (425/494),3.0,,0.73,3,3,5,3,1,1.0,23,2,2,13,33% (16/49),76% (81/107),8% (1/13),1.07,9,14,52% (11/21),61,36,8,1,0,3,0.99,0.99
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,Totale,Ospite,Leeds,Yq4Gr64S,0.84,46%,10,3,2,4,81% (323/400),4.0,,0.99,5,2,4,6,0,0.0,12,1,0,14,34% (15/44),60% (49/82),14% (3/22),0.62,20,13,48% (10/21),60,23,6,1,1,1,0.73,-0.27
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,1° tempo,Casa,Chelsea,Yq4Gr64S,0.35,65%,6,2,2,2,88% (275/313),,,0.73,2,2,4,2,1,1.0,15,2,2,6,33% (8/24),80% (56/70),11% (1/9),0.7,5,6,67% (4/6),27,13,1,1,0,1,0.74,0.74
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,1° tempo,Ospite,Leeds,Yq4Gr64S,0.57,35%,4,1,1,2,79% (134/170),,,0.74,2,1,2,2,0,0.0,9,1,0,6,28% (7/25),44% (11/25),0% (0/6),0.46,8,6,56% (5/9),28,19,5,1,1,1,0.73,-0.27
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,2° tempo,Casa,Chelsea,Yq4Gr64S,0.04,43%,2,0,0,4,83% (150/181),3.0,,0.0,1,1,1,1,0,,8,0,0,7,32% (8/25),68% (25/37),0% (0/4),0.37,4,8,47% (7/15),34,23,7,0,0,2,0.25,0.25
FA Cup,Semifinali,26.04.2026,Chelsea,Leeds,2° tempo,Ospite,Leeds,Yq4Gr64S,0.27,57%,6,2,1,2,82% (189/230),4.0,,0.25,3,1,2,4,0,,3,0,0,8,42% (8/19),67% (38/57),19% (3/16),0.16,12,7,42% (5/12),32,4,1,0,0,0,0.0,0.0
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,Totale,Casa,Chelsea,6uTuOILk,0.62,44%,7,1,0,4,83% (349/418),3.0,,0.0,5,1,5,2,0,,20,0,3,13,41% (24/58),67% (62/93),22% (4/18),0.93,19,15,53% (8/15),43,13,6,0,0,4,1.69,0.69
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,Totale,Ospite,Manchester City,6uTuOILk,0.98,56%,9,4,1,4,87% (471/541),1.0,,1.69,3,2,7,2,1,,27,1,3,15,41% (13/32),73% (105/144),50% (3/6),1.1,7,13,86% (6/7),48,29,5,0,0,0,0.0,0.0
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,1° tempo,Casa,Chelsea,6uTuOILk,0.08,41%,2,0,0,2,82% (169/206),2.0,,0.0,2,0,1,1,0,,5,0,2,5,45% (13/29),64% (27/42),17% (1/6),0.1,10,6,50% (3/6),16,2,2,0,0,2,0.71,0.71
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,1° tempo,Ospite,Manchester City,6uTuOILk,0.5,59%,6,2,0,2,90% (269/298),0.0,,0.71,2,2,5,1,0,,13,1,1,6,44% (8/18),67% (36/54),100% (1/1),0.29,5,5,100% (2/2),22,14,4,0,0,0,0.0,0.0
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,2° tempo,Casa,Chelsea,6uTuOILk,0.54,48%,5,1,0,2,85% (180/212),1.0,,0.0,3,1,4,1,0,,15,0,1,8,38% (11/29),69% (35/51),25% (3/12),0.83,9,9,56% (5/9),27,11,4,0,0,2,0.98,-0.02
FA Cup,Finale,16.05.2026,Chelsea,Manchester City,2° tempo,Ospite,Manchester City,6uTuOILk,0.48,52%,3,2,1,2,83% (202/243),1.0,,0.98,1,0,2,1,1,,14,0,2,9,36% (5/14),77% (69/90),40% (2/5),0.81,2,8,80% (4/5),26,15,1,0,0,0,0.0,0.0
