Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Titolare,10,14,McCann L.,,6.4,,42',2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Titolare,11,9,Davies W.,,5.0,,72',2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,1,29,Devonport O.,,6.2,72',,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,2,17,Evans C.,,6.0,42',,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,3,32,Hughes K.,,6.2,59',,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,4,13,Lynch J.,Portiere,,,,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,5,38,McLean C.,,,,,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,6,23,Morrison G.,,,,,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,7,34,Roberts L.,,,,,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,8,26,Rooney S.,,6.1,59',,2PUtsuqK
FA Cup,3° turno,09.01.2026,Port Vale,Fleetwood,Ospite,Fleetwood,3-1-4-2,Panchina,9,8,Virtue-Thick M.,,6.3,71',,2PUtsuqK
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,1,1,Pickford J.,Portiere,7.1,,,OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,2,2,Patterson N.,,6.2,,116',OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,3,6,Tarkowski J.,Capitano,8.1,,,OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,4,15,O'Brien J.,,6.4,,,OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,5,16,Mykolenko V.,,7.1,,104',OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,6,34,Rohl M.,,6.0,,86',OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,7,37,Garner J.,,9.0,,,OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,8,20,Dibling T.,,5.9,,75',OY97SuUQ
FA Cup,3° turno,10.01.2026,Everton,Sunderland,Casa,Everton,4-2-3-1,Titolare,9,45,Armstrong H.,,6.5,,,OY97SuUQ
