Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Giocatore,Ruolo,Stato,Rating,ID partita,PENALTIES_COMMITTED,PENALTY_SHOOTOUT_ATTEMPTS_SAVES,PENALTY_SHOOTOUT_ATTEMPTS_SCORED,HIT_WOODWORK,TURNOVERS,CHALLENGE_LOST,PENALTIES_NOT_CONVERTED,PENALTY_SHOOTOUT_ATTEMPTS_NOT_CONVERTED,GOALS_PREVENTED_NO_PENALTIES,PASSES_OPEN_PLAY_ACCURACY,PASSES_OPEN_PLAY_ACCURATE,PASSES_OPEN_PLAY_TOTAL,DUELS_EFFICIENCY,TACKLE_LAST_MAN,CLEARANCES_OFF_LINE,BIG_CHANCES_SAVED,PENALTIES_SAVED,GOALS_PENALTY,PENALTIES_WON,ASSISTS_GOAL,BIG_CHANCES_CREATED,BIG_CHANCES_MISSED,CARDS_RED,CARDS_YELLOW,CLEARANCES,CROSSES_ACCURACY,CROSSES_TOTAL,CROSSES_ACCURATE,DRIBBLES_EFFICIENCY,DUELS_AERIAL_TOTAL,DRIBBLES_TOTAL,DRIBBLES_WON,DUELS_AERIAL_EFFICIENCY,DUELS_AERIAL_WON,DUELS_GROUND_EFFICIENCY,DUELS_GROUND_TOTAL,DUELS_GROUND_WON,DUELS_TOTAL,ERRORS_LEAD_TO_GOAL,ERRORS_LEAD_TO_SHOT,EXPECTED_ASSISTS,EXPECTED_GOALS,EXPECTED_GOALS_ON_TARGET,EXPECTED_GOALS_ON_TARGET_FACED,FOULS_COMMITTED,FOULS_SUFFERED,GOALS,GOALS_CONCEDED,GOALS_OWN,GOALS_PREVENTED,INTERCEPTIONS,KEEPER_SWEEPER_TOTAL,KEEPER_THROWS_TOTAL,LONG_BALLS_ACCURACY,LONG_BALLS_TOTAL,LONG_BALLS_ACCURATE,MATCH_MINUTES_PLAYED,OFFSIDES,PASSES_ACCURACY,PASSES_TOTAL,PASSES_ACCURATE,PASSES_FINAL_THIRD_ACCURACY,PASSES_FINAL_THIRD_TOTAL,PASSES_FINAL_THIRD_ACCURATE,PUNCHES_TOTAL,SAVES_TOTAL,SHOTS_BLOCKED,SHOTS_BOX_IN,SHOTS_BOX_OUT,SHOTS_HEAD,SHOTS_OFF_TARGET,SHOTS_ON_TARGET,SHOTS_TOTAL,TACKLES_EFFICIENCY,TACKLES_TOTAL,TACKLES_WON,TOUCHES_BOX_OPPOSITE,TOUCHES_TOTAL,SHOTS_FACED,CARDS_YELLOW_SECOND,MATCH_ON_PITCH_LIVE,MATCH_MINUTES_PLAYED_LIVE,KEY_PASSES,BOX_ENTRIES_EFFICIENCY,BOX_ENTRIES_ACCURATE,BOX_ENTRIES_TOTAL,THROUGH_BALLS,LAYOFFS_ACCURACY,LAYOFFS_ACCURATE,LAYOFFS_TOTAL,FINAL_THIRD_ENTRIES_TOTAL,FINAL_THIRD_ENTRIES_SUCCESSFUL,FINAL_THIRD_ENTRIES_EFFICIENCY,BALL_RECOVERIES,HIGH_CLAIM_EFFICIENCY,HIGH_CLAIM_TOTAL,HIGH_CLAIM_SAVED,DUELS_WON,OUTFIELDER_BLOCKS,PROGRESSIVE_CARRIES,PROGRESSIVE_PASSES_TOTAL,PROGRESSIVE_PASSES_ACCURACY,PROGRESSIVE_PASSES_ACCURATE
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Wiles Benjamin,Centrocampista offensivo,Titolare,7.2,femlyACb,0,0,0,0,5,1,0,0,-0.0108,0.833333,15,18,0.363636,0,0,0,0,0,0,0,2,0,0,0,0,0.0,2,0,0.5,1,2,1,0.0,0,0.4,10,4,11,0,0,0.654305,0.0437,0.0423,0.9892,0,3,0,1,0,-0.0108,0,0,0,0.5,2,1,72,0,0.842105,19,16,0.833333,6,5,0,0,0,0,1,0,0,1,1,0.0,0,0,2,34,1,0,0,72,2,0.0,0,2,1,0.0,0,0,4,0,0.0,8,0.0,0,0,4,0,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Kelly Liam,Centrocampista,Subentrato,7.0,femlyACb,0,0,0,0,2,0,0,0,1.228,0.85,17,20,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,3,1,0.0,0,0,0,0.0,0,0.333333,3,1,3,0,0,0.073146,0.0,0.0,1.228,1,0,0,0,0,1.228,0,0,0,0.75,4,3,48,0,0.833333,24,20,0.916667,12,11,0,0,0,0,0,0,0,0,0,1.0,1,1,0,33,0,0,0,48,1,0.0,0,5,0,0.0,0,1,5,0,0.0,5,0.0,0,0,1,1,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Lemonheigh-Evans Connor,Esterno,Titolare,7.3,femlyACb,0,0,0,0,1,4,0,1,1.2172,0.785714,22,28,0.590909,0,0,0,0,0,0,1,1,0,0,0,7,0.0,1,0,0.666667,8,3,2,0.75,6,0.5,14,7,22,0,0,0.334169,0.0,0.0,2.2172,1,0,0,1,0,1.2172,2,0,0,0.0,0,0,120,0,0.785714,28,22,0.75,8,6,0,0,0,0,0,0,0,0,0,0.6,5,3,5,60,1,0,0,120,2,0.0,0,0,0,0.0,0,1,2,0,0.0,6,0.0,0,0,13,1,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Thompson-Sommers Kane,Centrocampista,Titolare,6.5,femlyACb,0,0,0,0,2,2,0,0,-0.0108,0.851852,23,27,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0.0,1,0,0,1.0,1,0.555556,9,5,10,0,0,0.008341,0.0,0.0,0.9892,1,2,0,1,0,-0.0108,0,0,0,0.666667,3,2,72,0,0.821429,28,23,0.75,4,3,0,0,0,0,0,0,0,0,0,0.333333,3,1,0,38,1,0,0,72,1,0.0,0,0,0,1.0,1,1,3,0,0.0,5,0.0,0,0,6,1,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Crowley Dan,Centrocampista offensivo,Titolare,6.5,femlyACb,0,0,0,0,0,0,0,0,-0.0108,0.851064,40,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,9,3,0.0,0,1,0,0.0,0,0.5,4,2,4,0,0,0.124791,0.0,0.0,0.9892,1,1,0,1,0,-0.0108,0,0,0,0.0,2,0,79,0,0.854167,48,41,0.611111,18,11,0,0,0,0,0,0,0,0,0,1.0,1,1,0,64,1,0,0,79,0,0.0,0,12,0,1.0,2,2,6,0,0.0,5,0.0,0,0,2,0,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Tripp Callum,Centrocampista,Subentrato,6.9,femlyACb,0,0,0,0,1,2,0,0,1.228,0.434783,10,23,0.5,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,0,1.0,0,1,1,0.0,0,0.5,6,3,6,0,0,0.00329,0.0,0.0,1.228,1,0,0,0,0,1.228,1,0,0,0.0,6,0,61,0,0.434783,23,10,0.25,8,2,0,0,0,0,0,0,0,0,0,1.0,2,2,0,48,0,0,0,61,0,0.0,0,0,0,0.0,0,1,7,0,0.0,2,0.0,0,0,3,1,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Casa,Milton Keynes,Jones Gethin,Difensore centrale,Titolare,7.0,femlyACb,0,0,0,0,0,0,0,0,1.0726,0.846154,33,39,1.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,2,0,1.0,2,1,1,1.0,2,1.0,3,3,5,0,0,0.012693,0.0,0.0,2.0726,0,0,0,1,0,1.0726,0,0,0,0.25,4,1,98,0,0.846154,39,33,0.833333,12,10,0,0,0,0,0,0,0,0,0,1.0,2,2,1,53,1,0,0,98,0,0.0,0,1,0,1.0,1,1,8,0,0.0,3,0.0,0,0,5,1,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Ospite,Oxford Utd,Krastev Filip,Centrocampista,Subentrato,7.2,femlyACb,0,0,0,0,3,1,0,0,0.8461,0.866667,26,30,0.714286,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,2,0,1.0,1,0.666667,6,4,7,0,0,0.050141,0.0231,0.0,0.8461,1,1,0,0,0,0.8461,1,0,0,0.75,4,3,55,0,0.875,32,28,0.866667,15,13,0,0,1,0,1,0,0,0,1,0.666667,3,2,0,46,0,0,0,55,2,0.0,0,3,0,1.0,2,2,4,0,0.0,5,0.0,0,0,5,0,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Ospite,Oxford Utd,Currie Jack,Terzino,Titolare,6.8,femlyACb,0,0,0,0,2,1,0,0,1.1236,0.791045,53,67,0.75,0,0,0,0,0,0,0,0,0,0,0,2,0.285714,7,2,1.0,2,1,1,1.0,2,0.666667,6,4,8,0,1,0.246762,0.0,0.0,2.1236,1,1,0,1,0,1.1236,0,0,0,0.375,8,3,120,0,0.797101,69,55,0.842105,19,16,0,0,0,0,0,0,0,0,0,0.5,2,1,1,104,1,0,0,120,3,0.0,0,8,0,0.0,0,0,11,0,0.0,8,0.0,0,0,6,0,0,0,0.0,0
FA Cup,3° turno,09.01.2026,Milton Keynes,Oxford Utd,Ospite,Oxford Utd,Long Sam,Terzino,Titolare,6.7,femlyACb,0,0,0,0,4,3,0,0,1.1236,0.774194,48,62,0.4,0,0,0,0,0,0,0,0,0,0,0,4,0.0,10,0,0.0,6,1,0,0.333333,2,0.444444,9,4,15,0,0,0.035957,0.0,0.0,2.1236,0,0,0,1,0,1.1236,1,0,0,0.285714,7,2,120,0,0.777778,63,49,0.590909,22,13,0,0,0,0,0,0,0,0,0,0.75,4,3,1,105,1,0,0,120,0,0.0,0,13,0,0.0,0,0,11,0,0.0,4,0.0,0,0,6,0,0,0,0.0,0
