Giornata,Data,Squadra,Campo,Avversario,Risultato squadra,Esito,Periodo,Goal previsti (xG),Possesso palla %,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi riusciti,Passaggi totali,Passaggi %,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi riusciti,Passaggi lunghi totali,Passaggi lunghi %,Passaggi offensivi riusciti,Passaggi offensivi totali,Passaggi offensivi %,Cross riusciti,Cross totali,Cross %,Assist previsti (xA),Rimesse Laterali,Falli,Tackles riusciti,Tackles totali,Tackles %,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati,Gol di testa
29,15.03.2026,Como,Casa,Roma,2-1,V,2° tempo,0.95,71,12,5,3,2,215,245,88,2,0,1.28,4,3,8,4,1,18,1,0,10,15,24,63,43,53,81,2,9,22,0.6,11,9,1,4,25,32,10,1,0,0,0,0,0,
29,15.03.2026,Roma,Trasferta,Como,1-2,P,2° tempo,0,29,0,0,0,1,63,97,65,3,1,0,0,0,0,0,0,4,0,0,9,7,27,26,10,28,36,1,3,33,0.1,5,10,6,10,60,26,18,6,0,0,3,1.28,-0.72,
29,16.03.2026,Cremonese,Casa,Fiorentina,1-4,P,Totale,1.43,48,13,3,3,4,282,350,81,1,,1.05,8,2,10,3,0,22,0,0,16,29,57,51,73,120,61,9,36,25,1.29,27,17,9,14,64,46,23,3,0,0,2,2.62,-1.38,
29,16.03.2026,Fiorentina,Trasferta,Cremonese,4-1,V,Totale,1.68,52,13,6,2,6,335,398,84,0,,2.62,3,4,9,4,0,22,1,2,17,23,48,48,68,87,78,4,17,24,0.83,17,16,2,4,50,35,39,7,0,0,2,1.05,0.05,
29,16.03.2026,Cremonese,Casa,Fiorentina,1-4,P,1° tempo,0.29,46,2,1,1,1,142,173,82,1,,0.32,1,0,1,1,0,3,0,0,10,15,29,52,22,38,58,1,14,7,0.21,11,10,7,8,88,22,13,1,0,0,0,0.77,-1.23,
29,16.03.2026,Fiorentina,Trasferta,Cremonese,4-1,V,1° tempo,0.6,54,6,2,1,4,179,209,86,0,,0.77,1,3,6,0,0,15,1,0,10,11,20,55,46,60,77,4,11,36,0.48,10,10,0,0,0,16,14,5,0,0,1,0.32,0.32,
29,16.03.2026,Cremonese,Casa,Fiorentina,1-4,P,2° tempo,1.14,50,11,2,2,3,140,177,79,,,0.73,7,2,9,2,0,19,0,0,6,14,28,50,51,82,62,8,22,36,1.08,16,7,2,6,33,24,10,2,0,0,2,1.85,-0.15,
29,16.03.2026,Fiorentina,Trasferta,Cremonese,4-1,V,2° tempo,1.08,50,7,4,1,2,156,189,83,,,1.85,2,1,3,4,0,7,0,2,7,12,28,43,22,27,81,0,6,0,0.35,7,6,2,4,50,19,25,2,0,0,1,0.73,-0.27,
29,14.03.2026,Inter,Casa,Atalanta,1-1,N,Totale,1.54,57,16,3,3,2,575,653,88,2,,0.36,10,3,11,5,0,42,0,3,5,17,36,47,139,175,79,7,16,44,1.86,11,11,14,19,74,43,27,8,1,1,2,1.37,0.37,
29,14.03.2026,Atalanta,Trasferta,Inter,1-1,N,Totale,1.12,43,8,3,3,3,400,470,85,2,,1.37,5,0,5,3,0,15,0,2,11,29,57,51,73,108,68,1,22,5,0.5,13,5,9,13,69,34,15,10,0,1,2,0.36,-0.64,
29,14.03.2026,Inter,Casa,Atalanta,1-1,N,1° tempo,0.58,66,9,2,0,1,362,403,90,1,,0.1,5,2,6,3,0,16,0,0,2,6,16,38,88,112,79,4,6,67,0.89,5,4,7,8,88,19,14,3,1,0,1,0.05,0.05,
29,14.03.2026,Atalanta,Trasferta,Inter,1-1,N,1° tempo,0.04,34,2,1,0,1,167,204,82,1,,0.05,1,0,0,2,0,4,0,0,4,11,29,38,21,40,53,0,7,0,0.16,8,2,4,4,100,12,6,5,0,1,1,0.1,-0.9,
29,14.03.2026,Inter,Casa,Atalanta,1-1,N,2° tempo,0.96,48,7,1,3,1,213,250,85,1,,0.26,5,1,5,2,0,26,0,3,3,11,20,55,51,63,81,3,10,30,0.97,6,7,7,11,64,24,13,5,0,1,1,1.32,0.32,
29,14.03.2026,Atalanta,Trasferta,Inter,1-1,N,2° tempo,1.08,52,6,2,3,2,233,266,88,1,,1.32,4,0,5,1,0,11,0,2,7,18,28,64,52,68,76,1,15,7,0.34,5,3,5,9,56,22,9,5,0,0,1,0.26,0.26,
29,15.03.2026,Lazio,Casa,Milan,1-0,V,Totale,0.42,41,7,2,1,1,344,406,85,4,,0.43,2,3,2,5,1,16,0,3,19,25,52,48,57,88,65,1,11,9,0.3,12,7,13,16,81,49,38,11,0,0,3,0.73,0.73,
29,15.03.2026,Milan,Trasferta,Lazio,0-1,P,Totale,1.39,59,17,3,2,9,501,561,89,1,,0.73,8,6,12,5,0,41,1,4,7,25,38,66,121,156,78,9,33,27,1.77,22,19,10,15,67,35,16,8,0,0,2,0.43,-0.57,
29,15.03.2026,Lazio,Casa,Milan,1-0,V,1° tempo,0.35,43,5,2,1,1,197,226,87,,,0.43,1,2,2,3,1,7,0,2,10,16,24,67,34,48,71,0,6,0,0.11,6,3,6,8,75,23,11,5,0,0,0,0,0,
29,15.03.2026,Milan,Trasferta,Lazio,0-1,P,1° tempo,0.44,57,5,0,0,1,266,299,89,,,0,2,3,5,0,0,14,0,0,3,9,17,53,64,84,76,4,9,44,0.57,14,10,3,5,60,15,8,5,0,0,1,0.43,-0.57,
29,15.03.2026,Lazio,Casa,Milan,1-0,V,2° tempo,0.07,39,2,0,0,0,147,180,82,4,,0,1,1,0,2,0,9,0,1,9,9,28,32,23,40,57,1,5,20,0.19,6,4,7,8,88,26,27,6,0,0,3,0.73,0.73,
29,15.03.2026,Milan,Trasferta,Lazio,0-1,P,2° tempo,0.95,61,12,3,2,8,235,262,90,1,,0.73,6,3,7,5,0,27,1,4,4,16,21,76,57,72,79,5,24,21,1.2,8,9,7,10,70,20,8,3,0,0,1,0,0,
29,14.03.2026,Napoli,Casa,Lecce,2-1,V,Totale,1.28,70,12,4,1,7,528,601,88,0,,1.25,6,2,7,5,0,27,1,0,7,19,31,61,104,129,81,3,18,17,0.95,24,11,9,18,50,48,17,7,1,0,1,0.59,-0.41,0
29,14.03.2026,Lecce,Trasferta,Napoli,1-2,P,Totale,1.29,30,12,2,2,7,185,246,75,1,,0.59,6,4,8,4,0,16,0,0,11,17,45,38,43,70,61,6,22,27,0.49,23,7,16,20,80,52,24,5,0,0,2,1.25,-0.75,1
29,14.03.2026,Napoli,Casa,Lecce,2-1,V,1° tempo,0.29,71,4,0,0,4,290,330,88,0,,0,3,1,1,3,0,12,0,0,3,6,10,60,60,71,85,0,10,0,0.19,16,2,5,10,50,28,9,3,0,0,1,0.59,-0.41,0
29,14.03.2026,Lecce,Trasferta,Napoli,1-2,P,1° tempo,1.11,29,8,2,2,6,97,128,76,1,,0.59,3,3,6,2,0,8,0,0,2,7,21,33,20,29,69,3,12,25,0.38,11,3,8,11,73,23,12,2,0,0,0,0,0,1
29,14.03.2026,Napoli,Casa,Lecce,2-1,V,2° tempo,0.99,69,8,4,1,3,238,271,88,,,1.25,3,1,6,2,0,15,1,0,4,13,21,62,44,58,76,3,8,38,0.76,8,9,4,8,50,20,8,4,1,0,0,0,0,
29,14.03.2026,Lecce,Trasferta,Napoli,1-2,P,2° tempo,0.18,31,4,0,0,1,88,118,75,,,0,3,1,2,2,0,8,0,0,9,10,24,42,23,41,56,3,10,30,0.11,12,4,8,9,89,29,12,3,0,0,2,1.25,-0.75,
29,15.03.2026,Pisa,Casa,Cagliari,3-1,V,Totale,2.47,28,10,6,4,1,156,226,69,1,1,2.81,2,2,8,2,0,18,0,1,16,22,58,38,37,72,51,4,8,50,0.76,8,14,4,15,27,53,23,8,0,0,3,0.51,-0.49,
29,15.03.2026,Cagliari,Trasferta,Pisa,1-3,P,Totale,1.18,72,14,4,3,5,500,572,87,4,1,0.51,6,4,9,5,1,18,0,1,14,15,34,44,108,147,73,8,24,33,0.92,23,16,7,10,70,38,11,3,0,0,3,2.81,-0.19,
29,15.03.2026,Pisa,Casa,Cagliari,3-1,V,1° tempo,1.13,30,5,3,2,0,102,133,77,,1,1.21,1,1,4,1,0,7,0,1,6,11,27,41,14,25,56,2,3,67,0.4,3,9,4,8,50,22,9,4,0,0,1,0.09,0.09,
29,15.03.2026,Cagliari,Trasferta,Pisa,1-3,P,1° tempo,0.54,70,5,1,1,3,279,317,88,,0,0.09,2,2,3,2,1,7,0,1,9,8,18,44,44,65,68,4,8,50,0.52,13,6,5,8,63,23,3,2,0,0,2,1.21,0.21,
29,15.03.2026,Pisa,Casa,Cagliari,3-1,V,2° tempo,1.34,27,5,3,2,1,54,93,58,1,0,1.6,1,1,4,1,0,11,0,0,10,11,31,35,23,47,49,2,5,40,0.36,5,5,0,7,0,31,14,4,0,0,2,0.42,-0.58,
29,15.03.2026,Cagliari,Trasferta,Pisa,1-3,P,2° tempo,0.64,73,9,3,2,2,221,255,87,4,1,0.42,4,2,6,3,0,11,0,0,5,7,16,44,64,82,78,4,16,25,0.4,10,10,2,2,100,15,8,1,0,0,1,1.6,-0.4,
29,15.03.2026,Sassuolo,Casa,Bologna,0-1,P,Totale,0.49,54,9,3,0,7,344,422,82,1,,1,4,2,6,3,0,21,0,1,11,19,53,36,88,130,68,4,16,25,0.43,22,16,4,10,40,44,16,3,0,0,2,1.27,0.27,
29,15.03.2026,Bologna,Trasferta,Sassuolo,1-0,V,Totale,0.99,46,16,3,0,4,273,355,77,2,,1.27,8,5,8,8,0,19,0,2,16,29,72,40,72,109,66,3,13,23,0.53,14,11,9,20,45,46,29,6,0,0,3,1,1,
29,15.03.2026,Sassuolo,Casa,Bologna,0-1,P,1° tempo,0.23,54,2,2,0,1,201,236,85,0,,0.65,0,0,1,1,0,6,0,1,8,5,21,24,41,61,67,3,7,43,0.26,6,6,2,7,29,24,9,1,0,0,0,0.84,-0.16,
29,15.03.2026,Bologna,Trasferta,Sassuolo,1-0,V,1° tempo,0.43,46,9,1,0,1,160,197,81,1,,0.84,7,1,5,4,0,12,0,1,6,15,34,44,35,48,73,3,9,33,0.38,4,8,4,8,50,23,7,4,0,0,2,0.65,0.65,
29,15.03.2026,Sassuolo,Casa,Bologna,0-1,P,2° tempo,0.26,55,7,1,0,6,143,186,77,1,,0.35,4,2,5,2,0,15,0,0,3,14,32,44,47,69,68,1,9,11,0.17,16,10,2,3,67,20,7,2,0,0,2,0.43,0.43,
29,15.03.2026,Bologna,Trasferta,Sassuolo,1-0,V,2° tempo,0.56,45,7,2,0,3,113,158,72,1,,0.43,1,4,3,4,0,7,0,1,10,14,38,37,37,61,61,0,4,0,0.15,10,3,5,12,42,23,22,2,0,0,1,0.35,0.35,
29,13.03.2026,Torino,Casa,Parma,4-1,V,Totale,2.2,50,15,6,3,2,325,388,84,1,,1.98,7,2,7,8,1,19,0,4,13,32,50,64,67,98,68,3,12,25,0.89,12,17,9,12,75,49,28,10,0,0,2,1.6,0.6,0
29,13.03.2026,Parma,Trasferta,Torino,1-4,P,Totale,0.57,50,6,3,1,7,322,389,83,3,,1.6,2,1,4,2,0,12,0,3,17,29,52,56,67,104,64,3,14,21,0.67,20,13,3,6,50,50,23,6,0,2,3,1.98,-1.02,1
29,13.03.2026,Torino,Casa,Parma,4-1,V,1° tempo,0.23,55,6,2,0,1,184,216,85,,,0.3,3,1,3,3,0,6,0,3,7,19,27,70,38,55,69,3,9,33,0.17,5,7,7,7,100,25,11,6,0,0,2,1.6,0.6,0
29,13.03.2026,Parma,Trasferta,Torino,1-4,P,1° tempo,0.55,45,5,3,1,3,143,178,80,,,1.6,1,1,4,1,0,7,0,0,7,19,31,61,31,50,62,2,5,40,0.52,10,7,1,3,33,26,11,2,0,2,1,0.3,-0.7,1
29,13.03.2026,Torino,Casa,Parma,4-1,V,2° tempo,1.97,44,9,4,3,1,141,172,82,1,,1.68,4,1,4,5,1,13,0,1,6,13,23,57,29,43,67,0,3,0,0.72,7,10,2,5,40,24,17,4,0,0,0,0,0,
29,13.03.2026,Parma,Trasferta,Torino,1-4,P,2° tempo,0.02,56,1,0,0,4,179,211,85,3,,0,1,0,0,1,0,5,0,3,10,10,21,48,36,54,67,1,9,11,0.15,10,6,2,3,67,24,12,4,0,0,2,1.68,-0.32,
29,14.03.2026,Udinese,Casa,Juventus,0-1,P,Totale,0.68,45,10,2,1,2,341,401,85,3,,0.1,7,1,4,6,0,9,0,0,14,28,56,50,54,80,68,0,10,0,0.54,16,12,4,7,57,36,28,10,0,0,7,1.98,0.98,
29,14.03.2026,Juventus,Trasferta,Udinese,1-0,V,Totale,3.33,55,22,8,5,6,418,484,86,1,,1.98,9,5,16,6,1,52,2,3,12,31,51,61,135,175,77,6,22,27,3.08,12,14,10,17,59,47,10,6,0,0,2,0.1,0.1,
29,14.03.2026,Udinese,Casa,Juventus,0-1,P,1° tempo,0.14,41,5,1,0,1,174,202,86,1,,0.06,3,1,2,3,0,5,0,0,9,10,23,43,27,40,68,0,5,0,0.11,6,6,2,3,67,18,15,5,0,0,4,1.51,0.51,
29,14.03.2026,Juventus,Trasferta,Udinese,1-0,V,1° tempo,1.9,59,14,5,3,4,248,283,88,0,,1.51,5,4,11,3,1,30,2,1,6,21,28,75,75,92,82,3,10,30,1.98,3,9,7,10,70,24,4,3,0,0,1,0.06,0.06,
29,14.03.2026,Udinese,Casa,Juventus,0-1,P,2° tempo,0.54,49,5,1,1,1,167,199,84,2,,0.04,4,0,2,3,0,4,0,0,5,18,33,55,27,40,68,0,5,0,0.43,10,6,2,4,50,18,13,5,0,0,3,0.47,0.47,
29,14.03.2026,Juventus,Trasferta,Udinese,1-0,V,2° tempo,1.43,51,8,3,2,2,170,201,85,1,,0.47,4,1,5,3,0,22,0,2,6,10,23,43,60,83,72,3,12,25,1.1,9,5,3,7,43,23,6,3,0,0,1,0.04,0.04,
29,15.03.2026,Verona,Casa,Genoa,0-2,P,Totale,0.3,42,8,1,0,4,232,302,77,2,,0.05,4,3,3,5,1,10,0,3,9,18,41,44,46,75,61,5,18,28,0.37,17,22,9,16,56,58,40,8,0,0,1,0.51,-1.49,0
29,15.03.2026,Genoa,Trasferta,Verona,2-0,V,Totale,0.59,58,11,3,0,2,350,430,81,1,,0.51,3,5,7,4,0,17,0,1,22,28,62,45,49,88,56,2,13,15,0.5,21,9,10,16,63,64,26,6,0,0,1,0.05,0.05,1
29,15.03.2026,Verona,Casa,Genoa,0-2,P,1° tempo,0.08,40,3,1,0,2,105,140,75,2,,0.05,1,1,0,3,1,2,0,3,3,4,16,25,22,39,56,1,9,11,0.05,13,9,4,6,67,26,20,3,0,0,1,0.23,0.23,
29,15.03.2026,Genoa,Trasferta,Verona,2-0,V,1° tempo,0.24,60,5,1,0,1,184,222,83,0,,0.23,2,2,2,3,0,7,0,0,9,15,31,48,23,40,57,0,7,0,0.16,11,3,8,10,80,30,17,2,0,0,1,0.05,0.05,
29,15.03.2026,Verona,Casa,Genoa,0-2,P,2° tempo,0.22,45,5,0,0,2,127,162,78,0,,0,3,2,3,2,0,8,0,0,6,14,25,56,24,36,67,4,9,44,0.32,4,13,5,10,50,32,20,5,0,0,0,0.28,-1.72,0
29,15.03.2026,Genoa,Trasferta,Verona,2-0,V,2° tempo,0.35,55,6,2,0,1,166,208,80,1,,0.28,1,3,5,1,0,10,0,1,13,13,31,42,26,48,54,2,6,33,0.34,10,6,2,6,33,34,9,4,0,0,0,0,0,1
30,22.03.2026,Atalanta,Casa,Verona,1-0,V,Totale,0.96,60,11,3,3,2,445,533,83,1,,0.08,7,1,7,4,1,30,1,0,16,35,67,52,119,166,72,5,12,42,1.03,26,12,10,17,59,58,26,10,0,0,3,0.38,0.38,
30,22.03.2026,Verona,Trasferta,Atalanta,0-1,P,Totale,0.96,40,12,3,1,4,276,353,78,3,,0.38,7,2,6,6,0,18,0,1,12,15,45,33,49,85,58,6,15,40,0.58,25,16,12,18,67,63,29,9,0,0,1,0.08,-0.92,
30,22.03.2026,Atalanta,Casa,Verona,1-0,V,1° tempo,0.55,63,8,3,2,2,246,287,86,0,,0.08,4,1,5,3,0,25,0,0,9,17,25,68,80,103,78,4,9,44,0.74,16,4,4,6,67,28,10,5,0,0,0,0,0,
30,22.03.2026,Verona,Trasferta,Atalanta,0-1,P,1° tempo,0.05,37,2,0,0,2,129,170,76,1,,0,1,1,0,2,0,4,0,0,4,6,23,26,11,25,44,2,4,50,0.08,9,9,5,8,63,21,11,6,0,0,1,0.08,-0.92,
30,22.03.2026,Atalanta,Casa,Verona,1-0,V,2° tempo,0.41,56,3,0,1,0,199,246,81,1,,0,3,0,2,1,1,5,1,0,7,18,42,43,39,63,62,1,3,33,0.29,10,8,6,11,55,30,16,5,0,0,3,0.38,0.38,
30,22.03.2026,Verona,Trasferta,Atalanta,0-1,P,2° tempo,0.91,44,10,3,1,2,147,183,80,2,,0.38,6,1,6,4,0,14,0,1,8,9,22,41,38,60,63,4,11,36,0.5,16,7,7,10,70,42,18,3,0,0,0,0,0,
30,22.03.2026,Bologna,Casa,Lazio,0-2,P,Totale,1.46,54,15,4,1,2,528,585,90,1,,1,9,2,10,5,1,29,0,3,8,25,49,51,83,118,70,5,17,29,0.57,20,13,8,14,57,40,18,8,2,0,3,2.16,0.16,
30,22.03.2026,Lazio,Trasferta,Bologna,2-0,V,Totale,1.7,46,9,5,5,1,435,511,85,1,,2.16,1,3,5,4,0,17,1,1,13,28,63,44,48,66,73,0,8,0,0.26,19,8,6,9,67,36,26,8,0,0,3,1,1,
30,22.03.2026,Bologna,Casa,Lazio,0-2,P,1° tempo,0.3,50,6,1,0,1,261,289,90,,,0.1,4,1,3,3,1,11,0,1,2,17,28,61,48,67,72,2,7,29,0.18,11,7,2,6,33,15,12,4,0,0,1,0.22,0.22,
30,22.03.2026,Lazio,Trasferta,Bologna,2-0,V,1° tempo,0.35,50,3,1,1,1,255,291,88,,,0.22,1,1,1,2,0,8,0,0,7,13,29,45,24,35,69,0,6,0,0.07,11,2,2,3,67,13,12,4,0,0,1,0.1,0.1,
30,22.03.2026,Bologna,Casa,Lazio,0-2,P,2° tempo,1.16,58,9,3,1,1,267,296,90,1,,0.9,5,1,7,2,0,18,0,2,6,8,21,38,35,51,69,3,10,30,0.39,9,6,6,8,75,25,6,4,2,0,2,1.94,-0.06,
30,22.03.2026,Lazio,Trasferta,Bologna,2-0,V,2° tempo,1.35,42,6,4,4,0,180,220,82,1,,1.94,0,2,4,2,0,9,1,1,6,15,34,44,24,31,77,0,2,0,0.19,8,6,4,6,67,23,14,4,0,0,2,0.9,0.9,
30,20.03.2026,Cagliari,Casa,Napoli,0-1,P,Totale,0.33,33,7,0,0,2,256,324,79,2,,0,7,0,4,3,0,19,0,0,16,29,61,48,40,68,59,1,15,7,0.78,22,12,10,17,59,39,23,8,0,0,4,2.09,1.09,
30,20.03.2026,Napoli,Trasferta,Cagliari,1-0,V,Totale,1.74,67,17,5,3,7,613,682,90,2,,2.09,4,8,8,9,1,27,2,2,12,18,39,46,142,172,83,2,14,14,1.34,12,16,5,9,56,37,24,3,2,0,0,0,0,
30,20.03.2026,Cagliari,Casa,Napoli,0-1,P,1° tempo,0.19,33,3,0,0,0,135,173,78,1,,0,3,0,2,1,0,7,0,0,8,13,32,41,19,35,54,0,4,0,0.66,7,6,5,9,56,18,16,4,0,0,2,1.44,0.44,
30,20.03.2026,Napoli,Trasferta,Cagliari,1-0,V,1° tempo,1.14,67,8,3,2,6,309,347,89,1,,1.44,1,4,4,4,1,15,0,1,6,12,23,52,70,88,80,2,10,20,0.64,10,8,3,4,75,16,8,1,2,0,0,0,0,
30,20.03.2026,Cagliari,Casa,Napoli,0-1,P,2° tempo,0.14,32,4,0,0,2,121,151,80,1,,0,4,0,2,2,0,12,0,0,8,16,29,55,21,33,64,1,11,9,0.12,15,6,5,8,63,21,7,4,0,0,2,0.65,0.65,
30,20.03.2026,Napoli,Trasferta,Cagliari,1-0,V,2° tempo,0.6,68,9,2,1,1,304,335,91,1,,0.65,3,4,4,5,0,12,2,1,6,6,16,38,72,84,86,0,4,0,0.7,2,8,2,5,40,21,16,2,0,0,0,0,0,
30,22.03.2026,Como,Casa,Pisa,5-0,V,Totale,1.39,73,14,7,2,7,632,679,93,0,,2.83,6,1,13,1,0,31,1,2,6,20,30,67,134,165,81,5,20,25,1.31,23,5,14,21,67,43,24,7,3,0,0,0,0,
30,22.03.2026,Pisa,Trasferta,Como,0-5,P,Totale,0.43,27,7,0,0,1,197,248,79,2,,0,3,4,4,3,0,16,0,3,5,17,35,49,35,55,64,1,14,7,0.4,21,6,15,24,63,42,19,8,0,1,2,2.83,-2.17,
30,22.03.2026,Como,Casa,Pisa,5-0,V,1° tempo,0.47,77,8,4,1,5,312,337,93,0,,1.12,4,0,8,0,0,16,0,0,4,12,17,71,62,82,76,2,11,18,0.27,13,3,9,11,82,25,18,1,1,0,0,0,0,
30,22.03.2026,Pisa,Trasferta,Como,0-5,P,1° tempo,0.13,23,3,0,0,0,77,92,84,1,,0,2,1,2,1,0,7,0,0,3,6,15,40,14,17,82,0,9,0,0.08,11,4,8,14,57,23,11,5,0,1,2,1.12,-0.88,
30,22.03.2026,Como,Casa,Pisa,5-0,V,2° tempo,0.92,69,6,3,1,2,320,342,94,0,,1.71,2,1,5,1,0,15,1,2,2,8,13,62,72,83,87,3,9,33,1.04,10,2,5,10,50,18,6,6,2,0,0,0,0,
30,22.03.2026,Pisa,Trasferta,Como,0-5,P,2° tempo,0.3,31,4,0,0,1,120,156,77,1,,0,1,3,2,2,0,9,0,3,2,11,20,55,21,38,55,1,5,20,0.32,10,2,7,10,70,19,8,3,0,0,0,1.71,-1.29,
30,22.03.2026,Fiorentina,Casa,Inter,1-1,N,Totale,2.31,40,16,6,3,3,320,383,84,3,,1.46,7,3,9,7,0,21,0,5,12,23,51,45,65,87,75,1,17,6,0.4,11,16,2,4,50,30,31,9,0,0,3,1.98,0.98,0
30,22.03.2026,Inter,Trasferta,Fiorentina,1-1,N,Totale,1.32,60,12,4,2,5,497,577,86,3,,1.98,3,5,11,1,0,30,1,1,16,29,60,48,102,139,73,9,22,41,0.91,17,12,8,16,50,50,20,5,1,0,5,1.46,0.46,1
30,22.03.2026,Fiorentina,Casa,Inter,1-1,N,1° tempo,0.95,37,7,2,2,1,141,170,83,0,,0.14,3,2,4,3,0,8,0,4,8,10,21,48,29,37,78,1,8,13,0.23,5,4,1,2,50,16,15,4,0,0,1,1.24,0.24,0
30,22.03.2026,Inter,Trasferta,Fiorentina,1-1,N,1° tempo,0.82,63,4,2,2,2,260,293,89,2,,1.24,1,1,4,0,0,13,1,1,4,20,34,59,48,63,76,3,10,30,0.47,8,8,4,7,57,18,5,1,0,0,2,0.14,0.14,1
30,22.03.2026,Fiorentina,Casa,Inter,1-1,N,2° tempo,1.36,43,9,4,1,2,179,213,84,3,,1.32,4,1,5,4,0,13,0,1,4,13,30,43,36,50,72,0,9,0,0.17,6,12,1,2,50,14,16,5,0,0,2,0.74,0.74,
30,22.03.2026,Inter,Trasferta,Fiorentina,1-1,N,2° tempo,0.5,57,8,2,0,3,237,284,83,1,,0.74,2,4,7,1,0,17,0,0,12,9,26,35,54,76,71,6,12,50,0.44,9,4,4,9,44,32,15,4,1,0,3,1.32,0.32,
30,20.03.2026,Genoa,Casa,Udinese,0-2,P,Totale,1.19,62,18,2,2,7,374,450,83,1,,0.08,11,5,8,10,2,27,1,1,13,26,54,48,83,126,66,8,30,27,0.62,22,5,8,18,44,52,7,7,0,1,2,0.95,-1.05,0
30,20.03.2026,Udinese,Trasferta,Genoa,2-0,V,Totale,1.03,38,6,4,1,1,208,283,73,5,,0.95,1,1,4,2,0,11,0,1,5,12,42,29,25,45,56,3,7,43,0.48,13,13,8,13,62,40,49,8,1,0,2,0.08,0.08,1
30,20.03.2026,Genoa,Casa,Udinese,0-2,P,1° tempo,0.83,60,10,0,2,2,183,225,81,0,,0,8,2,4,6,2,10,0,0,6,15,32,47,43,61,70,4,11,36,0.32,13,3,3,9,33,24,2,4,0,0,1,0.14,0.14,
30,20.03.2026,Udinese,Trasferta,Genoa,2-0,V,1° tempo,0.06,40,2,1,0,1,126,158,80,1,,0.14,1,0,1,1,0,5,0,1,3,5,17,29,11,20,55,2,3,67,0.08,5,6,5,7,71,22,18,5,1,0,0,0,0,
30,20.03.2026,Genoa,Casa,Udinese,0-2,P,2° tempo,0.36,65,8,2,0,5,191,225,85,1,,0.08,3,3,4,4,0,17,1,1,7,11,22,50,40,65,62,4,19,21,0.3,9,2,5,9,56,28,5,3,0,1,1,0.81,-1.19,0
30,20.03.2026,Udinese,Trasferta,Genoa,2-0,V,2° tempo,0.97,35,4,3,1,0,82,125,66,4,,0.81,0,1,3,1,0,6,0,0,2,7,25,28,14,25,56,1,4,25,0.4,8,7,3,6,50,18,31,3,0,0,2,0.08,0.08,1
30,21.03.2026,Juventus,Casa,Sassuolo,1-1,N,Totale,2.09,66,18,8,3,9,494,570,87,1,,2.16,6,4,16,2,0,61,3,1,7,24,44,55,155,209,74,8,25,32,2.35,25,7,11,17,65,40,9,4,1,0,0,0.41,-0.59,
30,21.03.2026,Sassuolo,Trasferta,Juventus,1-1,N,Totale,0.53,34,7,1,2,4,239,300,80,2,,0.41,2,4,6,1,0,21,1,0,7,22,42,52,63,94,67,4,9,44,0.58,10,7,8,15,53,40,41,10,0,0,7,2.16,1.16,
30,21.03.2026,Juventus,Casa,Sassuolo,1-1,N,1° tempo,0.9,59,10,4,0,6,223,260,86,,,0.84,3,3,10,0,0,33,1,1,3,11,21,52,55,81,68,3,8,38,1.17,7,3,8,10,80,22,3,4,1,0,0,0,0,
30,21.03.2026,Sassuolo,Trasferta,Juventus,1-1,N,1° tempo,0.35,41,4,0,1,2,156,183,85,,,0,2,2,3,1,0,15,1,0,3,13,18,72,32,48,67,2,5,40,0.34,7,3,4,10,40,23,16,9,0,0,3,0.84,-0.16,
30,21.03.2026,Juventus,Casa,Sassuolo,1-1,N,2° tempo,1.19,73,8,4,3,3,271,310,87,1,,1.32,3,1,6,2,0,28,2,0,4,13,23,57,100,128,78,5,17,29,1.18,18,4,3,7,43,18,6,0,0,0,0,0.41,-0.59,
30,21.03.2026,Sassuolo,Trasferta,Juventus,1-1,N,2° tempo,0.18,27,3,1,1,2,83,117,71,2,,0.41,0,2,3,0,0,6,0,0,4,9,24,38,31,46,67,2,4,50,0.24,3,4,4,5,80,17,25,1,0,0,4,1.32,1.32,
30,21.03.2026,Milan,Casa,Torino,3-2,V,Totale,1.5,63,15,6,1,4,501,565,89,3,,2.17,3,6,9,6,0,18,0,1,10,22,39,56,133,160,83,3,17,18,1.56,20,9,5,8,63,31,21,8,0,0,5,2.64,0.64,
30,21.03.2026,Torino,Trasferta,Milan,2-3,P,Totale,2.24,37,19,7,3,6,265,315,84,1,,2.64,9,3,13,6,1,25,0,2,9,11,34,32,76,95,80,10,29,34,0.61,18,10,8,14,57,34,25,14,0,0,3,2.17,-0.83,
30,21.03.2026,Milan,Casa,Torino,3-2,V,1° tempo,0.2,58,5,2,0,1,238,275,87,1,,0.1,1,2,3,2,0,9,0,1,5,12,21,57,47,63,75,1,4,25,0.32,10,3,5,6,83,19,10,3,0,0,4,1.4,0.4,
