Giornata,Data,Squadra,Campo,Avversario,Risultato squadra,Esito,Periodo,Goal previsti (xG),Possesso palla %,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi riusciti,Passaggi totali,Passaggi %,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi riusciti,Passaggi lunghi totali,Passaggi lunghi %,Passaggi offensivi riusciti,Passaggi offensivi totali,Passaggi offensivi %,Cross riusciti,Cross totali,Cross %,Assist previsti (xA),Rimesse Laterali,Falli,Tackles riusciti,Tackles totali,Tackles %,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati,Gol di testa
11,09.11.2025,Fiorentina,Trasferta,Genoa,2-2,N,1° tempo,1.14,53,4,1,2,3,174,206,84,2,,0.85,2,1,3,1,0,6,0,0,10,15,26,58,27,41,66,2,9,22,0.54,5,8,2,6,33,32,16,2,0,0,1,0.95,-0.05,0
11,09.11.2025,Genoa,Casa,Fiorentina,2-2,N,2° tempo,1.15,35,6,4,2,1,73,109,67,2,,1.69,2,0,6,0,0,12,0,0,7,10,26,38,23,41,56,4,9,44,0.19,13,10,3,5,60,21,21,4,0,1,1,0.79,-0.21,
11,09.11.2025,Fiorentina,Trasferta,Genoa,2-2,N,2° tempo,0.42,65,3,2,1,4,169,212,80,1,,0.79,0,1,2,1,0,6,1,0,10,11,27,41,18,39,46,0,8,0,0.35,9,7,8,11,73,35,12,3,0,0,3,1.69,0.69,
11,09.11.2025,Inter,Casa,Lazio,2-0,V,Totale,1.91,54,8,3,3,3,489,559,87,3,,1.44,4,1,7,1,0,23,0,2,11,33,60,55,109,145,75,3,21,14,1.38,19,26,6,14,43,39,11,4,0,0,5,0.9,0.9,
11,09.11.2025,Lazio,Trasferta,Inter,0-2,P,Totale,0.63,46,8,5,2,1,425,494,86,1,,0.9,3,0,3,5,1,5,1,0,26,35,52,67,93,119,78,1,6,17,0.47,5,11,1,5,20,40,20,9,1,1,1,1.44,-0.56,
11,09.11.2025,Inter,Casa,Lazio,2-0,V,1° tempo,0.88,59,5,1,2,3,258,294,88,2,,0.41,3,1,4,1,0,17,0,1,5,17,28,61,51,73,70,1,12,8,0.62,9,16,3,6,50,17,6,2,0,0,1,0.01,0.01,
11,09.11.2025,Lazio,Trasferta,Inter,0-2,P,1° tempo,0.07,41,3,1,0,0,172,208,83,0,,0.01,2,0,0,3,0,1,0,0,16,18,29,62,27,41,66,0,2,0,0.12,2,5,1,5,20,25,15,5,1,1,0,0.41,-0.59,
11,09.11.2025,Inter,Casa,Lazio,2-0,V,2° tempo,1.03,49,3,2,1,0,231,265,87,1,,1.03,1,0,3,0,0,6,0,1,6,16,32,50,58,72,81,2,9,22,0.76,10,10,3,8,38,22,5,2,0,0,4,0.89,0.89,
11,09.11.2025,Lazio,Trasferta,Inter,0-2,P,2° tempo,0.56,51,5,4,2,1,253,286,88,1,,0.89,1,0,3,2,1,4,1,0,10,17,23,74,66,78,85,1,4,25,0.35,3,6,0,0,0,15,5,4,0,0,1,1.03,0.03,
11,08.11.2025,Juventus,Casa,Torino,0-0,N,Totale,1.21,72,22,6,2,6,686,768,89,0,,1.3,6,10,16,6,0,42,0,1,4,35,50,70,182,230,79,8,25,32,1.23,22,9,12,16,75,46,18,6,0,0,3,0.29,0.29,
11,08.11.2025,Torino,Trasferta,Juventus,0-0,N,Totale,0.54,28,8,3,1,2,222,291,76,1,,0.29,3,2,7,1,0,18,1,2,9,21,56,38,32,52,62,5,11,45,0.48,11,4,6,14,43,43,45,15,0,0,6,1.3,1.3,
11,08.11.2025,Juventus,Casa,Torino,0-0,N,1° tempo,0.45,75,9,2,1,1,376,417,90,,,0.57,3,4,5,4,0,17,0,1,1,16,23,70,87,104,84,4,8,50,0.61,8,4,5,8,63,22,7,4,0,0,1,0.09,0.09,
11,08.11.2025,Torino,Trasferta,Juventus,0-0,N,1° tempo,0.1,25,1,1,0,1,105,141,74,,,0.09,0,0,1,0,0,5,1,1,4,10,28,36,11,22,50,0,3,0,0.24,8,1,2,6,33,19,14,6,0,0,2,0.57,0.57,
11,08.11.2025,Juventus,Casa,Torino,0-0,N,2° tempo,0.76,70,13,4,1,5,310,351,88,0,,0.73,3,6,11,2,0,25,0,0,3,19,27,70,95,126,75,4,17,24,0.62,14,5,7,8,88,24,11,2,0,0,2,0.2,0.2,
11,08.11.2025,Torino,Trasferta,Juventus,0-0,N,2° tempo,0.44,30,7,2,1,1,117,150,78,1,,0.2,3,2,6,1,0,13,0,1,5,11,28,39,21,30,70,5,8,63,0.24,3,3,4,8,50,24,31,9,0,0,4,0.73,0.73,
11,08.11.2025,Lecce,Casa,Verona,0-0,N,Totale,0.49,59,11,6,0,7,281,384,73,1,,0.36,1,4,5,6,0,16,0,2,18,20,60,33,66,106,62,5,29,17,0.37,40,10,9,20,45,70,21,6,1,0,2,0.9,0.9,
11,08.11.2025,Verona,Trasferta,Lecce,0-0,N,Totale,0.64,41,5,2,1,2,174,270,64,4,,0.9,2,1,4,1,0,20,0,2,10,20,61,33,48,93,52,5,12,42,0.72,18,18,10,18,56,66,50,10,0,0,6,0.36,0.36,
11,08.11.2025,Lecce,Casa,Verona,0-0,N,1° tempo,0.27,58,6,3,0,3,129,189,68,1,,0.21,1,2,3,3,0,6,0,1,10,9,32,28,33,56,59,3,10,30,0.21,14,3,4,7,57,36,16,3,1,0,1,0.1,0.1,
11,08.11.2025,Verona,Trasferta,Lecce,0-0,N,1° tempo,0.18,42,3,1,0,2,82,137,60,2,,0.1,1,1,2,1,0,8,0,0,3,7,31,23,28,55,51,1,7,14,0.15,12,10,4,7,57,29,21,5,0,0,3,0.21,0.21,
11,08.11.2025,Lecce,Casa,Verona,0-0,N,2° tempo,0.22,61,5,3,0,4,152,195,78,0,,0.15,0,2,2,3,0,10,0,1,8,11,28,39,33,50,66,2,19,11,0.16,26,7,5,13,38,34,5,3,0,0,1,0.8,0.8,
11,08.11.2025,Verona,Trasferta,Lecce,0-0,N,2° tempo,0.46,39,2,1,1,0,92,133,69,2,,0.8,1,0,2,0,0,12,0,2,7,13,30,43,20,38,53,4,5,80,0.57,6,8,6,11,55,37,29,5,0,0,3,0.15,0.15,
11,08.11.2025,Parma,Casa,Milan,2-2,N,Totale,1.88,43,14,4,4,4,355,414,86,1,,1.79,6,4,9,5,1,22,0,2,10,12,31,39,59,86,69,5,23,22,0.75,17,14,5,7,71,33,26,7,1,0,3,1.42,-0.58,1
11,08.11.2025,Milan,Trasferta,Parma,2-2,N,Totale,1.94,57,9,5,4,3,487,554,88,1,,1.42,4,0,6,3,0,32,2,3,14,20,41,49,123,156,79,2,16,13,1.18,15,10,6,9,67,41,22,6,0,0,3,1.79,-0.21,0
11,08.11.2025,Parma,Casa,Milan,2-2,N,1° tempo,0.52,50,8,2,0,2,219,248,88,,,1.14,2,4,4,4,0,8,0,1,4,7,15,47,35,46,76,3,11,27,0.23,6,8,3,4,75,18,9,3,1,0,2,1.21,-0.79,
11,08.11.2025,Milan,Trasferta,Parma,2-2,N,1° tempo,0.97,50,4,4,1,2,217,248,88,,,1.21,0,0,2,2,0,15,0,1,8,14,23,61,41,57,72,1,8,13,0.39,6,4,4,5,80,21,8,5,0,0,1,1.14,0.14,
11,08.11.2025,Parma,Casa,Milan,2-2,N,2° tempo,1.36,36,6,2,4,2,136,166,82,1,,0.65,4,0,5,1,1,14,0,1,6,5,16,31,24,40,60,2,12,17,0.52,11,6,2,3,67,15,17,4,0,0,1,0.21,0.21,1
11,08.11.2025,Milan,Trasferta,Parma,2-2,N,2° tempo,0.97,64,5,1,3,1,270,306,88,1,,0.21,4,0,4,1,0,17,2,2,6,6,18,33,82,99,83,1,8,13,0.79,9,6,2,4,50,20,14,1,0,0,2,0.65,-0.35,0
11,07.11.2025,Pisa,Casa,Cremonese,1-0,V,Totale,0.92,38,13,6,4,4,226,299,76,4,,0.95,7,0,11,2,0,28,0,2,17,35,64,55,49,77,64,10,23,43,0.95,16,11,12,19,63,69,28,8,0,0,3,0.33,0.33,1
11,07.11.2025,Cremonese,Trasferta,Pisa,0-1,P,Totale,0.98,62,13,3,1,5,418,500,84,2,,0.33,6,4,9,4,1,30,1,1,11,23,52,44,102,145,70,6,26,23,0.97,19,17,10,16,63,39,23,6,1,1,5,0.95,-0.05,0
11,07.11.2025,Pisa,Casa,Cremonese,1-0,V,1° tempo,0.31,37,6,3,1,2,115,145,79,1,,0.11,3,0,4,2,0,10,0,2,7,18,28,64,21,30,70,5,12,42,0.23,11,6,1,4,25,30,12,5,0,0,0,0,0,
11,07.11.2025,Cremonese,Trasferta,Pisa,0-1,P,1° tempo,0.35,63,6,0,0,2,214,253,85,1,,0,3,3,3,3,0,11,0,1,6,13,27,48,45,70,64,1,10,10,0.24,6,7,3,8,38,19,13,5,1,0,3,0.11,0.11,
11,07.11.2025,Pisa,Casa,Cremonese,1-0,V,2° tempo,0.61,39,7,3,3,2,111,154,72,3,,0.84,4,0,7,0,0,18,0,0,10,17,36,47,28,47,60,5,11,45,0.72,5,5,11,15,73,39,16,3,0,0,3,0.33,0.33,1
11,07.11.2025,Cremonese,Trasferta,Pisa,0-1,P,2° tempo,0.63,61,7,3,1,3,204,247,83,1,,0.33,3,1,6,1,1,19,1,0,5,10,25,40,57,75,76,5,16,31,0.73,13,10,7,8,88,20,10,1,0,1,2,0.84,-0.16,0
11,09.11.2025,Roma,Casa,Udinese,2-0,V,Totale,1.53,58,13,4,2,3,413,488,85,2,,1.72,2,7,11,2,1,22,0,2,14,43,81,53,121,163,74,1,16,6,0.63,20,13,5,13,38,36,11,5,1,0,4,1.13,1.13,
11,09.11.2025,Udinese,Trasferta,Roma,0-2,P,Totale,1.08,42,10,4,1,4,282,361,78,1,,1.13,1,5,7,3,1,15,0,0,13,30,61,49,37,60,62,2,8,25,0.37,20,14,11,17,65,49,25,7,0,0,2,1.72,-0.28,
11,09.11.2025,Roma,Casa,Udinese,2-0,V,1° tempo,1.36,56,10,2,1,1,153,191,80,2,,0.86,2,6,8,2,1,16,0,1,7,15,37,41,49,71,69,1,10,10,0.41,12,8,2,7,29,19,4,2,0,0,1,0.01,0.01,
11,09.11.2025,Udinese,Trasferta,Roma,0-2,P,1° tempo,0.16,44,4,1,0,0,113,157,72,0,,0.01,1,2,2,2,0,4,0,0,8,13,36,36,13,23,57,0,2,0,0.04,7,7,6,8,75,22,13,4,0,0,1,0.86,-0.14,
11,09.11.2025,Roma,Casa,Udinese,2-0,V,2° tempo,0.17,59,3,2,1,2,260,297,88,0,,0.86,0,1,3,0,0,6,0,1,7,28,44,64,72,92,78,0,6,0,0.22,8,5,3,6,50,17,7,3,1,0,3,1.12,1.12,
11,09.11.2025,Udinese,Trasferta,Roma,0-2,P,2° tempo,0.92,41,6,3,1,4,169,204,83,1,,1.12,0,3,5,1,1,11,0,0,5,17,25,68,24,37,65,2,6,33,0.33,13,7,5,9,56,27,12,3,0,0,1,0.86,-0.14,
12,22.11.2025,Cagliari,Casa,Genoa,3-3,N,Totale,0.9,50,11,5,2,6,255,343,74,4,0,2.49,4,2,8,3,0,18,0,0,16,18,47,38,59,99,60,10,24,42,0.91,22,22,10,22,45,51,9,6,0,1,4,2.99,-0.01,2
12,22.11.2025,Genoa,Trasferta,Cagliari,3-3,N,Totale,1.42,50,13,8,3,2,305,363,84,3,1,2.99,4,1,10,3,0,20,0,4,22,22,45,49,50,82,61,5,12,42,0.57,18,16,12,15,80,59,39,3,0,0,2,2.49,-0.51,0
12,22.11.2025,Cagliari,Casa,Genoa,3-3,N,1° tempo,0.67,59,6,3,1,5,181,222,82,1,,1.67,2,1,5,1,0,13,0,0,11,10,23,43,39,55,71,7,18,39,0.62,11,7,2,6,33,22,2,0,0,0,2,2.72,0.72,1
12,22.11.2025,Genoa,Trasferta,Cagliari,3-3,N,1° tempo,1.26,41,8,5,3,0,143,163,88,1,,2.72,2,1,7,1,0,12,0,1,7,13,18,72,28,38,74,2,3,67,0.36,6,11,6,7,86,29,25,2,0,0,1,1.67,-0.33,0
12,22.11.2025,Cagliari,Casa,Genoa,3-3,N,2° tempo,0.23,39,5,2,1,1,74,121,61,3,0,0.82,2,1,3,2,0,5,0,0,5,8,24,33,20,44,45,3,6,50,0.29,11,15,8,16,50,29,7,6,0,1,2,0.27,-0.73,1
12,22.11.2025,Genoa,Trasferta,Cagliari,3-3,N,2° tempo,0.16,61,5,3,0,2,162,200,81,2,1,0.27,2,0,3,2,0,8,0,3,15,9,27,33,22,44,50,3,9,33,0.21,12,5,6,8,75,30,14,1,0,0,1,0.82,-0.18,0
12,23.11.2025,Cremonese,Casa,Roma,1-3,P,Totale,0.9,50,9,4,3,3,342,430,80,2,,1.32,2,3,5,4,1,15,2,3,16,23,62,37,69,106,65,2,15,13,0.79,22,12,5,16,31,54,26,9,0,1,3,1.74,-1.26,1
12,23.11.2025,Roma,Trasferta,Cremonese,3-1,V,Totale,1.9,50,12,6,3,5,348,434,80,2,,1.74,3,3,6,6,0,31,2,2,12,15,42,36,109,146,75,1,14,7,1.27,19,16,5,9,56,38,21,6,0,0,3,1.32,0.32,0
12,23.11.2025,Cremonese,Casa,Roma,1-3,P,1° tempo,0.67,44,5,3,2,0,148,198,75,1,,0.87,1,1,3,2,1,8,0,2,6,10,33,30,20,40,50,1,2,50,0.3,13,7,2,10,20,28,16,4,0,0,3,0.96,-0.04,
12,23.11.2025,Roma,Trasferta,Cremonese,3-1,V,1° tempo,0.81,56,6,4,1,2,198,256,77,1,,0.96,1,1,2,4,0,16,1,1,7,7,25,28,59,89,66,0,5,0,0.6,16,6,3,5,60,19,5,2,0,0,3,0.87,0.87,
12,23.11.2025,Cremonese,Casa,Roma,1-3,P,2° tempo,0.23,57,4,1,1,3,194,232,84,1,,0.45,1,2,2,2,0,7,2,1,10,13,29,45,49,66,74,1,13,8,0.49,9,5,3,6,50,26,10,5,0,1,0,0.78,-1.22,1
12,23.11.2025,Roma,Trasferta,Cremonese,3-1,V,2° tempo,1.09,43,6,2,2,3,150,178,84,1,,0.78,2,2,4,2,0,15,1,1,5,8,17,47,50,57,88,1,9,11,0.67,3,10,2,4,50,19,16,4,0,0,0,0.45,-0.55,0
12,22.11.2025,Fiorentina,Casa,Juventus,1-1,N,Totale,0.57,41,11,2,0,7,291,342,85,2,,0.51,6,3,6,5,1,17,0,0,18,31,52,60,56,83,67,3,22,14,0.25,12,11,3,6,50,39,23,11,1,0,3,0.95,-0.05,
12,22.11.2025,Juventus,Trasferta,Fiorentina,1-1,N,Totale,1.5,59,17,4,2,3,446,507,88,3,,0.95,4,9,10,7,0,30,0,0,11,35,51,69,124,152,82,3,22,14,0.75,12,18,10,17,59,40,27,6,0,0,1,0.51,-0.49,
12,22.11.2025,Fiorentina,Casa,Juventus,1-1,N,1° tempo,0.29,42,5,0,0,1,173,193,90,1,,0,4,1,3,2,1,6,0,0,12,10,18,56,25,33,76,1,7,14,0.09,6,6,1,2,50,20,7,2,0,0,0,0.04,-0.96,
12,22.11.2025,Juventus,Trasferta,Fiorentina,1-1,N,1° tempo,0.56,58,4,1,1,0,243,268,91,1,,0.04,1,2,2,2,0,6,0,0,6,27,37,73,36,45,80,1,7,14,0.16,6,12,4,6,67,15,10,2,0,0,0,0,0,
12,22.11.2025,Fiorentina,Casa,Juventus,1-1,N,2° tempo,0.28,40,6,2,0,6,118,149,79,1,,0.51,2,2,3,3,0,11,0,0,6,21,34,62,31,50,62,2,15,13,0.16,6,5,2,4,50,19,16,9,1,0,3,0.91,0.91,
12,22.11.2025,Juventus,Trasferta,Fiorentina,1-1,N,2° tempo,0.94,60,13,3,1,3,203,239,85,2,,0.91,3,7,8,5,0,24,0,0,5,8,14,57,88,107,82,2,15,13,0.59,6,6,6,11,55,25,17,4,0,0,1,0.51,-0.49,
12,23.11.2025,Inter,Casa,Milan,0-1,P,Totale,1.92,64,20,6,2,9,563,624,90,1,,2.02,8,6,12,8,2,47,0,2,9,25,34,74,182,211,86,9,32,28,1.27,21,7,6,12,50,41,19,5,0,0,2,1.43,0.43,
12,23.11.2025,Milan,Trasferta,Inter,1-0,V,Totale,1.01,36,7,3,1,1,301,361,83,2,,1.43,4,0,4,3,0,16,0,3,7,19,44,43,56,82,68,0,10,0,0.21,11,9,7,13,54,31,44,7,1,0,6,2.02,2.02,
12,23.11.2025,Inter,Casa,Milan,0-1,P,1° tempo,0.59,58,10,2,1,4,283,318,89,0,,1.09,5,3,6,4,2,15,0,0,5,13,19,68,78,92,85,6,13,46,0.52,13,4,4,6,67,19,12,4,0,0,0,0,0,
12,23.11.2025,Milan,Trasferta,Inter,1-0,V,1° tempo,0.23,42,4,0,0,0,198,233,85,1,,0,4,0,2,2,0,8,0,0,4,14,22,64,36,55,65,0,6,0,0.11,8,5,4,6,67,17,21,6,1,0,2,1.09,1.09,
12,23.11.2025,Inter,Casa,Milan,0-1,P,2° tempo,1.33,71,10,4,1,5,280,306,92,1,,0.93,3,3,6,4,0,32,0,2,4,12,15,80,104,119,87,3,19,16,0.75,8,3,2,6,33,22,7,1,0,0,2,1.43,0.43,
12,23.11.2025,Milan,Trasferta,Inter,1-0,V,2° tempo,0.78,29,3,3,1,1,103,128,80,1,,1.43,0,0,2,1,0,8,0,3,3,5,22,23,20,27,74,0,4,0,0.1,3,4,3,7,43,14,23,1,0,0,4,0.93,0.93,
12,23.11.2025,Lazio,Casa,Lecce,2-0,V,Totale,1.89,67,19,9,2,8,642,711,90,1,,3.14,6,4,11,8,2,34,1,0,13,29,52,56,112,152,74,2,20,10,0.89,23,8,5,8,63,41,15,15,0,0,2,0.07,0.07,1
12,23.11.2025,Lecce,Trasferta,Lazio,0-2,P,Totale,0.62,33,5,1,1,2,265,342,77,1,,0.07,1,3,2,3,0,5,0,2,8,25,61,41,44,73,60,3,12,25,0.23,21,13,5,15,33,38,27,7,3,0,7,3.14,1.14,0
12,23.11.2025,Lazio,Casa,Lecce,2-0,V,1° tempo,0.65,72,10,4,0,2,379,416,91,,,0.97,2,4,5,5,0,14,0,0,5,15,29,52,73,102,72,1,9,11,0.35,17,2,3,5,60,21,0,7,0,0,0,0,0,
12,23.11.2025,Lecce,Trasferta,Lazio,0-2,P,1° tempo,0,28,0,0,0,0,122,165,74,,,0,0,0,0,0,0,0,0,0,2,10,31,32,12,26,46,0,0,0,0.04,9,5,4,8,50,17,15,5,3,0,3,0.97,-0.03,
12,23.11.2025,Lazio,Casa,Lecce,2-0,V,2° tempo,1.24,62,9,5,2,6,263,295,89,1,,2.17,4,0,6,3,2,20,1,0,8,14,23,61,39,50,78,1,11,9,0.54,6,6,2,3,67,20,15,8,0,0,2,0.07,0.07,1
12,23.11.2025,Lecce,Trasferta,Lazio,0-2,P,2° tempo,0.62,38,5,1,1,2,143,177,81,1,,0.07,1,3,2,3,0,5,0,2,6,15,30,50,32,47,68,3,12,25,0.19,12,8,1,7,14,21,12,2,0,0,4,2.17,1.17,0
12,22.11.2025,Napoli,Casa,Atalanta,3-1,V,Totale,1.58,45,11,6,3,5,355,436,81,1,,1.62,3,2,8,3,0,15,0,3,12,19,48,40,59,95,62,1,9,11,0.8,16,11,6,10,60,38,15,9,0,0,2,0.93,-0.07,1
12,22.11.2025,Atalanta,Trasferta,Napoli,1-3,P,Totale,0.78,55,14,3,1,3,452,533,85,2,,0.93,9,2,6,8,0,19,0,1,11,33,61,54,115,147,78,5,18,28,0.61,18,12,12,20,60,46,17,6,0,0,3,1.62,-1.38,0
12,22.11.2025,Napoli,Casa,Atalanta,3-1,V,1° tempo,0.91,46,5,3,2,1,210,244,86,,,1.31,2,0,4,1,0,6,0,0,4,10,21,48,39,54,72,0,4,0,0.73,7,5,4,6,67,22,7,4,0,0,0,0,0,1
12,22.11.2025,Atalanta,Trasferta,Napoli,1-3,P,1° tempo,0.18,54,3,0,0,1,236,283,83,,,0,3,0,0,3,0,3,0,1,5,18,36,50,47,64,73,0,4,0,0.15,15,4,5,10,50,19,4,2,0,0,0,1.31,-1.69,0
12,22.11.2025,Napoli,Casa,Atalanta,3-1,V,2° tempo,0.67,43,6,3,1,4,145,192,76,1,,0.31,1,2,4,2,0,9,0,3,8,9,27,33,20,41,49,1,5,20,0.07,9,6,2,4,50,16,8,5,0,0,2,0.93,-0.07,
12,22.11.2025,Atalanta,Trasferta,Napoli,1-3,P,2° tempo,0.6,57,11,3,1,2,216,250,86,2,,0.93,6,2,6,5,0,16,0,0,6,15,25,60,68,83,82,5,14,36,0.46,3,8,7,10,70,27,13,4,0,0,3,0.31,0.31,
12,24.11.2025,Sassuolo,Casa,Pisa,2-2,N,Totale,1.75,63,22,7,4,5,443,510,87,2,,2.52,10,5,14,8,0,34,0,1,10,24,41,59,157,201,78,9,25,36,1.77,19,10,9,17,53,52,19,3,0,0,1,1.69,-0.31,
12,24.11.2025,Pisa,Trasferta,Sassuolo,2-2,N,Totale,1.54,37,10,3,1,2,234,307,76,1,,1.69,5,2,10,0,0,25,0,2,10,32,65,49,29,54,54,6,14,43,0.34,10,10,4,11,36,37,32,7,1,0,5,2.52,0.52,
12,24.11.2025,Sassuolo,Casa,Pisa,2-2,N,1° tempo,0.35,56,6,1,1,4,196,228,86,1,,0.6,4,1,4,2,0,8,0,1,4,11,21,52,49,68,72,5,13,38,0.34,4,6,6,10,60,25,13,2,0,0,0,0.99,-0.01,
12,24.11.2025,Pisa,Trasferta,Sassuolo,2-2,N,1° tempo,1.33,44,7,1,1,2,142,176,81,1,,0.99,4,2,7,0,0,18,0,1,6,13,26,50,21,36,58,4,11,36,0.24,4,4,2,6,33,21,12,1,0,0,0,0.6,-0.4,
12,24.11.2025,Sassuolo,Casa,Pisa,2-2,N,2° tempo,1.4,69,16,6,3,1,247,282,88,1,,1.92,6,4,10,6,0,26,0,0,6,13,20,65,108,133,81,4,12,33,1.43,15,4,3,7,43,27,6,1,0,0,1,0.7,-0.3,
12,24.11.2025,Pisa,Trasferta,Sassuolo,2-2,N,2° tempo,0.21,31,3,2,0,0,92,131,70,0,,0.7,1,0,3,0,0,7,0,1,4,19,39,49,8,18,44,2,3,67,0.1,6,6,2,5,40,16,20,6,1,0,5,1.92,0.92,
12,24.11.2025,Torino,Casa,Como,1-5,P,Totale,1.34,35,10,2,2,3,230,289,80,0,,1.43,7,1,7,3,0,20,2,3,9,20,39,51,55,80,69,5,21,24,0.82,17,6,11,15,73,39,21,15,1,3,1,2.97,-2.03,0
12,24.11.2025,Como,Trasferta,Torino,5-1,V,Totale,2.81,65,15,7,7,4,486,555,88,1,,2.97,5,3,13,2,0,35,1,0,6,33,55,60,94,131,72,3,16,19,2.22,22,9,11,22,50,47,22,9,0,0,1,1.43,0.43,1
12,24.11.2025,Torino,Casa,Como,1-5,P,1° tempo,0.97,31,5,1,1,2,99,128,77,0,,0.83,3,1,3,2,0,9,1,1,8,13,21,62,25,36,69,2,11,18,0.4,6,4,6,9,67,28,13,7,0,1,1,1.28,0.28,
12,24.11.2025,Como,Trasferta,Torino,5-1,V,1° tempo,1.57,69,7,3,4,2,258,297,87,1,,1.28,3,1,7,0,0,17,0,0,4,16,26,62,53,78,68,2,11,18,1.41,10,8,6,10,60,26,10,4,0,0,0,0.83,-0.17,
12,24.11.2025,Torino,Casa,Como,1-5,P,2° tempo,0.37,39,5,1,1,1,131,161,81,,,0.6,4,0,4,1,0,11,1,2,1,7,18,39,30,44,68,3,10,30,0.42,11,2,5,6,83,11,8,8,1,2,0,1.69,-2.31,0
12,24.11.2025,Como,Trasferta,Torino,5-1,V,2° tempo,1.24,61,8,4,3,2,228,258,88,,,1.69,2,2,6,2,0,18,1,0,2,17,29,59,41,53,77,1,5,20,0.81,12,1,5,12,42,21,12,5,0,0,1,0.6,0.6,1
12,22.11.2025,Udinese,Casa,Bologna,0-3,P,Totale,1.46,47,12,3,4,7,225,303,74,0,,0.34,7,2,7,5,0,26,0,2,16,27,52,52,56,94,60,4,24,17,1.23,23,19,13,20,65,59,20,10,0,2,2,2.97,-0.03,
12,22.11.2025,Bologna,Trasferta,Udinese,3-0,V,Totale,2.22,53,10,5,4,2,258,346,75,1,,2.97,4,1,8,2,0,18,0,3,19,35,73,48,57,95,60,1,11,9,0.57,16,16,12,15,80,57,31,8,1,0,3,0.34,0.34,
12,22.11.2025,Udinese,Casa,Bologna,0-3,P,1° tempo,0.71,49,7,3,2,4,119,149,80,0,,0.34,2,2,5,2,0,16,0,1,7,18,29,62,31,47,66,2,15,13,0.65,12,8,2,6,33,26,10,7,0,0,1,0.6,0.6,
12,22.11.2025,Bologna,Trasferta,Udinese,3-0,V,1° tempo,0.84,51,3,1,1,1,122,161,76,1,,0.6,2,0,2,1,0,6,0,2,8,17,34,50,17,34,50,0,6,0,0.05,6,7,5,6,83,21,17,2,0,0,3,0.34,0.34,
12,22.11.2025,Udinese,Casa,Bologna,0-3,P,2° tempo,0.75,46,5,0,2,3,106,154,69,,,0,5,0,2,3,0,10,0,1,9,9,23,39,25,47,53,2,9,22,0.58,11,11,11,14,79,33,10,3,0,2,1,2.37,-0.63,
12,22.11.2025,Bologna,Trasferta,Udinese,3-0,V,2° tempo,1.38,54,7,4,3,1,136,185,74,,,2.37,2,1,6,1,0,12,0,1,11,18,39,46,40,61,66,1,5,20,0.52,10,9,7,9,78,36,14,6,1,0,0,0,0,
12,23.11.2025,Verona,Casa,Parma,1-2,P,Totale,0.63,59,10,2,1,4,377,467,81,4,,0.45,3,5,5,5,0,20,0,5,6,12,40,30,99,134,74,3,21,14,0.35,22,24,16,24,67,55,23,10,1,1,5,0.81,-1.19,0
12,23.11.2025,Parma,Trasferta,Verona,2-1,V,Totale,1.44,41,15,7,4,4,243,332,73,3,,0.81,3,5,7,8,1,17,1,1,24,27,64,42,46,87,53,4,12,33,0.57,14,6,11,21,52,72,30,8,0,1,1,0.45,-0.55,1
12,23.11.2025,Verona,Casa,Parma,1-2,P,1° tempo,0.31,53,5,0,0,2,170,213,80,1,,0,2,3,3,2,0,9,0,4,2,5,22,23,48,64,75,1,5,20,0.11,14,13,8,13,62,30,7,9,0,0,0,0.22,-0.78,0
12,23.11.2025,Parma,Trasferta,Verona,2-1,V,1° tempo,0.56,47,3,1,2,1,146,188,78,2,,0.22,2,0,2,1,1,5,0,1,13,13,26,50,19,43,44,0,3,0,0.28,8,2,6,13,46,35,14,5,0,0,0,0,0,1
12,23.11.2025,Verona,Casa,Parma,1-2,P,2° tempo,0.32,64,5,2,1,2,207,254,81,3,,0.45,1,2,2,3,0,11,0,1,4,7,18,39,51,70,73,2,16,13,0.24,8,11,8,11,73,25,16,1,1,1,5,0.59,-0.41,
12,23.11.2025,Parma,Trasferta,Verona,2-1,V,2° tempo,0.88,36,12,6,2,3,97,144,67,1,,0.59,1,5,5,7,0,12,1,0,11,14,38,37,27,44,61,4,9,44,0.29,6,4,5,8,63,37,16,3,0,1,1,0.45,-0.55,
13,30.11.2025,Atalanta,Casa,Fiorentina,2-0,V,Totale,1.6,48,21,9,3,4,365,431,85,1,,2.14,6,6,14,7,0,43,2,2,10,24,51,47,104,138,75,8,14,57,1.27,14,15,6,14,43,46,19,8,1,0,3,0.78,0.78,
13,30.11.2025,Fiorentina,Trasferta,Atalanta,0-2,P,Totale,1.58,52,15,3,3,5,387,466,83,3,,0.78,8,4,13,2,1,20,2,1,15,34,72,47,54,93,58,6,15,40,0.96,20,10,6,12,50,43,14,8,1,0,7,2.14,0.14,
