Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
DFB-Pokal,Quarti di finale,11.02.2026,Bayern,RB Lipsia,2° tempo,Casa,Bayern,f3czdX2n,2.41,51%,6,3,4,2,90% (203/226),3.0,,1.39,2,1,5,1,0,,13,1,1,9,72% (13/18),85% (67/79),43% (3/7),0.72,7,6,83% (5/6),20,11,4,0,0,0,0.0,0.0
DFB-Pokal,Quarti di finale,11.02.2026,Bayern,RB Lipsia,2° tempo,Ospite,RB Lipsia,f3czdX2n,0.27,49%,3,0,1,4,85% (182/214),4.0,,0.0,2,1,2,1,1,,6,0,0,6,44% (12/27),73% (38/52),27% (3/11),0.39,11,9,56% (5/9),23,8,4,0,0,1,1.39,-0.61
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,Totale,Casa,Leverkusen,l4zH1xXP,0.24,47%,4,1,0,4,86% (436/508),2.0,,0.56,1,2,4,0,1,,16,0,0,18,52% (22/42),66% (52/79),23% (3/13),0.62,16,11,77% (10/13),43,20,10,1,0,8,3.91,1.91
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,Totale,Ospite,Bayern,l4zH1xXP,3.13,53%,20,11,8,6,89% (515/580),1.0,,3.91,5,4,15,5,0,,44,4,3,11,54% (20/37),79% (168/213),23% (3/13),2.1,21,18,88% (15/17),41,18,10,0,0,1,0.56,0.56
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,1° tempo,Casa,Leverkusen,l4zH1xXP,0.0,39%,0,0,0,1,81% (170/211),1.0,,0.0,0,0,0,0,0,,2,0,0,8,32% (7/22),31% (5/16),33% (1/3),0.05,10,6,71% (5/7),20,10,5,0,0,4,1.37,0.37
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,1° tempo,Ospite,Bayern,l4zH1xXP,1.09,61%,10,5,3,3,90% (296/330),1.0,,1.37,2,3,7,3,0,,22,2,1,6,61% (11/18),78% (87/112),20% (1/5),1.29,12,8,80% (4/5),16,4,6,0,0,0,0.0,0.0
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,2° tempo,Casa,Leverkusen,l4zH1xXP,0.24,54%,4,1,0,3,90% (266/297),1.0,,0.56,1,2,4,0,1,,14,0,0,10,75% (15/20),75% (47/63),20% (2/10),0.57,6,5,83% (5/6),23,10,5,1,0,4,2.54,1.54
DFB-Pokal,Semi finali,22.04.2026,Leverkusen,Bayern,2° tempo,Ospite,Bayern,l4zH1xXP,2.04,46%,10,6,5,3,88% (219/250),0.0,,2.54,3,1,8,2,0,,22,2,2,5,47% (9/19),80% (81/101),25% (2/8),0.81,9,10,92% (11/12),25,14,4,0,0,1,0.56,0.56
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,Totale,Casa,Stoccarda,dAmVwZvJ,4.16,66%,29,9,6,9,82% (572/697),4.0,,3.53,15,5,21,8,2,,53,0,3,17,39% (28/72),76% (167/220),37% (13/35),3.44,18,20,55% (12/22),77,35,9,0,0,3,1.21,0.21
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,Totale,Ospite,Friburgo,dAmVwZvJ,2.45,34%,18,5,4,4,69% (253/365),5.0,,1.21,4,9,15,3,0,,40,0,2,20,31% (26/83),62% (83/134),21% (3/14),1.11,20,17,56% (9/16),77,54,14,2,0,8,3.53,1.53
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,1° tempo,Casa,Stoccarda,dAmVwZvJ,0.89,67%,6,0,0,3,80% (221/275),2.0,,0.0,5,1,5,1,0,,15,0,0,7,39% (12/31),73% (62/85),42% (5/12),0.96,8,7,63% (5/8),34,7,2,0,0,2,1.11,0.11
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,1° tempo,Ospite,Friburgo,dAmVwZvJ,1.33,33%,5,3,2,3,73% (99/135),2.0,,1.11,1,1,5,0,0,,13,0,1,7,41% (13/32),69% (31/45),20% (1/5),0.31,9,7,67% (6/9),31,17,5,1,0,0,0.0,0.0
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,2° tempo,Casa,Stoccarda,dAmVwZvJ,1.67,58%,13,5,3,2,78% (174/222),0.0,,1.66,6,2,9,4,1,,21,0,2,4,43% (13/30),71% (52/73),25% (3/12),0.74,8,9,56% (5/9),20,18,5,0,0,0,0.0,0.0
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,2° tempo,Ospite,Friburgo,dAmVwZvJ,0.79,42%,8,1,2,0,73% (121/165),2.0,,0.0,3,4,5,3,0,,20,0,1,9,27% (9/33),69% (40/58),0% (0/4),0.59,8,4,40% (2/5),30,23,6,1,0,5,1.66,0.66
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,Supplementari,Casa,Stoccarda,dAmVwZvJ,1.6,75%,10,4,3,4,89% (177/200),2.0,,1.87,4,2,7,3,1,,17,0,1,6,27% (3/11),85% (53/62),45% (5/11),1.74,2,4,40% (2/5),23,10,2,0,0,1,0.1,0.1
DFB-Pokal,Semi finali,23.04.2026,Stoccarda,Friburgo,Supplementari,Ospite,Friburgo,dAmVwZvJ,0.33,25%,5,1,0,1,51% (33/65),1.0,,0.1,0,4,5,0,0,,7,0,0,4,22% (4/18),39% (12/31),40% (2/5),0.21,3,6,50% (1/2),16,14,3,0,0,3,1.87,0.87
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,Totale,Casa,Bayern,2VWWP3Cc,2.35,65%,11,6,3,0,84% (472/565),0.0,,2.51,3,2,7,4,1,1.0,24,0,1,13,39% (27/70),70% (76/109),20% (1/5),0.75,23,5,58% (7/12),37,11,5,1,0,3,0.2,0.2
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,Totale,Ospite,Stoccarda,2VWWP3Cc,0.36,35%,8,3,0,3,71% (211/297),2.0,,0.2,3,2,5,3,0,0.0,11,0,0,5,32% (19/60),60% (54/90),29% (4/14),0.52,12,13,53% (18/34),59,19,9,0,0,3,2.51,-0.49
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,1° tempo,Casa,Bayern,2VWWP3Cc,0.14,69%,3,2,0,0,83% (256/309),,,0.05,0,1,2,1,0,,9,0,1,7,37% (14/38),63% (33/52),33% (1/3),0.26,8,1,60% (3/5),16,4,4,1,0,3,0.2,0.2
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,1° tempo,Ospite,Stoccarda,2VWWP3Cc,0.32,31%,7,3,0,3,67% (89/133),,,0.2,2,2,4,3,0,,9,0,0,1,21% (6/28),59% (24/41),38% (3/8),0.37,6,7,41% (7/17),27,15,3,0,0,2,0.05,0.05
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,2° tempo,Casa,Bayern,2VWWP3Cc,2.21,60%,8,4,3,0,84% (216/256),0.0,,2.46,3,1,5,3,1,1.0,15,0,0,6,41% (13/32),75% (43/57),0% (0/2),0.49,15,4,57% (4/7),21,7,1,0,0,0,0.0,0.0
DFB-Pokal,Finale,23.05.2026,Bayern,Stoccarda,2° tempo,Ospite,Stoccarda,2VWWP3Cc,0.04,40%,1,0,0,0,74% (122/164),2.0,,0.0,1,0,1,0,0,0.0,2,0,0,4,41% (13/32),61% (30/49),17% (1/6),0.15,6,6,65% (11/17),32,4,6,0,0,1,2.46,-0.54
