Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,Totale,Casa,Grossaspach,WCzgdbmJ,0.62,31%,12,5,0,6,76% (182/241),3.0,2.0,0.6,4,3,7,5,1,0.0,24,0,0,10,40% (19/48),67% (55/82),22% (5/23),0.79,14,16,60% (15/25),45,15,11,0,0,6,3.95,-0.05
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,Totale,Ospite,Leverkusen,WCzgdbmJ,4.36,69%,20,9,7,4,91% (512/563),2.0,0.0,3.95,8,3,17,3,1,1.0,45,1,1,16,60% (25/42),84% (147/176),47% (8/17),3.39,22,10,29% (2/7),42,17,9,0,0,4,0.6,0.6
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,1° tempo,Casa,Grossaspach,WCzgdbmJ,0.37,31%,6,3,0,5,76% (86/113),0.0,,0.26,1,2,4,2,0,0.0,16,0,0,7,33% (8/24),68% (25/37),31% (4/13),0.65,8,9,57% (8/14),29,8,6,0,0,4,1.62,0.62
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,1° tempo,Ospite,Leverkusen,WCzgdbmJ,1.89,69%,9,4,3,2,92% (253/276),1.0,,1.62,5,0,7,2,0,1.0,21,0,0,9,57% (13/23),84% (63/75),58% (7/12),1.63,17,7,25% (1/4),25,9,5,0,0,2,0.26,0.26
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,2° tempo,Casa,Grossaspach,WCzgdbmJ,0.25,32%,6,2,0,1,75% (96/128),3.0,2.0,0.34,3,1,3,3,1,,8,0,0,3,46% (11/24),67% (30/45),10% (1/10),0.14,6,7,64% (7/11),16,7,5,0,0,2,2.33,-0.67
DFB-Pokal,1/32 finale,15.08.2025,Grossaspach,Leverkusen,2° tempo,Ospite,Leverkusen,WCzgdbmJ,2.47,68%,11,5,4,2,90% (259/287),1.0,0.0,2.33,3,3,10,1,1,,24,1,1,7,63% (12/19),83% (84/101),20% (1/5),1.76,5,3,33% (1/3),17,8,4,0,0,2,0.34,0.34
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,Totale,Casa,Saarbrucken,EXLcWPom,1.85,47%,22,3,1,6,81% (332/408),3.0,,0.63,13,6,15,7,1,,35,0,0,15,50% (23/46),65% (53/82),63% (12/19),1.22,21,6,76% (16/21),53,18,9,0,0,2,1.32,-1.68
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,Totale,Ospite,Magdeburg,EXLcWPom,0.95,53%,11,5,2,3,87% (414/475),1.0,,1.32,2,4,8,3,1,,23,1,1,6,64% (25/39),73% (99/135),9% (1/11),0.52,20,15,62% (8/13),36,20,10,0,1,2,0.63,-0.37
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,1° tempo,Casa,Saarbrucken,EXLcWPom,0.46,44%,5,1,0,3,77% (144/186),1.0,,0.03,4,0,3,2,0,,10,0,0,8,46% (12/26),53% (20/38),60% (6/10),0.27,10,3,82% (9/11),27,13,5,0,0,1,0.91,-1.09
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,1° tempo,Ospite,Magdeburg,EXLcWPom,0.57,56%,6,3,1,3,88% (207/234),0.0,,0.91,1,2,4,2,0,,10,0,1,3,57% (8/14),75% (48/64),10% (1/10),0.17,13,8,50% (3/6),14,12,4,0,0,1,0.03,0.03
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,2° tempo,Casa,Saarbrucken,EXLcWPom,1.39,49%,17,2,1,3,85% (188/222),2.0,,0.6,9,6,12,5,1,,25,0,0,7,55% (11/20),75% (33/44),67% (6/9),0.95,11,3,70% (7/10),26,5,4,0,0,1,0.41,-0.59
DFB-Pokal,1/32 finale,15.08.2025,Saarbrucken,Magdeburg,2° tempo,Ospite,Magdeburg,EXLcWPom,0.38,51%,5,2,1,0,86% (207/241),1.0,,0.41,1,2,4,1,1,,13,1,0,3,68% (17/25),72% (51/71),0% (0/1),0.35,7,7,71% (5/7),22,8,6,0,1,1,0.6,-0.4
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,Totale,Casa,FC Gutersloh,YD0OHQWg,1.33,52%,19,5,1,5,70% (271/387),4.0,,1.02,7,7,15,4,0,,26,0,3,11,41% (34/83),53% (62/117),12% (2/17),1.24,20,13,73% (8/11),59,34,12,0,0,3,4.32,-0.68
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,Totale,Ospite,Union Berlino,YD0OHQWg,2.21,48%,15,8,3,4,69% (248/362),0.0,,4.32,4,3,9,6,0,,23,0,1,13,37% (33/89),53% (68/128),12% (2/17),1.58,17,11,63% (10/16),76,24,13,0,0,5,1.02,1.02
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,1° tempo,Casa,FC Gutersloh,YD0OHQWg,0.12,50%,4,1,0,0,60% (102/170),2.0,,0.07,2,1,1,3,0,,3,0,2,7,39% (19/49),36% (16/44),0% (0/5),0.06,11,9,67% (2/3),28,17,7,0,0,1,1.79,-1.21
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,1° tempo,Ospite,Union Berlino,YD0OHQWg,1.32,50%,10,4,1,3,61% (98/161),0.0,,1.79,3,3,5,5,0,,10,0,0,9,30% (14/47),44% (27/62),8% (1/12),0.21,11,7,50% (5/10),43,10,7,0,0,1,0.07,0.07
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,2° tempo,Casa,FC Gutersloh,YD0OHQWg,1.21,53%,15,4,1,5,78% (169/217),2.0,,0.95,5,6,14,1,0,,23,0,1,4,44% (15/34),63% (46/73),17% (2/12),1.18,9,4,75% (6/8),31,17,5,0,0,2,2.53,0.53
DFB-Pokal,1/32 finale,15.08.2025,FC Gutersloh,Union Berlino,2° tempo,Ospite,Union Berlino,YD0OHQWg,0.89,47%,5,4,2,1,75% (150/201),0.0,,2.53,1,0,4,1,0,,13,0,1,4,45% (19/42),62% (41/66),20% (1/5),1.37,6,4,83% (5/6),33,14,6,0,0,4,0.95,0.95
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,Totale,Casa,Bielefeld,hv9PpP0t,1.48,51%,13,4,2,3,81% (331/407),1.0,0.0,1.28,8,1,6,7,0,,19,0,1,13,44% (28/63),66% (57/86),27% (4/15),0.72,21,14,60% (9/15),56,33,8,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,Totale,Ospite,Brema,hv9PpP0t,0.92,49%,10,0,2,4,77% (303/392),5.0,1.0,0.0,7,3,8,2,0,,18,1,2,14,48% (37/77),70% (107/152),25% (4/16),0.79,26,13,59% (13/22),52,8,7,0,0,3,1.28,0.28
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,1° tempo,Casa,Bielefeld,hv9PpP0t,0.14,43%,2,0,0,0,74% (135/182),0.0,,0.0,2,0,1,1,0,,3,0,0,6,36% (14/39),40% (10/25),20% (1/5),0.06,14,7,100% (5/5),25,14,1,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,1° tempo,Ospite,Brema,hv9PpP0t,0.75,57%,7,0,2,4,81% (194/240),2.0,,0.0,5,2,6,1,0,,12,1,2,7,59% (22/37),76% (63/83),20% (2/10),0.62,10,6,78% (7/9),24,3,3,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,2° tempo,Casa,Bielefeld,hv9PpP0t,1.34,60%,11,4,2,3,87% (196/225),1.0,0.0,1.28,6,1,5,6,0,,16,0,1,7,58% (14/24),77% (47/61),30% (3/10),0.66,7,7,40% (4/10),31,19,7,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,15.08.2025,Bielefeld,Brema,2° tempo,Ospite,Brema,hv9PpP0t,0.17,40%,3,0,0,0,72% (109/152),3.0,1.0,0.0,2,1,2,1,0,,6,0,0,7,38% (15/40),64% (44/69),33% (2/6),0.17,16,7,46% (6/13),28,5,4,0,0,3,1.28,0.28
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,Totale,Casa,Pirmasens,4bfUQ9hA,3.03,25%,16,5,4,7,53% (134/254),6.0,,1.29,7,4,12,4,0,0.0,20,0,2,15,29% (26/90),36% (38/105),38% (6/16),1.77,23,17,77% (24/31),63,41,14,0,0,5,1.46,-0.54
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,Totale,Ospite,Amburgo,4bfUQ9hA,2.17,75%,17,7,3,13,85% (640/752),1.0,,1.46,7,3,16,1,2,2.0,40,0,1,17,50% (36/72),72% (171/236),36% (15/42),2.05,24,15,73% (11/15),52,15,4,0,0,3,1.29,0.29
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,1° tempo,Casa,Pirmasens,4bfUQ9hA,1.21,26%,8,2,1,1,60% (64/107),1.0,,0.2,5,1,5,3,0,,7,0,1,6,34% (11/32),48% (14/29),33% (1/3),0.68,14,8,69% (9/13),24,14,6,0,0,1,0.24,0.24
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,1° tempo,Ospite,Amburgo,4bfUQ9hA,0.31,74%,3,1,0,2,85% (257/301),0.0,,0.24,1,1,2,1,0,,8,0,0,8,53% (18/34),72% (73/102),23% (3/13),0.36,7,6,50% (3/6),20,6,2,0,0,2,0.2,0.2
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,2° tempo,Casa,Pirmasens,4bfUQ9hA,1.66,23%,4,2,3,2,48% (43/90),2.0,,0.99,1,1,4,0,0,0.0,6,0,0,5,28% (11/39),37% (18/49),17% (1/6),0.67,6,4,82% (9/11),25,17,5,0,0,2,0.4,-0.6
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,2° tempo,Ospite,Amburgo,4bfUQ9hA,0.88,77%,7,3,1,6,86% (260/302),1.0,,0.4,4,0,7,0,2,1.0,20,0,1,4,52% (11/21),73% (64/88),44% (7/16),0.98,7,5,86% (6/7),20,2,2,0,0,0,0.99,-0.01
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,Supplementari,Casa,Pirmasens,4bfUQ9hA,0.16,28%,4,1,0,4,47% (27/57),3.0,,0.1,1,2,3,1,0,0.0,7,0,1,4,21% (4/19),22% (6/27),57% (4/7),0.42,3,5,86% (6/7),14,10,3,0,0,2,0.82,-0.18
DFB-Pokal,1/32 finale,16.08.2025,Pirmasens,Amburgo,Supplementari,Ospite,Amburgo,4bfUQ9hA,0.98,72%,7,3,2,5,83% (123/149),0.0,,0.82,2,2,7,0,0,1.0,12,0,0,5,41% (7/17),74% (34/46),38% (5/13),0.71,10,4,100% (2/2),12,7,0,0,0,1,0.1,0.1
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,Totale,Casa,BFC Dynamo,fTlXF416,0.45,31%,10,5,2,2,65% (200/306),5.0,2.0,0.36,4,1,2,8,0,,14,0,1,20,42% (39/93),44% (36/81),29% (2/7),0.52,24,20,76% (19/25),65,30,8,2,0,7,5.51,2.51
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,Totale,Ospite,Bochum,fTlXF416,4.3,69%,28,10,7,10,85% (576/681),3.0,0.0,5.51,13,5,20,8,0,,56,0,2,20,61% (50/82),77% (182/237),23% (7/30),3.2,32,20,71% (10/14),52,13,8,0,0,4,0.36,-0.64
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,1° tempo,Casa,BFC Dynamo,fTlXF416,0.13,39%,4,2,1,0,66% (90/137),2.0,,0.26,1,1,1,3,0,,5,0,1,11,44% (16/36),30% (8/27),50% (2/4),0.21,9,7,77% (10/13),30,6,5,1,0,1,0.59,0.59
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,1° tempo,Ospite,Bochum,fTlXF416,0.6,61%,6,1,1,2,78% (164/210),2.0,,0.59,4,1,3,3,0,,12,0,1,7,44% (12/27),68% (34/50),33% (3/9),0.47,12,11,50% (2/4),18,7,3,0,0,2,0.26,0.26
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,2° tempo,Casa,BFC Dynamo,fTlXF416,0.26,28%,5,2,1,2,66% (73/111),,1.0,0.09,3,0,1,4,0,,9,0,0,5,35% (11/31),64% (21/33),0% (0/2),0.3,12,8,100% (4/4),18,16,3,1,0,1,1.17,0.17
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,2° tempo,Ospite,Bochum,fTlXF416,0.96,72%,10,2,2,5,85% (231/273),,0.0,1.17,5,3,8,2,0,,17,0,1,8,61% (23/38),74% (81/109),21% (3/14),1.09,12,5,80% (4/5),18,6,3,0,0,1,0.09,-0.91
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,Supplementari,Casa,BFC Dynamo,fTlXF416,0.06,23%,1,1,0,0,64% (37/58),3.0,1.0,0.01,0,0,0,1,0,,0,0,0,4,46% (12/26),33% (7/21),0% (0/1),0.01,3,5,63% (5/8),17,8,0,0,0,5,3.75,1.75
DFB-Pokal,1/32 finale,16.08.2025,BFC Dynamo,Bochum,Supplementari,Ospite,Bochum,fTlXF416,2.74,77%,12,7,4,3,91% (181/198),1.0,0.0,3.75,4,1,9,3,0,,27,0,0,5,88% (15/17),86% (67/78),14% (1/7),1.64,8,4,80% (4/5),16,0,2,0,0,1,0.01,0.01
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,Totale,Casa,Bahlinger,COcxPmNM,1.57,43%,9,2,2,0,83% (305/368),0.0,,0.92,6,1,5,4,1,,11,0,0,11,39% (19/49),60% (35/58),0% (0/9),0.25,11,10,57% (8/14),34,10,11,0,2,5,3.49,-1.51
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,Totale,Ospite,Heidenheim,COcxPmNM,3.14,57%,15,10,5,5,87% (420/485),2.0,,3.49,3,2,10,5,1,,21,1,3,10,65% (34/52),69% (84/121),43% (6/14),1.41,15,11,63% (10/16),46,13,12,0,0,1,0.92,0.92
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,1° tempo,Casa,Bahlinger,COcxPmNM,0.68,40%,5,1,1,0,81% (150/185),0.0,,0.0,3,1,4,1,1,,8,0,0,6,33% (10/30),52% (12/23),0% (0/4),0.17,6,4,50% (5/10),22,7,5,0,1,3,1.75,-0.25
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,1° tempo,Ospite,Heidenheim,COcxPmNM,1.62,60%,8,5,1,3,87% (238/274),1.0,,1.75,2,1,5,3,1,,11,0,2,4,61% (14/23),73% (45/62),40% (4/10),0.64,11,6,56% (5/9),24,7,5,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,2° tempo,Casa,Bahlinger,COcxPmNM,0.89,46%,4,1,1,0,85% (155/183),0.0,,0.92,3,0,1,3,0,,3,0,0,5,47% (9/19),66% (23/35),0% (0/5),0.08,5,6,75% (3/4),12,3,6,0,1,2,1.74,-1.26
DFB-Pokal,1/32 finale,16.08.2025,Bahlinger,Heidenheim,2° tempo,Ospite,Heidenheim,COcxPmNM,1.52,54%,7,5,4,2,86% (182/211),1.0,,1.74,1,1,5,2,0,,10,1,1,6,69% (20/29),66% (39/59),50% (2/4),0.77,4,5,71% (5/7),22,6,7,0,0,1,0.92,0.92
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,Totale,Casa,Hemelingen,YHAAAl8T,0.09,28%,3,2,0,1,76% (186/246),3.0,,0.19,1,0,3,0,0,0.0,3,0,2,10,42% (22/52),40% (12/30),100% (1/1),0.06,10,14,80% (16/20),37,19,9,0,0,8,8.89,-0.11
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,Totale,Ospite,Wolfsburg,YHAAAl8T,7.26,72%,38,17,14,9,92% (565/616),1.0,,8.89,14,7,32,6,0,1.0,56,0,3,14,69% (29/42),80% (167/208),50% (11/22),2.93,31,10,83% (20/24),48,4,4,0,0,2,0.19,0.19
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,1° tempo,Casa,Hemelingen,YHAAAl8T,0.05,27%,2,1,0,0,75% (86/114),2.0,,0.06,1,0,2,0,0,,2,0,0,5,46% (11/24),38% (5/13),100% (1/1),0.04,5,8,90% (9/10),19,6,3,0,0,3,3.4,0.4
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,1° tempo,Ospite,Wolfsburg,YHAAAl8T,3.3,73%,16,6,5,3,94% (297/317),0.0,,3.4,7,3,14,2,0,,24,0,3,8,68% (19/28),83% (65/78),70% (7/10),1.25,16,5,73% (8/11),25,3,3,0,0,1,0.06,0.06
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,2° tempo,Casa,Hemelingen,YHAAAl8T,0.04,30%,1,1,0,1,76% (100/132),1.0,,0.13,0,0,1,0,0,0.0,1,0,2,5,39% (11/28),41% (7/17),0% (0/0),0.02,5,6,70% (7/10),18,13,6,0,0,5,5.49,-0.51
DFB-Pokal,1/32 finale,16.08.2025,Hemelingen,Wolfsburg,2° tempo,Ospite,Wolfsburg,YHAAAl8T,3.96,70%,22,11,9,6,90% (268/299),1.0,,5.49,7,4,18,4,0,1.0,32,0,0,6,71% (10/14),78% (102/130),33% (4/12),1.68,15,5,92% (12/13),23,1,1,0,0,1,0.13,0.13
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,Totale,Casa,Norderstedt,2gxHH5Fd,0.76,22%,9,3,0,3,57% (148/259),4.0,,1.0,4,2,7,2,0,,16,0,2,10,39% (30/76),44% (32/72),71% (5/7),0.39,13,14,67% (14/21),59,88,18,0,0,16,2.35,2.35
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,Totale,Ospite,St. Pauli,2gxHH5Fd,3.71,78%,41,16,7,24,89% (830/937),0.0,,2.35,11,14,31,10,2,,82,0,2,14,55% (26/47),78% (301/388),28% (17/60),4.54,29,10,88% (14/16),50,14,8,0,0,3,1.0,1.0
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,1° tempo,Casa,Norderstedt,2gxHH5Fd,0.0,18%,0,0,0,0,51% (49/96),1.0,,0.0,0,0,0,0,0,,0,0,0,1,17% (5/30),18% (4/22),0% (0/0),0.02,2,7,64% (7/11),22,38,6,0,0,7,0.87,0.87
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,1° tempo,Ospite,St. Pauli,2gxHH5Fd,1.39,82%,19,7,3,7,90% (389/430),0.0,,0.87,4,8,16,3,1,,40,0,1,7,87% (13/15),81% (135/166),20% (5/25),1.62,9,1,83% (5/6),18,5,3,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,2° tempo,Casa,Norderstedt,2gxHH5Fd,0.12,23%,2,1,0,1,57% (54/94),1.0,,0.31,1,0,1,1,0,,5,0,2,5,44% (12/27),56% (14/25),50% (1/2),0.16,5,4,67% (6/9),22,36,10,0,0,7,1.22,1.22
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,2° tempo,Ospite,St. Pauli,2gxHH5Fd,1.31,77%,13,7,2,12,88% (273/309),0.0,,1.22,4,2,7,6,1,,18,0,1,4,47% (7/15),76% (97/127),22% (5/23),1.43,12,5,86% (6/7),21,5,2,0,0,1,0.31,0.31
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,Supplementari,Casa,Norderstedt,2gxHH5Fd,0.64,27%,7,2,0,2,65% (45/69),2.0,,0.69,3,2,6,1,0,,11,0,0,4,68% (13/19),56% (14/25),80% (4/5),0.21,6,3,100% (1/1),15,14,2,0,0,2,0.26,0.26
DFB-Pokal,1/32 finale,16.08.2025,Norderstedt,St. Pauli,Supplementari,Ospite,St. Pauli,2gxHH5Fd,1.01,73%,9,2,2,5,85% (168/198),0.0,,0.26,3,4,8,1,0,,24,0,0,3,35% (6/17),73% (69/95),58% (7/12),1.49,8,4,100% (3/3),11,4,3,0,0,2,0.69,0.69
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,Totale,Casa,Illertissen,GGxahkno,0.8,22%,6,3,4,3,58% (145/251),7.0,,2.29,2,1,5,1,1,1.0,10,1,0,16,21% (17/81),42% (30/72),17% (2/12),0.56,12,26,65% (15/23),56,64,14,0,0,7,3.15,0.15
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,Totale,Ospite,Norimberga,GGxahkno,3.72,78%,37,10,9,11,89% (800/894),2.0,,3.15,14,13,25,12,1,1.0,65,1,1,26,62% (34/55),82% (260/319),25% (13/51),3.6,35,16,68% (13/19),86,7,10,0,1,0,2.29,-0.71
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,1° tempo,Casa,Illertissen,GGxahkno,0.53,23%,2,2,2,1,59% (63/106),,,1.64,0,0,2,0,0,,4,1,0,6,20% (6/30),52% (12/23),0% (0/6),0.24,8,3,89% (8/9),22,23,7,0,0,1,0.08,0.08
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,1° tempo,Ospite,Norimberga,GGxahkno,0.59,77%,6,1,1,1,89% (324/366),,,0.08,3,2,5,1,0,,16,0,0,3,75% (18/24),76% (84/110),8% (1/12),0.69,18,6,63% (5/8),21,2,6,0,1,0,1.64,-0.36
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,2° tempo,Casa,Illertissen,GGxahkno,0.13,21%,2,1,1,1,52% (49/94),3.0,,0.65,1,0,2,0,0,1.0,3,0,0,2,13% (4/32),32% (9/28),50% (1/2),0.12,2,12,50% (5/10),19,27,6,0,0,4,2.77,-0.23
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,2° tempo,Ospite,Norimberga,GGxahkno,1.89,79%,17,7,4,6,87% (289/331),0.0,,2.77,6,4,11,6,1,1.0,29,0,0,12,37% (7/19),80% (108/135),35% (8/23),1.87,14,2,60% (3/5),34,2,3,0,0,0,0.65,-0.35
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,Supplementari,Casa,Illertissen,GGxahkno,0.14,20%,2,0,1,1,65% (33/51),4.0,,0.0,1,1,1,1,1,,3,0,0,8,37% (7/19),43% (9/21),25% (1/4),0.2,2,11,50% (2/4),15,14,1,0,0,2,0.3,0.3
DFB-Pokal,1/32 finale,16.08.2025,Illertissen,Norimberga,Supplementari,Ospite,Norimberga,GGxahkno,1.24,80%,14,2,4,4,95% (187/197),2.0,,0.3,5,7,9,5,0,,20,1,1,11,75% (9/12),92% (68/74),25% (4/16),1.04,3,8,83% (5/6),31,3,1,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,Totale,Casa,Rostock,rq6LSVNc,0.74,34%,10,5,2,6,72% (174/243),1.0,,0.29,2,3,7,3,1,0.0,19,0,0,17,48% (22/46),51% (24/47),14% (2/14),0.15,22,12,69% (11/16),49,49,11,0,0,5,4.41,0.41
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,Totale,Ospite,Hoffenheim,rq6LSVNc,2.33,66%,15,9,5,6,83% (392/475),1.0,,4.41,4,2,11,4,1,1.0,36,1,6,12,49% (24/49),68% (113/165),30% (9/30),2.44,22,17,52% (11/21),51,17,12,0,0,3,0.29,0.29
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,1° tempo,Casa,Rostock,rq6LSVNc,0.04,28%,2,0,0,0,66% (83/125),0.0,,0.0,1,1,1,1,0,,5,0,0,11,39% (11/28),35% (8/23),0% (0/2),0.02,10,7,71% (5/7),29,31,5,0,0,2,1.13,0.13
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,1° tempo,Ospite,Hoffenheim,rq6LSVNc,0.46,72%,5,3,0,2,85% (268/314),1.0,,1.13,1,1,3,2,0,,17,1,3,7,60% (18/30),72% (83/116),18% (3/17),0.81,12,11,46% (6/13),31,8,8,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,2° tempo,Casa,Rostock,rq6LSVNc,0.7,43%,8,5,2,6,77% (91/118),1.0,,0.29,1,2,6,2,1,0.0,14,0,0,6,61% (11/18),67% (16/24),17% (2/12),0.13,12,5,67% (6/9),20,18,6,0,0,3,3.28,0.28
DFB-Pokal,1/32 finale,16.08.2025,Rostock,Hoffenheim,2° tempo,Ospite,Hoffenheim,rq6LSVNc,1.87,57%,10,6,5,4,77% (124/161),0.0,,3.28,3,1,8,2,1,1.0,19,0,3,5,32% (6/19),61% (30/49),46% (6/13),1.63,10,6,63% (5/8),20,9,4,0,0,3,0.29,0.29
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,Totale,Casa,Sandhausen,YZyaU3Ga,0.62,28%,7,3,3,2,70% (153/218),2.0,,1.77,4,0,6,1,0,0.0,14,0,1,8,31% (17/54),42% (18/43),20% (2/10),0.37,8,11,68% (15/22),33,34,12,0,0,3,2.09,-1.91
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,Totale,Ospite,RB Lipsia,YZyaU3Ga,2.6,72%,29,7,6,9,89% (501/560),1.0,,2.09,13,9,26,3,1,2.0,68,1,3,11,67% (16/24),81% (163/202),33% (9/27),2.69,24,8,71% (5/7),36,11,8,0,1,1,1.77,-0.23
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,1° tempo,Casa,Sandhausen,YZyaU3Ga,0.43,28%,5,2,3,0,70% (81/116),1.0,,1.7,3,0,4,1,0,0.0,11,0,0,5,32% (8/25),46% (12/26),25% (1/4),0.29,3,7,86% (6/7),13,14,8,0,0,2,1.28,-0.72
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,1° tempo,Ospite,RB Lipsia,YZyaU3Ga,0.83,72%,14,4,2,5,89% (271/304),0.0,,1.28,5,5,14,0,0,1.0,41,0,2,7,50% (3/6),80% (80/100),54% (7/13),1.3,11,5,100% (2/2),18,5,3,0,1,0,1.7,-0.3
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,2° tempo,Casa,Sandhausen,YZyaU3Ga,0.19,29%,2,1,0,2,71% (72/102),1.0,,0.07,1,0,2,0,0,0.0,3,0,1,3,31% (9/29),35% (6/17),17% (1/6),0.08,5,4,60% (9/15),20,20,4,0,0,1,0.81,-1.19
DFB-Pokal,1/32 finale,16.08.2025,Sandhausen,RB Lipsia,2° tempo,Ospite,RB Lipsia,YZyaU3Ga,1.77,71%,15,3,4,4,90% (230/256),1.0,,0.81,8,4,12,3,1,1.0,27,1,1,4,72% (13/18),81% (83/102),14% (2/14),1.39,13,3,60% (3/5),18,6,5,0,0,1,0.07,0.07
