Competizione,Turno,Data,Casa,Ospite,Periodo,Minuto,Lato,Tipo evento,Giocatore,Punteggio dopo,ID partita
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,99',Casa,Sostituzione - Esce,Leistner T.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,99',Casa,Sostituzione - Entra,Dudziak J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,104',Casa,Gol,Reese F.,1-1,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,104',Casa,Assist,Seguin P.,1-1,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,105+2',Casa,Cartellino Giallo,Seguin P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,113',Ospite,Sostituzione - Esce,Matanovic I.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,113',Ospite,Sostituzione - Entra,Holer L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,116',Casa,Sostituzione - Esce,Eitschberger J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,116',Casa,Sostituzione - Entra,Klemens P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,116',Ospite,Sostituzione - Esce,Beste J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,116',Ospite,Sostituzione - Entra,Irie C.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Supplementari,119',Casa,Cartellino Giallo,Schuler L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,1,Ospite,Rigore Assegnato,Grifo V.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,1,Ospite,Rigore,Grifo V.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,1,Casa,Rigore Assegnato,Reese F.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,1,Casa,Rigore,Reese F.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,2,Ospite,Rigore Assegnato,Ginter M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,2,Ospite,Rigore,Ginter M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,2,Casa,Rigore Assegnato,Schuler L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,2,Casa,Rigore,Schuler L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,3,Ospite,Rigore Assegnato,Eggestein M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,3,Ospite,Rigore,Eggestein M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,3,Casa,Rigore Assegnato,Cuisance M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,3,Casa,Rigore sbagliato,Cuisance M.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,4,Ospite,Rigore Assegnato,Manzambi J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,4,Ospite,Rigore sbagliato,Manzambi J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,4,Casa,Rigore Assegnato,Brekalo J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,4,Casa,Rigore,Brekalo J.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,5,Ospite,Rigore Assegnato,Holer L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,5,Ospite,Rigore,Holer L.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,5,Casa,Rigore Assegnato,Seguin P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,5,Casa,Rigore,Seguin P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,6,Ospite,Rigore Assegnato,Suzuki Y.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,6,Ospite,Rigore,Suzuki Y.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,6,Casa,Rigore Assegnato,Klemens P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,10.02.2026,Hertha,Friburgo,Rigori,6,Casa,Rigore sbagliato,Klemens P.,,GIoqfBXb
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,1 Tempo,42',Ospite,Cartellino Giallo,El Khannouss B.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,54',Casa,Sostituzione - Esce,Tohumcu U.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,54',Casa,Sostituzione - Entra,Schwab S.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,56',Ospite,Gol,Undav D.,0-1,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,70',Casa,Sostituzione - Esce,Kapralik A.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,70',Casa,Sostituzione - Entra,Jakupovic A.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,70',Casa,Sostituzione - Esce,Davidsen K.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,70',Casa,Sostituzione - Entra,Therkelsen J.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,81',Ospite,Sostituzione - Esce,Leweling J.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,81',Ospite,Sostituzione - Entra,Demirovic E.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,85',Casa,Sostituzione - Esce,Kelati A.,,2Zqihk2B
DFB-Pokal,QUARTI DI FINALE,04.02.2026,Kiel,Stoccarda,2 Tempo,85',Casa,Sostituzione - Entra,Niehoff N.,,2Zqihk2B
