league,season,date,home_team,away_team,result,m_home_c,k_home_c,c_model,c_market,deficit,home_won,imbalance_model,imbalance_market,disagreement,abs_disagreement,favourite_agree,matchday,month,m_home,m_draw,m_away,k_home,k_draw,k_away
serie_a,2021,2020-10-03,Udinese,Roma,A,0.3257652504753034,0.3117744610281924,0.39417693564643114,0.3736386764964872,0.02053825914994395,0.0,0.34846949904939317,0.3764510779436152,0.013990789447111018,0.013990789447111018,True,9,10,0.2371442583245989,0.2720394272298941,0.4908163144455071,0.2300142515259889,0.2622415230310038,0.5077442254430075
serie_a,2021,2020-10-04,Atalanta,Cagliari,H,0.8796718200520592,0.8835930339138405,0.12820637282525066,0.12375869122252525,0.004447681602725406,1.0,0.7593436401041185,0.767186067827681,-0.003921213861781236,0.003921213861781236,True,10,10,0.7245459116326891,0.17634520611355922,0.09910888225375171,0.7498216200240643,0.15139482630056625,0.09878355367536946
serie_a,2021,2020-10-04,Benevento,Bologna,H,0.40310621731208285,0.44676806083650195,0.9085551852317875,0.8057156985935507,0.10283948663823672,1.0,0.1937875653758343,0.10646387832699611,-0.0436618435244191,0.0436618435244191,True,10,10,0.2962735446154182,0.2650236292782239,0.4387028261063579,0.327745594932468,0.26640773219371,0.4058466728738221
serie_a,2021,2020-10-04,Milan,Spezia,H,0.9521912748041145,0.8580246913580248,0.048989345460388176,0.15312240210169215,-0.10413305664130397,1.0,0.904382549608229,0.7160493827160497,0.09416658344608964,0.09416658344608964,True,10,10,0.8454322036073407,0.11211935461048651,0.04244844178217279,0.6899319811262946,0.19590661192475028,0.11416140694895521
serie_a,2021,2020-10-04,Parma,Verona,H,0.5874495467302163,0.5778985507246376,0.5319649145575563,0.548356943492251,-0.016392028934694602,1.0,0.17489909346043264,0.15579710144927517,0.009550996005578738,0.009550996005578738,True,10,10,0.42109124546409327,0.2831873855245689,0.29572136901133783,0.4089759673429579,0.2923049091745681,0.298719123482474
serie_a,2021,2020-10-17,Napoli,Atalanta,H,0.5209175288181075,0.5608365019011406,0.6521635437737388,0.5783258563978901,0.07383768737584862,1.0,0.04183505763621498,0.1216730038022813,-0.03991897308303316,0.03991897308303316,True,11,10,0.38986711561440435,0.2515761247294539,0.35855675965614164,0.4130230471424096,0.26355890577319513,0.3234180470843953
serie_a,2021,2020-10-17,Inter,Milan,A,0.6612093119333016,0.620253164556962,1.0823728016271226,0.968250470804866,0.11412233082225653,0.0,0.32241862386660314,0.240506329113924,0.04095614737633957,0.04095614737633957,True,11,10,0.48273718808221666,0.26991774106939387,0.24734507084838944,0.45478585502437,0.2667738255729545,0.2784403194026755
serie_a,2021,2020-10-17,Sampdoria,Lazio,H,0.36425103110331253,0.3680430879712748,1.0099120031536228,0.9995552607888756,0.010356742364747262,1.0,0.27149793779337494,0.26391382405745045,-0.0037920568679622457,0.0037920568679622457,True,11,10,0.2743439961028935,0.24682712558998537,0.47882887830712095,0.27104319305755425,0.2635558120338649,0.46540099490858094
serie_a,2021,2020-10-18,Torino,Cagliari,A,0.6297800337433563,0.5967153284671532,0.9936579465946688,0.9081125854302626,0.08554536116440614,0.0,0.2595600674867127,0.1934306569343065,0.03306470527620309,0.03306470527620309,True,12,10,0.45212263413888476,0.28209436642265684,0.2657829994384586,0.4320458233890215,0.2759599045346062,0.2919942720763723
serie_a,2021,2020-10-18,Udinese,Parma,H,0.5612264763053625,0.6666666666666667,0.5776307538457195,0.4054651081081643,0.17216564573755522,1.0,0.12245295261072497,0.3333333333333335,-0.10544019036130425,0.10544019036130425,True,12,10,0.39465423089400953,0.2968004049059177,0.30854536420007284,0.48179271708683474,0.2773109243697479,0.24089635854341737
serie_a,2021,2020-10-18,Roma,Benevento,H,0.9077468893150002,0.8512035010940918,0.09678969550160499,0.1611040472757585,-0.06431435177415351,1.0,0.8154937786300005,0.7024070021881836,0.05654338822090843,0.05654338822090843,True,12,10,0.7836618676001419,0.13669561766110253,0.07964251473875567,0.7000161151697464,0.17761602922217445,0.12236785560807907
serie_a,2021,2020-10-18,Bologna,Sassuolo,A,0.5253065192250833,0.532319391634981,0.7450859868772539,0.7599696768053471,-0.014883689928093191,0.0,0.050613038450166625,0.06463878326996197,-0.007012872409897675,0.007012872409897675,True,12,10,0.3915136232037304,0.25469490882907797,0.3537914679671915,0.38828086330030875,0.2705866639429914,0.3411324727566999
serie_a,2021,2020-10-24,Atalanta,Sampdoria,A,0.8489474515729903,0.7743813682678311,1.8901274998782736,1.4889091753031025,0.40121832457517104,0.0,0.6978949031459807,0.5487627365356622,0.07456608330515924,0.07456608330515924,True,13,10,0.704852632768114,0.16973349591648712,0.12541387131539872,0.6152312400929147,0.20551905649655558,0.17924970341052965
serie_a,2021,2020-10-24,Genoa,Inter,A,0.2129412141738552,0.1409185803757829,0.23945233726013615,0.1518915772937907,0.08756075996634544,0.0,0.5741175716522896,0.7181628392484343,0.0720226337980723,0.0720226337980723,True,13,10,0.16475183917804642,0.22630365466247754,0.6089445061594762,0.11611771917902611,0.17599425945550368,0.7078880213654702
serie_a,2021,2020-10-24,Lazio,Bologna,H,0.7783953030473214,0.7353407290015848,0.25052078224041574,0.30742131031495795,-0.05690052807454221,1.0,0.5567906060946428,0.4706814580031695,0.04305457404573665,0.04305457404573665,True,13,10,0.6090061530216209,0.2176132735675086,0.17338057341087088,0.5722837953463882,0.22174337313885575,0.2059728315147561
serie_a,2021,2020-10-25,Benevento,Napoli,A,0.15299000722342032,0.10741687979539644,0.16604278655247515,0.11363563778293868,0.05240714876953646,0.0,0.6940199855531594,0.7851662404092071,0.045573127428023885,0.045573127428023885,True,14,10,0.12566367676840207,0.17861513278518906,0.6957211904464088,0.09092369253545815,0.15354371949133014,0.7555325879732118
serie_a,2021,2020-10-25,Cagliari,Crotone,H,0.7284125787569861,0.5908256880733945,0.3168876622539232,0.5262342491188358,-0.2093465868649126,1.0,0.4568251575139721,0.18165137614678906,0.13758689068359153,0.13758689068359153,True,14,10,0.538190124909707,0.26114658010421493,0.2006632949860781,0.4278888991304882,0.27577810550895626,0.29633299536055546
serie_a,2021,2020-10-25,Fiorentina,Udinese,H,0.6934287936650578,0.6649484536082475,0.36610672126158444,0.4080457547016559,-0.04193903344007144,1.0,0.38685758733011566,0.329896907216495,0.028480340056810327,0.028480340056810327,True,14,10,0.49114090362800455,0.2917212147593095,0.217137881612686,0.48814569746424685,0.265889416216559,0.2459648863191941
serie_a,2021,2020-10-31,Bologna,Cagliari,H,0.6221173423036493,0.6690017513134852,0.4746265508144376,0.401968601049435,0.07265794976500262,1.0,0.2442346846072987,0.3380035026269703,-0.046884409009835815,0.046884409009835815,True,15,10,0.45272769251686984,0.27227926030729765,0.2749930471758326,0.5058406242610547,0.24388744384015132,0.25027193189879404
serie_a,2021,2020-10-31,Crotone,Atalanta,A,0.1168922562980262,0.21999999999999997,0.12430806577448211,0.2484613592984996,-0.1241532935240175,0.0,0.7662154874039476,0.56,-0.10310774370197377,0.10310774370197377,True,15,10,0.09924230113038364,0.1509933654000363,0.74976433346958,0.17436800663075008,0.20741815167840863,0.6182138416908413
serie_a,2021,2020-11-01,Napoli,Sassuolo,A,0.7907572310974468,0.8354577056778679,1.564260127425661,1.8045876334821673,-0.24032750605650643,0.0,0.5815144621948936,0.6709154113557358,-0.044700474580421146,0.044700474580421146,True,16,11,0.6262963986306891,0.20797891691551387,0.16572468445379718,0.6736737380462414,0.19364710688778597,0.13267915506597264
serie_a,2021,2020-11-01,Roma,Fiorentina,H,0.7210256766093062,0.7177814029363785,0.32708052983572755,0.3315902090239045,-0.004509679188176963,1.0,0.44205135321861233,0.435562805872757,0.0032442736729276778,0.0032442736729276778,True,16,11,0.5455646669794623,0.24334918342293504,0.21108614959760275,0.5524711435184485,0.23030724777997968,0.21722160870157176
