Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Cartellini gialli,Passaggi,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Assist previsti (xA),Rimesse Laterali,Passaggi lunghi,Passaggi offensivi,Cross,Falli,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Tackles,Parate,xGot affrontati,Gol evitati
Coppa Italia,Quarti di finale,11.02.2026,Bologna,Lazio,2° tempo,Casa,Bologna,0KKE2Vjf,0.36,57%,7,0,1,2,3.0,86% (238/276),,0.0,2,5,3,4,0,,12,0,0,8,0.44,8,48% (12/25),66% (47/71),18% (2/11),10,30,5,4,0,0,25% (2/8),0,0.79,-0.21
Coppa Italia,Quarti di finale,11.02.2026,Bologna,Lazio,2° tempo,Ospite,Lazio,0KKE2Vjf,0.78,43%,2,1,1,1,1.0,87% (185/213),,0.79,1,0,1,1,0,,5,0,0,10,0.69,9,54% (13/24),68% (23/34),0% (0/2),8,17,9,4,0,0,0% (0/0),0,0.0,0.0
Coppa Italia,Semi finali,03.03.2026,Como,Inter,Totale,Casa,Como,WAWxYcj4,1.02,51%,5,1,1,6,,91% (527/578),,0.05,3,1,4,1,0,,17,2,4,12,0.53,10,33% (9/27),71% (55/77),14% (2/14),9,35,13,4,0,0,36% (5/14),0,0.0,0.0
Coppa Italia,Semi finali,03.03.2026,Como,Inter,Totale,Ospite,Inter,WAWxYcj4,0.07,49%,3,0,0,1,,90% (514/571),,0.0,1,2,2,1,1,,12,0,6,9,0.18,14,48% (22/46),45% (25/56),50% (2/4),12,37,19,7,1,0,29% (2/7),1,0.05,0.05
Coppa Italia,Semi finali,03.03.2026,Como,Inter,1° tempo,Casa,Como,WAWxYcj4,0.23,61%,4,1,0,5,,91% (323/354),,0.05,2,1,3,1,0,,10,2,2,4,0.42,7,27% (4/15),73% (37/51),13% (1/8),3,15,5,3,0,0,60% (3/5),0,0.0,0.0
Coppa Italia,Semi finali,03.03.2026,Como,Inter,1° tempo,Ospite,Inter,WAWxYcj4,0.03,39%,1,0,0,0,,85% (194/229),,0.0,0,1,0,1,0,,2,0,2,3,0.03,12,44% (11/25),30% (8/27),0% (0/0),4,21,13,4,1,0,33% (2/6),1,0.05,0.05
Coppa Italia,Semi finali,03.03.2026,Como,Inter,2° tempo,Casa,Como,WAWxYcj4,0.79,40%,1,0,1,1,,91% (204/224),,0.0,1,0,1,0,0,,7,0,2,8,0.11,3,42% (5/12),69% (18/26),17% (1/6),6,20,8,1,0,0,22% (2/9),0,0.0,0.0
Coppa Italia,Semi finali,03.03.2026,Como,Inter,2° tempo,Ospite,Inter,WAWxYcj4,0.04,60%,2,0,0,1,,94% (320/342),,0.0,1,1,2,0,1,,10,0,4,6,0.15,2,52% (11/21),59% (17/29),50% (2/4),8,16,6,3,0,0,0% (0/1),0,0.0,0.0
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,Totale,Casa,Lazio,M3qfkkSk,1.02,49%,6,3,2,1,0.0,87% (438/505),,1.17,2,1,3,3,0,,20,1,1,13,0.8,19,73% (43/59),78% (107/137),9% (1/11),5,42,9,12,0,0,64% (7/11),1,0.93,-1.07
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,Totale,Ospite,Atalanta,M3qfkkSk,0.65,51%,10,3,1,3,3.0,88% (459/519),,0.93,5,2,5,5,1,,16,1,2,5,0.51,12,59% (27/46),79% (104/131),27% (4/15),13,27,15,10,0,1,23% (3/13),1,1.17,-0.83
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,1° tempo,Casa,Lazio,M3qfkkSk,0.02,47%,1,0,0,0,0.0,85% (216/253),,0.0,0,1,0,1,0,,11,0,1,6,0.2,11,65% (22/34),79% (52/66),0% (0/6),4,23,5,6,0,0,43% (3/7),0,0.0,0.0
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,1° tempo,Ospite,Atalanta,M3qfkkSk,0.19,53%,5,0,0,1,1.0,89% (254/287),,0.0,4,1,3,2,1,,7,0,2,4,0.31,7,62% (18/29),81% (67/83),50% (4/8),6,13,10,6,0,0,43% (3/7),0,0.0,0.0
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,2° tempo,Casa,Lazio,M3qfkkSk,1.0,52%,5,3,2,1,0.0,88% (222/252),,1.17,2,0,3,2,0,,9,1,0,7,0.6,8,84% (21/25),77% (55/71),20% (1/5),1,19,4,6,0,0,100% (4/4),1,0.93,-1.07
Coppa Italia,Semi finali,04.03.2026,Lazio,Atalanta,2° tempo,Ospite,Atalanta,M3qfkkSk,0.46,48%,5,3,1,2,2.0,88% (205/232),,0.93,1,1,2,3,0,,9,1,0,1,0.2,5,53% (9/17),77% (37/48),0% (0/7),7,14,5,4,0,1,0% (0/6),1,1.17,-0.83
Coppa Italia,Semi finali,21.04.2026,Inter,Como,Totale,Casa,Inter,vyzoWyLG,1.4,62%,22,8,2,9,0.0,90% (537/596),,2.3,6,8,12,10,0,1.0,41,0,2,6,1.46,17,42% (8/19),82% (188/230),30% (8/27),5,36,12,14,1,1,57% (8/14),6,2.35,0.35
Coppa Italia,Semi finali,21.04.2026,Inter,Como,Totale,Ospite,Como,vyzoWyLG,1.46,38%,16,7,5,7,1.0,85% (311/364),,2.35,5,4,13,3,1,0.0,27,1,1,5,0.72,13,46% (22/48),68% (60/88),45% (5/11),6,43,37,5,0,0,56% (10/18),4,2.3,-0.7
Coppa Italia,Semi finali,21.04.2026,Inter,Como,1° tempo,Casa,Inter,vyzoWyLG,0.49,55%,8,2,1,4,,92% (275/298),,0.03,5,1,6,2,0,,12,0,0,2,0.68,6,40% (4/10),86% (89/104),29% (4/14),2,11,7,5,0,0,67% (2/3),3,1.35,0.35
Coppa Italia,Semi finali,21.04.2026,Inter,Como,1° tempo,Ospite,Como,vyzoWyLG,0.51,45%,7,4,1,3,,90% (223/248),,1.35,2,1,4,3,1,,9,0,0,2,0.46,6,52% (14/27),73% (41/56),40% (2/5),2,17,13,0,0,0,50% (4/8),1,0.03,0.03
Coppa Italia,Semi finali,21.04.2026,Inter,Como,2° tempo,Casa,Inter,vyzoWyLG,0.91,72%,14,6,1,5,0.0,88% (262/298),,2.27,1,7,6,8,0,1.0,29,0,2,4,0.78,11,44% (4/9),79% (99/126),31% (4/13),3,25,5,9,1,1,55% (6/11),3,1.0,0.0
Coppa Italia,Semi finali,21.04.2026,Inter,Como,2° tempo,Ospite,Como,vyzoWyLG,0.95,28%,9,3,4,4,1.0,76% (88/116),,1.0,3,3,9,0,0,0.0,18,1,1,3,0.26,7,38% (8/21),59% (19/32),50% (3/6),4,26,24,5,0,0,60% (6/10),3,2.27,-0.73
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,Totale,Casa,Atalanta,UTn2mTd2,1.98,66%,29,6,2,7,2.0,91% (753/830),,1.27,9,14,21,8,1,,46,0,2,10,2.06,26,51% (23/45),75% (150/199),29% (10/34),18,52,16,10,1,0,71% (10/14),0,0.93,-0.07
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,Totale,Ospite,Lazio,UTn2mTd2,0.78,34%,8,1,2,6,2.0,79% (331/421),,0.93,3,4,5,3,0,,14,0,0,18,0.63,22,42% (26/62),69% (61/89),33% (5/15),10,52,38,11,0,0,63% (12/19),5,1.27,0.27
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,1° tempo,Casa,Atalanta,UTn2mTd2,0.87,64%,11,1,1,5,1.0,90% (289/320),,0.19,6,4,7,4,0,,14,0,1,3,0.74,13,50% (8/16),58% (35/60),46% (6/13),6,21,6,4,1,0,33% (2/6),0,0.0,0.0
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,1° tempo,Ospite,Lazio,UTn2mTd2,0.1,36%,2,0,0,1,1.0,79% (141/179),,0.0,1,1,1,1,0,,5,0,0,6,0.22,6,50% (12/24),68% (23/34),43% (3/7),3,18,12,6,0,0,83% (5/6),1,0.19,0.19
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,2° tempo,Casa,Atalanta,UTn2mTd2,0.86,63%,15,5,1,1,,88% (236/268),,1.08,2,8,11,4,1,,21,0,0,2,0.98,7,39% (7/18),83% (75/90),30% (3/10),6,18,4,4,0,0,100% (4/4),0,0.93,-0.07
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,2° tempo,Ospite,Lazio,UTn2mTd2,0.68,37%,6,1,2,4,,77% (118/153),,0.93,2,3,4,2,0,,8,0,0,6,0.38,11,41% (11/27),69% (22/32),40% (2/5),2,19,16,3,0,0,50% (4/8),4,1.08,0.08
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,Supplementari,Casa,Atalanta,UTn2mTd2,0.25,73%,3,0,0,1,1.0,94% (228/242),,0.0,1,2,3,0,0,,11,0,1,5,0.34,6,73% (8/11),82% (40/49),9% (1/11),6,13,6,2,0,0,100% (4/4),0,0.0,0.0
Coppa Italia,Semi finali,22.04.2026,Atalanta,Lazio,Supplementari,Ospite,Lazio,UTn2mTd2,0.0,27%,0,0,0,1,1.0,81% (72/89),,0.0,0,0,0,0,0,,1,0,0,6,0.03,5,27% (3/11),70% (16/23),0% (0/3),5,15,10,2,0,0,60% (3/5),0,0.0,0.0
Coppa Italia,Finale,13.05.2026,Lazio,Inter,Totale,Casa,Lazio,xYQFQSOk,0.85,42%,8,2,1,1,3.0,85% (339/400),,0.69,3,3,6,2,0,,15,0,1,11,0.7,25,62% (24/39),79% (77/98),19% (3/16),9,42,26,4,0,1,56% (9/16),1,1.03,0.03
Coppa Italia,Finale,13.05.2026,Lazio,Inter,Totale,Ospite,Inter,xYQFQSOk,1.69,58%,11,2,4,3,4.0,89% (503/565),,1.03,8,1,8,3,0,,25,0,2,9,0.45,20,56% (33/59),63% (50/79),27% (4/15),11,32,10,11,0,0,71% (5/7),2,0.69,0.69
Coppa Italia,Finale,13.05.2026,Lazio,Inter,1° tempo,Casa,Lazio,xYQFQSOk,0.13,29%,2,0,0,1,1.0,79% (114/144),,0.0,0,2,2,0,0,,3,0,0,5,0.34,12,50% (9/18),71% (15/21),50% (2/4),4,21,15,3,0,1,67% (6/9),1,1.03,0.03
Coppa Italia,Finale,13.05.2026,Lazio,Inter,1° tempo,Ospite,Inter,xYQFQSOk,1.26,71%,8,2,2,2,2.0,90% (315/351),,1.03,5,1,6,2,0,,10,0,1,4,0.27,11,44% (11/25),63% (30/48),33% (3/9),5,15,3,7,0,0,67% (2/3),0,0.0,0.0
Coppa Italia,Finale,13.05.2026,Lazio,Inter,2° tempo,Casa,Lazio,xYQFQSOk,0.72,55%,6,2,1,0,2.0,88% (225/256),,0.69,3,1,4,2,0,,12,0,1,6,0.36,13,71% (15/21),81% (62/77),8% (1/12),5,21,11,1,0,0,43% (3/7),0,0.0,0.0
Coppa Italia,Finale,13.05.2026,Lazio,Inter,2° tempo,Ospite,Inter,xYQFQSOk,0.43,45%,3,0,2,1,2.0,88% (188/214),,0.0,3,0,2,1,0,,15,0,1,5,0.18,9,65% (22/34),65% (20/31),17% (1/6),6,17,7,4,0,0,75% (3/4),2,0.69,0.69
