Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Giocatore,Ruolo,Stato,Rating,ID partita,PENALTIES_COMMITTED,PENALTY_SHOOTOUT_ATTEMPTS_SAVES,PENALTY_SHOOTOUT_ATTEMPTS_SCORED,HIT_WOODWORK,TURNOVERS,CHALLENGE_LOST,PENALTIES_NOT_CONVERTED,PENALTY_SHOOTOUT_ATTEMPTS_NOT_CONVERTED,GOALS_PREVENTED_NO_PENALTIES,PASSES_OPEN_PLAY_ACCURACY,PASSES_OPEN_PLAY_ACCURATE,PASSES_OPEN_PLAY_TOTAL,DUELS_EFFICIENCY,TACKLE_LAST_MAN,CLEARANCES_OFF_LINE,BIG_CHANCES_SAVED,PENALTIES_SAVED,GOALS_PENALTY,PENALTIES_WON,ASSISTS_GOAL,BIG_CHANCES_CREATED,BIG_CHANCES_MISSED,CARDS_RED,CARDS_YELLOW,CLEARANCES,CROSSES_ACCURACY,CROSSES_TOTAL,CROSSES_ACCURATE,DRIBBLES_EFFICIENCY,DUELS_AERIAL_TOTAL,DRIBBLES_TOTAL,DRIBBLES_WON,DUELS_AERIAL_EFFICIENCY,DUELS_AERIAL_WON,DUELS_GROUND_EFFICIENCY,DUELS_GROUND_TOTAL,DUELS_GROUND_WON,DUELS_TOTAL,ERRORS_LEAD_TO_GOAL,ERRORS_LEAD_TO_SHOT,EXPECTED_ASSISTS,EXPECTED_GOALS,EXPECTED_GOALS_ON_TARGET,EXPECTED_GOALS_ON_TARGET_FACED,FOULS_COMMITTED,FOULS_SUFFERED,GOALS,GOALS_CONCEDED,GOALS_OWN,GOALS_PREVENTED,INTERCEPTIONS,KEEPER_SWEEPER_TOTAL,KEEPER_THROWS_TOTAL,LONG_BALLS_ACCURACY,LONG_BALLS_TOTAL,LONG_BALLS_ACCURATE,MATCH_MINUTES_PLAYED,OFFSIDES,PASSES_ACCURACY,PASSES_TOTAL,PASSES_ACCURATE,PASSES_FINAL_THIRD_ACCURACY,PASSES_FINAL_THIRD_TOTAL,PASSES_FINAL_THIRD_ACCURATE,PUNCHES_TOTAL,SAVES_TOTAL,SHOTS_BLOCKED,SHOTS_BOX_IN,SHOTS_BOX_OUT,SHOTS_HEAD,SHOTS_OFF_TARGET,SHOTS_ON_TARGET,SHOTS_TOTAL,TACKLES_EFFICIENCY,TACKLES_TOTAL,TACKLES_WON,TOUCHES_BOX_OPPOSITE,TOUCHES_TOTAL,SHOTS_FACED,CARDS_YELLOW_SECOND,MATCH_ON_PITCH_LIVE,MATCH_MINUTES_PLAYED_LIVE,KEY_PASSES,BOX_ENTRIES_EFFICIENCY,BOX_ENTRIES_ACCURATE,BOX_ENTRIES_TOTAL,THROUGH_BALLS,LAYOFFS_ACCURACY,LAYOFFS_ACCURATE,LAYOFFS_TOTAL,FINAL_THIRD_ENTRIES_TOTAL,FINAL_THIRD_ENTRIES_SUCCESSFUL,FINAL_THIRD_ENTRIES_EFFICIENCY,BALL_RECOVERIES,HIGH_CLAIM_EFFICIENCY,HIGH_CLAIM_TOTAL,HIGH_CLAIM_SAVED,DUELS_WON,OUTFIELDER_BLOCKS,PROGRESSIVE_CARRIES,PROGRESSIVE_PASSES_TOTAL,PROGRESSIVE_PASSES_ACCURACY,PROGRESSIVE_PASSES_ACCURATE
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Casa,Empoli,Elia Salvatore,Attaccante,Subentrato,6.5,GnyKFvW7,0,0,1,0,0,1,0,0,0.2849,0.933333,14,15,0.333333,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1,0.0,1,2,0,1.0,1,0.2,5,1,6,0,0,0.05176,0.0193,0.0,0.2849,1,0,0,0,0,0.2849,0,0,0,0.0,0,0,45,0,0.933333,15,14,0.875,8,7,0,0,0,1,0,0,1,0,1,1.0,1,1,3,24,0,0,0,45,1,0.0,0,2,0,0.0,0,0,1,0,0.0,2,0.0,0,0,2,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Ospite,Reggiana,Quaranta Danilo,Difensore,Subentrato,,GnyKFvW7,0,0,0,0,0,0,0,0,0.0,0.4,2,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1.0,1,1,1,0,0,7.1e-05,0.0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0.0,1,0,7,0,0.333333,6,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9,0,0,0,6,0,0.0,0,0,0,0.0,0,0,2,0,0.0,2,0.0,0,0,1,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Casa,Empoli,Carboni Franco,Difensore centrale,Titolare,6.5,GnyKFvW7,0,0,0,0,2,0,0,1,0.211,0.883333,53,60,0.75,0,0,0,0,0,0,0,0,0,0,1,3,0.285714,7,2,1.0,2,2,2,1.0,2,0.666667,6,4,8,0,0,0.051463,0.0,0.0,1.211,2,1,0,1,0,0.211,0,0,0,0.333333,3,1,90,0,0.887097,62,55,0.777778,9,7,0,0,0,0,0,0,0,0,0,0.0,1,0,0,93,1,0,0,90,1,0.0,0,5,0,0.0,0,0,3,0,0.0,5,0.0,0,0,6,1,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Ospite,Reggiana,Vallarelli Francesco,Centrocampista,Subentrato,,GnyKFvW7,0,0,0,0,0,0,0,0,0.0,1.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,8e-06,0.0477,0.0381,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,8,0,1.0,2,2,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,1,3,0,0,0,7,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Casa,Empoli,Ilie Rares,Centrocampista,Titolare,6.3,GnyKFvW7,0,0,0,0,5,1,1,0,0.1729,0.875,21,24,0.555556,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1,0.5,0,2,1,0.0,0,0.555556,9,5,9,0,0,0.056838,0.9098,0.7348,1.1729,1,2,1,1,0,0.1729,0,0,0,0.0,0,0,85,0,0.875,24,21,0.833333,12,10,0,0,0,1,2,0,1,2,3,0.5,2,1,2,42,1,0,0,85,1,0.0,0,3,0,1.0,2,2,4,0,0.0,2,0.0,0,0,5,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Ospite,Reggiana,Conte Oumar,Attaccante,Subentrato,6.1,GnyKFvW7,0,0,0,0,0,0,0,0,0.0,0.2,1,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0,0.0,1,0,3,0,0,0.000244,0.0,0.0,0.0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,12,0,0.2,5,1,0.0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,6,0,0,0,11,0,0.0,0,0,0,0.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Ospite,Reggiana,Bonetti Simone,Difensore centrale,Titolare,5.6,GnyKFvW7,0,0,0,0,2,0,0,0,-0.4427,0.666667,4,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0,1.0,2,2,4,0,0,0.001799,0.0,0.0,1.2764,0,0,0,1,0,0.2764,0,0,0,0.0,1,0,84,0,0.714286,7,5,0.333333,3,1,0,0,0,0,0,0,0,0,0,0.0,2,0,0,13,1,0,0,84,0,0.0,0,0,0,0.0,0,0,2,0,0.0,1,0.0,0,0,2,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Casa,Empoli,Curto Marco,Difensore centrale,Titolare,6.1,GnyKFvW7,0,0,0,0,1,1,0,0,0.211,0.895833,43,48,0.285714,0,0,0,0,0,0,0,0,0,0,1,1,0.333333,3,1,0.0,0,1,0,0.0,0,0.285714,7,2,7,0,0,0.016955,0.0,0.0,1.211,3,1,0,1,0,0.211,0,0,0,0.6,5,3,90,0,0.897959,49,44,0.8,10,8,0,0,0,0,0,0,0,0,0,0.0,1,0,1,64,1,0,0,90,0,0.0,0,3,0,0.0,0,0,7,0,0.0,3,0.0,0,0,2,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Casa,Empoli,Ebuehi Tyronne,Esterno,Titolare,6.1,GnyKFvW7,0,0,0,0,1,0,0,0,-0.0739,0.833333,5,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0.0,0,0.0,1,0,1,0,0,0.003397,0.0,0.0,0.9261,2,0,0,1,0,-0.0739,0,0,0,0.0,0,0,45,0,0.833333,6,5,0.666667,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,1,0,0,45,0,0.0,0,0,0,0.0,0,0,1,0,0.0,1,0.0,0,0,0,0,0,0,0.0,0
Coppa Italia,1/32 finale,15.08.2025,Empoli,Reggiana,Ospite,Reggiana,Marras Manuel,Attaccante,Subentrato,6.3,GnyKFvW7,0,0,0,0,1,0,0,1,0.0,1.0,5,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1.0,2,2,2,0,0,0.017849,0.0474,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,23,0,1.0,5,5,1.0,3,3,0,0,0,0,1,0,1,0,1,1.0,2,2,0,11,0,0,0,22,1,0.0,0,1,0,0.0,0,0,1,0,0.0,0,0.0,0,0,2,0,0,0,0.0,0
