Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,6,23,Barella N.,Capitano,7.2,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,7,20,Calhanoglu H.,,9.0,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,8,7,Zielinski P.,,6.8,,60',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,9,32,Dimarco F.,,6.6,,60',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,10,9,Thuram M.,,7.1,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Titolare,11,14,Bonny A.,,6.4,,74',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,1,51,Alexiou C.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,2,31,Bisseck Y.,,6.4,74',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,3,36,Darmian M.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,4,12,Di Gennaro R.,Portiere,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,5,17,Diouf A.,,6.9,60',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,6,2,Dumfries D.,,,84',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,7,94,Esposito F.,,6.3,74',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,8,16,Frattesi D.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,9,22,Mkhitaryan H.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,10,48,Mosconi M.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,11,1,Sommer Y.,Portiere,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Casa,Inter,3-5-2,Panchina,12,8,Sucic P.,,8.9,60',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,1,1,Butez J.,Portiere,6.1,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,2,14,Ramon J.,,6.1,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,3,34,Diego Carlos,,6.0,,90',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,4,2,Kempf M. O.,,6.6,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,5,77,Van der Brempt I.,,7.0,,80',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,6,33,Da Cunha L.,Capitano,7.3,,70',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,7,23,Perrone M.,,7.2,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,8,3,Valle A.,,6.2,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,9,10,Paz N.,,7.9,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,10,20,Baturina M.,,8.0,,80',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Titolare,11,11,Douvikas A.,,5.8,,70',vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,1,6,Caqueret M.,,6.3,70',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,2,44,Cavlina N.,Portiere,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,3,56,De Paoli C.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,4,38,Diao A.,,6.4,70',,vyzoWyLG
