campionato,paese,stagione,giornata,data,giorno,ora_italiana,ora_locale,squadra_casa,squadra_trasferta,data_ora_provvisoria,casa_nome_ufficiale,trasferta_nome_ufficiale,kickoff_utc
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Bayern Monaco,Amburgo,sì,FC Bayern München,Hamburger SV,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Borussia M'gladbach,Werder Brema,sì,Borussia Mönchengladbach,SV Werder Bremen,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Eintracht Francoforte,Stoccarda,sì,Eintracht Frankfurt,VfB Stuttgart,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Elversberg,Colonia,sì,SV 07 Elversberg,1. FC Köln,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Leverkusen,Borussia Dortmund,sì,Bayer 04 Leverkusen,Borussia Dortmund,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,RB Lipsia,Friburgo,sì,RB Leipzig,SC Freiburg,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Schalke 04,Paderborn,sì,FC Schalke 04,SC Paderborn 07,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,28,2027-04-03,Sabato,14:00,14:00,Union Berlino,Mainz,sì,1. FC Union Berlin,1. FSV Mainz 05,2027-04-03T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Amburgo,Union Berlino,sì,Hamburger SV,1. FC Union Berlin,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Borussia Dortmund,Schalke 04,sì,Borussia Dortmund,FC Schalke 04,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Borussia M'gladbach,Leverkusen,sì,Borussia Mönchengladbach,Bayer 04 Leverkusen,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Colonia,Augsburg,sì,1. FC Köln,FC Augsburg,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Hoffenheim,Friburgo,sì,TSG 1899 Hoffenheim,SC Freiburg,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Mainz,RB Lipsia,sì,1. FSV Mainz 05,RB Leipzig,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Paderborn,Bayern Monaco,sì,SC Paderborn 07,FC Bayern München,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Stoccarda,Elversberg,sì,VfB Stuttgart,SV 07 Elversberg,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,29,2027-04-10,Sabato,14:00,14:00,Werder Brema,Eintracht Francoforte,sì,SV Werder Bremen,Eintracht Frankfurt,2027-04-10T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Augsburg,Borussia Dortmund,sì,FC Augsburg,Borussia Dortmund,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Bayern Monaco,Hoffenheim,sì,FC Bayern München,TSG 1899 Hoffenheim,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Eintracht Francoforte,Borussia M'gladbach,sì,Eintracht Frankfurt,Borussia Mönchengladbach,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Elversberg,Paderborn,sì,SV 07 Elversberg,SC Paderborn 07,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Friburgo,Mainz,sì,SC Freiburg,1. FSV Mainz 05,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Leverkusen,Werder Brema,sì,Bayer 04 Leverkusen,SV Werder Bremen,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,RB Lipsia,Colonia,sì,RB Leipzig,1. FC Köln,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Schalke 04,Amburgo,sì,FC Schalke 04,Hamburger SV,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,30,2027-04-17,Sabato,14:00,14:00,Union Berlino,Stoccarda,sì,1. FC Union Berlin,VfB Stuttgart,2027-04-17T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Amburgo,Elversberg,sì,Hamburger SV,SV 07 Elversberg,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Borussia Dortmund,RB Lipsia,sì,Borussia Dortmund,RB Leipzig,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Borussia M'gladbach,Schalke 04,sì,Borussia Mönchengladbach,FC Schalke 04,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Colonia,Mainz,sì,1. FC Köln,1. FSV Mainz 05,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Eintracht Francoforte,Leverkusen,sì,Eintracht Frankfurt,Bayer 04 Leverkusen,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Hoffenheim,Union Berlino,sì,TSG 1899 Hoffenheim,1. FC Union Berlin,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Paderborn,Augsburg,sì,SC Paderborn 07,FC Augsburg,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Stoccarda,Friburgo,sì,VfB Stuttgart,SC Freiburg,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,31,2027-04-24,Sabato,14:00,14:00,Werder Brema,Bayern Monaco,sì,SV Werder Bremen,FC Bayern München,2027-04-24T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Augsburg,Stoccarda,sì,FC Augsburg,VfB Stuttgart,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Bayern Monaco,Borussia M'gladbach,sì,FC Bayern München,Borussia Mönchengladbach,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Elversberg,Hoffenheim,sì,SV 07 Elversberg,TSG 1899 Hoffenheim,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Friburgo,Colonia,sì,SC Freiburg,1. FC Köln,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Leverkusen,Amburgo,sì,Bayer 04 Leverkusen,Hamburger SV,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Mainz,Borussia Dortmund,sì,1. FSV Mainz 05,Borussia Dortmund,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,RB Lipsia,Paderborn,sì,RB Leipzig,SC Paderborn 07,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Schalke 04,Eintracht Francoforte,sì,FC Schalke 04,Eintracht Frankfurt,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,32,2027-05-08,Sabato,14:00,14:00,Union Berlino,Werder Brema,sì,1. FC Union Berlin,SV Werder Bremen,2027-05-08T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Amburgo,Friburgo,sì,Hamburger SV,SC Freiburg,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Borussia Dortmund,Colonia,sì,Borussia Dortmund,1. FC Köln,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Borussia M'gladbach,Augsburg,sì,Borussia Mönchengladbach,FC Augsburg,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Eintracht Francoforte,Elversberg,sì,Eintracht Frankfurt,SV 07 Elversberg,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Hoffenheim,Mainz,sì,TSG 1899 Hoffenheim,1. FSV Mainz 05,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Leverkusen,Bayern Monaco,sì,Bayer 04 Leverkusen,FC Bayern München,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Paderborn,Union Berlino,sì,SC Paderborn 07,1. FC Union Berlin,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Stoccarda,RB Lipsia,sì,VfB Stuttgart,RB Leipzig,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,33,2027-05-15,Sabato,14:00,14:00,Werder Brema,Schalke 04,sì,SV Werder Bremen,FC Schalke 04,2027-05-15T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Augsburg,Amburgo,sì,FC Augsburg,Hamburger SV,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Bayern Monaco,Eintracht Francoforte,sì,FC Bayern München,Eintracht Frankfurt,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Colonia,Paderborn,sì,1. FC Köln,SC Paderborn 07,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Elversberg,Werder Brema,sì,SV 07 Elversberg,SV Werder Bremen,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Friburgo,Borussia Dortmund,sì,SC Freiburg,Borussia Dortmund,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Mainz,Stoccarda,sì,1. FSV Mainz 05,VfB Stuttgart,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,RB Lipsia,Hoffenheim,sì,RB Leipzig,TSG 1899 Hoffenheim,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Schalke 04,Leverkusen,sì,FC Schalke 04,Bayer 04 Leverkusen,2027-05-22T12:00Z
Bundesliga,Germania,2026-27,34,2027-05-22,Sabato,14:00,14:00,Union Berlino,Borussia M'gladbach,sì,1. FC Union Berlin,Borussia Mönchengladbach,2027-05-22T12:00Z
