Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Giocatore,Ruolo,Stato,Rating,ASSISTS_GOAL,BALL_RECOVERIES,BIG_CHANCES_CREATED,BIG_CHANCES_MISSED,BIG_CHANCES_SAVED,BOX_ENTRIES_ACCURATE,BOX_ENTRIES_EFFICIENCY,BOX_ENTRIES_TOTAL,CARDS_RED,CARDS_YELLOW,CARDS_YELLOW_SECOND,CHALLENGE_LOST,CLEARANCES,CLEARANCES_OFF_LINE,CROSSES_ACCURACY,CROSSES_ACCURATE,CROSSES_TOTAL,DRIBBLES_EFFICIENCY,DRIBBLES_TOTAL,DRIBBLES_WON,DUELS_AERIAL_EFFICIENCY,DUELS_AERIAL_TOTAL,DUELS_AERIAL_WON,DUELS_EFFICIENCY,DUELS_GROUND_EFFICIENCY,DUELS_GROUND_TOTAL,DUELS_GROUND_WON,DUELS_TOTAL,DUELS_WON,ERRORS_LEAD_TO_GOAL,ERRORS_LEAD_TO_SHOT,EXPECTED_ASSISTS,EXPECTED_GOALS,EXPECTED_GOALS_ON_TARGET,EXPECTED_GOALS_ON_TARGET_FACED,FINAL_THIRD_ENTRIES_EFFICIENCY,FINAL_THIRD_ENTRIES_SUCCESSFUL,FINAL_THIRD_ENTRIES_TOTAL,FOULS_COMMITTED,FOULS_SUFFERED,GOALS,GOALS_CONCEDED,GOALS_OWN,GOALS_PENALTY,GOALS_PREVENTED,GOALS_PREVENTED_NO_PENALTIES,HIGH_CLAIM_EFFICIENCY,HIGH_CLAIM_SAVED,HIGH_CLAIM_TOTAL,HIT_WOODWORK,INTERCEPTIONS,KEEPER_SWEEPER_TOTAL,KEEPER_THROWS_TOTAL,KEY_PASSES,LAYOFFS_ACCURACY,LAYOFFS_ACCURATE,LAYOFFS_TOTAL,LONG_BALLS_ACCURACY,LONG_BALLS_ACCURATE,LONG_BALLS_TOTAL,MATCH_MINUTES_PLAYED,MATCH_MINUTES_PLAYED_LIVE,MATCH_ON_PITCH_LIVE,OFFSIDES,OUTFIELDER_BLOCKS,PASSES_ACCURACY,PASSES_ACCURATE,PASSES_FINAL_THIRD_ACCURACY,PASSES_FINAL_THIRD_ACCURATE,PASSES_FINAL_THIRD_TOTAL,PASSES_OPEN_PLAY_ACCURACY,PASSES_OPEN_PLAY_ACCURATE,PASSES_OPEN_PLAY_TOTAL,PASSES_TOTAL,PENALTIES_COMMITTED,PENALTIES_NOT_CONVERTED,PENALTIES_SAVED,PENALTIES_WON,PENALTY_SHOOTOUT_ATTEMPTS_NOT_CONVERTED,PENALTY_SHOOTOUT_ATTEMPTS_SAVES,PENALTY_SHOOTOUT_ATTEMPTS_SCORED,PROGRESSIVE_CARRIES,PROGRESSIVE_PASSES_ACCURACY,PROGRESSIVE_PASSES_ACCURATE,PROGRESSIVE_PASSES_TOTAL,PUNCHES_TOTAL,SAVES_TOTAL,SHOTS_BLOCKED,SHOTS_BOX_IN,SHOTS_BOX_OUT,SHOTS_FACED,SHOTS_HEAD,SHOTS_OFF_TARGET,SHOTS_ON_TARGET,SHOTS_TOTAL,TACKLES_EFFICIENCY,TACKLES_TOTAL,TACKLES_WON,TACKLE_LAST_MAN,THROUGH_BALLS,TOUCHES_BOX_OPPOSITE,TOUCHES_TOTAL,TURNOVERS
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Enslin Kai,Attaccante,Subentrato,6.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0.5,2,4,0.0,1,0,0.0,1,0,0.25,0.333,3,1,4,1,0,0,0.267,0.0,0.0,0.154,0,0,1,1,0,0,0,0,0,0.154,0.154,0.0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,2,25,25,0,0,0,0.6,6,0.333,1,3,0.6,6,10,10,0,0,0,0,0,0,0,0,0.375,3,8,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,4,22,5
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Anderson Karoy,Centrocampista,Titolare,4.8,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0,0,1.0,1,1,0.286,7,2,0.313,0.333,9,3,16,5,0,0,0.023,0.214,0.062,2.577,0,0,7,5,0,0,3,0,0,-0.423,-0.423,0.0,0,0,0,1,0,0,0,1.0,1,1,0.6,3,5,90,90,0,0,0,0.905,38,0.75,9,12,0.905,38,42,42,0,0,0,0,0,0,0,0,0.4,2,5,0,0,0,2,0,3,1,1,1,2,0.5,2,1,0,0,2,56,6
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Mwamba Alan,Centrocampista,Subentrato,6.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,1,0,1.0,1,1,0.5,0.0,1,0,2,1,0,0,0.016,0.0,0.0,0.154,0,0,9,0,0,0,0,0,0,0.154,0.154,0.0,0,0,0,0,0,0,1,0.0,0,0,0.75,3,4,26,26,0,0,0,0.923,12,0.889,8,9,1.0,12,12,13,0,0,0,0,0,0,0,0,0.857,6,7,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,1
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Hobden Ollie,Esterno,Titolare,6.0,0,1,0,0,0,0,0,5,0,1,0,0,2,0,0.0,0,3,1.0,1,1,0.286,7,2,0.273,0.25,4,1,11,3,0,0,0.025,0.0,0.0,2.423,0,0,8,2,0,0,3,0,0,-0.577,-0.577,0.0,0,0,0,2,0,0,1,1.0,1,1,0.333,2,6,64,64,0,0,0,0.577,15,0.545,6,11,0.577,15,26,26,0,0,0,0,0,0,0,0,0.333,5,15,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,2,44,3
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Olaofe Tanto,Attaccante,Titolare,5.9,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,0,0.0,2,0,0.0,4,0,0.125,0.25,4,1,8,1,0,0,0.063,0.047,0.0,2.577,0,0,2,1,1,0,3,0,0,-0.423,-0.423,0.0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,1,90,90,0,0,0,0.714,10,0.636,7,11,0.714,10,14,14,0,0,0,0,0,0,0,0,1.0,2,2,0,0,0,1,0,3,1,1,0,1,0.0,0,0,0,0,2,23,3
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Gillesphey Macaulay,Difensore centrale,Titolare,6.9,0,2,0,0,0,0,0,4,0,1,0,0,6,0,0.0,0,0,0.0,0,0,0.333,3,1,0.625,0.8,5,4,8,5,0,0,0.016,0.0,0.0,2.423,0,0,18,1,2,0,3,0,0,-0.577,-0.577,0.0,0,0,0,0,0,0,0,0.0,0,0,0.333,6,18,75,75,0,0,1,0.745,41,0.316,6,19,0.731,38,52,55,0,0,0,0,0,0,0,0,0.3,6,20,0,0,0,0,0,3,0,0,0,0,0.5,2,1,0,0,0,70,0
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Rankin-Costello Joe,Centrocampista,Titolare,6.5,0,4,1,0,0,0,0,7,0,0,0,0,1,0,0.5,2,4,1.0,1,1,0.0,2,0,0.286,0.4,5,2,7,2,0,0,0.736,0.0,0.0,2.423,0,0,11,1,1,0,3,0,0,-0.577,-0.577,0.0,0,0,0,1,0,0,3,0.0,0,0,0.111,1,9,64,64,0,0,0,0.643,27,0.471,8,17,0.634,26,41,42,0,0,0,0,0,0,0,0,0.316,6,19,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,2,55,2
Carabao Cup,1/32 FINALE,26.08.2025,Cambridge Utd,Charlton,Ospite,Charlton,Mbick Micah,Attaccante,Subentrato,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.333,3,1,0.333,3,1,0.429,0.5,4,2,7,3,0,0,0.0,0.188,0.249,0.154,0,0,0,1,0,0,0,0,0,0.154,0.154,0.0,0,0,0,0,0,0,0,0.0,0,0,1.0,1,1,26,26,0,0,0,0.333,1,0.0,0,0,0.333,1,3,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,2,2,1,3,0.0,1,0,0,0,3,13,1
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Fullkrug Niclas,Attaccante,Subentrato,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,1,1,1.0,0.0,0,0,1,1,0,0,0.002,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,4,4,0,0,0,0.5,1,0.5,1,2,0.5,1,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,3,1
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Kilman Max,Difensore,Subentrato,6.6,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,1.0,1,1,1.0,1,1,1.0,1.0,2,2,3,3,0,0,0.041,0.0,0.0,1.959,0,0,2,0,1,0,2,0,0,-0.041,-0.041,0.0,0,0,0,0,0,0,0,0.0,0,0,0.667,2,3,20,20,0,0,0,0.929,13,1.0,2,2,0.923,12,13,14,0,0,0,0,0,0,0,0,0.667,2,3,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,23,2
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Areola Alphonse,Portiere,Titolare,5.9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.001,0.0,0.0,2.148,0,0,3,0,0,0,3,0,0,-0.852,-0.852,0.0,0,0,0,0,1,4,0,0.0,0,0,0.391,9,23,90,90,0,0,0,0.682,30,0.0,0,3,0.759,22,29,44,0,0,0,0,0,0,0,0,0.333,6,18,0,3,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,51,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Bowen Jarrod,Attaccante,Titolare,7.6,1,4,1,0,0,0,0,3,0,0,0,1,0,0,1.0,1,1,0.6,5,3,0.5,2,1,0.438,0.429,14,6,16,7,0,0,0.337,0.227,0.3,2.148,0,0,2,1,2,0,3,0,0,-0.852,-0.852,0.0,0,0,0,2,0,0,2,1.0,1,1,1.0,2,2,90,90,0,1,0,0.871,27,0.786,11,14,0.852,23,27,31,0,0,0,0,0,0,0,0,0.8,4,5,0,0,0,1,0,3,0,0,1,1,1.0,1,1,0,0,5,53,6
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Aguerd Nayef,Difensore centrale,Titolare,5.9,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0,0,1.0,1,1,0.0,1,0,0.5,1.0,1,1,2,1,0,0,0.005,0.0,0.0,0.189,0,0,2,0,0,0,1,0,0,-0.811,-0.811,0.0,0,0,0,2,0,0,0,0.0,0,0,0.571,4,7,70,70,0,0,0,0.787,37,0.5,1,2,0.783,36,46,47,0,0,0,0,0,0,0,0,0.6,6,10,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,57,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Rodriguez Guido,Centrocampista,Titolare,5.4,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0,0,0.5,2,1,0.5,2,1,0.667,0.692,13,9,15,10,0,0,0.006,0.0,0.0,2.148,0,0,2,2,4,0,3,0,0,-0.852,-0.852,0.0,0,0,0,2,0,0,0,0.0,0,0,0.5,1,2,86,86,0,0,0,0.852,23,0.714,5,7,0.852,23,27,27,1,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,3,0,0,0,0,0.0,4,0,0,0,0,45,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Wilson Callum,Attaccante,Subentrato,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,4,4,0,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Ward-Prowse James,Centrocampista,Titolare,5.9,0,3,0,0,0,0,0,4,0,1,0,1,0,0,0.5,1,2,0.0,0,0,0.0,0,0,0.333,0.333,6,2,6,2,0,0,0.05,0.0,0.0,2.148,0,0,2,2,1,0,3,0,0,-0.852,-0.852,0.0,0,0,0,0,0,0,1,1.0,3,3,0.0,0,2,90,90,0,0,0,0.825,33,0.75,6,8,0.846,33,39,40,0,0,0,0,0,0,0,0,0.4,2,5,0,0,0,0,0,3,0,0,0,0,1.0,1,1,0,0,0,51,3
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Soucek Tomas,Centrocampista,Titolare,7.1,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0,0,0.0,0,0,0.0,1,0,0.556,0.625,8,5,9,5,0,0,0.004,0.577,0.982,2.148,0,0,3,0,3,1,3,0,0,-0.852,-0.852,0.0,0,0,0,1,0,0,0,0.0,0,0,1.0,1,1,90,90,0,1,1,0.742,23,0.375,3,8,0.742,23,31,31,0,0,0,0,0,0,0,0,0.25,1,4,0,0,0,2,0,3,1,0,2,2,0.5,2,1,0,0,4,49,4
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Todibo Jean-Clair,Difensore centrale,Titolare,6.4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0.0,0,0,0.333,6,2,0.444,0.667,3,2,9,4,0,0,0.004,0.0,0.0,2.148,0,0,3,1,0,0,3,0,0,-0.852,-0.852,0.0,0,0,0,1,0,0,0,0.0,0,0,0.25,1,4,86,86,0,0,3,0.813,39,0.75,3,4,0.804,37,46,48,0,0,0,0,0,0,0,0,0.4,2,5,0,0,0,0,0,3,0,0,0,0,0.5,2,1,0,0,0,59,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Lucas Paqueta,Attaccante,Titolare,6.9,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0.0,0,0,1.0,1,1,0.167,6,1,0.2,0.222,9,2,15,3,0,0,0.265,0.591,0.437,2.148,0,0,7,2,0,1,3,0,0,-0.852,-0.852,0.0,0,0,0,0,0,0,1,0.667,2,3,0.333,1,3,90,90,0,0,0,0.763,29,0.706,12,17,0.763,29,38,38,0,0,0,0,0,0,0,0,0.571,4,7,0,0,0,3,1,3,2,3,1,4,0.0,1,0,0,1,3,49,3
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Walker-Peters Kyle,Esterno,Titolare,7.0,1,2,1,0,0,0,0,3,0,0,0,1,1,0,1.0,1,1,1.0,1,1,0.0,1,0,0.556,0.625,8,5,9,5,0,0,0.471,0.0,0.0,2.148,0,0,3,1,2,0,3,0,0,-0.852,-0.852,0.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,90,90,0,0,0,0.85,34,0.8,12,15,0.846,33,39,40,0,0,0,0,0,0,0,0,0.6,3,5,0,0,0,0,0,3,0,0,0,0,0.5,2,1,0,0,0,60,3
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Mavropanos Konstantinos,Difensore centrale,Titolare,6.7,0,5,0,0,0,0,0,1,0,0,0,1,6,0,0.0,0,0,0.0,0,0,0.8,5,4,0.75,0.667,3,2,8,6,0,0,0.002,0.0,0.0,2.148,0,0,5,0,3,0,3,0,0,-0.852,-0.852,0.0,0,0,0,4,0,0,0,0.0,0,0,0.0,0,4,90,90,0,0,0,0.891,49,0.4,2,5,0.882,45,51,55,0,0,0,0,0,0,0,0,0.25,1,4,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,71,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Ospite,West Ham,Diouf El Hadji Malick,Esterno,Titolare,6.0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,0.5,2,4,0.5,2,1,0.0,1,0,0.25,0.333,3,1,4,1,0,0,0.048,0.0,0.0,2.148,0,0,4,0,0,0,3,0,0,-0.852,-0.852,0.0,0,0,0,1,0,0,1,1.0,1,1,0.333,1,3,90,90,0,1,1,0.743,26,0.6,6,10,0.743,26,35,35,0,0,0,0,0,0,0,0,0.333,2,6,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,67,3
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Larsen Jorgen,Attaccante,Subentrato,8.7,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.25,4,1,0.25,0.0,0,0,4,1,0,0,0.04,0.686,1.699,0.0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,17,17,0,0,0,0.6,3,0.667,2,3,0.6,3,5,5,0,0,0,0,0,0,0,0,1.0,2,2,0,0,0,3,0,0,1,1,2,3,0.0,0,0,0,0,3,10,1
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Mosquera Yerson,Difensore centrale,Titolare,6.1,0,4,0,0,0,0,0,3,0,0,0,0,2,0,0.0,0,1,0.0,0,0,0.667,3,2,0.5,0.4,5,2,8,4,0,0,0.008,0.019,0.0,1.718,0,0,6,3,1,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,3,72,72,0,0,0,0.83,44,0.5,5,10,0.824,42,51,53,0,0,0,0,0,0,0,0,0.333,3,9,0,0,0,1,0,2,1,1,0,1,0.0,1,0,0,1,2,60,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Joao Gomes,Centrocampista,Subentrato,6.9,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,1.0,1,1,1.0,1,1,1.0,1.0,2,2,3,3,0,0,0.016,0.03,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0.0,0,0,0.5,1,2,17,17,0,0,0,0.889,16,0.8,4,5,0.889,16,18,18,0,0,0,0,0,0,0,0,1.0,2,2,0,0,0,1,0,0,0,1,0,1,1.0,1,1,0,0,1,26,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Gomes Rodrigo,Esterno,Titolare,7.1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1.0,1,1,2,2,0,0,0.008,0.068,0.159,1.718,0,0,2,0,0,1,2,0,0,-0.282,-0.282,0.0,0,0,0,2,0,0,0,1.0,1,1,0.0,0,0,72,72,0,0,0,0.909,10,0.833,5,6,0.909,10,11,11,0,0,0,0,0,0,0,0,0.4,2,5,0,0,0,1,0,2,0,0,1,1,1.0,1,1,0,0,3,32,4
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Arias Jhon,Centrocampista offensivo,Titolare,6.8,0,2,0,0,0,0,0,5,0,0,0,3,0,0,0.0,0,3,0.25,4,1,0.5,2,1,0.333,0.3,10,3,12,4,0,0,0.043,0.274,0.179,1.718,0,0,2,1,0,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,2,0.75,3,4,1.0,1,1,90,90,0,0,0,0.679,19,0.706,12,17,0.64,16,25,28,0,0,0,0,0,0,0,0,0.375,3,8,0,0,3,4,1,2,0,0,2,5,0.0,2,0,0,0,6,49,4
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Bueno Hugo,Esterno,Titolare,7.3,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0.1,1,10,1.0,1,1,0.5,2,1,0.667,0.714,7,5,9,6,0,0,0.091,0.0,0.0,1.718,0,0,6,1,2,0,2,0,0,-0.282,-0.282,0.0,0,0,0,2,0,0,1,0.0,0,0,0.5,1,2,90,90,0,0,0,0.83,39,0.895,17,19,0.83,39,47,47,0,0,0,0,0,0,0,0,0.25,4,16,0,0,0,0,0,2,0,0,0,0,0.5,2,1,0,0,3,84,2
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Bueno Santiago,Difensore centrale,Titolare,7.2,0,7,0,0,0,0,0,0,0,0,0,1,4,0,0.0,0,0,1.0,1,1,0.333,3,1,0.5,0.6,5,3,8,4,0,0,0.007,0.047,0.0,1.718,0,0,6,1,0,0,2,0,0,-0.282,-0.282,0.0,0,0,0,2,0,0,0,0.0,0,0,0.667,2,3,90,90,0,0,0,0.969,62,1.0,7,7,0.968,61,63,64,0,0,0,0,0,0,0,0,0.333,1,3,0,0,1,1,0,2,0,0,0,1,0.5,2,1,0,0,3,76,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Kalajdzic Sasa,Attaccante,Subentrato,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,0.667,0.0,1,0,3,2,0,0,0.005,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,9,9,0,0,0,0.833,5,0.8,4,5,0.833,5,6,6,0,0,0,0,0,0,0,0,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,9,2
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Johnstone Sam,Portiere,Titolare,6.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.718,0,0,2,0,0,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,1,3,0,0.0,0,0,0.313,5,16,90,90,0,0,0,0.593,16,0.0,0,2,0.7,14,20,27,0,0,0,0,0,0,0,0,0.214,3,14,0,2,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,32,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Agbadou Emmanuel,Difensore centrale,Titolare,6.5,0,3,0,0,0,0,0,1,0,1,0,0,6,0,0.0,0,0,0.0,0,0,0.667,3,2,0.5,0.333,3,1,6,3,0,0,0.006,0.0,0.0,1.718,0,0,6,3,0,0,2,0,0,-0.282,-0.282,0.0,0,0,0,1,0,0,0,0.0,0,0,0.5,5,10,90,90,0,0,0,0.891,57,0.5,3,6,0.889,56,63,64,0,0,0,0,0,0,0,0,0.444,4,9,0,0,0,0,0,2,0,0,0,0,1.0,1,1,0,1,0,73,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Doherty Matt,Difensore,Subentrato,6.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.5,1,2,0.0,0,0,0.0,0,0,0.5,0.5,2,1,2,1,0,0,0.031,0.0,0.0,0.0,0,0,5,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1.0,2,2,18,18,0,0,0,1.0,14,1.0,9,9,1.0,13,13,14,0,0,0,0,0,0,0,0,0.8,4,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,0
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Lopez Fernando,Centrocampista offensivo,Titolare,6.8,0,3,0,0,0,0,0,5,0,0,0,2,0,0,0.75,3,4,0.0,1,0,1.0,1,1,0.2,0.0,4,0,5,1,0,0,0.147,0.015,0.0,1.718,0,0,6,1,0,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,2,1.0,2,2,0.667,2,3,73,73,0,0,0,0.833,25,0.923,12,13,0.821,23,28,30,0,0,0,0,0,0,0,0,0.667,4,6,0,0,1,1,0,2,0,0,0,1,0.0,0,0,0,0,3,39,1
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Andre,Centrocampista,Titolare,7.0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,0.75,4,3,1.0,1,1,0.636,0.6,10,6,11,7,0,0,0.178,0.043,0.11,1.718,0,0,8,1,1,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,2,1.0,2,2,0.667,2,3,90,90,0,0,0,0.892,33,0.833,10,12,0.889,32,36,37,0,0,0,0,0,0,0,0,0.667,4,6,0,0,0,0,1,2,0,0,1,1,0.5,2,1,0,2,1,51,2
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Hwang Hee-Chan,Attaccante,Titolare,5.9,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,3,0,0.5,2,1,0.417,0.4,10,4,12,5,0,0,0.003,0.918,0.0,1.718,0,0,2,3,3,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,1,1.0,3,3,0.0,0,0,81,81,0,0,0,0.75,9,0.4,2,5,0.727,8,11,12,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,2,1,2,1,3,0,3,1.0,1,1,0,0,3,28,2
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Bellegarde Jean-Ricner,Centrocampista,Titolare,6.7,0,4,0,0,0,0,0,2,0,0,0,1,2,0,0.0,0,1,0.5,2,1,0.5,2,1,0.455,0.444,9,4,11,5,0,0,0.025,0.021,0.0,1.718,0,0,6,2,1,0,2,0,0,-0.282,-0.282,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,2,73,73,0,0,0,0.862,25,0.7,7,10,0.862,25,29,29,0,0,0,1,0,0,0,0,0.4,2,5,0,0,0,0,1,2,0,1,0,1,0.0,2,0,0,1,1,43,4
Carabao Cup,1/32 FINALE,26.08.2025,Wolves,West Ham,Casa,Wolves,Tchatchoua Jackson,Attaccante,Subentrato,7.2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0.333,1,3,1.0,1,1,0.0,0,0,1.0,1.0,1,1,1,1,0,0,0.392,0.067,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,1,18,18,0,0,0,0.6,3,0.5,2,4,0.6,3,5,5,0,0,0,0,0,0,0,0,0.25,1,4,0,0,0,1,0,0,0,1,0,1,0.0,0,0,0,0,2,12,1
Carabao Cup,1/32 FINALE,26.08.2025,Reading,Wimbledon,Casa,Reading,Ryan John,Terzino,Titolare,7.8,0,1,0,0,1,0,0,1,0,0,0,2,4,1,0.0,0,1,0.0,0,0,0.75,4,3,0.643,0.6,10,6,14,9,0,0,0.004,0.0,0.0,0.794,0,0,10,2,3,0,1,0,0,-0.206,-0.206,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,2,79,79,0,0,2,0.7,21,0.556,5,9,0.679,19,28,30,0,0,0,0,0,0,0,0,0.444,4,9,0,0,0,0,0,1,0,0,0,0,1.0,3,3,0,0,0,54,2
