Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Giocatore,Ruolo,Stato,Rating,ASSISTS_GOAL,BALL_RECOVERIES,BIG_CHANCES_CREATED,BIG_CHANCES_MISSED,BIG_CHANCES_SAVED,BOX_ENTRIES_ACCURATE,BOX_ENTRIES_EFFICIENCY,BOX_ENTRIES_TOTAL,CARDS_RED,CARDS_YELLOW,CARDS_YELLOW_SECOND,CHALLENGE_LOST,CLEARANCES,CLEARANCES_OFF_LINE,CROSSES_ACCURACY,CROSSES_ACCURATE,CROSSES_TOTAL,DRIBBLES_EFFICIENCY,DRIBBLES_TOTAL,DRIBBLES_WON,DUELS_AERIAL_EFFICIENCY,DUELS_AERIAL_TOTAL,DUELS_AERIAL_WON,DUELS_EFFICIENCY,DUELS_GROUND_EFFICIENCY,DUELS_GROUND_TOTAL,DUELS_GROUND_WON,DUELS_TOTAL,DUELS_WON,ERRORS_LEAD_TO_GOAL,ERRORS_LEAD_TO_SHOT,EXPECTED_ASSISTS,EXPECTED_GOALS,EXPECTED_GOALS_ON_TARGET,EXPECTED_GOALS_ON_TARGET_FACED,FINAL_THIRD_ENTRIES_EFFICIENCY,FINAL_THIRD_ENTRIES_SUCCESSFUL,FINAL_THIRD_ENTRIES_TOTAL,FOULS_COMMITTED,FOULS_SUFFERED,GOALS,GOALS_CONCEDED,GOALS_OWN,GOALS_PENALTY,GOALS_PREVENTED,GOALS_PREVENTED_NO_PENALTIES,HIGH_CLAIM_EFFICIENCY,HIGH_CLAIM_SAVED,HIGH_CLAIM_TOTAL,HIT_WOODWORK,INTERCEPTIONS,KEEPER_SWEEPER_TOTAL,KEEPER_THROWS_TOTAL,KEY_PASSES,LAYOFFS_ACCURACY,LAYOFFS_ACCURATE,LAYOFFS_TOTAL,LONG_BALLS_ACCURACY,LONG_BALLS_ACCURATE,LONG_BALLS_TOTAL,MATCH_MINUTES_PLAYED,MATCH_MINUTES_PLAYED_LIVE,MATCH_ON_PITCH_LIVE,OFFSIDES,OUTFIELDER_BLOCKS,PASSES_ACCURACY,PASSES_ACCURATE,PASSES_FINAL_THIRD_ACCURACY,PASSES_FINAL_THIRD_ACCURATE,PASSES_FINAL_THIRD_TOTAL,PASSES_OPEN_PLAY_ACCURACY,PASSES_OPEN_PLAY_ACCURATE,PASSES_OPEN_PLAY_TOTAL,PASSES_TOTAL,PENALTIES_COMMITTED,PENALTIES_NOT_CONVERTED,PENALTIES_SAVED,PENALTIES_WON,PENALTY_SHOOTOUT_ATTEMPTS_NOT_CONVERTED,PENALTY_SHOOTOUT_ATTEMPTS_SAVES,PENALTY_SHOOTOUT_ATTEMPTS_SCORED,PROGRESSIVE_CARRIES,PROGRESSIVE_PASSES_ACCURACY,PROGRESSIVE_PASSES_ACCURATE,PROGRESSIVE_PASSES_TOTAL,PUNCHES_TOTAL,SAVES_TOTAL,SHOTS_BLOCKED,SHOTS_BOX_IN,SHOTS_BOX_OUT,SHOTS_FACED,SHOTS_HEAD,SHOTS_OFF_TARGET,SHOTS_ON_TARGET,SHOTS_TOTAL,TACKLES_EFFICIENCY,TACKLES_TOTAL,TACKLES_WON,TACKLE_LAST_MAN,THROUGH_BALLS,TOUCHES_BOX_OPPOSITE,TOUCHES_TOTAL,TURNOVERS
Carabao Cup,1/16 FINALE,23.09.2025,Wigan,Wycombe,Casa,Wigan,Murray Fraser,Centrocampista,Subentrato,6.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.667,0.667,3,2,3,2,0,0,0.002,0.0,0.0,0.117,0,0,1,0,1,0,0,0,0,0.117,0.117,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,2,20,20,0,0,0,0.5,4,0.4,2,5,0.5,4,8,8,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,3,14,2
Carabao Cup,1/16 FINALE,23.09.2025,Wigan,Wycombe,Casa,Wigan,Borges Rodrigues Raphael,Esterno,Titolare,6.8,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0.125,1,8,0.6,5,3,0.0,3,0,0.5,0.636,11,7,14,7,0,0,0.115,0.0,0.0,1.989,0,0,2,0,1,0,2,0,0,-0.011,-0.011,0.0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,70,70,0,0,0,0.889,16,0.857,6,7,0.889,16,18,18,0,0,0,0,0,0,0,0,0.357,5,14,0,0,0,0,0,2,0,0,0,0,0.667,3,2,0,0,2,46,4
Carabao Cup,1/16 FINALE,23.09.2025,Wigan,Wycombe,Casa,Wigan,Costelloe Dara,Attaccante,Titolare,5.3,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0.0,0.0,5,0,12,0,0,0,0.021,0.0,0.0,2.106,0,0,0,2,0,0,2,0,0,0.106,0.106,0.0,0,0,0,0,0,0,1,1.0,1,1,0.0,0,0,90,90,0,0,0,0.933,14,0.75,3,4,0.917,11,12,15,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,1,0,26,8
Carabao Cup,1/16 FINALE,23.09.2025,Wigan,Wycombe,Casa,Wigan,Mullin Paul,Attaccante,Subentrato,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.5,2,1,0.5,0.0,0,0,2,1,0,0,0.001,0.0,0.0,0.117,0,0,0,0,0,0,0,0,0,0.117,0.117,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,10,10,0,0,0,0.5,1,0.0,0,0,0.5,1,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0
Carabao Cup,1/16 FINALE,23.09.2025,Wigan,Wycombe,Casa,Wigan,Adeeko Babajide,Centrocampista,Titolare,6.1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0.0,0,0,0.0,0,0,0.75,4,3,0.5,0.0,2,0,6,3,0,0,0.006,0.0,0.0,1.989,0,0,2,1,0,0,2,0,0,-0.011,-0.011,0.0,0,0,0,2,0,0,0,1.0,3,3,0.667,2,3,70,70,0,0,0,0.897,26,0.667,2,3,0.897,26,29,29,0,0,0,0,0,0,0,0,0.5,1,2,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,36,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Tarkowski James,Difensore centrale,Titolare,6.6,0,3,0,0,0,0,0,2,0,0,0,0,5,0,0.0,0,0,0.0,0,0,0.5,4,2,0.333,0.0,2,0,6,2,0,0,0.012,0.0,0.0,1.435,0,0,15,2,0,0,2,0,0,-0.565,-0.565,0.0,0,0,0,1,0,0,0,0.0,0,0,0.4,4,10,90,90,0,0,0,0.772,44,0.619,13,21,0.755,40,53,57,0,0,0,0,0,0,0,0,0.5,8,16,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,1,64,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Beto,Attaccante,Subentrato,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,1,1,0.667,3,2,0.8,1.0,2,2,5,4,0,0,0.047,0.0,0.0,0.315,0,0,1,0,1,0,1,0,0,-0.685,-0.685,0.0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,45,45,0,1,0,0.857,6,1.0,4,4,0.857,6,7,7,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,9,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Alcaraz Carlos Jonas,Centrocampista offensivo,Titolare,6.2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,3,0,3,0,0,0,0.026,0.047,0.0,1.12,0,0,1,0,0,0,1,0,0,0.12,0.12,0.0,0,0,0,0,0,0,2,1.0,3,3,0.0,0,0,45,45,0,0,0,0.917,11,0.75,3,4,0.917,11,12,12,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,1,1,0,0,0,1,0.0,0,0,0,0,0,19,4
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Ndiaye Iliman,Attaccante,Subentrato,6.4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,1,0.5,2,1,0.0,1,0,0.333,0.4,5,2,6,2,0,0,0.022,0.157,0.0,0.315,0,0,1,0,0,0,1,0,0,-0.685,-0.685,0.0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,32,32,0,0,0,0.938,15,0.9,9,10,0.938,15,16,16,0,0,0,0,0,0,0,0,1.0,2,2,0,0,1,3,0,1,0,2,0,3,1.0,1,1,0,0,3,26,3
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Dewsbury-Hall Kiernan,Centrocampista,Subentrato,6.7,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0.667,2,3,0.0,0,0,1.0,1,1,1.0,1.0,1,1,2,2,0,0,0.157,0.0,0.0,0.315,0,0,3,0,1,0,1,0,0,-0.685,-0.685,0.0,0,0,0,0,0,0,3,0.0,0,0,0.0,0,0,45,45,0,0,0,0.923,24,0.933,14,15,0.958,23,24,26,0,0,0,0,0,0,0,0,0.714,5,7,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,34,1
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Dibling Tyler,Ala,Titolare,5.7,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0.333,6,2,0.0,2,0,0.231,0.273,11,3,13,3,0,0,0.014,0.108,0.0,1.12,0,0,1,1,0,0,1,0,0,0.12,0.12,0.0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,58,58,0,0,1,0.857,12,0.833,5,6,0.857,12,14,14,0,0,0,0,0,0,0,0,0.5,1,2,0,0,0,1,0,1,0,1,0,1,0.0,1,0,0,0,4,31,2
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,O'Brien Jake,Terzino,Titolare,7.5,0,4,1,0,0,0,0,7,0,0,0,0,1,0,0.25,1,4,1.0,1,1,0.8,5,4,0.75,0.667,3,2,8,6,0,0,0.186,0.012,0.102,1.435,0,0,8,0,0,0,2,0,0,-0.565,-0.565,0.0,0,0,0,0,0,0,4,0.0,0,0,0.5,1,2,90,90,0,0,3,0.667,20,0.6,9,15,0.667,20,30,30,0,0,0,0,0,0,0,0,0.529,9,17,0,0,0,1,0,2,0,0,1,1,0.0,1,0,0,0,2,57,2
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Barry Thierno,Attaccante,Titolare,6.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,1,0.0,0,0,0.714,7,5,0.714,0.0,0,0,7,5,0,0,0.003,0.17,0.0,1.12,0,0,0,0,0,0,1,0,0,0.12,0.12,0.0,0,0,0,0,0,0,0,1.0,2,2,0.0,0,0,45,45,0,1,0,0.667,4,0.5,1,2,0.667,4,6,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,3,0,1,2,2,0,3,0.0,0,0,0,0,4,16,3
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Coleman Seamus,Terzino,Titolare,6.2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0.0,2,0,0.5,2,1,0.5,0.5,6,3,8,4,0,0,0.018,0.0,0.0,1.12,0,0,4,1,2,0,1,0,0,0.12,0.12,0.0,0,0,0,0,0,0,0,0.0,0,0,0.6,3,5,78,78,0,0,0,0.778,28,0.75,9,12,0.771,27,35,36,0,0,0,0,0,0,0,0,0.667,4,6,0,0,0,0,0,1,0,0,0,0,1.0,1,1,0,0,1,61,3
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Iroegbunam Tim,Centrocampista,Titolare,6.0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0,0,0.5,2,1,1.0,1,1,0.5,0.444,9,4,10,5,0,0,0.016,0.068,0.0,1.435,0,0,0,1,1,0,2,0,0,-0.565,-0.565,0.0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,90,90,0,0,0,0.821,23,0.75,3,4,0.821,23,28,28,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,2,0,1,0,1,0.5,2,1,0,0,1,42,4
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Keane Michael,Difensore centrale,Titolare,6.0,0,4,0,1,0,0,0,0,0,0,0,0,5,0,0.0,0,1,0.0,0,0,0.444,9,4,0.5,0.667,3,2,12,6,0,0,0.019,0.636,1.028,1.435,0,0,6,1,2,0,2,0,0,-0.565,-0.565,0.0,0,0,0,0,0,0,0,0.0,0,0,0.8,4,5,90,90,0,0,0,0.873,48,0.7,7,10,0.87,47,54,55,0,0,0,0,0,0,0,0,0.714,5,7,0,0,2,3,1,2,1,0,2,4,0.0,0,0,0,0,5,69,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Mykolenko Vitali,Difensore,Subentrato,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1,1,1,1,0,0,0.011,0.0,0.0,0.315,0,0,2,0,0,0,1,0,0,-0.685,-0.685,0.0,0,0,0,1,0,0,1,0.0,0,0,0.667,2,3,12,12,0,0,0,0.889,8,0.667,2,3,0.889,8,9,9,0,0,0,0,0,0,0,0,0.667,2,3,0,0,0,0,0,1,0,0,0,0,1.0,1,1,0,0,0,13,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,McNeil Dwight,Ala,Titolare,6.0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0.333,1,3,0.0,0,0,0.0,1,0,0.0,0.0,4,0,5,0,0,0,0.244,0.0,0.0,1.12,0,0,2,0,0,0,1,0,0,0.12,0.12,0.0,0,0,0,0,0,0,0,0.0,0,0,1.0,1,1,59,59,0,0,0,0.667,8,1.0,6,6,0.667,8,12,12,0,0,0,0,0,0,0,0,0.25,1,4,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,23,4
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Garner James,Centrocampista,Titolare,7.2,0,3,0,0,0,0,0,4,0,1,0,1,0,0,0.0,0,3,0.0,1,0,0.0,0,0,0.615,0.615,13,8,13,8,0,0,0.045,0.111,0.053,1.435,0,0,12,3,3,0,2,0,0,-0.565,-0.565,0.0,0,0,0,1,0,0,2,0.0,0,0,0.8,4,5,90,90,0,0,0,0.939,62,0.88,22,25,0.932,55,59,66,0,0,0,0,0,0,0,0,0.5,4,8,0,0,0,0,3,2,0,2,1,3,0.4,5,2,0,0,0,90,1
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Grealish Jack,Centrocampista,Subentrato,6.5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.545,0.545,11,6,11,6,0,0,0.041,0.028,0.0,0.315,0,0,2,2,5,0,1,0,0,-0.685,-0.685,0.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,1,31,31,0,0,0,0.846,11,0.833,5,6,0.833,10,12,13,0,0,0,0,0,0,0,0,0.5,1,2,0,0,1,1,0,1,0,0,0,1,0.0,0,0,0,0,4,28,4
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Ospite,Everton,Travers Mark,Portiere,Titolare,6.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.003,0.0,0.0,1.435,0,0,7,0,0,0,2,0,0,-0.565,-0.565,0.0,0,0,0,0,0,1,0,0.0,0,0,0.545,6,11,90,90,0,0,0,0.722,13,0.571,4,7,0.667,8,12,18,0,0,0,0,0,0,0,0,0.5,5,10,0,2,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,21,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Johnstone Sam,Portiere,Titolare,8.2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1.0,1,1,2,2,0,0,0.001,0.0,0.0,1.182,0,0,6,0,1,0,0,0,0,1.182,1.182,0.0,0,1,0,0,1,3,0,0.0,0,0,0.348,8,23,90,90,0,0,0,0.605,23,0.333,2,6,0.615,16,26,38,0,0,0,0,0,0,0,0,0.364,8,22,0,4,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,47,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Krejci Ladislav,Difensore centrale,Titolare,7.2,0,5,0,0,0,0,0,1,0,0,0,1,6,0,0.0,0,0,0.0,0,0,0.25,4,1,0.429,0.667,3,2,7,3,0,0,0.175,0.01,0.0,1.182,0,0,3,0,0,0,0,0,0,1.182,1.182,0.0,0,0,0,1,0,0,2,0.0,0,0,0.333,2,6,90,90,0,0,1,0.87,60,0.5,2,4,0.859,55,64,69,0,0,0,0,0,0,0,0,0.545,6,11,0,0,1,1,0,0,1,0,0,1,0.5,2,1,0,0,2,82,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Joao Gomes,Centrocampista,Subentrato,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1,0,1,0,0,0,0.166,0.0,0.0,0.098,0,0,2,1,0,0,0,0,0,0.098,0.098,0.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,9,9,0,0,0,0.667,2,0.5,1,2,0.667,2,3,3,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,6,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Doherty Matt,Terzino,Titolare,7.0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0.0,0,1,0.0,0,0,0.4,5,2,0.5,0.6,5,3,10,5,0,0,0.023,0.0,0.0,1.182,0,0,9,1,1,0,0,0,0,1.182,1.182,0.0,0,0,0,4,0,0,0,0.0,0,0,0.444,4,9,90,90,0,0,0,0.717,33,0.545,6,11,0.705,31,44,46,0,0,0,0,0,0,0,0,0.563,9,16,0,0,0,0,0,0,0,0,0,0,0.5,2,1,0,0,1,67,1
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Bueno Santiago,Difensore centrale,Titolare,7.3,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0.0,0,0,0.0,0,0,0.0,3,0,0.375,0.6,5,3,8,3,0,0,0.003,0.0,0.0,1.182,0,0,1,2,1,0,0,0,0,1.182,1.182,0.0,0,0,0,3,0,0,0,0.0,0,0,0.5,2,4,90,90,0,0,1,0.942,49,1.0,1,1,0.941,48,51,52,0,0,0,0,0,0,0,0,0.6,3,5,0,0,0,0,0,0,0,0,0,0,1.0,2,2,0,0,3,67,1
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Toti,Difensore,Subentrato,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.001,0.0,0.0,0.098,0,0,1,0,0,0,0,0,0,0.098,0.098,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,9,9,0,0,0,1.0,3,1.0,1,1,1.0,3,3,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Hwang Hee-Chan,Ala,Titolare,6.7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,1,0.0,1,0,0.0,0,0,0.667,0.667,6,4,6,4,0,0,0.013,0.126,0.0,1.032,0,0,1,1,2,0,0,0,0,1.032,1.032,0.0,0,0,0,1,0,0,0,1.0,3,3,0.0,0,0,68,68,0,0,0,0.885,23,0.8,4,5,0.885,23,26,26,0,0,0,0,0,0,0,0,0.0,0,2,0,0,2,1,3,0,0,2,0,4,0.5,2,1,0,0,1,41,2
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Andre,Centrocampista,Titolare,8.2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,2,2,0.0,0,0,0.875,0.875,8,7,8,7,0,0,0.018,0.019,0.0,1.085,0,0,6,0,0,0,0,0,0,1.085,1.085,0.0,0,0,0,1,0,0,0,1.0,1,1,1.0,3,3,87,87,0,0,2,1.0,50,1.0,7,7,1.0,50,50,50,0,0,0,0,0,0,0,0,1.0,2,2,0,0,0,0,1,0,0,1,0,1,0.8,5,4,0,0,0,67,1
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Bueno Hugo,Terzino,Titolare,6.8,0,7,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0,2,0.5,2,1,0.25,4,1,0.444,0.6,5,3,9,4,0,0,0.01,0.024,0.0,1.182,0,0,3,0,0,0,0,0,0,1.182,1.182,0.0,0,0,0,1,0,0,0,0.0,0,0,0.75,3,4,90,90,0,0,0,0.867,39,0.857,6,7,0.864,38,44,45,0,0,0,0,0,0,0,0,0.333,3,9,0,0,0,1,0,0,0,1,0,1,1.0,2,2,0,0,1,64,2
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Agbadou Emmanuel,Difensore,Subentrato,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.098,0,0,0,0,0,0,0,0,0,0.098,0.098,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,3,0,0,0,1.0,1,0.0,0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Larsen Jorgen,Attaccante,Titolare,6.4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,2,0,0.333,3,1,0.3,0.286,7,2,10,3,0,0,0.018,0.093,0.406,1.032,0,0,1,2,1,0,0,0,0,1.032,1.032,0.0,0,0,0,0,0,0,1,1.0,2,2,1.0,1,1,68,68,0,0,0,0.824,14,1.0,3,3,0.824,14,17,17,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1.0,1,1,0,0,3,34,6
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Arokodare Toluwalase,Attaccante,Subentrato,7.7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0.0,0,0,0.8,5,4,0.833,1.0,1,1,6,5,0,0,0.002,0.264,0.315,0.151,0,0,0,0,1,1,0,0,0,0.151,0.151,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,22,22,0,0,1,0.6,3,1.0,1,1,0.6,3,5,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,2,0.0,0,0,0,0,1,15,3
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Gomes Rodrigo,Difensore,Subentrato,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1,0,0.0,1,0,0.0,0.0,2,0,3,0,0,0,0.003,0.0,0.0,0.151,0,0,0,1,0,0,0,0,0,0.151,0.151,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,22,22,0,0,0,0.5,2,0.5,2,4,0.5,2,4,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,6,0
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Munetsi Marshall,Centrocampista,Titolare,7.6,0,2,0,0,0,0,0,1,0,0,0,2,4,0,0.333,1,3,0.0,1,0,0.625,8,5,0.556,0.5,10,5,18,10,0,0,0.009,0.29,0.589,1.085,0,0,1,2,2,1,0,0,0,1.085,1.085,0.0,0,0,0,2,0,0,1,0.0,0,0,0.0,0,0,81,81,0,0,0,0.7,7,0.75,3,4,0.7,7,10,10,0,0,0,0,0,0,0,0,0.0,0,2,0,0,1,2,0,0,1,0,1,2,0.333,3,1,0,0,2,36,4
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Bellegarde Jean-Ricner,Centrocampista,Titolare,6.5,0,3,0,0,0,0,0,4,0,0,0,1,1,0,0.5,1,2,0.5,2,1,0.0,0,0,0.286,0.286,7,2,7,2,0,0,0.108,0.0,0.0,1.182,0,0,7,1,1,0,0,0,0,1.182,1.182,0.0,0,0,0,0,0,0,2,0.0,0,0,0.25,1,4,90,90,0,0,1,0.783,36,0.545,6,11,0.778,35,45,46,0,0,0,0,0,0,0,0,0.5,4,8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,59,3
Carabao Cup,1/16 FINALE,23.09.2025,Wolves,Everton,Casa,Wolves,Arias Jhon,Ala,Titolare,6.9,0,7,0,0,0,0,0,7,0,0,0,2,0,0,0.5,3,6,1.0,3,3,0.5,2,1,0.533,0.538,13,7,15,8,0,0,0.092,0.057,0.125,1.085,0,0,4,4,1,0,0,0,0,1.085,1.085,0.0,0,0,0,0,0,0,3,0.0,0,0,1.0,2,2,81,81,0,0,0,0.871,27,0.5,4,8,0.867,26,30,31,0,0,0,0,0,0,0,0,0.5,5,10,0,0,0,1,0,0,0,0,1,1,0.667,3,2,0,0,1,53,2
Carabao Cup,1/16 FINALE,23.09.2025,Wrexham,Reading,Ospite,Reading,Stickland Michael,Difensore centrale,Titolare,6.3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0,0,0.0,0,0,0.286,7,2,0.364,0.5,4,2,11,4,0,0,0.004,0.0,0.0,1.463,0,0,3,3,1,0,2,0,0,-0.537,-0.537,0.0,0,0,0,0,0,0,0,0.0,0,0,0.5,1,2,90,90,0,0,3,0.917,55,0.5,2,4,0.917,55,60,60,0,0,0,0,0,0,0,0,0.333,1,3,0,0,0,0,0,2,0,0,0,0,0.0,1,0,0,0,1,76,1
Carabao Cup,1/16 FINALE,23.09.2025,Wrexham,Reading,Ospite,Reading,Garcia Andre,Terzino,Titolare,6.1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.5,2,1,0.25,0.0,2,0,4,1,0,0,0.003,0.0,0.0,0.501,0,0,4,1,0,0,0,0,0,0.501,0.501,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,2,44,44,0,0,0,0.75,21,0.571,4,7,0.75,21,28,28,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,36,2
