competizione,turno,data,casa,ospite,game_id,b_arbitro,b_allenatori,b_undici_titolari,b_minuti_giocati,b_sostituzioni,b_statistiche_individuali,b_statistiche_squadra,incrociabile
Coupe de France,7° turno,2025-11-16,ES Capelle Grande,SC Abbeville,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Entente Boé Bon-Encontre,FC Girondins de Bordeaux,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Entente Nord Lozère,US Écotay-Moingt,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Etoile de Bobigny,Amicale Villeneuve-Garenne,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,FC Bassin Arcachon,Blagnac FC,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,FC Pen Hir Camaret,Les Sables VF,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,FC Saint-Cyr Collonges,Thonon Évian GG FC,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,FC Saint-Meziéry,FC Périgny,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,JA Drancy,AS Beauvais Oise,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,JS Longuenesse,FC Bondues,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Olympique marcquois,OS Aire-sur-la-Lys,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,RCO Agde,Montpellier HSC,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Reims Sainte-Anne,GFC Ajaccio,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,SA Mérignac,US Colomiers,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Saint-Amand FC,FC Dieppe,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,Saint-Pauloise FC,ES Dominicaine,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,UF Touraine,RC Epernay,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Boulogne Côte d'Opale,USL Dunkerque,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Camon,US Lusitanos Saint-Maur,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Forbach,Red Star FC,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Le Poinçonnet,SO Romorantin,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Mauguio Carnon,Is-Selongey Football,,False,False,False,False,False,False,False,False
Coupe de France,7° turno,2025-11-16,US Wittenheim,FC Freyming,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-28,FC Annecy,Grenoble Foot 38,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-28,Sarreguemines FC,AS Nancy-Lorraine,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-28,US Concarneau,Stade briochin,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AC Seyssinet,Istres FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,APM Metz FC,Entente Feignies Aulnoye,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AS Beauvais Oise,FC Dieppe,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AS Le Gosier,CMS Oissel,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AS Mazères-Uzos-Rontignon,FC Girondins de Bordeaux,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AS Saint-Étienne,US Écotay-Moingt,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,AS Steenvoorde,Stade béthunois FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,ASC Biesheim,Red Star FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Amicale Villeneuve-Garenne,Le Mans FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Ancienne de Château-Gontier,EA Guingamp,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Canet Roussillon FC,Rodez AF,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Espoir de Sainte-Luce,GSI Pontivy,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Bogny-sur-Meuse,US Lusitanos Saint-Maur,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Chalon,Le Puy Foot 43,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Freyming,Racing Besançon,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Marmande 47,FC Bassin Arcachon,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Montceau Bourgogne,Montpellier HSC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,FC Périgny,SC Beaucouzé,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Hauts Lyonnais,US Feurs,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,IC Croix,Le Geldar de Kourou,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Is-Selongey Football,Bourg-Péronnas 01,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Lyon-La Duchère,Carnoux FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,L’Union Saint-Jean FC,US Orléans,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Montreuil FC,US Granville,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Olympique marcquois,FC Bondues,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Reims Sainte-Anne,Amiens SC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,SA Mérignac,Pau FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,SC Abbeville,USL Dunkerque,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,SO Romorantin,Blois Football 41,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Stade lavallois,Saint-Pauloise FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Stade plabennécois,VHF Les Herbiers,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,US Chauvigny,Stade poitevin FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,US Raon-l'Étape,FC Mulhouse,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,US Saint-Malo,SC Bastia,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,US Sarre-Union,FC Sochaux-Montbéliard,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,US Torcy,Stade de Reims,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Vendée Fontenay Foot,LB Châteauroux,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-29,Yvetot AC,Bayeux FC,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-30,Cormontreuil FC,US Chantilly,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-30,FC Saint-Cyr Collonges,FC Rhône Vallées,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-30,Les Sables VF,AG Plouvorn,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-30,UF Touraine,ESTAC Troyes,,False,False,False,False,False,False,False,False
Coupe de France,8° turno,2025-11-30,US Avranches,FCM Aubervilliers,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,Canet Roussillon FC,Montpellier HSC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,EA Guingamp,Stade lavallois,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,FC Périgny,Le Mans FC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,IC Croix,Stade de Reims,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,RC Lens,Entente Feignies Aulnoye,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,US Avranches,Stade brestois 29,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-19,VHF Les Herbiers,Angers SCO,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,AS Le Gosier,FC Lorient,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,ASC Biesheim,FC Metz,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Bayeux FC,Blois Football 41,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,FC Freyming,US Chantilly,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,GSI Pontivy,SC Bastia,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Grenoble Foot 38,AS Nancy-Lorraine,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Lyon-La Duchère,Toulouse FC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Olympique marcquois,ESTAC Troyes,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,SA Mérignac,Istres FC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Stade béthunois FC,FC Sochaux-Montbéliard,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,US Lusitanos Saint-Maur,LOSC Lille,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,US Raon-l'Étape,Paris FC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-20,Vendée Fontenay Foot,Paris Saint-Germain,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,AJ Auxerre,AS Monaco,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Bourg-Péronnas 01,Olympique de Marseille,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,FC Bassin Arcachon,Hauts Lyonnais,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Le Havre AC,Amiens SC,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Le Puy Foot 43,FC Girondins de Bordeaux,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Montreuil FC,US Chauvigny,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,OGC Nice,AS Saint-Étienne,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Olympique lyonnais,FC Saint-Cyr Collonges,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,RC Strasbourg,USL Dunkerque,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,Stade rennais FC,Les Sables VF,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,US Concarneau,FC Nantes,,False,False,False,False,False,False,False,False
Coupe de France,32esimi,2025-12-21,US Orléans,FC Dieppe,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,Angers SCO,Toulouse FC,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,Hauts Lyonnais,FC Lorient,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,Istres FC,Stade lavallois,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,Le Puy Foot 43,Stade de Reims,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,Montreuil FC,Amiens SC,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,SC Bastia,ESTAC Troyes,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,US Avranches,RC Strasbourg,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-10,US Orléans,AS Monaco,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,FC Metz,Montpellier HSC,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,FC Nantes,OGC Nice,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,FC Sochaux-Montbéliard,RC Lens,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,LOSC Lille,Olympique lyonnais,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,Le Mans FC,AS Nancy-Lorraine,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-11,US Chantilly,Stade rennais FC,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-12,Paris Saint-Germain,Paris FC,,False,False,False,False,False,False,False,False
Coupe de France,16esimi,2026-01-13,Bayeux FC,Olympique de Marseille,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-03,Olympique de Marseille,Stade rennais FC,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-03,Stade de Reims,Le Mans FC,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-04,ESTAC Troyes,RC Lens,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-04,FC Lorient,Paris FC,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-04,OGC Nice,Montpellier HSC,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-04,Olympique lyonnais,Stade lavallois,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-04,Toulouse FC,Amiens SC,,False,False,False,False,False,False,False,False
Coupe de France,Ottavi,2026-02-05,RC Strasbourg,AS Monaco,,False,False,False,False,False,False,False,False
Coupe de France,Quarti,2026-03-03,RC Strasbourg,Stade de Reims,,False,False,False,False,False,False,False,False
Coupe de France,Quarti,2026-03-04,FC Lorient,OGC Nice,,False,False,False,False,False,False,False,False
Coupe de France,Quarti,2026-03-04,Olympique de Marseille,Toulouse FC,,False,False,False,False,False,False,False,False
Coupe de France,Quarti,2026-03-05,Olympique lyonnais,RC Lens,,False,False,False,False,False,False,False,False
Coupe de France,Semifinali,2026-04-21,RC Lens,Toulouse FC,,False,False,False,False,False,False,False,False
Coupe de France,Semifinali,2026-04-22,RC Strasbourg,OGC Nice,,False,False,False,False,False,False,False,False
Coupe de France,Finale,2026-05-22,RC Lens,OGC Nice,,False,False,False,False,False,False,False,False
DFB-Pokal,First Round,2025-08-15,1.FC Saarbrücken,1.FC Magdeburg,4623577.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-15,Arminia Bielefeld,SV Werder Bremen,4623573.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-15,FC Gütersloh,1.FC Union Berlin,4623587.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-15,SG Sonnenhof Großaspach,Bayer 04 Leverkusen,4623576.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,BFC Dynamo,VfL Bochum,4623589.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,Bahlinger SC,1. Fußballclub Heidenheim 1846,4623579.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,Eintracht Norderstedt,FC St. Pauli,4623590.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,FC Energie Cottbus,Hannover 96,4623583.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,FC Hansa Rostock,TSG 1899 Hoffenheim,4623580.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,FK Pirmasens,Hamburger SV,4623601.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,FV Illertissen,1.FC Nuremberg,4623593.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,SV Hemelingen,VfL Wolfsburg,4623602.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,SV Sandhausen,RB Leipzig,4623582.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,Sportfreunde Lotte,SC Freiburg,4623588.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-16,VfB Lübeck,SV Darmstadt 98,4623591.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,1.FC Lokomotive Leipzig,FC Schalke 04,4623578.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,Blau-Weiß Lohne,SpVgg Greuther Fürth,4623581.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,FC 08 Homburg,Holstein Kiel,4623584.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,FC Viktoria Köln,SC Paderborn 07,4623598.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,FV Engers 07,Eintracht Frankfurt,4623592.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,Hallescher FC,FC Augsburg,4623600.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,RSV Eintracht 1949,1.FC Kaiserslautern,4623597.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,SSV Jahn Regensburg,1.FC Köln,4623585.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,SSV Ulm 1846,SV 07 Elversberg,4623603.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,SV Atlas Delmenhorst,Borussia Mönchengladbach,4623599.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-17,ZFC Meuselwitz,Karlsruher SC,4623594.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-18,1.FC Schweinfurt 05,Fortuna Düsseldorf,4623574.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-18,Preußen Münster,Hertha BSC,4623586.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-18,Rot-Weiss Essen,Borussia Dortmund,4623596.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-18,SG Dynamo Dresden,1.FSV Mainz 05,4623572.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-26,Eintracht Braunschweig,VfB Stuttgart,4623595.0,True,True,True,True,True,True,True,True
DFB-Pokal,First Round,2025-08-27,SV Wehen Wiesbaden,Bayern Munich,4623575.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,1. Fußballclub Heidenheim 1846,Hamburger SV,4717146.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,Borussia Mönchengladbach,Karlsruher SC,4717152.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,Eintracht Frankfurt,Borussia Dortmund,4717153.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,FC Augsburg,VfL Bochum,4717148.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,FC Energie Cottbus,RB Leipzig,4717151.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,FC St. Pauli,TSG 1899 Hoffenheim,4717150.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,Hertha BSC,SV 07 Elversberg,4717157.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-28,VfL Wolfsburg,Holstein Kiel,4717155.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,1.FC Köln,Bayern Munich,4717160.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,1.FC Union Berlin,Arminia Bielefeld,4717156.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,1.FSV Mainz 05,VfB Stuttgart,4717149.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,FV Illertissen,1.FC Magdeburg,4717145.0,True,True,True,False,True,True,True,False
DFB-Pokal,Second Round,2025-10-29,Fortuna Düsseldorf,SC Freiburg,4717154.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,SC Paderborn 07,Bayer 04 Leverkusen,4717159.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,SV Darmstadt 98,FC Schalke 04,4717158.0,True,True,True,True,True,True,True,True
DFB-Pokal,Second Round,2025-10-29,SpVgg Greuther Fürth,1.FC Kaiserslautern,4717147.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-02,Borussia Dortmund,Bayer 04 Leverkusen,4761580.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-02,Borussia Mönchengladbach,FC St. Pauli,4761585.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-02,Hertha BSC,1.FC Kaiserslautern,4761583.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-02,RB Leipzig,1.FC Magdeburg,4761586.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-03,1.FC Union Berlin,Bayern Munich,4761581.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-03,Hamburger SV,Holstein Kiel,4761587.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-03,SC Freiburg,SV Darmstadt 98,4761584.0,True,True,True,True,True,True,True,True
DFB-Pokal,Round of 16,2025-12-03,VfL Bochum,VfB Stuttgart,4761582.0,True,True,True,True,True,True,True,True
DFB-Pokal,Quarter-Finals,2026-02-03,Bayer 04 Leverkusen,FC St. Pauli,4782526.0,True,True,True,True,True,True,True,True
DFB-Pokal,Quarter-Finals,2026-02-04,Holstein Kiel,VfB Stuttgart,4782525.0,True,True,True,True,True,True,True,True
DFB-Pokal,Quarter-Finals,2026-02-10,Hertha BSC,SC Freiburg,4782523.0,True,True,True,True,True,True,True,True
DFB-Pokal,Quarter-Finals,2026-02-11,Bayern Munich,RB Leipzig,4782524.0,True,True,True,True,True,True,True,True
DFB-Pokal,Semi-Finals,2026-04-22,Bayer 04 Leverkusen,Bayern Munich,4830557.0,True,True,True,True,True,True,True,True
DFB-Pokal,Semi-Finals,2026-04-23,VfB Stuttgart,SC Freiburg,4830556.0,True,True,True,True,True,True,True,True
DFB-Pokal,Final,2026-05-23,Bayern Munich,VfB Stuttgart,,True,False,False,False,False,False,False,False
EFL Cup,First Round,2025-08-12,Accrington Stanley,Peterborough United,4699497.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Barrow AFC,Preston North End,4634017.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Blackburn Rovers,Bradford City,4634029.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Blackpool FC,Port Vale FC,4634019.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Bristol City,Milton Keynes Dons,4634037.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Bristol Rovers,Cambridge United,4634039.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Bromley FC,Ipswich Town,4634038.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Cardiff City,Swindon Town,4634045.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Charlton Athletic,Stevenage FC,4634042.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Chesterfield FC,Mansfield Town,4634033.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Coventry City,Luton Town,4634036.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Gillingham FC,AFC Wimbledon,4634046.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Grimsby Town,Shrewsbury Town,4634018.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Harrogate Town,Lincoln City,4634021.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Leyton Orient,Wycombe Wanderers,4634040.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Middlesbrough FC,Doncaster Rovers,4634030.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Newport County,Millwall FC,4699496.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Northampton Town,Southampton FC,4634047.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Oxford United,Colchester United,4634043.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Plymouth Argyle,Queens Park Rangers,4634049.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Portsmouth FC,Reading FC,4634051.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Salford City,Rotherham United,4634020.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Stockport County,Crewe Alexandra,4634023.0,True,True,True,False,True,True,True,False
EFL Cup,First Round,2025-08-12,Stoke City,Walsall FC,4634027.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Swansea City,Crawley Town,4634050.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Watford FC,Norwich City,4634041.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,West Bromwich Albion,Derby County,4634031.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Wigan Athletic,Notts County,4634035.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-12,Wrexham AFC,Hull City,4634025.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-13,Barnsley FC,Fleetwood Town,4634034.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-13,Birmingham City,Sheffield United,4634026.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-13,Bolton Wanderers,Sheffield Wednesday,4634032.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-13,Cheltenham Town,Exeter City,4634048.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-13,Huddersfield Town,Leicester City,4634024.0,True,True,True,True,True,True,True,True
EFL Cup,First Round,2025-08-19,Tranmere Rovers,Burton Albion,4634022.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,AFC Bournemouth,Brentford FC,4709794.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Accrington Stanley,Doncaster Rovers,4709783.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Barnsley FC,Rotherham United,4709792.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Birmingham City,Port Vale FC,4715178.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Bromley FC,Wycombe Wanderers,4709797.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Burnley FC,Derby County,4709786.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Burton Albion,Lincoln City,4715177.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Cambridge United,Charlton Athletic,4709789.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Cardiff City,Cheltenham Town,4709798.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Millwall FC,Coventry City,4709795.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Norwich City,Southampton FC,4709793.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Preston North End,Wrexham AFC,4709791.0,True,True,True,True,True,True,True,True
EFL Cup,Second Round,2025-08-26,Reading FC,AFC Wimbledon,4709787.0,True,True,True,True,True,True,True,True
