Competizione,Turno,Data,Casa,Ospite,Periodo,Minuto,Lato,Tipo evento,Giocatore,Punteggio dopo,ID partita,competizione,game_id,player_id
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,6',Ospite,Cartellino Giallo,Bisseck Y.,,xYQFQSOk,Coppa Italia,,441986
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,14',Ospite,Autogol,Marusic A.,0-1,xYQFQSOk,Coppa Italia,,239802
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,16',Ospite,Cartellino Giallo,Bastoni A.,,xYQFQSOk,Coppa Italia,,315853
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,35',Ospite,Gol,Martinez L.,0-2,xYQFQSOk,Coppa Italia,,406625
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,35',Ospite,Assist,Dumfries D.,0-2,xYQFQSOk,Coppa Italia,,321528
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,1 Tempo,38',Casa,Cartellino Giallo,Gila M.,,xYQFQSOk,Coppa Italia,,618341
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,46',Casa,Sostituzione - Esce,Patric,,xYQFQSOk,Coppa Italia,,126729
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,46',Casa,Sostituzione - Entra,Rovella N.,,xYQFQSOk,Coppa Italia,,525704
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,66',Casa,Sostituzione - Esce,Isaksen G.,,xYQFQSOk,Coppa Italia,,462823
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,66',Casa,Sostituzione - Entra,Cancellieri M.,,xYQFQSOk,Coppa Italia,,550106
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,68',Ospite,Sostituzione - Esce,Dumfries D.,,xYQFQSOk,Coppa Italia,,321528
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,68',Ospite,Sostituzione - Entra,Luis Henrique,,xYQFQSOk,Coppa Italia,,691316
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,68',Ospite,Sostituzione - Esce,Sucic P.,,xYQFQSOk,Coppa Italia,,668207
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,68',Ospite,Sostituzione - Entra,Mkhitaryan H.,,xYQFQSOk,Coppa Italia,,55735
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,72',Casa,Sostituzione - Esce,Marusic A.,,xYQFQSOk,Coppa Italia,,239802
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,72',Casa,Sostituzione - Entra,Lazzari M.,,xYQFQSOk,Coppa Italia,,331401
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,72',Casa,Sostituzione - Esce,Zaccagni M.,,xYQFQSOk,Coppa Italia,,283735
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,72',Casa,Sostituzione - Entra,Dia B.,,xYQFQSOk,Coppa Italia,,626913
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,77',Ospite,Sostituzione - Esce,Bastoni A.,,xYQFQSOk,Coppa Italia,,315853
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,77',Ospite,Sostituzione - Entra,Carlos Augusto,,xYQFQSOk,Coppa Italia,,585982
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,77',Ospite,Sostituzione - Esce,Martinez L.,,xYQFQSOk,Coppa Italia,,406625
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,77',Ospite,Sostituzione - Entra,Bonny A.,,xYQFQSOk,Coppa Italia,,827734
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,78',Casa,Sostituzione - Esce,Basic T.,,xYQFQSOk,Coppa Italia,,334835
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,78',Casa,Sostituzione - Entra,Pedro,,xYQFQSOk,Coppa Italia,,65278
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,82',Ospite,Sostituzione - Esce,Thuram M.,,xYQFQSOk,Coppa Italia,,318528
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,82',Ospite,Sostituzione - Entra,Diouf A.,,xYQFQSOk,Coppa Italia,,711976
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,84',Casa,Cartellino Giallo,Pedro,,xYQFQSOk,Coppa Italia,,65278
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,84',Casa,Cartellino Giallo,Zaccagni M.,,xYQFQSOk,Coppa Italia,,283735
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,84',Casa,Non Dal Campo,Zaccagni M.,,xYQFQSOk,Coppa Italia,,283735
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,85',Ospite,Cartellino Giallo,Dimarco F.,,xYQFQSOk,Coppa Italia,,198116
Coppa Italia,FINALE,13.05.2026,Lazio,Inter,2 Tempo,85',Ospite,Cartellino Giallo,Barella N.,,xYQFQSOk,Coppa Italia,,255942
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,1 Tempo,31',Casa,Cartellino Giallo,Kolasinac S.,,UTn2mTd2,Coppa Italia,4824556,94005
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,1 Tempo,37',Ospite,Cartellino Giallo,Cancellieri M.,,UTn2mTd2,Coppa Italia,4824556,550106
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,56',Casa,Sostituzione - Esce,Bernasconi L.,,UTn2mTd2,Coppa Italia,4824556,708635
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,56',Casa,Sostituzione - Entra,Bellanova R.,,UTn2mTd2,Coppa Italia,4824556,357992
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,56',Casa,Cartellino Giallo,Palladino R.,,UTn2mTd2,Coppa Italia,4824556,
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,56',Casa,Non Dal Campo,Palladino R.,,UTn2mTd2,Coppa Italia,4824556,
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,66',Ospite,Sostituzione - Esce,Cancellieri M.,,UTn2mTd2,Coppa Italia,4824556,550106
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,66',Ospite,Sostituzione - Entra,Isaksen G.,,UTn2mTd2,Coppa Italia,4824556,462823
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,67',Ospite,Sostituzione - Esce,Marusic A.,,UTn2mTd2,Coppa Italia,4824556,239802
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,67',Ospite,Sostituzione - Entra,Lazzari M.,,UTn2mTd2,Coppa Italia,4824556,331401
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Esce,Zalewski N.,,UTn2mTd2,Coppa Italia,4824556,550108
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Entra,Raspadori G.,,UTn2mTd2,Coppa Italia,4824556,405885
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Esce,Kolasinac S.,,UTn2mTd2,Coppa Italia,4824556,94005
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Entra,Kossounou O.,,UTn2mTd2,Coppa Italia,4824556,644771
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Esce,De Roon M.,,UTn2mTd2,Coppa Italia,4824556,133179
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,71',Casa,Sostituzione - Entra,Pasalic M.,,UTn2mTd2,Coppa Italia,4824556,205938
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,73',Ospite,Cartellino Giallo,Sarri M.,,UTn2mTd2,Coppa Italia,4824556,
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,73',Ospite,Non Dal Campo,Sarri M.,,UTn2mTd2,Coppa Italia,4824556,
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,77',Ospite,Sostituzione - Esce,Basic T.,,UTn2mTd2,Coppa Italia,4824556,334835
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,77',Ospite,Sostituzione - Entra,Dele-Bashiru F.,,UTn2mTd2,Coppa Italia,4824556,530742
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,77',Ospite,Sostituzione - Esce,Gila M.,,UTn2mTd2,Coppa Italia,4824556,618341
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,77',Ospite,Sostituzione - Entra,Provstgaard O.,,UTn2mTd2,Coppa Italia,4824556,644408
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,84',Ospite,Sostituzione - Esce,Patric,,UTn2mTd2,Coppa Italia,4824556,126729
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,84',Ospite,Sostituzione - Entra,Cataldi D.,,UTn2mTd2,Coppa Italia,4824556,199733
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,84',Ospite,Gol,Romagnoli A.,0-1,UTn2mTd2,Coppa Italia,4824556,197747
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,84',Ospite,Assist,Zaccagni M.,0-1,UTn2mTd2,Coppa Italia,4824556,283735
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,86',Casa,Gol,Pasalic M.,1-1,UTn2mTd2,Coppa Italia,4824556,205938
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,86',Casa,Assist,Krstovic N.,1-1,UTn2mTd2,Coppa Italia,4824556,434433
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,90',Casa,Sostituzione - Esce,Krstovic N.,,UTn2mTd2,Coppa Italia,4824556,434433
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,2 Tempo,90',Casa,Sostituzione - Entra,Scamacca G.,,UTn2mTd2,Coppa Italia,4824556,315867
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,94',Casa,Sostituzione - Esce,Scalvini G.,,UTn2mTd2,Coppa Italia,4824556,571604
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,94',Casa,Sostituzione - Entra,Ahanor H.,,UTn2mTd2,Coppa Italia,4824556,1077175
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,103',Ospite,Sostituzione - Esce,Zaccagni M.,,UTn2mTd2,Coppa Italia,4824556,283735
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,103',Ospite,Sostituzione - Entra,Pedro,,UTn2mTd2,Coppa Italia,4824556,65278
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,117',Casa,Cartellino Giallo,Scamacca G.,,UTn2mTd2,Coppa Italia,4824556,315867
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Supplementari,120',Ospite,Cartellino Giallo,Lazzari M.,,UTn2mTd2,Coppa Italia,4824556,331401
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,1,Casa,Rigore Assegnato,Raspadori G.,,UTn2mTd2,Coppa Italia,4824556,405885
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,1,Casa,Rigore,Raspadori G.,,UTn2mTd2,Coppa Italia,4824556,405885
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,1,Ospite,Rigore Assegnato,Tavares N.,,UTn2mTd2,Coppa Italia,4824556,535955
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,1,Ospite,Rigore sbagliato,Tavares N.,,UTn2mTd2,Coppa Italia,4824556,535955
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,2,Casa,Rigore Assegnato,Scamacca G.,,UTn2mTd2,Coppa Italia,4824556,315867
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,2,Casa,Rigore sbagliato,Scamacca G.,,UTn2mTd2,Coppa Italia,4824556,315867
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,2,Ospite,Rigore Assegnato,Cataldi D.,,UTn2mTd2,Coppa Italia,4824556,199733
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,2,Ospite,Rigore sbagliato,Cataldi D.,,UTn2mTd2,Coppa Italia,4824556,199733
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,3,Casa,Rigore Assegnato,Zappacosta D.,,UTn2mTd2,Coppa Italia,4824556,173859
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,3,Casa,Rigore sbagliato,Zappacosta D.,,UTn2mTd2,Coppa Italia,4824556,173859
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,3,Ospite,Rigore Assegnato,Isaksen G.,,UTn2mTd2,Coppa Italia,4824556,462823
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,3,Ospite,Rigore,Isaksen G.,,UTn2mTd2,Coppa Italia,4824556,462823
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,4,Casa,Rigore Assegnato,Pasalic M.,,UTn2mTd2,Coppa Italia,4824556,205938
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,4,Casa,Rigore sbagliato,Pasalic M.,,UTn2mTd2,Coppa Italia,4824556,205938
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,4,Ospite,Rigore Assegnato,Taylor K.,,UTn2mTd2,Coppa Italia,4824556,470394
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,4,Ospite,Rigore,Taylor K.,,UTn2mTd2,Coppa Italia,4824556,470394
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,5,Casa,Rigore Assegnato,De Ketelaere C.,,UTn2mTd2,Coppa Italia,4824556,435772
Coppa Italia,SEMI FINALI,22.04.2026,Atalanta,Lazio,Rigori,5,Casa,Rigore sbagliato,De Ketelaere C.,,UTn2mTd2,Coppa Italia,4824556,435772
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,1 Tempo,32',Ospite,Gol,Baturina M.,0-1,vyzoWyLG,Coppa Italia,4824555,580451
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,1 Tempo,32',Ospite,Assist,Van der Brempt I.,0-1,vyzoWyLG,Coppa Italia,4824555,490423
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,48',Ospite,Gol,Da Cunha L.,0-2,vyzoWyLG,Coppa Italia,4824555,495667
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,48',Ospite,Assist,Paz N.,0-2,vyzoWyLG,Coppa Italia,4824555,948294
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,60',Casa,Sostituzione - Esce,Dimarco F.,,vyzoWyLG,Coppa Italia,4824555,198116
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,60',Casa,Sostituzione - Entra,Diouf A.,,vyzoWyLG,Coppa Italia,4824555,711976
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,60',Casa,Sostituzione - Esce,Zielinski P.,,vyzoWyLG,Coppa Italia,4824555,181136
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,60',Casa,Sostituzione - Entra,Sucic P.,,vyzoWyLG,Coppa Italia,4824555,668207
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,69',Casa,Gol,Calhanoglu H.,1-2,vyzoWyLG,Coppa Italia,4824555,126414
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,69',Casa,Assist,Sucic P.,1-2,vyzoWyLG,Coppa Italia,4824555,668207
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,70',Ospite,Sostituzione - Esce,Douvikas A.,,vyzoWyLG,Coppa Italia,4824555,523318
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,70',Ospite,Sostituzione - Entra,Diao A.,,vyzoWyLG,Coppa Italia,4824555,1061282
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,70',Ospite,Sostituzione - Esce,Da Cunha L.,,vyzoWyLG,Coppa Italia,4824555,495667
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,70',Ospite,Sostituzione - Entra,Caqueret M.,,vyzoWyLG,Coppa Italia,4824555,395237
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,74',Casa,Sostituzione - Esce,Bonny A.,,vyzoWyLG,Coppa Italia,4824555,827734
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,74',Casa,Sostituzione - Entra,Esposito F.,,vyzoWyLG,Coppa Italia,4824555,930781
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,74',Casa,Sostituzione - Esce,Acerbi F.,,vyzoWyLG,Coppa Italia,4824555,131075
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,74',Casa,Sostituzione - Entra,Bisseck Y.,,vyzoWyLG,Coppa Italia,4824555,441986
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,80',Ospite,Sostituzione - Esce,Baturina M.,,vyzoWyLG,Coppa Italia,4824555,580451
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,80',Ospite,Sostituzione - Entra,Rodriguez J.,,vyzoWyLG,Coppa Italia,4824555,1190411
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,80',Ospite,Sostituzione - Esce,Van der Brempt I.,,vyzoWyLG,Coppa Italia,4824555,490423
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,80',Ospite,Sostituzione - Entra,Smolcic I.,,vyzoWyLG,Coppa Italia,4824555,571271
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,84',Casa,Sostituzione - Esce,Luis Henrique,,vyzoWyLG,Coppa Italia,4824555,691316
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,84',Casa,Sostituzione - Entra,Dumfries D.,,vyzoWyLG,Coppa Italia,4824555,321528
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,86',Casa,Gol,Calhanoglu H.,2-2,vyzoWyLG,Coppa Italia,4824555,126414
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,86',Casa,Assist,Sucic P.,2-2,vyzoWyLG,Coppa Italia,4824555,668207
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,89',Casa,Gol,Sucic P.,3-2,vyzoWyLG,Coppa Italia,4824555,668207
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,89',Casa,Assist,Calhanoglu H.,3-2,vyzoWyLG,Coppa Italia,4824555,126414
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,90',Ospite,Sostituzione - Esce,Diego Carlos,,vyzoWyLG,Coppa Italia,4824555,329145
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,90',Ospite,Sostituzione - Entra,Morata A.,,vyzoWyLG,Coppa Italia,4824555,128223
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,2 Tempo,90+4',Ospite,Cartellino Giallo,Perrone M.,,vyzoWyLG,Coppa Italia,4824555,668547
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,1 Tempo,23',Ospite,Cartellino Giallo,De Roon M.,,M3qfkkSk,Coppa Italia,4824554,133179
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,47',Casa,Gol,Dele-Bashiru F.,1-0,M3qfkkSk,Coppa Italia,4824554,530742
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,47',Casa,Assist,Maldini D.,1-0,M3qfkkSk,Coppa Italia,4824554,539134
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,51',Ospite,Gol,Pasalic M.,1-1,M3qfkkSk,Coppa Italia,4824554,205938
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Casa,Sostituzione - Esce,Isaksen G.,,M3qfkkSk,Coppa Italia,4824554,462823
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Casa,Sostituzione - Entra,Cancellieri M.,,M3qfkkSk,Coppa Italia,4824554,550106
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Ospite,Sostituzione - Esce,Scalvini G.,,M3qfkkSk,Coppa Italia,4824554,571604
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Ospite,Sostituzione - Entra,Kossounou O.,,M3qfkkSk,Coppa Italia,4824554,644771
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Ospite,Sostituzione - Esce,De Roon M.,,M3qfkkSk,Coppa Italia,4824554,133179
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,64',Ospite,Sostituzione - Entra,Musah Y.,,M3qfkkSk,Coppa Italia,4824554,503991
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,66',Casa,Cartellino Giallo,Sarri M.,,M3qfkkSk,Coppa Italia,4824554,
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,66',Casa,Non Dal Campo,Sarri M.,,M3qfkkSk,Coppa Italia,4824554,
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,66',Ospite,Cartellino Giallo,Palladino R.,,M3qfkkSk,Coppa Italia,4824554,
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,66',Ospite,Non Dal Campo,Palladino R.,,M3qfkkSk,Coppa Italia,4824554,
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,69',Ospite,Cartellino Giallo,Pasalic M.,,M3qfkkSk,Coppa Italia,4824554,205938
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Ospite,Sostituzione - Esce,Kolasinac S.,,M3qfkkSk,Coppa Italia,4824554,94005
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Ospite,Sostituzione - Entra,Ahanor H.,,M3qfkkSk,Coppa Italia,4824554,1077175
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Ospite,Sostituzione - Esce,Samardzic L.,,M3qfkkSk,Coppa Italia,4824554,528833
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Ospite,Sostituzione - Entra,Sulemana K.,,M3qfkkSk,Coppa Italia,4824554,746695
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Casa,Sostituzione - Esce,Zaccagni M.,,M3qfkkSk,Coppa Italia,4824554,283735
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Casa,Sostituzione - Entra,Noslin T.,,M3qfkkSk,Coppa Italia,4824554,457736
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Casa,Sostituzione - Esce,Maldini D.,,M3qfkkSk,Coppa Italia,4824554,539134
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,76',Casa,Sostituzione - Entra,Dia B.,,M3qfkkSk,Coppa Italia,4824554,626913
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,83',Casa,Sostituzione - Esce,Taylor K.,,M3qfkkSk,Coppa Italia,4824554,470394
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,83',Casa,Sostituzione - Entra,Belahyane R.,,M3qfkkSk,Coppa Italia,4824554,982855
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,85',Ospite,Sostituzione - Esce,Krstovic N.,,M3qfkkSk,Coppa Italia,4824554,434433
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,85',Ospite,Sostituzione - Entra,Scamacca G.,,M3qfkkSk,Coppa Italia,4824554,315867
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,87',Casa,Gol,Dia B.,2-1,M3qfkkSk,Coppa Italia,4824554,626913
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,89',Ospite,Gol,Musah Y.,2-2,M3qfkkSk,Coppa Italia,4824554,503991
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,89',Ospite,Assist,Sulemana K.,2-2,M3qfkkSk,Coppa Italia,4824554,746695
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,2 Tempo,90+5',Ospite,Cartellino Giallo,Hien I.,,M3qfkkSk,Coppa Italia,4824554,503075
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Esce,Darmian M.,,WAWxYcj4,Coppa Italia,4824553,54906
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Entra,Dumfries D.,,WAWxYcj4,Coppa Italia,4824553,321528
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Esce,Calhanoglu H.,,WAWxYcj4,Coppa Italia,4824553,126414
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Entra,Zielinski P.,,WAWxYcj4,Coppa Italia,4824553,181136
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Esce,Esposito F.,,WAWxYcj4,Coppa Italia,4824553,930781
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,58',Ospite,Sostituzione - Entra,Thuram M.,,WAWxYcj4,Coppa Italia,4824553,318528
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,68',Ospite,Sostituzione - Esce,Diouf A.,,WAWxYcj4,Coppa Italia,4824553,711976
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,68',Ospite,Sostituzione - Entra,Luis Henrique,,WAWxYcj4,Coppa Italia,4824553,691316
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,70',Casa,Sostituzione - Esce,Roberto S.,,WAWxYcj4,Coppa Italia,4824553,85370
Coppa Italia,SEMI FINALI,03.03.2026,Como,Inter,2 Tempo,70',Casa,Sostituzione - Entra,Diao A.,,WAWxYcj4,Coppa Italia,4824553,1061282
