competizione,turno,data,game_id,minuto,tipo,club,club_id,giocatore_id,entrato_id,assist_id,descrizione
EFL Cup,First Round,2025-08-12,4634029,68,Cards,Bradford City,1027,444571,,,1. Yellow card
EFL Cup,First Round,2025-08-12,4634029,68,Cards,Blackburn Rovers,164,606849,,,1. Yellow card
EFL Cup,First Round,2025-08-12,4634029,73,Substitutions,Blackburn Rovers,164,502245,592116.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634029,73,Substitutions,Blackburn Rovers,164,511813,503781.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634029,78,Cards,Bradford City,1027,129558,,,"1. Yellow card  , Time wasting"
EFL Cup,First Round,2025-08-12,4634029,81,Substitutions,Bradford City,1027,403437,220755.0,,", Injury"
EFL Cup,First Round,2025-08-12,4634029,81,Substitutions,Bradford City,1027,855890,907464.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634029,88,Cards,Blackburn Rovers,164,549791,,,"1. Yellow card  , Dissent"
EFL Cup,First Round,2025-08-12,4634029,90,Cards,Bradford City,1027,354567,,,"1. Yellow card  , Foul"
EFL Cup,First Round,2025-08-12,4634030,11,Goals,Doncaster Rovers,2454,324117,,49542.0,", Right-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist"
EFL Cup,First Round,2025-08-12,4634030,23,Goals,Doncaster Rovers,2454,999745,,,", Left-footed shot, 1. Tournament Goal"
EFL Cup,First Round,2025-08-12,4634030,27,Cards,Middlesbrough FC,641,1091219,,,"1. Yellow card  , Foul"
EFL Cup,First Round,2025-08-12,4634030,47,Cards,Doncaster Rovers,2454,1089316,,,"1. Yellow card  , Foul"
EFL Cup,First Round,2025-08-12,4634030,60,Substitutions,Middlesbrough FC,641,865972,314140.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,60,Cards,Doncaster Rovers,2454,875235,,,"1. Yellow card  , Foul"
EFL Cup,First Round,2025-08-12,4634030,61,Substitutions,Middlesbrough FC,641,801426,538216.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,61,Substitutions,Middlesbrough FC,641,1091219,513968.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,65,Substitutions,Doncaster Rovers,2454,379666,344588.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,65,Substitutions,Doncaster Rovers,2454,462841,419326.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,65,Substitutions,Doncaster Rovers,2454,999745,419331.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,70,Substitutions,Doncaster Rovers,2454,49542,177901.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,78,Substitutions,Middlesbrough FC,641,67420,404584.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,78,Substitutions,Middlesbrough FC,641,981342,652797.0,,", Injury"
EFL Cup,First Round,2025-08-12,4634030,78,Substitutions,Doncaster Rovers,2454,1089316,929715.0,,", Tactical"
EFL Cup,First Round,2025-08-12,4634030,83,Cards,Doncaster Rovers,2454,324117,,,"1. Yellow card  , Foul"
EFL Cup,First Round,2025-08-12,4634030,84,Goals,Doncaster Rovers,2454,534698,,419331.0,", Counter attack goal, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist"
EFL Cup,First Round,2025-08-12,4634030,90,Goals,Doncaster Rovers,2454,696758,,,", Left-footed shot, 1. Tournament Goal"
EFL Cup,First Round,2025-08-12,4634031,-1,Shootout,West Bromwich Albion,984,198358,,,", Saved"
EFL Cup,First Round,2025-08-12,4634031,-1,Shootout,Derby County,22,218087,,,", Missed"
EFL Cup,First Round,2025-08-12,4634031,-1,Shootout,West Bromwich Albion,984,283514,,,", Scored"
