competizione,paese,turno,data,casa,ospite,gol_casa_90,gol_ospite_90,gol_casa_finale,gol_ospite_finale,rigori_casa,rigori_ospite,supplementari,gol_casa_dichiarato,gol_ospite_dichiarato,eventi_incompleti,divisione_casa,divisione_ospite,dentro_perimetro,arbitro,stadio,spettatori,allenatore_casa,allenatore_ospite,modulo_casa,modulo_ospite,game_id,competition_id,home_club_id,away_club_id,fonte,url,sigla_divisione_casa,sigla_divisione_ospite
Coupe de France,FR,7° turno,2025-11-16,Beaumont SA,FCM Aubervilliers,,,4,7,,,,4,7,False,7.0,5.0,True,,"Stade des Voves, Beaumont-sur-Sarthe",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,7° turno,2025-11-16,Blois Football 41,Clermont Foot 63,,,1,1,7.0,6.0,,1,1,False,4.0,2.0,True,,"Stade des Allées Jean Leroi, Blois",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,7° turno,2025-11-16,CS Avion,US Torcy,,,0,2,,,,0,2,False,7.0,5.0,True,,"Stade François Blin, Avion",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,7° turno,2025-11-16,CS Plédran,Stade plabennécois,,,0,2,,,,0,2,False,8.0,6.0,True,,"Stade Horizon, Plédran",,,,,,,CDF,,,wikipedia-fr,,R3,R1
Coupe de France,FR,7° turno,2025-11-16,Cormontreuil FC,FCP Portugais Amiens,,,5,2,,,,5,2,False,6.0,7.0,True,,"Stade Arlette Baudet, Cormontreuil",,,,,,,CDF,,,wikipedia-fr,,R1,R2
Coupe de France,FR,7° turno,2025-11-16,EA Saint-Renan,Stade briochin,,,0,4,,,,0,4,False,6.0,3.0,True,,"Stade Abbé le Gall, Saint-Renan",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,7° turno,2025-11-16,ES Capelle Grande,SC Abbeville,,,2,3,,,,2,3,False,9.0,7.0,True,,"Stade Roger Gouvart, Cappelle-la-Grande",,,,,,,CDF,,,wikipedia-fr,,D1,R2
Coupe de France,FR,7° turno,2025-11-16,Entente Boé Bon-Encontre,FC Girondins de Bordeaux,,,0,1,,,,0,1,False,6.0,4.0,True,,"Stade de Cancelles, Boé",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-16,Entente Nord Lozère,US Écotay-Moingt,,,4,4,3.0,4.0,,4,4,False,7.0,8.0,True,,"Stade de la Baïsse, Saint-Alban-sur-Limagnole",,,,,,,CDF,,,wikipedia-fr,,R2,R3
Coupe de France,FR,7° turno,2025-11-16,Etoile de Bobigny,Amicale Villeneuve-Garenne,,,1,1,4.0,5.0,,1,1,False,9.0,7.0,True,,"Stade Auguste Delaune , Bobigny",,,,,,,CDF,,,wikipedia-fr,,D1,R2
Coupe de France,FR,7° turno,2025-11-16,FC Bassin Arcachon,Blagnac FC,,,4,1,,,,4,1,False,5.0,5.0,True,,"Stade Jean Brousse, Arcachon",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,7° turno,2025-11-16,FC Pen Hir Camaret,Les Sables VF,,,1,1,7.0,8.0,,1,1,False,8.0,5.0,True,,"Stade René Heise, Camaret-sur-Mer",,,,,,,CDF,,,wikipedia-fr,,R3,N3
Coupe de France,FR,7° turno,2025-11-16,FC Saint-Cyr Collonges,Thonon Évian GG FC,,,0,0,4.0,2.0,,0,0,False,6.0,5.0,True,,"Stade des Combes, Saint-Cyr-au-Mont-d'Or",,,,,,,CDF,,,wikipedia-fr,,R1,N3
Coupe de France,FR,7° turno,2025-11-16,FC Saint-Meziéry,FC Périgny,,,1,1,2.0,4.0,,1,1,False,6.0,6.0,True,,"Parc des Sports Hubert Clercy, Saint-Mesmin",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-16,JA Drancy,AS Beauvais Oise,,,0,0,3.0,4.0,,0,0,False,5.0,4.0,True,,"Stade Charles Sage, Drancy",,,,,,,CDF,,,wikipedia-fr,,N3,N2
Coupe de France,FR,7° turno,2025-11-16,JS Longuenesse,FC Bondues,,,1,2,,,,1,2,False,7.0,6.0,True,,"Stade Gaston Bonnet , Saint-Omer",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-16,Olympique marcquois,OS Aire-sur-la-Lys,,,5,0,,,,5,0,False,6.0,7.0,True,,"Stade Georges Niquet, Marcq-en-Barœul",,,,,,,CDF,,,wikipedia-fr,,R1,R2
Coupe de France,FR,7° turno,2025-11-16,RCO Agde,Montpellier HSC,,,0,2,,,,0,2,False,5.0,2.0,True,,"Stade Louis-Sanguin, Agde",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,7° turno,2025-11-16,Reims Sainte-Anne,GFC Ajaccio,,,2,1,,,,2,1,False,7.0,5.0,True,,"Stade Robert Pirès, Cormontreuil",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,7° turno,2025-11-16,SA Mérignac,US Colomiers,,,0,0,6.0,5.0,,0,0,False,6.0,5.0,True,,"Stade du Jard, Mérignac",,,,,,,CDF,,,wikipedia-fr,,R1,N3
Coupe de France,FR,7° turno,2025-11-16,Saint-Amand FC,FC Dieppe,,,0,3,,,,0,3,False,6.0,4.0,True,,"Stade municipal, Saint-Amand-les-Eaux",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-16,Saint-Pauloise FC,ES Dominicaine,,,1,0,,,,1,0,False,6.0,6.0,True,,"Stade Jean-Ivoula, Saint-Denis",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-16,UF Touraine,RC Epernay,,,1,1,4.0,3.0,,1,1,False,5.0,6.0,True,,Complexe Sportif de la Haye Ballan-Miré,,,,,,,CDF,,,wikipedia-fr,,N3,R1
Coupe de France,FR,7° turno,2025-11-16,US Boulogne Côte d'Opale,USL Dunkerque,,,2,2,3.0,5.0,,2,2,False,2.0,2.0,True,,"Stade de la Libération, Boulogne-sur-Mer",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,7° turno,2025-11-16,US Camon,US Lusitanos Saint-Maur,,,0,7,,,,0,7,False,6.0,4.0,True,,"Stade Lucien Jovelin, Camon",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-16,US Forbach,Red Star FC,,,0,2,,,,0,2,False,6.0,2.0,True,,"Stade du Schlossberg, Forbach",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,7° turno,2025-11-16,US Le Poinçonnet,SO Romorantin,,,0,2,,,,0,2,False,8.0,5.0,True,,"Stade Jean Delaveau, Le Poinçonnet",,,,,,,CDF,,,wikipedia-fr,,R3,N3
Coupe de France,FR,7° turno,2025-11-16,US Mauguio Carnon,Is-Selongey Football,,,0,0,2.0,4.0,,0,0,False,8.0,6.0,True,,"Stade Jules Rimet , Sussargues",,,,,,,CDF,,,wikipedia-fr,,R3,R1
Coupe de France,FR,7° turno,2025-11-16,US Wittenheim,FC Freyming,,,2,2,2.0,3.0,,2,2,False,7.0,7.0,True,,"Stade Pierre Coubertin, Wittenheim",,,,,,,CDF,,,wikipedia-fr,,R2,R2
Coupe de France,FR,8° turno,2025-11-28,FC Annecy,Grenoble Foot 38,,,1,2,,,,1,2,False,2.0,2.0,True,,"Parc des Sports d'Annecy, Annecy",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,8° turno,2025-11-28,Sarreguemines FC,AS Nancy-Lorraine,,,3,4,,,,3,4,False,6.0,2.0,True,,"Stade de la Blies, Sarreguemines",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,8° turno,2025-11-28,US Concarneau,Stade briochin,,,1,0,,,,1,0,False,3.0,3.0,True,,"Stade Guy-Piriou , Concarneau",,,,,,,CDF,,,wikipedia-fr,,N1,N1
Coupe de France,FR,8° turno,2025-11-29,AC Seyssinet,Istres FC,,,0,2,,,,0,2,False,5.0,4.0,True,,"Stade Joseph Guétat, Seyssinet-Pariset",,,,,,,CDF,,,wikipedia-fr,,N3,N2
Coupe de France,FR,8° turno,2025-11-29,APM Metz FC,Entente Feignies Aulnoye,,,0,2,,,,0,2,False,6.0,4.0,True,,"Stade Emile Weinberg, Metz",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-29,AS Beauvais Oise,FC Dieppe,,,1,2,,,,1,2,False,4.0,4.0,True,,"Stade Pierre-Brisson, Beauvais",,,,,,,CDF,,,wikipedia-fr,,N2,N2
Coupe de France,FR,8° turno,2025-11-29,AS Le Gosier,CMS Oissel,,,2,2,4.0,2.0,,2,2,False,,5.0,True,,"Stade Roger Zami, Le Gosier",,,,,,,CDF,,,wikipedia-fr,,[[Championnat de Guadeloupe de football|Guadeloupe]],N3
Coupe de France,FR,8° turno,2025-11-29,AS Mazères-Uzos-Rontignon,FC Girondins de Bordeaux,,,3,4,,,,3,4,False,6.0,4.0,True,,"Nouste Camp , Bizanos",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-29,AS Saint-Étienne,US Écotay-Moingt,,,11,1,,,,11,1,False,2.0,8.0,True,,"Stade Geoffroy-Guichard , Saint-Étienne",,,,,,,CDF,,,wikipedia-fr,,L2,R3
Coupe de France,FR,8° turno,2025-11-29,AS Steenvoorde,Stade béthunois FC,,,0,0,20.0,21.0,,0,0,False,6.0,6.0,True,,"Stade municipal, Steenvoorde",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,8° turno,2025-11-29,ASC Biesheim,Red Star FC,,,1,1,9.0,8.0,,1,1,False,4.0,2.0,True,,"Stade municipal, Biesheim",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,8° turno,2025-11-29,Amicale Villeneuve-Garenne,Le Mans FC,,,2,2,2.0,4.0,,2,2,False,7.0,2.0,True,,"Stade Michel-Hidalgo , Sannois",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,8° turno,2025-11-29,Ancienne de Château-Gontier,EA Guingamp,,,0,4,,,,0,4,False,6.0,2.0,True,,"Stade du Pavé, Château-Gontier-sur-Mayenne",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,8° turno,2025-11-29,Canet Roussillon FC,Rodez AF,,,1,0,,,,1,0,False,5.0,2.0,True,,"Stade Saint-Michel, Canet-en-Roussillon",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,8° turno,2025-11-29,Espoir de Sainte-Luce,GSI Pontivy,,,0,4,,,,0,4,False,,5.0,True,,"Stade Pierre-Aliker , Fort-de-France",,,,,,,CDF,,,wikipedia-fr,,[[Championnat de la Martinique de football|Martinique]],N3
Coupe de France,FR,8° turno,2025-11-29,FC Bogny-sur-Meuse,US Lusitanos Saint-Maur,,,0,3,,,,0,3,False,6.0,4.0,True,,"Stade Pierre Malicet, Bogny-sur-Meuse",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-29,FC Chalon,Le Puy Foot 43,,,0,1,,,,0,1,False,5.0,3.0,True,,"Stade Léo-Lagrange, Chalon-sur-Saône",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,8° turno,2025-11-29,FC Freyming,Racing Besançon,,,1,0,,,,1,0,False,7.0,5.0,True,,"Stade Pierre Potier, Freyming-Merlebach",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,8° turno,2025-11-29,FC Marmande 47,FC Bassin Arcachon,,,0,0,1.0,4.0,,0,0,False,6.0,5.0,True,,"Stade Michelon, Marmande",,,,,,,CDF,,,wikipedia-fr,,R1,N3
Coupe de France,FR,8° turno,2025-11-29,FC Montceau Bourgogne,Montpellier HSC,,,0,2,,,,0,2,False,6.0,2.0,True,,"Stade des Alouettes, Montceau-les-Mines",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,8° turno,2025-11-29,FC Périgny,SC Beaucouzé,,,3,1,,,,3,1,False,6.0,6.0,True,,"Stade municipal, Périgny",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,8° turno,2025-11-29,Hauts Lyonnais,US Feurs,,,1,1,4.0,2.0,,1,1,False,5.0,5.0,True,,"Stade Thomas Granjon, Saint-Symphorien-sur-Coise",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,8° turno,2025-11-29,IC Croix,Le Geldar de Kourou,,,2,1,,,,2,1,False,5.0,,True,,"Stade Henri Seigneur, Croix",,,,,,,CDF,,,wikipedia-fr,,N3,[[Championnat de Guyane de football|Guyane]]
Coupe de France,FR,8° turno,2025-11-29,Is-Selongey Football,Bourg-Péronnas 01,,,2,3,,,,2,3,False,6.0,3.0,True,,"Stade des Courvelles, Selongey",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,8° turno,2025-11-29,Lyon-La Duchère,Carnoux FC,,,3,1,,,,3,1,False,5.0,5.0,True,,"Stade de Balmont, Lyon",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,8° turno,2025-11-29,L’Union Saint-Jean FC,US Orléans,,,1,2,,,,1,2,False,6.0,3.0,True,,"Stade Georges Beyney, L'Union",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,8° turno,2025-11-29,Montreuil FC,US Granville,,,1,1,4.0,3.0,,1,1,False,6.0,4.0,True,,"Stade Auguste Delaune , Bobigny",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-29,Olympique marcquois,FC Bondues,,,2,0,,,,2,0,False,6.0,6.0,True,,"Stade Georges Niquet, Marcq-en-Barœul",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,8° turno,2025-11-29,Reims Sainte-Anne,Amiens SC,,,0,4,,,,0,4,False,7.0,2.0,True,,"Stade Robert Pirès, Cormontreuil",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,8° turno,2025-11-29,SA Mérignac,Pau FC,,,1,0,,,,1,0,False,6.0,2.0,True,,"Stade Robert Brettes , Mérignac",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,8° turno,2025-11-29,SC Abbeville,USL Dunkerque,,,0,5,,,,0,5,False,7.0,2.0,True,,"Stade Paul-Delique, Abbeville",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,8° turno,2025-11-29,SO Romorantin,Blois Football 41,,,2,2,6.0,7.0,,2,2,False,5.0,4.0,True,,"Stade Jules-Ladoumègue, Romorantin-Lanthenay",,,,,,,CDF,,,wikipedia-fr,,N3,N2
Coupe de France,FR,8° turno,2025-11-29,Stade lavallois,Saint-Pauloise FC,,,6,0,,,,6,0,False,2.0,,True,,"Stade Francis-Le-Basser, Laval",,,,,,,CDF,,,wikipedia-fr,,L2,[[Championnat de La Réunion de football|La Réunion]]
Coupe de France,FR,8° turno,2025-11-29,Stade plabennécois,VHF Les Herbiers,,,1,2,,,,1,2,False,6.0,4.0,True,,"Stade de Kervéguen, Plabennec",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-29,US Chauvigny,Stade poitevin FC,,,3,3,10.0,9.0,,3,3,False,5.0,4.0,True,,"Stade Gilbert Arnault, Chauvigny",,,,,,,CDF,,,wikipedia-fr,,N3,N2
Coupe de France,FR,8° turno,2025-11-29,US Raon-l'Étape,FC Mulhouse,,,2,2,4.0,1.0,,2,2,False,6.0,5.0,True,,"Stade Paul-Gasser, Raon-l'Étape",,,,,,,CDF,,,wikipedia-fr,,R1,N3
Coupe de France,FR,8° turno,2025-11-29,US Saint-Malo,SC Bastia,,,0,0,4.0,5.0,,0,0,False,4.0,2.0,True,,"Stade de Marville, Saint-Malo",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,8° turno,2025-11-29,US Sarre-Union,FC Sochaux-Montbéliard,,,0,6,,,,0,6,False,6.0,3.0,True,,"Stade Omnisports, Sarre-Union",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,8° turno,2025-11-29,US Torcy,Stade de Reims,,,1,5,,,,1,5,False,5.0,2.0,True,,"Stade du Frémoy, Torcy",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,8° turno,2025-11-29,Vendée Fontenay Foot,LB Châteauroux,,,4,1,,,,4,1,False,5.0,3.0,True,,"Stade Emmanuel-Murzeau, Fontenay-le-Comte",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,8° turno,2025-11-29,Yvetot AC,Bayeux FC,,,0,1,,,,0,1,False,6.0,6.0,True,,"Stade municipal, Yvetot",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,8° turno,2025-11-30,Cormontreuil FC,US Chantilly,,,1,2,,,,1,2,False,6.0,4.0,True,,"Stade Arlette Baudet, Cormontreuil",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,8° turno,2025-11-30,FC Saint-Cyr Collonges,FC Rhône Vallées,,,0,0,5.0,4.0,,0,0,False,6.0,6.0,True,,"Stade des Combes, Saint-Cyr-au-Mont-d'Or",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,8° turno,2025-11-30,Les Sables VF,AG Plouvorn,,,2,1,,,,2,1,False,5.0,6.0,True,,"Stade Marcel Guilbaud, Les Sables-d'Olonne",,,,,,,CDF,,,wikipedia-fr,,N3,R1
Coupe de France,FR,8° turno,2025-11-30,UF Touraine,ESTAC Troyes,,,0,2,,,,0,2,False,5.0,2.0,True,,"Stade de la Vallée du Cher, Tours",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,8° turno,2025-11-30,US Avranches,FCM Aubervilliers,,,1,1,2.0,0.0,,1,1,False,4.0,5.0,True,,"Stade René-Fenouillère, Avranches",,,,,,,CDF,,,wikipedia-fr,,N2,N3
Coupe de France,FR,32esimi,2025-12-19,Canet Roussillon FC,Montpellier HSC,,,0,1,,,,0,1,False,5.0,2.0,True,,"Stade Gilbert-Brutus, Perpignan",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,32esimi,2025-12-19,EA Guingamp,Stade lavallois,,,0,1,,,,0,1,False,2.0,2.0,True,,"Stade de Roudourou, Guingamp",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,32esimi,2025-12-19,FC Périgny,Le Mans FC,,,1,2,,,,1,2,False,6.0,2.0,True,,"Stade municipal, Périgny",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,32esimi,2025-12-19,IC Croix,Stade de Reims,,,0,4,,,,0,4,False,5.0,2.0,True,,"Stade Henri Seigneur, Croix",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,32esimi,2025-12-19,RC Lens,Entente Feignies Aulnoye,,,3,1,,,,3,1,False,1.0,4.0,True,,"Stade Bollaert-Delelis, Lens",,,,,,,CDF,,,wikipedia-fr,,L1,N2
Coupe de France,FR,32esimi,2025-12-19,US Avranches,Stade brestois 29,,,1,1,5.0,4.0,,1,1,False,4.0,1.0,True,,"Stade René-Fenouillère, Avranches",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,32esimi,2025-12-19,VHF Les Herbiers,Angers SCO,,,0,0,5.0,6.0,,0,0,False,4.0,1.0,True,,"Stade Massabielle, Les Herbiers",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,32esimi,2025-12-20,AS Le Gosier,FC Lorient,,,0,7,,,,0,7,False,,1.0,True,,"Stade Robert-Bobin, Bondoufle",,,,,,,CDF,,,wikipedia-fr,,R1 Guadeloupe,L1
Coupe de France,FR,32esimi,2025-12-20,ASC Biesheim,FC Metz,,,0,3,,,,0,3,False,4.0,1.0,True,,"Stade municipal, Biesheim",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,32esimi,2025-12-20,Bayeux FC,Blois Football 41,,,2,1,,,,2,1,False,6.0,4.0,True,,"Stade Henry Jeanne, Bayeux",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,32esimi,2025-12-20,FC Freyming,US Chantilly,,,0,3,,,,0,3,False,7.0,4.0,True,,"Stade du Centre , Saint-Avold",,,,,,,CDF,,,wikipedia-fr,,R2,N2
Coupe de France,FR,32esimi,2025-12-20,GSI Pontivy,SC Bastia,,,0,1,,,,0,1,False,5.0,2.0,True,,"Stade du Faubourg de Verdun, Pontivy",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,32esimi,2025-12-20,Grenoble Foot 38,AS Nancy-Lorraine,,,1,1,3.0,5.0,,1,1,False,2.0,2.0,True,,"Stade des Alpes, Grenoble",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,32esimi,2025-12-20,Lyon-La Duchère,Toulouse FC,,,1,2,,,,1,2,False,5.0,1.0,True,,"Stade de Balmont, Lyon",,,,,,,CDF,,,wikipedia-fr,,N3,L1
Coupe de France,FR,32esimi,2025-12-20,Olympique marcquois,ESTAC Troyes,,,1,3,,,,1,3,False,6.0,2.0,True,,"Stade Georges Niquet, Marcq-en-Barœul",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,32esimi,2025-12-20,SA Mérignac,Istres FC,,,0,0,5.0,6.0,,0,0,False,6.0,4.0,True,,"Stade Robert Brettes, Mérignac",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,32esimi,2025-12-20,Stade béthunois FC,FC Sochaux-Montbéliard,,,2,4,,,,2,4,False,6.0,3.0,True,,"Stade Hermant-Deprez, Béthune",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,32esimi,2025-12-20,US Lusitanos Saint-Maur,LOSC Lille,,,0,1,,,,0,1,False,4.0,1.0,True,,"Stade Dominique-Duvauchelle, Créteil",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,32esimi,2025-12-20,US Raon-l'Étape,Paris FC,,,0,3,,,,0,3,False,6.0,1.0,True,,"Stade Paul-Gasser, Raon-l'Étape",,,,,,,CDF,,,wikipedia-fr,,R1,L1
Coupe de France,FR,32esimi,2025-12-20,Vendée Fontenay Foot,Paris Saint-Germain,,,0,4,,,,0,4,False,5.0,1.0,True,,"Stade de la Beaujoire, Nantes",,,,,,,CDF,,,wikipedia-fr,,N3,L1
Coupe de France,FR,32esimi,2025-12-21,AJ Auxerre,AS Monaco,,,1,2,,,,1,2,False,1.0,1.0,True,,"Stade de l'Abbé-Deschamps, Auxerre",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,32esimi,2025-12-21,Bourg-Péronnas 01,Olympique de Marseille,,,0,6,,,,0,6,False,3.0,1.0,True,,"Stade Marcel-Verchère, Bourg-en-Bresse",,,,,,,CDF,,,wikipedia-fr,,N1,L1
Coupe de France,FR,32esimi,2025-12-21,FC Bassin Arcachon,Hauts Lyonnais,,,0,1,,,,0,1,False,5.0,5.0,True,,,,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,32esimi,2025-12-21,Le Havre AC,Amiens SC,,,0,2,,,,0,2,False,1.0,2.0,True,,"Stade Océane, Le Havre",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,32esimi,2025-12-21,Le Puy Foot 43,FC Girondins de Bordeaux,,,1,0,,,,1,0,False,3.0,4.0,True,,"Stade Charles-Massot, Le Puy-en-Velay",,,,,,,CDF,,,wikipedia-fr,,N1,N2
Coupe de France,FR,32esimi,2025-12-21,Montreuil FC,US Chauvigny,,,2,1,,,,2,1,False,6.0,5.0,True,,"Stade Auguste Delaune , Bobigny",,,,,,,CDF,,,wikipedia-fr,,R1,N3
Coupe de France,FR,32esimi,2025-12-21,OGC Nice,AS Saint-Étienne,,,2,1,,,,2,1,False,1.0,2.0,True,,"Allianz Riviera, Nice",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,32esimi,2025-12-21,Olympique lyonnais,FC Saint-Cyr Collonges,,,3,0,,,,3,0,False,1.0,6.0,True,,"Groupama Stadium, Décines-Charpieu",,,,,,,CDF,,,wikipedia-fr,,L1,R1
Coupe de France,FR,32esimi,2025-12-21,RC Strasbourg,USL Dunkerque,,,2,1,,,,2,1,False,1.0,2.0,True,,"Stade de la Meinau, Strasbourg",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,32esimi,2025-12-21,Stade rennais FC,Les Sables VF,,,3,0,,,,3,0,False,1.0,5.0,True,,"Roazhon Park, Rennes",,,,,,,CDF,,,wikipedia-fr,,L1,N3
Coupe de France,FR,32esimi,2025-12-21,US Concarneau,FC Nantes,,,3,5,,,,3,5,False,3.0,1.0,True,,"Stade Guy-Piriou, Concarneau",,,,,,,CDF,,,wikipedia-fr,,N1,L1
Coupe de France,FR,32esimi,2025-12-21,US Orléans,FC Dieppe,,,3,0,,,,3,0,False,3.0,4.0,True,,"Stade de la Source, Orléans",,,,,,,CDF,,,wikipedia-fr,,N1,N2
Coupe de France,FR,16esimi,2026-01-10,Angers SCO,Toulouse FC,,,1,1,5.0,6.0,,1,1,False,1.0,1.0,True,,"Stade Raymond-Kopa, Angers",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,16esimi,2026-01-10,Hauts Lyonnais,FC Lorient,,,1,3,,,,1,3,False,5.0,1.0,True,,"Envol Stadium , Andrézieux-Bouthéon",,,,,,,CDF,,,wikipedia-fr,,N3,L1
Coupe de France,FR,16esimi,2026-01-10,Istres FC,Stade lavallois,,,0,2,,,,0,2,False,4.0,2.0,True,,"Stade Parsemain, Fos-sur-Mer",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,16esimi,2026-01-10,Le Puy Foot 43,Stade de Reims,,,0,0,0.0,3.0,,0,0,False,3.0,2.0,True,,"Stade Charles-Massot, Le Puy-en-Velay",,,,,,,CDF,,,wikipedia-fr,,N1,L2
Coupe de France,FR,16esimi,2026-01-10,Montreuil FC,Amiens SC,,,2,4,,,,2,4,False,6.0,2.0,True,,"Stade Auguste Delaune , Bobigny",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,16esimi,2026-01-10,SC Bastia,ESTAC Troyes,,,0,2,,,,0,2,False,2.0,2.0,True,,"Stade Armand-Cesari, Furiani",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,16esimi,2026-01-10,US Avranches,RC Strasbourg,,,0,6,,,,0,6,False,4.0,1.0,True,,"Stade René-Fenouillère, Avranches",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,16esimi,2026-01-10,US Orléans,AS Monaco,,,1,3,,,,1,3,False,3.0,1.0,True,,"Stade de la Source, Orléans",,,,,,,CDF,,,wikipedia-fr,,N1,L1
Coupe de France,FR,16esimi,2026-01-11,FC Metz,Montpellier HSC,,,0,4,,,,0,4,False,1.0,2.0,True,,"Stade Saint-Symphorien, Longeville-lès-Metz",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,16esimi,2026-01-11,FC Nantes,OGC Nice,,,1,1,3.0,5.0,,1,1,False,1.0,1.0,True,,"Stade de la Beaujoire, Nantes",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,16esimi,2026-01-11,FC Sochaux-Montbéliard,RC Lens,,,0,3,,,,0,3,False,3.0,1.0,True,,"Stade Auguste-Bonal, Montbéliard",,,,,,,CDF,,,wikipedia-fr,,N1,L1
