competizione,paese,turno,data,casa,ospite,gol_casa_90,gol_ospite_90,gol_casa_finale,gol_ospite_finale,rigori_casa,rigori_ospite,supplementari,gol_casa_dichiarato,gol_ospite_dichiarato,eventi_incompleti,divisione_casa,divisione_ospite,dentro_perimetro,arbitro,stadio,spettatori,allenatore_casa,allenatore_ospite,modulo_casa,modulo_ospite,game_id,competition_id,home_club_id,away_club_id,fonte,url,sigla_divisione_casa,sigla_divisione_ospite
Copa del Rey,ES,First Round,2025-10-30,UD Logroñés,SD Ponferradina,1,3,1,3,,,False,1,3,False,3.0,3.0,True,Armando Ramo Andrés,Las Gaunas,2627.0,Unai Mendía,Fernando Estévez,4-2-3-1,4-2-3-1,4743273,CDR,24420,4032,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4743273,,
Copa del Rey,ES,First Round,2025-10-30,UD Sámano,Deportivo de La Coruña,1,5,1,5,,,False,1,5,False,3.0,2.0,True,Álvaro Moreno Aragón,Riomar,2500.0,Jon Ander Lambea,Antonio Hidalgo,3-5-2 flat,4-4-2,4743271,CDR,60605,897,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4743271,,
Copa del Rey,ES,Second Round,2025-12-02,CD Ebro,CA Osasuna,3,5,3,5,,,False,3,5,False,3.0,1.0,True,Miguel Sesma Espinosa,La Almozara-El Carmen,3488.0,Javier Genovés,Alessio Lisci,4-2-3-1,4-3-3 Attacking,4766838,CDR,47880,331,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766838,,
Copa del Rey,ES,Second Round,2025-12-02,CD Guadalajara,AD Ceuta FC,1,0,1,0,,,False,1,0,False,3.0,2.0,True,Andrés Fuentes Molina,Pedro Escartín,3256.0,Pere Martí,José Juan Romero,4-2-3-1,4-1-4-1,4766856,CDR,16576,8568,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766856,,
Copa del Rey,ES,Second Round,2025-12-02,CD Numancia,RCD Mallorca,2,3,2,3,,,False,2,3,False,3.0,1.0,True,César Soto Grado,Los Pajaritos,3654.0,Ángel Rodríguez,Jagoba Arrasate,5-4-1,4-4-2,4766839,CDR,2296,237,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766839,,
Copa del Rey,ES,Second Round,2025-12-02,CDA Navalcarnero,Getafe CF,2,2,2,3,,,True,2,3,False,3.0,1.0,True,Miguel Ángel Ortiz Arias,Mariano González,1500.0,Manu González,José Bordalás,4-4-2,4-4-2,4766850,CDR,20921,3709,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766850,,
Copa del Rey,ES,Second Round,2025-12-02,Club Portugalete,Deportivo Alavés,0,3,0,3,,,False,0,3,False,3.0,1.0,True,Alejandro Muñiz Ruiz,La Florida,3050.0,Egoitz Bilbao,Eduardo Coudet,5-4-1,4-4-2,4766834,CDR,18691,1108,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766834,,
Copa del Rey,ES,Second Round,2025-12-02,Racing Ferrol,SD Huesca,0,2,0,2,,,False,0,2,False,3.0,2.0,True,Germán Cid Camacho,A Malata,1100.0,Pablo López,Bolo,4-3-3 Attacking,4-3-3 Attacking,4766842,CDR,1176,5358,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766842,,
Copa del Rey,ES,Second Round,2025-12-03,CD Cieza,Levante UD,0,1,0,1,,,False,0,1,False,3.0,1.0,True,Guillermo Cuadra Fernández,La Arboleja,3250.0,Ranko Despotovic,Álvaro del Moral,4-2-3-1,4-4-2 double 6,4766847,CDR,56725,3368,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766847,,
Copa del Rey,ES,Second Round,2025-12-03,CD Eldense,UD Almería,2,1,2,1,,,False,2,1,False,3.0,2.0,True,Salvador Lax Franco,Nuevo Pepico Amat,3168.0,Claudio Barragán,Rubi,4-3-3 Attacking,4-4-2,4766858,CDR,12567,3302,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766858,,
Copa del Rey,ES,Second Round,2025-12-03,CD Mirandés,Sporting Gijón,0,2,0,2,,,False,0,2,False,2.0,2.0,True,Carlos Muñiz Muñoz,Anduva,1567.0,Jesús Galván,Borja Jiménez,4-3-3 Attacking,4-4-2,4766844,CDR,13222,2448,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766844,,
Copa del Rey,ES,Second Round,2025-12-03,CD Quintanar del Rey,Elche CF,1,1,1,2,,,True,1,2,False,3.0,1.0,True,José Luis Guzmán Mansilla,San Marcos,3000.0,Pedro Bolaños,Eder Sarabia,4-2-3-1,4-2-3-1,4766849,CDR,47486,1531,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766849,,
Copa del Rey,ES,Second Round,2025-12-03,CF Talavera de la Reina,Málaga CF,2,1,2,1,,,False,2,1,False,3.0,2.0,True,Saúl Ais Reig,El Prado,4075.0,Alejandro Sandroni,Juan Funes,4-4-2,4-2-3-1,4766857,CDR,47421,1084,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766857,,
Copa del Rey,ES,Second Round,2025-12-03,Club Atlético Antoniano,Villarreal CF,0,0,1,1,3.0,5.0,True,4,6,False,3.0,1.0,True,Francisco José Hernández Maeso,Municipal de Lebrija,3500.0,Lolo Rosano,Marcelino,4-2-3-1,4-2-3-1,4766852,CDR,42457,1050,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766852,,
Copa del Rey,ES,Second Round,2025-12-03,Cultural Leonesa,FC Andorra,4,2,4,2,,,False,4,2,False,2.0,2.0,True,Alejandro Morilla Turrión,Reino de León,3854.0,Cuco Ziganda,Carles Manso,4-3-3 Attacking,4-3-3 Attacking,4766845,CDR,4542,10718,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766845,,
Copa del Rey,ES,Second Round,2025-12-03,Ourense CF,Girona FC,2,1,2,1,,,False,2,1,False,3.0,1.0,True,Alejandro Hernández Hernández,O Couto,3500.0,Dani Llácer,Míchel,4-3-3 Attacking,4-2-3-1,4766833,CDR,55398,12321,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766833,,
Copa del Rey,ES,Second Round,2025-12-03,Pontevedra CF,SD Eibar,0,3,0,3,,,False,0,3,False,3.0,2.0,True,Miguel González Díaz,Pasarón,3472.0,Rubén Domínguez,Beñat San José,4-2-3-1,4-3-3 Attacking,4766841,CDR,5650,1533,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766841,,
Copa del Rey,ES,Second Round,2025-12-03,Real Murcia CF,Cádiz CF,3,2,3,2,,,False,3,2,False,3.0,2.0,True,Sergiu Claudiu Muresan,Enrique Roca de Murcia,10442.0,Adrián Colunga,Gaizka Garitano,4-2-3-1,4-3-3 Attacking,4766855,CDR,171,2687,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766855,,
Copa del Rey,ES,Second Round,2025-12-03,Reus FC Reddis,Real Sociedad,0,2,0,2,,,False,0,2,False,3.0,1.0,True,Juan Martínez Munuera,Municipal de Reus,4188.0,Marc Carrasco,Sergio Francisco,5-4-1,5-4-1,4766835,CDR,83848,681,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766835,,
Copa del Rey,ES,Second Round,2025-12-03,Torrent CF,Real Betis Balompié,1,4,1,4,,,False,1,4,False,3.0,1.0,True,,San Gregorio,6680.0,Toni Seligrat,Manuel Pellegrini,4-5-1,4-2-3-1,4766851,CDR,67509,150,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766851,,
Copa del Rey,ES,Second Round,2025-12-04,CD Atlético Baleares,RCD Espanyol Barcelona,1,0,1,0,,,False,1,0,False,3.0,3.0,True,Alejandro Quintero González,Balear,3200.0,Luis Blanco,Manolo González,3-5-2 flat,4-4-2 double 6,4766837,CDR,18687,714,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766837,,
Copa del Rey,ES,Second Round,2025-12-04,CD Extremadura 1924,Sevilla FC,1,2,1,2,,,False,1,2,False,3.0,1.0,True,Javier Alberola Rojas,Francisco de la Hera,11250.0,Cisqui,Matías Almeyda,4-2-3-1,4-1-4-1,4766848,CDR,101648,368,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766848,,
Copa del Rey,ES,Second Round,2025-12-04,CD Leganés,Albacete Balompié,1,2,1,2,,,False,1,2,False,2.0,2.0,True,Luis Bestard Servera,Ontime Butarque,6144.0,Paco López,Alberto González,4-4-2 double 6,4-4-2,4766860,CDR,1244,1532,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766860,,
Copa del Rey,ES,Second Round,2025-12-04,CD Tenerife,Granada CF,0,1,0,1,,,False,0,1,False,3.0,2.0,True,Manuel Ángel Pérez Hernández,Heliodoro Rodríguez López,14886.0,Álvaro Cervera,Pacheta,4-2-3-1,4-3-3 Attacking,4766859,CDR,648,16795,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766859,,
Copa del Rey,ES,Second Round,2025-12-04,CE Sabadell FC,Deportivo de La Coruña,0,2,0,2,,,False,0,2,False,3.0,2.0,True,Alonso de Ena Wolf,Nova Creu Alta,7651.0,Ferran Costa,Antonio Hidalgo,4-4-2 double 6,4-2-3-1,4766840,CDR,11422,897,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766840,,
Copa del Rey,ES,Second Round,2025-12-04,FC Cartagena,Valencia CF,1,1,1,2,,,True,1,2,False,3.0,1.0,True,Isidro Díaz de Mera Escuderos,Cartagonova,,Javi Rey,Carlos Corberán,4-2-3-1,4-4-2,4807306,CDR,7077,1049,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4807306,,
Copa del Rey,ES,Second Round,2025-12-04,Real Zaragoza,Burgos CF,0,0,0,1,,,True,0,1,False,2.0,2.0,True,Gorka Etayo Herrera,Ibercaja Estadio,7051.0,Rubén Sellés,Luis Miguel Ramis,4-2-3-1,4-2-3-1,4766846,CDR,142,1536,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766846,,
Copa del Rey,ES,Second Round,2025-12-04,Real Ávila CF,Rayo Vallecano,1,1,1,2,,,True,1,2,False,3.0,1.0,True,Adrián Cordero Vega,Adolfo Suárez,5500.0,Marc García,Iñigo Pérez,4-2-3-1,4-2-3-1,4766853,CDR,6212,367,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766853,,
Copa del Rey,ES,Second Round,2025-12-04,SD Ponferradina,Racing Santander,1,1,1,2,,,True,1,2,False,3.0,2.0,True,Daniel Palencia Caballero,El Toralín,3577.0,Mehdi Nafti,José Alberto López,4-4-2,4-2-3-1,4766843,CDR,4032,630,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766843,,
Copa del Rey,ES,Second Round,2025-12-04,UE Sant Andreu,Celta de Vigo,0,0,1,1,6.0,7.0,True,7,8,False,3.0,1.0,True,Mateo Busquets Ferrer,Narcís Sala,6531.0,Natxo González,Claudio Giráldez,4-2-3-1,4-3-3 Attacking,4766836,CDR,12697,940,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4766836,,
Copa del Rey,ES,Round of 32,2025-12-16,CD Eldense,Real Sociedad,1,2,1,2,,,False,1,2,False,3.0,1.0,True,Francisco José Hernández Maeso,Nuevo Pepico Amat,3392.0,Claudio Barragán,Ion Ansotegi,5-4-1,4-1-4-1,4784341,CDR,12567,681,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784341,,
Copa del Rey,ES,Round of 32,2025-12-16,CD Guadalajara,FC Barcelona,0,2,0,2,,,False,0,2,False,3.0,1.0,True,César Soto Grado,Pedro Escartín,8500.0,Pere Martí,Hansi Flick,5-4-1,4-2-3-1,4784340,CDR,16576,131,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784340,,
Copa del Rey,ES,Round of 32,2025-12-16,Deportivo de La Coruña,RCD Mallorca,1,0,1,0,,,False,1,0,False,2.0,1.0,True,Miguel Ángel Ortiz Arias,Abanca Riazor,17873.0,Antonio Hidalgo,Jagoba Arrasate,4-4-2,4-2-3-1,4784339,CDR,897,237,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784339,,
Copa del Rey,ES,Round of 32,2025-12-16,SD Eibar,Elche CF,0,1,0,1,,,False,0,1,False,2.0,1.0,True,Alejandro Quintero González,Ipurua,2426.0,Beñat San José,Eder Sarabia,4-2-3-1,4-2-3-1,4784338,CDR,1533,1531,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784338,,
Copa del Rey,ES,Round of 32,2025-12-16,Sporting Gijón,Valencia CF,0,2,0,2,,,False,0,2,False,2.0,1.0,True,Alejandro Muñiz Ruiz,El Molinón - Enrique Castro 'Quini',16275.0,Borja Jiménez,Carlos Corberán,4-2-3-1,4-2-3-1,4784342,CDR,2448,1049,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784342,,
Copa del Rey,ES,Round of 32,2025-12-17,Albacete Balompié,Celta de Vigo,2,2,2,2,3.0,0.0,False,5,2,False,2.0,1.0,True,José Luis Guzmán Mansilla,Carlos Belmonte,,Alberto González,Claudio Giráldez,5-4-1,5-4-1,4807313,CDR,1532,940,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4807313,,
Copa del Rey,ES,Round of 32,2025-12-17,CD Atlético Baleares,Atlético de Madrid,2,3,2,3,,,False,2,3,False,3.0,1.0,True,Alejandro Hernández Hernández,Balear,5080.0,Luis Blanco,Diego Simeone,3-5-2 flat,3-4-1-2,4784346,CDR,18687,13,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784346,,
Copa del Rey,ES,Round of 32,2025-12-17,CF Talavera de la Reina,Real Madrid,2,3,2,3,,,False,2,3,False,3.0,1.0,True,Guillermo Cuadra Fernández,El Prado,4200.0,Alejandro Sandroni,Xabi Alonso,4-4-2,4-3-3 Attacking,4784347,CDR,47421,418,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784347,,
Copa del Rey,ES,Round of 32,2025-12-17,Cultural Leonesa,Levante UD,1,0,1,0,,,False,1,0,False,2.0,1.0,True,Jesús Gil Manzano,Reino de León,5542.0,Cuco Ziganda,Álvaro del Moral,4-2-3-1,4-2-3-1,4784345,CDR,4542,3368,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784345,,
Copa del Rey,ES,Round of 32,2025-12-17,Deportivo Alavés,Sevilla FC,1,0,1,0,,,False,1,0,False,1.0,1.0,True,Miguel Sesma Espinosa,Mendizorroza,9766.0,Eduardo Coudet,Matías Almeyda,4-4-2,5-4-1,4784348,CDR,1108,368,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784348,,
Copa del Rey,ES,Round of 32,2025-12-17,Racing Santander,Villarreal CF,2,1,2,1,,,False,2,1,False,2.0,1.0,True,Isidro Díaz de Mera Escuderos,El Sardinero,20768.0,José Alberto López,Marcelino,4-2-3-1,4-4-2,4784343,CDR,630,1050,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784343,,
Copa del Rey,ES,Round of 32,2025-12-17,SD Huesca,CA Osasuna,1,1,2,4,,,True,2,4,False,2.0,1.0,True,Víctor García Verdura,El Alcoraz,6413.0,Bolo,Alessio Lisci,4-3-3 Attacking,4-4-2,4784344,CDR,5358,331,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784344,,
Copa del Rey,ES,Round of 32,2025-12-18,Burgos CF,Getafe CF,3,1,3,1,,,False,3,1,False,2.0,1.0,True,De Burgos Bengoetxea,El Plantío,7987.0,Luis Miguel Ramis,José Bordalás,4-4-2,4-4-2,4784349,CDR,1536,3709,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784349,,
Copa del Rey,ES,Round of 32,2025-12-18,Ourense CF,Athletic Bilbao,0,0,0,1,,,True,0,1,False,3.0,1.0,True,José Luis Munuera Montero,O Couto,8000.0,Dani Llácer,Ernesto Valverde,4-2-3-1,4-2-3-1,4784350,CDR,55398,621,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784350,,
Copa del Rey,ES,Round of 32,2025-12-18,Real Murcia CF,Real Betis Balompié,0,2,0,2,,,False,0,2,False,3.0,1.0,True,Juan Martínez Munuera,Enrique Roca de Murcia,31000.0,Adrián Colunga,Manuel Pellegrini,5-4-1,4-4-2,4784351,CDR,171,150,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784351,,
Copa del Rey,ES,Round of 32,2026-01-06,Granada CF,Rayo Vallecano,1,3,1,3,,,False,1,3,False,2.0,1.0,True,César Soto Grado,Nuevo Los Cármenes,4468.0,Pacheta,Iñigo Pérez,4-1-4-1,4-2-3-1,4784352,CDR,16795,367,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4784352,,
Copa del Rey,ES,Round of 16,2026-01-13,Cultural Leonesa,Athletic Bilbao,3,3,3,4,,,True,3,4,False,2.0,1.0,True,Alejandro Hernández Hernández,Reino de León,11004.0,Cuco Ziganda,Ernesto Valverde,4-2-3-1,4-2-3-1,4799993,CDR,4542,621,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799993,,
Copa del Rey,ES,Round of 16,2026-01-13,Deportivo de La Coruña,Atlético de Madrid,0,1,0,1,,,False,0,1,False,2.0,1.0,True,De Burgos Bengoetxea,Abanca Riazor,28577.0,Antonio Hidalgo,Diego Simeone,4-2-3-1,4-4-2,4799992,CDR,897,13,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799992,,
Copa del Rey,ES,Round of 16,2026-01-13,Real Sociedad,CA Osasuna,2,2,2,2,4.0,3.0,False,6,5,False,1.0,1.0,True,César Soto Grado,Anoeta,30147.0,Pellegrino Matarazzo,Alessio Lisci,4-2-3-1,4-2-3-1,4799995,CDR,681,331,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799995,,
Copa del Rey,ES,Round of 16,2026-01-14,Albacete Balompié,Real Madrid,3,2,3,2,,,False,3,2,False,2.0,1.0,True,Víctor García Verdura,Carlos Belmonte,16800.0,Alberto González,Álvaro Arbeloa,5-3-2,4-3-3 Attacking,4799990,CDR,1532,418,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799990,,
Copa del Rey,ES,Round of 16,2026-01-14,Deportivo Alavés,Rayo Vallecano,2,0,2,0,,,False,2,0,False,1.0,1.0,True,Francisco José Hernández Maeso,Mendizorroza,10634.0,Eduardo Coudet,Iñigo Pérez,4-4-2,4-2-3-1,4799997,CDR,1108,367,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799997,,
Copa del Rey,ES,Round of 16,2026-01-14,Real Betis Balompié,Elche CF,2,1,2,1,,,False,2,1,False,1.0,1.0,True,Jesús Gil Manzano,La Cartuja,37635.0,Manuel Pellegrini,Eder Sarabia,4-2-3-1,4-3-3 Attacking,4799991,CDR,150,1531,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799991,,
Copa del Rey,ES,Round of 16,2026-01-15,Burgos CF,Valencia CF,0,2,0,2,,,False,0,2,False,2.0,1.0,True,José Luis Munuera Montero,El Plantío,9405.0,Luis Miguel Ramis,Carlos Corberán,4-2-3-1,4-2-3-1,4799994,CDR,1536,1049,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799994,,
Copa del Rey,ES,Round of 16,2026-01-15,Racing Santander,FC Barcelona,0,2,0,2,,,False,0,2,False,2.0,1.0,True,José María Sánchez Martínez,El Sardinero,22481.0,José Alberto López,Hansi Flick,4-3-3 Attacking,4-2-3-1,4799989,CDR,630,131,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4799989,,
Copa del Rey,ES,Quarter-Finals,2026-02-03,Albacete Balompié,FC Barcelona,1,2,1,2,,,False,1,2,False,2.0,1.0,True,José Luis Munuera Montero,Carlos Belmonte,16745.0,Alberto González,Hansi Flick,5-3-2,4-2-3-1,4808016,CDR,1532,131,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4808016,,
Copa del Rey,ES,Quarter-Finals,2026-02-04,Deportivo Alavés,Real Sociedad,2,3,2,3,,,False,2,3,False,1.0,1.0,True,Alejandro Quintero González,Mendizorroza,18874.0,Eduardo Coudet,Pellegrino Matarazzo,4-4-2,4-2-3-1,4808017,CDR,1108,681,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4808017,,
Copa del Rey,ES,Quarter-Finals,2026-02-04,Valencia CF,Athletic Bilbao,1,2,1,2,,,False,1,2,False,1.0,1.0,True,Víctor García Verdura,Mestalla,46931.0,Carlos Corberán,Ernesto Valverde,4-4-2,4-2-3-1,4808018,CDR,1049,621,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4808018,,
Copa del Rey,ES,Quarter-Finals,2026-02-05,Real Betis Balompié,Atlético de Madrid,0,5,0,5,,,False,0,5,False,1.0,1.0,True,César Soto Grado,La Cartuja,66810.0,Manuel Pellegrini,Diego Simeone,4-2-3-1,4-4-2,4808019,CDR,150,13,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4808019,,
Copa del Rey,ES,Semi-Finals 1st Leg,2026-02-11,Athletic Bilbao,Real Sociedad,0,1,0,1,,,False,0,1,False,1.0,1.0,True,José María Sánchez Martínez,San Mamés,51281.0,Ernesto Valverde,Pellegrino Matarazzo,4-2-3-1,4-2-3-1,4819275,CDR,621,681,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4819275,,
Copa del Rey,ES,Semi-Finals 1st Leg,2026-02-12,Atlético de Madrid,FC Barcelona,4,0,4,0,,,False,4,0,False,1.0,1.0,True,Juan Martínez Munuera,Riyadh Air Metropolitano,69200.0,Diego Simeone,Hansi Flick,4-4-2,4-3-3 Attacking,4819274,CDR,13,131,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4819274,,
Copa del Rey,ES,Semi-Finals 2nd Leg,2026-03-03,FC Barcelona,Atlético de Madrid,3,0,3,0,,,False,3,0,False,1.0,1.0,True,De Burgos Bengoetxea,Spotify Camp Nou,45398.0,Hansi Flick,Diego Simeone,4-2-3-1,4-4-2,4819283,CDR,131,13,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4819283,,
Copa del Rey,ES,Semi-Finals 2nd Leg,2026-03-04,Real Sociedad,Athletic Bilbao,1,0,1,0,,,False,1,0,False,1.0,1.0,True,César Soto Grado,Anoeta,38738.0,Pellegrino Matarazzo,Ernesto Valverde,4-2-3-1,4-2-3-1,4819284,CDR,681,621,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4819284,,
Copa del Rey,ES,Final,2026-04-18,Atlético de Madrid,Real Sociedad,2,2,2,2,3.0,4.0,False,5,6,False,1.0,1.0,True,Javier Alberola Rojas,La Cartuja,70000.0,Diego Simeone,Pellegrino Matarazzo,4-4-2,4-2-3-1,4842389,CDR,13,681,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4842389,,
Coppa Italia,IT,Qualifying Round,2025-08-09,Virtus Entella,Ternana Calcio,4,0,4,0,,,False,4,0,False,2.0,3.0,True,Alberto Poli,Enrico Sannazzari,1399.0,Andrea Chiappella,Fabio Liverani,3-5-2 flat,3-4-2-1,4630638,CIT,20519,1103,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4630638,,
Coppa Italia,IT,Qualifying Round,2025-08-10,Audace Cerignola,AS Avellino 1912,1,0,1,0,,,False,1,0,False,3.0,2.0,True,Gabriele Sacchi,Domenico Monterisi,2532.0,Vincenzo Maiuri,Raffaele Biancolino,3-5-2 flat,4-3-1-2,4630640,CIT,22249,2331,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4630640,,
Coppa Italia,IT,Qualifying Round,2025-08-10,Calcio Padova,LR Vicenza,0,2,0,2,,,False,0,2,False,2.0,3.0,True,Dario Madonia,Euganeo,6765.0,Matteo Andreoletti,Fabio Gallo,3-5-2 flat,3-5-2 flat,4630639,CIT,3037,2655,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4630639,,
Coppa Italia,IT,Qualifying Round,2025-08-10,Delfino Pescara 1936,Rimini FC,1,0,1,0,,,False,1,0,False,2.0,3.0,True,Lucio Felice Angelillo,Adriatico,4610.0,Vincenzo Vivarini,Filippo D'Alesio,3-4-2-1,3-5-2 flat,4630641,CIT,2921,4111,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4630641,,
Coppa Italia,IT,First Round,2025-08-15,FC Empoli,AC Reggiana 1919,1,1,1,1,3.0,0.0,False,4,1,False,2.0,2.0,True,Andrea Calzavara,Carlo Castellani,1894.0,Guido Pagliuca,Davide Dionigi,3-5-2 flat,3-4-2-1,4631307,CIT,749,5621,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631307,,
Coppa Italia,IT,First Round,2025-08-15,Genoa CFC,LR Vicenza,3,0,3,0,,,False,3,0,False,1.0,3.0,True,Maria Sole Ferrieri Caputi,Luigi Ferraris,23000.0,Patrick Vieira,Fabio Gallo,4-2-3-1,3-5-2 flat,4669572,CIT,252,2655,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4669572,,
Coppa Italia,IT,First Round,2025-08-15,US Lecce,SS Juve Stabia ,2,0,2,0,,,False,2,0,False,1.0,2.0,True,Giuseppe Mucera,Ettore Giardiniero,10667.0,Eusebio Di Francesco,Ignazio Abate,4-3-3 Attacking,3-4-2-1,4631309,CIT,1005,5587,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631309,,
Coppa Italia,IT,First Round,2025-08-15,US Sassuolo,US Catanzaro,1,0,1,0,,,False,1,0,False,1.0,2.0,True,Niccolò Turrini,Mapei Stadium - Città del Tricolore,1771.0,Fabio Grosso,Alberto Aquilani,4-3-3 Attacking,4-2-3-1,4631308,CIT,6574,4097,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631308,,
Coppa Italia,IT,First Round,2025-08-16,Cagliari Calcio,Virtus Entella,1,1,1,1,5.0,4.0,False,6,5,False,1.0,2.0,True,Mario Perri,Unipol Domus,15748.0,Fabio Pisacane,Andrea Chiappella,3-5-2 flat,3-5-2 flat,4669573,CIT,1390,20519,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4669573,,
Coppa Italia,IT,First Round,2025-08-16,Como 1907,FC Südtirol,3,1,3,1,,,False,3,1,False,1.0,2.0,True,Simone Galipò,Giuseppe Sinigaglia,9985.0,Cesc Fàbregas,Fabrizio Castori,4-2-3-1,3-5-2 flat,4631311,CIT,1047,4554,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631311,,
Coppa Italia,IT,First Round,2025-08-16,US Cremonese,Palermo FC,0,0,0,0,4.0,5.0,False,4,5,False,1.0,2.0,True,Andrea Zanotti,Giovanni Zini,5845.0,Davide Nicola,Filippo Inzaghi,3-5-2 flat,3-4-2-1,4631312,CIT,2239,458,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631312,,
