competizione,turno,data,squadra,club_id,nome_diretta,player_id,metodo,gruppo,numero,ruolo,id_diretta,game_id
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Segui P.,1394650,nome,Titolare,1.0,Portiere,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Gaya J.,893351,nome,Titolare,19.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Garcia M.,210144,nome,Titolare,4.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Buades M.,893322,nome,Titolare,5.0,Capitano,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Ramos Buades D.,210151,eliminazione,Titolare,3.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Ramon M.,1337142,nome,Titolare,16.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Baleani N.,210155,nome,Titolare,10.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Garcia P.,548615,nome,Titolare,21.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Ramis T.,1476159,nome,Titolare,18.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Ferrer M.,246919,nome,Titolare,9.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Horrach B.,707545,nome,Titolare,6.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Estrany J.,893306,nome,Panchina,8.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Galmes M.,1476162,nome,Panchina,13.0,Portiere,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Giaquinto A.,394767,nome,Panchina,14.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Jhardi L.,1476173,nome,Panchina,2.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Ojeda I.,1476161,nome,Panchina,22.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Oliver P.,710130,nome,Panchina,12.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Salazar Y.,1367746,nome,Panchina,15.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Sampedro I.,1476160,nome,Panchina,23.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Socias J.,1476168,nome,Panchina,11.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Tamarit L.,1317648,nome,Panchina,24.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Constancia,20963,Triay L.,710155,nome,Panchina,20.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Krapyvtsov V.,1169436,nome,Titolare,25.0,Portiere,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Rincon H.,834487,nome,Titolare,2.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Vitor Reis,1005575,nome,Titolare,12.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Salguero A.,1184096,nome,Titolare,31.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Ba P.,1337084,nome,Titolare,44.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Solis Romero J. E.,742521,eliminazione,Titolare,22.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Kourouma L.,974251,nome,Titolare,29.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Portu,99353,nome,Titolare,8.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Asprilla Y.,857818,nome,Titolare,10.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Stuani C.,59323,nome,Titolare,7.0,Capitano,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Ruiz A.,340376,nome,Titolare,9.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Arnau P.,1060647,nome,Panchina,27.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Gazzaniga P.,195488,nome,Panchina,13.0,Portiere,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Gil B.,537382,nome,Panchina,21.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Jordana G.,1319444,nome,Panchina,28.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Lemar T.,205562,nome,Panchina,11.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Martinez A.,826224,nome,Panchina,4.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Martin I.,341278,nome,Panchina,23.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Roca J.,895326,nome,Panchina,3.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Tsygankov V.,264372,nome,Panchina,15.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Girona,12321,Vanat V.,631821,nome,Panchina,19.0,,GllYRg6t,4743315.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Sanchez Vivas A.,,,Titolare,13.0,Portiere,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Prado M.,557144,nome,Titolare,5.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Carmona F.,537370,nome,Titolare,4.0,Capitano,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Perez A.,718025,nome,Titolare,14.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Sanz H.,715625,nome,Titolare,3.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Aranzabe A.,585854,nome,Titolare,11.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Ramos J.,522200,nome,Titolare,8.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Munoz D.,895242,nome,Titolare,16.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Camus M.,636119,nome,Titolare,10.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Bouzaig A.,458003,nome,Titolare,7.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Punzano I.,1158713,nome,Titolare,23.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Castillo N.,634459,nome,Panchina,6.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Coto E.,636303,nome,Panchina,2.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Dominguez I.,,,Panchina,27.0,Portiere,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Garcia D.,935088,nome,Panchina,19.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Guerrero A.,1256108,nome,Panchina,21.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Gueye L.,1434744,nome,Panchina,20.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Jelbat A.,1120211,nome,Panchina,12.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Ouhdadi O.,1019145,nome,Panchina,17.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Piera J.,1060657,nome,Panchina,15.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Ourense CF,55398,Vazquez K.,715819,nome,Panchina,9.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Moldovan H.,525438,nome,Titolare,1.0,Portiere,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Ahijado L.,349884,nome,Titolare,24.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Bailly E.,286384,nome,Titolare,2.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Calvo D.,326416,nome,Titolare,12.0,Capitano,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Alhassane R.,929899,nome,Titolare,3.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Hassan H.,620164,nome,Titolare,10.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Sibo K.,538006,nome,Titolare,6.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Reina A.,603696,nome,Titolare,5.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Brekalo J.,293169,nome,Titolare,18.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Ilic L.,429790,nome,Titolare,21.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Fores A.,709380,nome,Titolare,19.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Agudin P.,1081496,nome,Panchina,27.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Chaira I.,593412,nome,Panchina,7.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Colombatto S.,395122,nome,Panchina,11.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Costas D.,276111,nome,Panchina,4.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Dendoncker L.,168157,nome,Panchina,20.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Domingues B.,804708,nome,Panchina,17.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Escandell A.,284430,nome,Panchina,13.0,Portiere,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Lopez J.,568158,nome,Panchina,25.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Luengo O.,447823,nome,Panchina,15.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Menendez D.,1065837,nome,Panchina,32.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Oviedo,2497,Vinas F.,578419,nome,Panchina,9.0,,x2PrjRgM,4743264.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Farolo,1009924,nome,Titolare,13.0,Portiere,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Perez D.,987931,nome,Titolare,2.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Castano J.,1064664,nome,Titolare,4.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Manja F.,1277898,nome,Titolare,12.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Rodriguez A.,1009923,nome,Titolare,17.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Conejo A.,455178,nome,Titolare,14.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Hernandez M.,1009920,nome,Titolare,6.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Sanchez F.,722434,nome,Titolare,22.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Chatun,1181128,nome,Titolare,10.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Torres J.,710493,nome,Titolare,9.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Diez D.,1030373,nome,Titolare,19.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Chirola Romero N.,,,Panchina,16.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Emi,,,Panchina,24.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Escudero J.,1476190,nome,Panchina,18.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Esteban A.,1476191,nome,Panchina,23.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Herrador D.,664423,nome,Panchina,3.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Pesca J.,230219,nome,Panchina,5.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Popi,906658,nome,Panchina,11.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Sanabria Belloso J.,,,Panchina,15.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,San Nicolas A.,1476193,nome,Panchina,26.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Tejedor E.,897494,nome,Panchina,1.0,Portiere,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Atl. Tordesillas,41604,Velazquez M.,1476187,nome,Panchina,8.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Ruiz J.,408288,nome,Titolare,1.0,Portiere,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Martinez B.,638138,nome,Titolare,22.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,del Cerro S.,884158,nome,Titolare,28.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Martinez I.,1289126,nome,Titolare,36.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Bunuel A.,374081,nome,Titolare,15.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Exposito M.,711631,nome,Titolare,33.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Cantero M.,1114719,nome,Titolare,17.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Garcia F.,1171102,nome,Titolare,31.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Appin K.,342223,nome,Titolare,10.0,Capitano,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Gonzalez M.,255995,nome,Titolare,20.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Mollejo V.,505673,nome,Titolare,11.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Cantero A.,199325,nome,Panchina,13.0,Portiere,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Cordoba A.,350197,nome,Panchina,18.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Cordoba I.,251848,nome,Panchina,21.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Gonzalez Ballesteros D.,634267,eliminazione,Panchina,14.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Lecic L.,848657,nome,Panchina,38.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Lizancos A.,1137322,nome,Panchina,2.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Mejia M.,682588,nome,Panchina,7.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Miguel F.,347594,nome,Panchina,12.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Morante I.,548109,nome,Panchina,23.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Nino F.,627294,nome,Panchina,9.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,Burgos CF,1536,Ventosa E.,1074749,nome,Panchina,32.0,,zci96nv3,4743266.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Fernandez I.,1130771,nome,Titolare,13.0,Portiere,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Lecea S.,630988,nome,Titolare,5.0,Capitano,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Fernandez A.,1056963,nome,Titolare,4.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Zubiri I.,252227,nome,Titolare,18.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Hualde J.,449973,nome,Titolare,3.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Santafe D.,455337,nome,Titolare,16.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Aguinaga P.,722086,nome,Titolare,21.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Sanchez D.,696855,nome,Titolare,8.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Guerra J.,613078,nome,Titolare,14.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Olarra A.,1063585,nome,Titolare,22.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Traore M.,263862,nome,Titolare,9.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Celik A. L.,975662,eliminazione,Panchina,17.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Clavero S.,1449046,nome,Panchina,12.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Fernandez D.,717942,nome,Panchina,7.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Gil S.,255994,nome,Panchina,10.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Hernando I.,1341946,nome,Panchina,23.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Kandoussi B.,701052,nome,Panchina,11.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Khitthi,1423619,nome,Panchina,19.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Nunez D.,715646,nome,Panchina,6.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Reygadas M.,949510,nome,Panchina,15.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,Royo K.,197128,nome,Panchina,1.0,Portiere,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,SD Logrones,33303,San Martin D.,1420359,nome,Panchina,20.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Andreev P.,859218,nome,Titolare,13.0,Portiere,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Michelin C.,318520,nome,Titolare,17.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Manu,396161,nome,Titolare,4.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Castro J.,740253,nome,Titolare,5.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Calera S.,1106905,nome,Titolare,33.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Aldasoro A.,663258,nome,Titolare,8.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Sainz-Maza I.,522730,nome,Titolare,6.0,Capitano,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Cabanzon Y.,848514,nome,Titolare,7.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Martinez S.,1393961,nome,Titolare,36.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Camara S.,707568,nome,Titolare,20.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Villalibre A.,251897,nome,Titolare,12.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Arana J.,461631,nome,Panchina,9.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Arevalo J.,971663,nome,Panchina,29.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Chino,,,Panchina,44.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Ezkieta J.,379548,nome,Panchina,1.0,Portiere,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Garcia M.,889459,nome,Panchina,3.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Gonzalez F.,825199,nome,Panchina,16.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Gueye M.,933795,nome,Panchina,14.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Incera I.,,,Panchina,42.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Ramon P.,629511,nome,Panchina,21.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Sangalli M.,197131,nome,Panchina,15.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,Racing Santander,630,Vallecillo A.,1447654,nome,Panchina,45.0,,6g1h6wpK,4743270.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Ackermann F.,230203,nome,Titolare,1.0,Portiere,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Ruiz J.,142420,nome,Titolare,2.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Jaiteh O.,813005,nome,Titolare,6.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Ramirez Javi,290327,nome,Titolare,4.0,Capitano,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Sevila M.,1184099,nome,Titolare,23.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Bueno A.,1323090,nome,Titolare,17.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Bravo J.,475833,nome,Titolare,19.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Pontones J.,907814,nome,Titolare,18.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Urzelay U.,288384,nome,Titolare,8.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Alvarito,,,Titolare,7.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Aquino D.,59335,nome,Titolare,11.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Canto S.,1346046,nome,Panchina,31.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Farre N.,1476195,nome,Panchina,33.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Gonzalez N.,534455,nome,Panchina,10.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Hernandez P.,1006927,nome,Panchina,14.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Julito,631067,nome,Panchina,9.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Marin A.,891329,nome,Panchina,16.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Mizzian M.,617205,nome,Panchina,22.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Mustienes S.,,,Panchina,35.0,Portiere,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Roman F.,355396,nome,Panchina,5.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Soto A.,628465,nome,Panchina,20.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,UCAM Murcia,34148,Vila X.,1402379,nome,Panchina,32.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Gil D.,162027,nome,Titolare,1.0,Portiere,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Moreno J.,717957,nome,Titolare,2.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Fernandez P.,692208,nome,Titolare,27.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Recio I.,628461,nome,Titolare,6.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Pereira R.,1064413,nome,Titolare,33.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Gonzalez J.,845512,nome,Titolare,24.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Diakite M.,979235,nome,Titolare,5.0,,nRF8SuFs,4743298.0
Copa del Rey,1° turno,2025-10-28,Cadice,2687,Tabatadze I.,539965,nome,Titolare,12.0,,nRF8SuFs,4743298.0
