date,season,league,home_team,away_team,home_goals,away_goals,result,home_sot,away_sot,odds_home,odds_draw,odds_away,odds_over25,odds_under25,home_xg,away_xg,home_npxg,home_ppda,home_deep,away_npxg,away_ppda,away_deep,home_squad_value,away_squad_value,home_absent_count_est,home_absent_value_est,away_absent_count_est,away_absent_value_est,home_rest_days_full,away_rest_days_full,home_midweek_europe,away_midweek_europe,odds_home_open,odds_draw_open,odds_away_open,odds_over25_open,odds_under25_open
2017-08-27,1718,serie_a,Spal,Udinese,3,2,H,4,3,2.47,3.13,3.02,2.19,1.67,1.63964,1.11091,1.63964,12.65,6.0,0.34961,10.869565217391305,3.0,53300000.0,74200000.0,2.0,5800000.0,0.0,0.0,7.0,7.0,0,0,,,,,
2017-08-27,1718,serie_a,Torino,Sassuolo,3,0,H,5,2,1.74,3.75,4.74,1.72,2.12,1.24379,0.823815,1.24379,9.61111111111111,4.0,0.823815,8.210526315789474,3.0,129975000.0,113000000.0,2.0,6000000.0,1.0,1000000.0,7.0,7.0,0,0,,,,,
2017-09-09,1718,serie_a,Juventus,Chievo,3,0,H,4,2,1.18,6.85,17.84,1.62,2.28,1.25158,0.910665,1.25158,8.24,7.0,0.910665,12.607142857142858,6.0,496300000.0,,1.0,25000000.0,2.0,3750000.0,14.0,13.0,0,0,,,,,
2017-09-10,1718,serie_a,Atalanta,Sassuolo,2,1,H,3,3,1.58,3.97,5.99,1.8,2.01,0.614603,1.28796,0.614603,7.88,9.0,1.28796,6.033333333333333,9.0,105600000.0,113000000.0,0.0,0.0,1.0,1000000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Benevento,Torino,0,1,A,5,6,4.32,3.72,1.82,1.71,2.12,1.20053,0.999531,1.20053,11.92,4.0,0.999531,5.75,10.0,61300000.0,129975000.0,3.0,4825000.0,2.0,4300000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Bologna,Napoli,0,3,A,2,7,8.94,4.98,1.35,1.6,2.31,0.242533,1.64648,0.242533,24.473684210526315,1.0,1.64648,6.947368421052632,10.0,66150000.0,,3.0,4650000.0,0.0,0.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Cagliari,Crotone,1,0,H,4,2,1.68,3.74,5.25,1.86,1.94,1.22886,0.316314,1.22886,5.758620689655173,9.0,0.316314,10.178571428571429,3.0,56700000.0,33800000.0,1.0,3000000.0,4.0,3500000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Inter,Spal,2,0,H,7,1,1.24,6.18,12.1,1.48,2.61,2.08048,0.375089,1.31918,9.592592592592592,10.0,0.375089,27.25,4.0,253000000.0,53300000.0,2.0,35000000.0,4.0,8700000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Lazio,Milan,4,1,H,7,6,2.41,3.39,2.91,1.76,2.05,2.35955,1.20558,1.59825,16.0,10.0,1.20558,13.5,6.0,,272550000.0,2.0,35000000.0,2.0,10050000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Udinese,Genoa,1,0,H,5,2,2.38,3.2,3.15,2.08,1.74,1.48614,0.52818,1.48614,16.9,2.0,0.52818,8.0,6.0,74200000.0,91300000.0,1.0,3000000.0,2.0,4400000.0,14.0,14.0,0,0,,,,,
2017-09-10,1718,serie_a,Verona,Fiorentina,0,5,A,2,10,3.38,3.34,2.18,1.91,1.89,0.953786,2.89134,0.953786,17.428571428571427,5.0,2.13004,12.45,4.0,37725000.0,128075000.0,5.0,9500000.0,1.0,7000000.0,14.0,14.0,0,0,,,,,
2017-09-16,1718,serie_a,Crotone,Inter,0,2,A,4,3,9.66,5.15,1.33,1.64,2.23,1.01223,0.736631,1.01223,17.857142857142858,1.0,0.736631,7.466666666666667,7.0,33800000.0,253000000.0,1.0,800000.0,2.0,35000000.0,6.0,6.0,0,0,,,,,
2017-09-16,1718,serie_a,Fiorentina,Bologna,2,1,H,4,2,1.54,4.15,6.13,1.64,2.24,0.580446,0.305501,0.580446,5.390243902439025,3.0,0.305501,20.714285714285715,4.0,128075000.0,66150000.0,0.0,0.0,3.0,4650000.0,6.0,6.0,0,0,,,,,
2017-09-16,1718,serie_a,Roma,Verona,3,0,H,10,1,1.2,6.94,14.29,1.38,3.0,3.67224,0.197492,3.67224,11.473684210526317,15.0,0.197492,25.571428571428573,2.0,321000000.0,37725000.0,1.0,9000000.0,6.0,9900000.0,4.0,6.0,1,0,,,,,
2017-09-17,1718,serie_a,Chievo,Atalanta,1,1,D,4,6,2.9,3.19,2.52,2.16,1.68,1.23045,1.61081,1.23045,15.307692307692308,3.0,0.849513,8.0,10.0,,105600000.0,2.0,3750000.0,1.0,10000000.0,8.0,7.0,0,0,,,,,
2017-09-17,1718,serie_a,Genoa,Lazio,2,3,A,4,6,3.75,3.53,1.99,1.81,1.98,0.548626,3.11315,0.548626,11.517241379310343,3.0,3.11315,11.166666666666666,8.0,91300000.0,,3.0,4800000.0,3.0,44000000.0,7.0,7.0,0,0,,,,,
2017-09-17,1718,serie_a,Milan,Udinese,2,1,H,7,2,1.39,4.74,8.21,1.74,2.08,2.77644,0.221787,2.77644,10.125,11.0,0.221787,17.736842105263158,1.0,272550000.0,74200000.0,3.0,15550000.0,1.0,3000000.0,7.0,7.0,0,0,,,,,
2017-09-17,1718,serie_a,Napoli,Benevento,6,0,H,14,0,1.11,9.51,21.79,1.29,3.47,5.46073,0.211585,3.93814,7.903225806451613,13.0,0.211585,81.28571428571429,1.0,,61300000.0,0.0,0.0,5.0,8700000.0,4.0,7.0,1,0,,,,,
2017-09-17,1718,serie_a,Sassuolo,Juventus,1,3,A,4,6,7.39,4.24,1.47,1.88,1.91,1.87483,1.07552,1.87483,12.857142857142858,4.0,1.07552,9.45,6.0,113000000.0,496300000.0,1.0,1000000.0,2.0,43000000.0,7.0,5.0,0,0,,,,,
2017-09-17,1718,serie_a,Spal,Cagliari,0,2,A,3,3,2.38,3.31,3.02,1.95,1.85,0.551736,1.09462,0.551736,11.666666666666666,9.0,1.09462,9.416666666666666,7.0,53300000.0,56700000.0,4.0,8700000.0,2.0,5000000.0,7.0,7.0,0,0,,,,,
2017-09-17,1718,serie_a,Torino,Sampdoria,2,2,D,3,5,1.72,3.92,4.62,1.54,2.42,1.32766,0.910733,1.32766,14.61111111111111,8.0,0.910733,7.5,2.0,129975000.0,91050000.0,2.0,4300000.0,1.0,4000000.0,7.0,14.0,0,0,,,,,
2017-09-19,1718,serie_a,Bologna,Inter,1,1,D,3,3,5.7,4.04,1.59,1.74,2.08,0.890588,1.06724,0.890588,13.363636363636363,2.0,0.305937,10.454545454545457,5.0,66150000.0,253000000.0,3.0,4650000.0,2.0,35000000.0,3.0,3.0,0,0,,,,,
