season,team,date,competition,home_away,opponent
2021,Nimes,2021-02-10,Coupe de France,H,Nice
2021,Paris SG,2021-02-10,Coupe de France,A,Caen
2021,Strasbourg,2021-02-10,Coupe de France,H,Montpellier
2021,Toulouse,2021-02-10,Coupe de France,A,Bordeaux
2021,Angers,2021-02-11,Coupe de France,H,Rennes
2021,Rennes,2021-02-11,Coupe de France,A,Angers
2021,St Etienne,2021-02-11,Coupe de France,A,Sochaux
2021,Amiens,2021-02-13,Ligue 2,A,Grenoble Foot 38
2021,Auxerre,2021-02-13,Ligue 2,H,Guingamp
2021,Caen,2021-02-13,Ligue 2,H,Chamois Niortais
2021,Clermont,2021-02-13,Ligue 2,H,FC Chambly
2021,Guingamp,2021-02-13,Ligue 2,A,Auxerre
2021,Le Havre,2021-02-13,Ligue 2,A,LB Châteauroux
2021,Lens,2021-02-13,Ligue 1,A,Reims
2021,Lyon,2021-02-13,Ligue 1,H,Montpellier
2021,Montpellier,2021-02-13,Ligue 1,A,Lyon
2021,Nice,2021-02-13,Ligue 1,A,Paris SG
2021,Paris FC,2021-02-13,Ligue 2,A,Pau FC
2021,Paris SG,2021-02-13,Ligue 1,H,Nice
2021,Reims,2021-02-13,Ligue 1,H,Lens
2021,Troyes,2021-02-13,Ligue 2,H,Rodez AF
2021,Amiens,2021-02-14,Coupe de France,A,OS Aire-sur-la-Lys
2021,Angers,2021-02-14,Ligue 1,H,Nantes
2021,Bordeaux,2021-02-14,Ligue 1,H,Marseille
2021,Brest,2021-02-14,Ligue 1,A,Lille
2021,Dijon,2021-02-14,Ligue 1,H,Nimes
2021,Lille,2021-02-14,Ligue 1,H,Brest
2021,Lorient,2021-02-14,Ligue 1,A,Monaco
2021,Marseille,2021-02-14,Ligue 1,A,Bordeaux
2021,Metz,2021-02-14,Ligue 1,H,Strasbourg
2021,Monaco,2021-02-14,Ligue 1,H,Lorient
2021,Nantes,2021-02-14,Ligue 1,A,Angers
2021,Nimes,2021-02-14,Ligue 1,A,Dijon
2021,Rennes,2021-02-14,Ligue 1,H,St Etienne
2021,St Etienne,2021-02-14,Ligue 1,A,Rennes
2021,Strasbourg,2021-02-14,Ligue 1,A,Metz
2021,Ajaccio,2021-02-15,Ligue 2,A,Toulouse
2021,Toulouse,2021-02-15,Ligue 2,H,Ajaccio
2021,Paris SG,2021-02-16,Champions League,A,Barcelona
2021,Marseille,2021-02-17,Ligue 1,H,Nice
2021,Nice,2021-02-17,Ligue 1,A,Marseille
2021,Lille,2021-02-18,Europa League,H,AFC Ajax
2021,Brest,2021-02-19,Ligue 1,H,Lyon
2021,Lyon,2021-02-19,Ligue 1,A,Brest
2021,Ajaccio,2021-02-20,Ligue 2,H,Clermont
2021,Amiens,2021-02-20,Ligue 2,H,FC Sochaux
2021,Auxerre,2021-02-20,Ligue 2,A,FC Chambly
2021,Clermont,2021-02-20,Ligue 2,A,Ajaccio
2021,Le Havre,2021-02-20,Ligue 2,H,USL Dunkerque
2021,Marseille,2021-02-20,Ligue 1,A,Nantes
2021,Nantes,2021-02-20,Ligue 1,H,Marseille
2021,Paris FC,2021-02-20,Ligue 2,H,LB Châteauroux
2021,Reims,2021-02-20,Ligue 1,A,St Etienne
2021,St Etienne,2021-02-20,Ligue 1,H,Reims
2021,Toulouse,2021-02-20,Ligue 2,A,Rodez AF
2021,Troyes,2021-02-20,Ligue 2,A,Valenciennes FC
2021,Angers,2021-02-21,Ligue 1,A,Strasbourg
2021,Bordeaux,2021-02-21,Ligue 1,A,Nimes
2021,Dijon,2021-02-21,Ligue 1,A,Lens
2021,Lens,2021-02-21,Ligue 1,H,Dijon
2021,Lille,2021-02-21,Ligue 1,A,Lorient
2021,Lorient,2021-02-21,Ligue 1,H,Lille
2021,Metz,2021-02-21,Ligue 1,A,Nice
2021,Monaco,2021-02-21,Ligue 1,A,Paris SG
2021,Montpellier,2021-02-21,Ligue 1,H,Rennes
2021,Nice,2021-02-21,Ligue 1,H,Metz
2021,Nimes,2021-02-21,Ligue 1,H,Bordeaux
2021,Paris SG,2021-02-21,Ligue 1,H,Monaco
2021,Rennes,2021-02-21,Ligue 1,A,Montpellier
2021,Strasbourg,2021-02-21,Ligue 1,H,Angers
2021,Caen,2021-02-22,Ligue 2,A,Guingamp
2021,Guingamp,2021-02-22,Ligue 2,H,Caen
2021,Lorient,2021-02-24,Ligue 1,A,Nimes
2021,Nimes,2021-02-24,Ligue 1,H,Lorient
2021,Lille,2021-02-25,Europa League,A,AFC Ajax
2021,Nice,2021-02-26,Ligue 1,A,Rennes
2021,Rennes,2021-02-26,Ligue 1,H,Nice
2021,Ajaccio,2021-02-27,Ligue 2,A,Troyes
2021,Amiens,2021-02-27,Ligue 2,A,Toulouse
2021,Auxerre,2021-02-27,Ligue 2,H,Rodez AF
2021,Bordeaux,2021-02-27,Ligue 1,H,Metz
2021,Caen,2021-02-27,Ligue 2,H,Paris FC
2021,Clermont,2021-02-27,Ligue 2,H,Valenciennes FC
2021,Dijon,2021-02-27,Ligue 1,H,Paris SG
2021,Guingamp,2021-02-27,Ligue 2,A,FC Sochaux
2021,Le Havre,2021-02-27,Ligue 2,A,Pau FC
2021,Metz,2021-02-27,Ligue 1,A,Bordeaux
2021,Paris FC,2021-02-27,Ligue 2,A,Caen
2021,Paris SG,2021-02-27,Ligue 1,A,Dijon
2021,Toulouse,2021-02-27,Ligue 2,H,Amiens
2021,Troyes,2021-02-27,Ligue 2,H,Ajaccio
2021,Angers,2021-02-28,Ligue 1,H,Lens
2021,Brest,2021-02-28,Ligue 1,A,Monaco
2021,Lens,2021-02-28,Ligue 1,A,Angers
2021,Lille,2021-02-28,Ligue 1,H,Strasbourg
2021,Lorient,2021-02-28,Ligue 1,H,St Etienne
2021,Lyon,2021-02-28,Ligue 1,A,Marseille
2021,Marseille,2021-02-28,Ligue 1,H,Lyon
2021,Monaco,2021-02-28,Ligue 1,H,Brest
2021,Montpellier,2021-02-28,Ligue 1,A,Reims
2021,Nantes,2021-02-28,Ligue 1,A,Nimes
2021,Nimes,2021-02-28,Ligue 1,H,Nantes
2021,Reims,2021-02-28,Ligue 1,H,Montpellier
2021,St Etienne,2021-02-28,Ligue 1,A,Lorient
2021,Strasbourg,2021-02-28,Ligue 1,A,Lille
2021,Ajaccio,2021-03-02,Ligue 2,H,Rodez AF
2021,Amiens,2021-03-02,Ligue 2,H,Auxerre
2021,Auxerre,2021-03-02,Ligue 2,A,Amiens
2021,Caen,2021-03-02,Ligue 2,A,AS Nancy Lorraine
2021,Clermont,2021-03-02,Ligue 2,A,Guingamp
2021,Guingamp,2021-03-02,Ligue 2,H,Clermont
2021,Le Havre,2021-03-02,Ligue 2,H,Grenoble Foot 38
2021,Paris FC,2021-03-02,Ligue 2,H,USL Dunkerque
2021,Toulouse,2021-03-02,Ligue 2,A,Valenciennes FC
2021,Troyes,2021-03-02,Ligue 2,A,FC Chambly
2021,Angers,2021-03-03,Ligue 1,A,Metz
2021,Bordeaux,2021-03-03,Ligue 1,H,Paris SG
2021,Brest,2021-03-03,Ligue 1,H,Dijon
2021,Dijon,2021-03-03,Ligue 1,A,Brest
2021,Lens,2021-03-03,Ligue 1,A,St Etienne
2021,Lille,2021-03-03,Ligue 1,H,Marseille
2021,Lorient,2021-03-03,Ligue 1,A,Montpellier
2021,Lyon,2021-03-03,Ligue 1,H,Rennes
2021,Marseille,2021-03-03,Ligue 1,A,Lille
2021,Metz,2021-03-03,Ligue 1,H,Angers
2021,Monaco,2021-03-03,Ligue 1,A,Strasbourg
2021,Montpellier,2021-03-03,Ligue 1,H,Lorient
2021,Nantes,2021-03-03,Ligue 1,H,Reims
2021,Nice,2021-03-03,Ligue 1,H,Nimes
2021,Nimes,2021-03-03,Ligue 1,A,Nice
2021,Paris SG,2021-03-03,Ligue 1,A,Bordeaux
2021,Reims,2021-03-03,Ligue 1,A,Nantes
2021,Rennes,2021-03-03,Ligue 1,A,Lyon
2021,St Etienne,2021-03-03,Ligue 1,H,Lens
2021,Strasbourg,2021-03-03,Ligue 1,H,Monaco
2021,Toulouse,2021-03-05,Coupe de France,A,Aubagne FC
2021,Brest,2021-03-06,Coupe de France,H,Paris SG
2021,Lens,2021-03-06,Coupe de France,A,Red Star
2021,Lorient,2021-03-06,Coupe de France,A,Le Puy Foot 43 Auvergne
2021,Lyon,2021-03-06,Coupe de France,H,Sochaux
2021,Metz,2021-03-06,Coupe de France,A,Valenciennes
2021,Montpellier,2021-03-06,Coupe de France,A,Olympique Alès
2021,Paris SG,2021-03-06,Coupe de France,A,Brest
2021,Angers,2021-03-07,Coupe de France,H,Club Franciscain
2021,Lille,2021-03-07,Coupe de France,A,Gazélec Ajaccio
2021,Marseille,2021-03-07,Coupe de France,A,Canet Roussillon FC
2021,Monaco,2021-03-08,Coupe de France,A,Nice
2021,Nice,2021-03-08,Coupe de France,H,Monaco
2021,Marseille,2021-03-10,Ligue 1,H,Rennes
2021,Paris SG,2021-03-10,Champions League,H,Barcelona
2021,Rennes,2021-03-10,Ligue 1,A,Marseille
2021,Lyon,2021-03-12,Ligue 1,A,Reims
2021,Reims,2021-03-12,Ligue 1,H,Lyon
2021,Ajaccio,2021-03-13,Ligue 2,H,Guingamp
2021,Angers,2021-03-13,Ligue 1,H,St Etienne
2021,Auxerre,2021-03-13,Ligue 2,H,Paris FC
2021,Brest,2021-03-13,Ligue 1,A,Marseille
2021,Guingamp,2021-03-13,Ligue 2,A,Ajaccio
2021,Marseille,2021-03-13,Ligue 1,H,Brest
2021,Paris FC,2021-03-13,Ligue 2,A,Auxerre
2021,St Etienne,2021-03-13,Ligue 1,A,Angers
2021,Toulouse,2021-03-13,Ligue 2,H,FC Chambly
2021,Troyes,2021-03-13,Ligue 2,H,AS Nancy Lorraine
2021,Bordeaux,2021-03-14,Ligue 1,A,Dijon
2021,Dijon,2021-03-14,Ligue 1,H,Bordeaux
2021,Lens,2021-03-14,Ligue 1,H,Metz
2021,Lille,2021-03-14,Ligue 1,A,Monaco
2021,Lorient,2021-03-14,Ligue 1,H,Nice
2021,Metz,2021-03-14,Ligue 1,A,Lens
2021,Monaco,2021-03-14,Ligue 1,H,Lille
2021,Montpellier,2021-03-14,Ligue 1,A,Nimes
2021,Nantes,2021-03-14,Ligue 1,A,Paris SG
2021,Nice,2021-03-14,Ligue 1,A,Lorient
2021,Nimes,2021-03-14,Ligue 1,H,Montpellier
2021,Paris SG,2021-03-14,Ligue 1,H,Nantes
2021,Rennes,2021-03-14,Ligue 1,H,Strasbourg
2021,Strasbourg,2021-03-14,Ligue 1,A,Rennes
2021,Caen,2021-03-15,Ligue 2,H,Le Havre
2021,Le Havre,2021-03-15,Ligue 2,A,Caen
2021,Lille,2021-03-17,Coupe de France,A,Paris SG
2021,Paris SG,2021-03-17,Coupe de France,H,Lille
2021,Ajaccio,2021-03-19,Ligue 2,A,FC Chambly
2021,Monaco,2021-03-19,Ligue 1,A,St Etienne
2021,St Etienne,2021-03-19,Ligue 1,H,Monaco
2021,Amiens,2021-03-20,Ligue 2,H,Troyes
2021,Auxerre,2021-03-20,Ligue 2,A,Valenciennes FC
2021,Caen,2021-03-20,Ligue 2,A,LB Châteauroux
2021,Clermont,2021-03-20,Ligue 2,A,AS Nancy Lorraine
2021,Guingamp,2021-03-20,Ligue 2,H,Rodez AF
2021,Le Havre,2021-03-20,Ligue 2,H,FC Sochaux
2021,Marseille,2021-03-20,Ligue 1,A,Nice
2021,Metz,2021-03-20,Ligue 1,H,Rennes
2021,Nice,2021-03-20,Ligue 1,H,Marseille
2021,Paris FC,2021-03-20,Ligue 2,H,Grenoble Foot 38
2021,Rennes,2021-03-20,Ligue 1,A,Metz
2021,Toulouse,2021-03-20,Ligue 2,A,Chamois Niortais
2021,Troyes,2021-03-20,Ligue 2,A,Amiens
2021,Angers,2021-03-21,Ligue 1,A,Brest
2021,Bordeaux,2021-03-21,Ligue 1,A,Montpellier
2021,Brest,2021-03-21,Ligue 1,H,Angers
2021,Dijon,2021-03-21,Ligue 1,H,Reims
2021,Lens,2021-03-21,Ligue 1,A,Strasbourg
2021,Lille,2021-03-21,Ligue 1,H,Nimes
2021,Lorient,2021-03-21,Ligue 1,A,Nantes
2021,Lyon,2021-03-21,Ligue 1,H,Paris SG
2021,Montpellier,2021-03-21,Ligue 1,H,Bordeaux
2021,Nantes,2021-03-21,Ligue 1,H,Lorient
2021,Nimes,2021-03-21,Ligue 1,A,Lille
2021,Paris SG,2021-03-21,Ligue 1,A,Lyon
2021,Reims,2021-03-21,Ligue 1,A,Dijon
2021,Strasbourg,2021-03-21,Ligue 1,H,Lens
2021,Ajaccio,2021-04-03,Ligue 2,H,Valenciennes FC
2021,Caen,2021-04-03,Ligue 2,H,Pau FC
2021,Clermont,2021-04-03,Ligue 2,H,Chamois Niortais
2021,Guingamp,2021-04-03,Ligue 2,A,Troyes
2021,Lens,2021-04-03,Ligue 1,H,Lyon
2021,Lille,2021-04-03,Ligue 1,A,Paris SG
2021,Lyon,2021-04-03,Ligue 1,A,Lens
2021,Metz,2021-04-03,Ligue 1,A,Monaco
2021,Monaco,2021-04-03,Ligue 1,H,Metz
2021,Paris FC,2021-04-03,Ligue 2,A,FC Sochaux
2021,Paris SG,2021-04-03,Ligue 1,H,Lille
2021,Toulouse,2021-04-03,Ligue 2,H,AS Nancy Lorraine
2021,Troyes,2021-04-03,Ligue 2,H,Guingamp
2021,Angers,2021-04-04,Ligue 1,H,Montpellier
2021,Bordeaux,2021-04-04,Ligue 1,H,Strasbourg
2021,Brest,2021-04-04,Ligue 1,A,Lorient
2021,Dijon,2021-04-04,Ligue 1,A,Marseille
2021,Lorient,2021-04-04,Ligue 1,H,Brest
2021,Marseille,2021-04-04,Ligue 1,H,Dijon
2021,Montpellier,2021-04-04,Ligue 1,A,Angers
2021,Nantes,2021-04-04,Ligue 1,H,Nice
2021,Nice,2021-04-04,Ligue 1,A,Nantes
2021,Nimes,2021-04-04,Ligue 1,H,St Etienne
2021,Reims,2021-04-04,Ligue 1,H,Rennes
2021,Rennes,2021-04-04,Ligue 1,A,Reims
2021,St Etienne,2021-04-04,Ligue 1,A,Nimes
2021,Strasbourg,2021-04-04,Ligue 1,A,Bordeaux
2021,Auxerre,2021-04-05,Ligue 2,H,Le Havre
2021,Le Havre,2021-04-05,Ligue 2,A,Auxerre
2021,Metz,2021-04-06,Coupe de France,A,Monaco
2021,Monaco,2021-04-06,Coupe de France,H,Metz
2021,Angers,2021-04-07,Coupe de France,A,CS Sedan Ardennes
2021,Montpellier,2021-04-07,Coupe de France,A,Voltigeurs de Châteaubriant
2021,Paris SG,2021-04-07,Champions League,A,Bayern Munich
2021,Toulouse,2021-04-07,Coupe de France,A,Olympique Saumur FC
2021,Lyon,2021-04-08,Coupe de France,A,Red Star
2021,Lille,2021-04-09,Ligue 1,A,Metz
2021,Metz,2021-04-09,Ligue 1,H,Lille
2021,Ajaccio,2021-04-10,Ligue 2,A,Le Havre
2021,Auxerre,2021-04-10,Ligue 2,A,Chamois Niortais
2021,Caen,2021-04-10,Ligue 2,A,Grenoble Foot 38
2021,Clermont,2021-04-10,Ligue 2,A,Pau FC
2021,Le Havre,2021-04-10,Ligue 2,H,Ajaccio
2021,Marseille,2021-04-10,Ligue 1,A,Montpellier
2021,Montpellier,2021-04-10,Ligue 1,H,Marseille
2021,Paris FC,2021-04-10,Ligue 2,H,Troyes
2021,Paris SG,2021-04-10,Ligue 1,A,Strasbourg
2021,Strasbourg,2021-04-10,Ligue 1,H,Paris SG
2021,Troyes,2021-04-10,Ligue 2,A,Paris FC
2021,Amiens,2021-04-11,Ligue 2,H,Rodez AF
2021,Angers,2021-04-11,Ligue 1,A,Lyon
2021,Bordeaux,2021-04-11,Ligue 1,A,St Etienne
2021,Brest,2021-04-11,Ligue 1,H,Nimes
2021,Dijon,2021-04-11,Ligue 1,A,Monaco
2021,Lens,2021-04-11,Ligue 1,H,Lorient
2021,Lorient,2021-04-11,Ligue 1,A,Lens
2021,Lyon,2021-04-11,Ligue 1,H,Angers
2021,Monaco,2021-04-11,Ligue 1,H,Dijon
2021,Nantes,2021-04-11,Ligue 1,A,Rennes
2021,Nice,2021-04-11,Ligue 1,H,Reims
2021,Nimes,2021-04-11,Ligue 1,A,Brest
2021,Reims,2021-04-11,Ligue 1,A,Nice
2021,Rennes,2021-04-11,Ligue 1,H,Nantes
2021,St Etienne,2021-04-11,Ligue 1,H,Bordeaux
2021,Guingamp,2021-04-12,Ligue 2,H,Toulouse
2021,Toulouse,2021-04-12,Ligue 2,A,Guingamp
2021,Paris SG,2021-04-13,Champions League,H,Bayern Munich
2021,Amiens,2021-04-14,Ligue 2,A,Clermont
2021,Clermont,2021-04-14,Ligue 2,H,Amiens
2021,Lille,2021-04-16,Ligue 1,H,Montpellier
2021,Montpellier,2021-04-16,Ligue 1,A,Lille
2021,Ajaccio,2021-04-17,Ligue 2,H,Chamois Niortais
2021,Amiens,2021-04-17,Ligue 2,A,FC Chambly
2021,Angers,2021-04-17,Ligue 1,H,Rennes
2021,Auxerre,2021-04-17,Ligue 2,H,AS Nancy Lorraine
2021,Caen,2021-04-17,Ligue 2,A,Troyes
2021,Clermont,2021-04-17,Ligue 2,H,Le Havre
2021,Guingamp,2021-04-17,Ligue 2,A,Valenciennes FC
2021,Le Havre,2021-04-17,Ligue 2,A,Clermont
2021,Lorient,2021-04-17,Ligue 1,A,Marseille
2021,Marseille,2021-04-17,Ligue 1,H,Lorient
2021,Paris FC,2021-04-17,Ligue 2,A,Rodez AF
2021,Rennes,2021-04-17,Ligue 1,A,Angers
2021,Toulouse,2021-04-17,Ligue 2,H,LB Châteauroux
2021,Troyes,2021-04-17,Ligue 2,H,Caen
2021,Bordeaux,2021-04-18,Ligue 1,H,Monaco
2021,Brest,2021-04-18,Ligue 1,H,Lens
2021,Dijon,2021-04-18,Ligue 1,H,Nice
2021,Lens,2021-04-18,Ligue 1,A,Brest
2021,Lyon,2021-04-18,Ligue 1,A,Nantes
2021,Metz,2021-04-18,Ligue 1,A,Reims
2021,Monaco,2021-04-18,Ligue 1,A,Bordeaux
2021,Nantes,2021-04-18,Ligue 1,H,Lyon
2021,Nice,2021-04-18,Ligue 1,A,Dijon
2021,Nimes,2021-04-18,Ligue 1,H,Strasbourg
2021,Paris SG,2021-04-18,Ligue 1,H,St Etienne
2021,Reims,2021-04-18,Ligue 1,H,Metz
2021,St Etienne,2021-04-18,Ligue 1,A,Paris SG
2021,Strasbourg,2021-04-18,Ligue 1,A,Nimes
2021,Ajaccio,2021-04-20,Ligue 2,A,AS Nancy Lorraine
2021,Amiens,2021-04-20,Ligue 2,H,Valenciennes FC
2021,Auxerre,2021-04-20,Ligue 2,A,Pau FC
2021,Caen,2021-04-20,Ligue 2,H,USL Dunkerque
2021,Clermont,2021-04-20,Ligue 2,A,Paris FC
2021,Guingamp,2021-04-20,Ligue 2,H,FC Chambly
2021,Montpellier,2021-04-20,Coupe de France,A,Canet Roussillon FC
2021,Paris FC,2021-04-20,Ligue 2,H,Clermont
2021,Toulouse,2021-04-20,Coupe de France,A,GFA Rumilly-Vallières
2021,Troyes,2021-04-20,Ligue 2,A,Chamois Niortais
2021,Angers,2021-04-21,Coupe de France,A,Paris SG
2021,Lyon,2021-04-21,Coupe de France,H,Monaco
2021,Monaco,2021-04-21,Coupe de France,A,Lyon
2021,Paris SG,2021-04-21,Coupe de France,H,Angers
2021,Marseille,2021-04-23,Ligue 1,A,Reims
2021,Reims,2021-04-23,Ligue 1,H,Marseille
2021,Ajaccio,2021-04-24,Ligue 2,H,Amiens
2021,Amiens,2021-04-24,Ligue 2,A,Ajaccio
2021,Auxerre,2021-04-24,Ligue 2,H,USL Dunkerque
2021,Brest,2021-04-24,Ligue 1,A,St Etienne
2021,Caen,2021-04-24,Ligue 2,A,FC Sochaux
2021,Guingamp,2021-04-24,Ligue 2,H,Paris FC
2021,Le Havre,2021-04-24,Ligue 2,A,Rodez AF
2021,Metz,2021-04-24,Ligue 1,H,Paris SG
2021,Paris FC,2021-04-24,Ligue 2,A,Guingamp
2021,Paris SG,2021-04-24,Ligue 1,A,Metz
2021,St Etienne,2021-04-24,Ligue 1,H,Brest
2021,Troyes,2021-04-24,Ligue 2,H,Grenoble Foot 38
2021,Angers,2021-04-25,Ligue 1,H,Monaco
2021,Bordeaux,2021-04-25,Ligue 1,A,Lorient
2021,Dijon,2021-04-25,Ligue 1,A,Rennes
2021,Lens,2021-04-25,Ligue 1,H,Nimes
2021,Lille,2021-04-25,Ligue 1,A,Lyon
2021,Lorient,2021-04-25,Ligue 1,H,Bordeaux
2021,Lyon,2021-04-25,Ligue 1,H,Lille
2021,Monaco,2021-04-25,Ligue 1,A,Angers
2021,Montpellier,2021-04-25,Ligue 1,A,Nice
2021,Nantes,2021-04-25,Ligue 1,A,Strasbourg
2021,Nice,2021-04-25,Ligue 1,H,Montpellier
2021,Nimes,2021-04-25,Ligue 1,A,Lens
2021,Rennes,2021-04-25,Ligue 1,H,Dijon
2021,Strasbourg,2021-04-25,Ligue 1,H,Nantes
2021,Clermont,2021-04-26,Ligue 2,H,LB Châteauroux
2021,Amiens,2021-04-28,Ligue 2,A,USL Dunkerque
2021,Paris SG,2021-04-28,Champions League,H,Man City
2021,Marseille,2021-04-30,Ligue 1,H,Strasbourg
2021,Strasbourg,2021-04-30,Ligue 1,A,Marseille
2021,Ajaccio,2021-05-01,Ligue 2,A,Pau FC
2021,Amiens,2021-05-01,Ligue 2,H,Guingamp
2021,Auxerre,2021-05-01,Ligue 2,A,Caen
2021,Caen,2021-05-01,Ligue 2,H,Auxerre
2021,Guingamp,2021-05-01,Ligue 2,A,Amiens
2021,Le Havre,2021-05-01,Ligue 2,H,FC Chambly
2021,Lens,2021-05-01,Ligue 1,A,Paris SG
2021,Lille,2021-05-01,Ligue 1,H,Nice
2021,Nice,2021-05-01,Ligue 1,A,Lille
2021,Paris FC,2021-05-01,Ligue 2,H,Toulouse
2021,Paris SG,2021-05-01,Ligue 1,H,Lens
2021,Toulouse,2021-05-01,Ligue 2,A,Paris FC
2021,Troyes,2021-05-01,Ligue 2,A,LB Châteauroux
2021,Angers,2021-05-02,Ligue 1,A,Lorient
2021,Bordeaux,2021-05-02,Ligue 1,H,Rennes
2021,Brest,2021-05-02,Ligue 1,H,Nantes
2021,Dijon,2021-05-02,Ligue 1,H,Metz
2021,Lorient,2021-05-02,Ligue 1,H,Angers
2021,Lyon,2021-05-02,Ligue 1,A,Monaco
2021,Metz,2021-05-02,Ligue 1,A,Dijon
2021,Monaco,2021-05-02,Ligue 1,H,Lyon
2021,Montpellier,2021-05-02,Ligue 1,H,St Etienne
2021,Nantes,2021-05-02,Ligue 1,A,Brest
2021,Nimes,2021-05-02,Ligue 1,H,Reims
2021,Reims,2021-05-02,Ligue 1,A,Nimes
2021,Rennes,2021-05-02,Ligue 1,A,Bordeaux
2021,St Etienne,2021-05-02,Ligue 1,A,Montpellier
2021,Clermont,2021-05-03,Ligue 2,A,Grenoble Foot 38
2021,Le Havre,2021-05-04,Ligue 2,H,Toulouse
2021,Paris SG,2021-05-04,Champions League,A,Man City
2021,Toulouse,2021-05-04,Ligue 2,A,Le Havre
2021,Lens,2021-05-07,Ligue 1,H,Lille
2021,Lille,2021-05-07,Ligue 1,A,Lens
2021,Ajaccio,2021-05-08,Ligue 2,H,Paris FC
2021,Amiens,2021-05-08,Ligue 2,H,Chamois Niortais
2021,Auxerre,2021-05-08,Ligue 2,H,Grenoble Foot 38
2021,Bordeaux,2021-05-08,Ligue 1,A,Nantes
2021,Caen,2021-05-08,Ligue 2,A,Toulouse
2021,Clermont,2021-05-08,Ligue 2,H,FC Sochaux
2021,Guingamp,2021-05-08,Ligue 2,H,LB Châteauroux
2021,Le Havre,2021-05-08,Ligue 2,A,Valenciennes FC
2021,Lorient,2021-05-08,Ligue 1,A,Lyon
2021,Lyon,2021-05-08,Ligue 1,H,Lorient
2021,Nantes,2021-05-08,Ligue 1,H,Bordeaux
2021,Paris FC,2021-05-08,Ligue 2,A,Ajaccio
2021,Toulouse,2021-05-08,Ligue 2,H,Caen
2021,Troyes,2021-05-08,Ligue 2,H,USL Dunkerque
2021,Angers,2021-05-09,Ligue 1,H,Dijon
2021,Brest,2021-05-09,Ligue 1,A,Nice
2021,Dijon,2021-05-09,Ligue 1,A,Angers
2021,Marseille,2021-05-09,Ligue 1,A,St Etienne
2021,Metz,2021-05-09,Ligue 1,H,Nimes
2021,Monaco,2021-05-09,Ligue 1,A,Reims
2021,Montpellier,2021-05-09,Ligue 1,A,Strasbourg
2021,Nice,2021-05-09,Ligue 1,H,Brest
2021,Nimes,2021-05-09,Ligue 1,A,Metz
2021,Paris SG,2021-05-09,Ligue 1,A,Rennes
2021,Reims,2021-05-09,Ligue 1,H,Monaco
2021,Rennes,2021-05-09,Ligue 1,H,Paris SG
2021,St Etienne,2021-05-09,Ligue 1,H,Marseille
2021,Strasbourg,2021-05-09,Ligue 1,H,Montpellier
2021,Montpellier,2021-05-12,Coupe de France,H,Paris SG
2021,Paris SG,2021-05-12,Coupe de France,A,Montpellier
2021,Toulouse,2021-05-12,Ligue 2,H,Pau FC
2021,Monaco,2021-05-13,Coupe de France,A,GFA Rumilly-Vallières
2021,Ajaccio,2021-05-15,Ligue 2,A,LB Châteauroux
2021,Amiens,2021-05-15,Ligue 2,A,AS Nancy Lorraine
2021,Auxerre,2021-05-15,Ligue 2,A,FC Sochaux
2021,Caen,2021-05-15,Ligue 2,H,Clermont
2021,Clermont,2021-05-15,Ligue 2,A,Caen
2021,Guingamp,2021-05-15,Ligue 2,A,Chamois Niortais
2021,Le Havre,2021-05-15,Ligue 2,H,Troyes
2021,Paris FC,2021-05-15,Ligue 2,H,FC Chambly
2021,Toulouse,2021-05-15,Ligue 2,A,USL Dunkerque
2021,Troyes,2021-05-15,Ligue 2,A,Le Havre
2021,Angers,2021-05-16,Ligue 1,A,Marseille
2021,Bordeaux,2021-05-16,Ligue 1,H,Lens
2021,Brest,2021-05-16,Ligue 1,A,Montpellier
2021,Dijon,2021-05-16,Ligue 1,H,Nantes
2021,Lens,2021-05-16,Ligue 1,A,Bordeaux
2021,Lille,2021-05-16,Ligue 1,H,St Etienne
2021,Lorient,2021-05-16,Ligue 1,H,Metz
2021,Lyon,2021-05-16,Ligue 1,A,Nimes
2021,Marseille,2021-05-16,Ligue 1,H,Angers
2021,Metz,2021-05-16,Ligue 1,A,Lorient
2021,Monaco,2021-05-16,Ligue 1,H,Rennes
2021,Montpellier,2021-05-16,Ligue 1,H,Brest
2021,Nantes,2021-05-16,Ligue 1,A,Dijon
2021,Nice,2021-05-16,Ligue 1,H,Strasbourg
2021,Nimes,2021-05-16,Ligue 1,H,Lyon
2021,Paris SG,2021-05-16,Ligue 1,H,Reims
2021,Reims,2021-05-16,Ligue 1,A,Paris SG
2021,Rennes,2021-05-16,Ligue 1,A,Monaco
2021,St Etienne,2021-05-16,Ligue 1,A,Lille
2021,Strasbourg,2021-05-16,Ligue 1,A,Nice
2021,Monaco,2021-05-19,Coupe de France,H,Paris SG
2021,Paris SG,2021-05-19,Coupe de France,A,Monaco
2021,Angers,2021-05-23,Ligue 1,H,Lille
2021,Bordeaux,2021-05-23,Ligue 1,A,Reims
2021,Brest,2021-05-23,Ligue 1,H,Paris SG
2021,Dijon,2021-05-23,Ligue 1,A,St Etienne
2021,Lens,2021-05-23,Ligue 1,H,Monaco
2021,Lille,2021-05-23,Ligue 1,A,Angers
2021,Lorient,2021-05-23,Ligue 1,A,Strasbourg
2021,Lyon,2021-05-23,Ligue 1,H,Nice
2021,Marseille,2021-05-23,Ligue 1,A,Metz
2021,Metz,2021-05-23,Ligue 1,H,Marseille
2021,Monaco,2021-05-23,Ligue 1,A,Lens
