season,team,date,competition,home_away,opponent
1617,Ajaccio,2016-07-29,Ligue 2,A,Tours FC
1617,Brest,2016-07-29,Ligue 2,A,Gazélec FC Ajaccio
1617,Clermont,2016-07-29,Ligue 2,A,Valenciennes FC
1617,Le Havre,2016-07-29,Ligue 2,A,US Orléans
1617,Lens,2016-07-29,Ligue 2,A,Chamois Niortais
1617,Nimes,2016-07-29,Ligue 2,H,Stade Lavallois
1617,Strasbourg,2016-07-29,Ligue 2,A,FC Bourg-Péronnas
1617,Troyes,2016-07-29,Ligue 2,H,FC Sochaux
1617,Auxerre,2016-07-30,Ligue 2,A,Red Star FC
1617,Amiens,2016-08-01,Ligue 2,H,Reims
1617,Reims,2016-08-01,Ligue 2,A,Amiens
1617,Ajaccio,2016-08-05,Ligue 2,H,Troyes
1617,Auxerre,2016-08-05,Ligue 2,H,Gazélec FC Ajaccio
1617,Brest,2016-08-05,Ligue 2,H,US Orléans
1617,Clermont,2016-08-05,Ligue 2,H,Red Star FC
1617,Le Havre,2016-08-05,Ligue 2,H,Nimes
1617,Lens,2016-08-05,Ligue 2,H,Tours FC
1617,Nimes,2016-08-05,Ligue 2,A,Le Havre
1617,Reims,2016-08-05,Ligue 2,H,FC Bourg-Péronnas
1617,Troyes,2016-08-05,Ligue 2,A,Ajaccio
1617,Amiens,2016-08-06,Ligue 2,A,Strasbourg
1617,Strasbourg,2016-08-06,Ligue 2,H,Amiens
1617,Ajaccio,2016-08-12,Ligue 2,A,US Orléans
1617,Amiens,2016-08-12,Ligue 2,H,Chamois Niortais
1617,Auxerre,2016-08-12,Ligue 2,A,FC Bourg-Péronnas
1617,Brest,2016-08-12,Ligue 2,A,Red Star FC
1617,Clermont,2016-08-12,Ligue 2,H,FC Sochaux
1617,Guingamp,2016-08-12,Ligue 1 2016-17,A,Monaco
1617,Le Havre,2016-08-12,Ligue 2,A,Gazélec FC Ajaccio
1617,Monaco,2016-08-12,Ligue 1 2016-17,H,Guingamp
1617,Paris SG,2016-08-12,Ligue 1 2016-17,A,SC Bastia
1617,Strasbourg,2016-08-12,Ligue 2,A,Tours FC
1617,Troyes,2016-08-12,Ligue 2,H,Stade Lavallois
1617,Angers,2016-08-13,Ligue 1 2016-17,A,Montpellier
1617,Bordeaux,2016-08-13,Ligue 1 2016-17,H,St Etienne
1617,Caen,2016-08-13,Ligue 1 2016-17,H,Lorient
1617,Dijon,2016-08-13,Ligue 1 2016-17,H,Nantes
1617,Lille,2016-08-13,Ligue 1 2016-17,A,Metz
1617,Lorient,2016-08-13,Ligue 1 2016-17,A,Caen
1617,Metz,2016-08-13,Ligue 1 2016-17,H,Lille
1617,Montpellier,2016-08-13,Ligue 1 2016-17,H,Angers
1617,Nantes,2016-08-13,Ligue 1 2016-17,A,Dijon
1617,Reims,2016-08-13,Ligue 2,A,Valenciennes FC
1617,St Etienne,2016-08-13,Ligue 1 2016-17,A,Bordeaux
1617,Lyon,2016-08-14,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Marseille,2016-08-14,Ligue 1 2016-17,H,Toulouse
1617,Nice,2016-08-14,Ligue 1 2016-17,H,Rennes
1617,Rennes,2016-08-14,Ligue 1 2016-17,A,Nice
1617,Toulouse,2016-08-14,Ligue 1 2016-17,A,Marseille
1617,Lens,2016-08-15,Ligue 2,A,Nimes
1617,Nimes,2016-08-15,Ligue 2,H,Lens
1617,Ajaccio,2016-08-19,Ligue 2,H,FC Bourg-Péronnas
1617,Auxerre,2016-08-19,Ligue 2,H,Clermont
1617,Brest,2016-08-19,Ligue 2,H,Valenciennes FC
1617,Caen,2016-08-19,Ligue 1 2016-17,A,Lyon
1617,Clermont,2016-08-19,Ligue 2,A,Auxerre
1617,Le Havre,2016-08-19,Ligue 2,H,Troyes
1617,Lyon,2016-08-19,Ligue 1 2016-17,H,Caen
1617,Nimes,2016-08-19,Ligue 2,A,Strasbourg
1617,Strasbourg,2016-08-19,Ligue 2,H,Nimes
1617,Troyes,2016-08-19,Ligue 2,A,Le Havre
1617,Amiens,2016-08-20,Ligue 2,A,Lens
1617,Angers,2016-08-20,Ligue 1 2016-17,H,Nice
1617,Bordeaux,2016-08-20,Ligue 1 2016-17,A,Toulouse
1617,Dijon,2016-08-20,Ligue 1 2016-17,A,Lille
1617,Lens,2016-08-20,Ligue 2,H,Amiens
1617,Lille,2016-08-20,Ligue 1 2016-17,H,Dijon
1617,Lorient,2016-08-20,Ligue 1 2016-17,H,SC Bastia
1617,Monaco,2016-08-20,Ligue 1 2016-17,A,Nantes
1617,Nantes,2016-08-20,Ligue 1 2016-17,H,Monaco
1617,Nice,2016-08-20,Ligue 1 2016-17,A,Angers
1617,Rennes,2016-08-20,Ligue 1 2016-17,H,AS Nancy Lorraine
1617,Toulouse,2016-08-20,Ligue 1 2016-17,H,Bordeaux
1617,Guingamp,2016-08-21,Ligue 1 2016-17,H,Marseille
1617,Marseille,2016-08-21,Ligue 1 2016-17,A,Guingamp
1617,Metz,2016-08-21,Ligue 1 2016-17,A,Paris SG
1617,Montpellier,2016-08-21,Ligue 1 2016-17,A,St Etienne
1617,Paris SG,2016-08-21,Ligue 1 2016-17,H,Metz
1617,St Etienne,2016-08-21,Ligue 1 2016-17,H,Montpellier
1617,Reims,2016-08-22,Ligue 2,H,Red Star FC
1617,Ajaccio,2016-08-26,Ligue 2,A,Clermont
1617,Amiens,2016-08-26,Ligue 2,A,Nimes
1617,Auxerre,2016-08-26,Ligue 2,A,US Orléans
1617,Clermont,2016-08-26,Ligue 2,H,Ajaccio
1617,Lens,2016-08-26,Ligue 2,A,Troyes
1617,Lorient,2016-08-26,Ligue 1 2016-17,A,Marseille
1617,Marseille,2016-08-26,Ligue 1 2016-17,H,Lorient
1617,Nimes,2016-08-26,Ligue 2,H,Amiens
1617,Reims,2016-08-26,Ligue 2,A,Tours FC
1617,Strasbourg,2016-08-26,Ligue 2,A,Gazélec FC Ajaccio
1617,Troyes,2016-08-26,Ligue 2,H,Lens
1617,Angers,2016-08-27,Ligue 1 2016-17,A,Metz
1617,Caen,2016-08-27,Ligue 1 2016-17,H,SC Bastia
1617,Dijon,2016-08-27,Ligue 1 2016-17,H,Lyon
1617,Guingamp,2016-08-27,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Le Havre,2016-08-27,Ligue 2,A,Red Star FC
1617,Lille,2016-08-27,Ligue 1 2016-17,A,Nice
1617,Lyon,2016-08-27,Ligue 1 2016-17,A,Dijon
1617,Metz,2016-08-27,Ligue 1 2016-17,H,Angers
1617,Montpellier,2016-08-27,Ligue 1 2016-17,H,Rennes
1617,Nice,2016-08-27,Ligue 1 2016-17,H,Lille
1617,Rennes,2016-08-27,Ligue 1 2016-17,A,Montpellier
1617,Bordeaux,2016-08-28,Ligue 1 2016-17,H,Nantes
1617,Monaco,2016-08-28,Ligue 1 2016-17,H,Paris SG
1617,Nantes,2016-08-28,Ligue 1 2016-17,A,Bordeaux
1617,Paris SG,2016-08-28,Ligue 1 2016-17,A,Monaco
1617,St Etienne,2016-08-28,Ligue 1 2016-17,H,Toulouse
1617,Toulouse,2016-08-28,Ligue 1 2016-17,A,St Etienne
1617,Brest,2016-08-29,Ligue 2,A,FC Sochaux
1617,Ajaccio,2016-09-09,Ligue 2,H,Red Star FC
1617,Amiens,2016-09-09,Ligue 2,H,Tours FC
1617,Auxerre,2016-09-09,Ligue 2,H,FC Sochaux
1617,Brest,2016-09-09,Ligue 2,H,Clermont
1617,Clermont,2016-09-09,Ligue 2,A,Brest
1617,Lens,2016-09-09,Ligue 2,H,FC Bourg-Péronnas
1617,Nimes,2016-09-09,Ligue 2,A,Chamois Niortais
1617,Paris SG,2016-09-09,Ligue 1 2016-17,H,St Etienne
1617,Reims,2016-09-09,Ligue 2,H,Gazélec FC Ajaccio
1617,St Etienne,2016-09-09,Ligue 1 2016-17,A,Paris SG
1617,Angers,2016-09-10,Ligue 1 2016-17,H,Dijon
1617,Bordeaux,2016-09-10,Ligue 1 2016-17,A,Lyon
1617,Dijon,2016-09-10,Ligue 1 2016-17,A,Angers
1617,Guingamp,2016-09-10,Ligue 1 2016-17,H,Montpellier
1617,Le Havre,2016-09-10,Ligue 2,H,Valenciennes FC
1617,Lille,2016-09-10,Ligue 1 2016-17,H,Monaco
1617,Lorient,2016-09-10,Ligue 1 2016-17,H,AS Nancy Lorraine
1617,Lyon,2016-09-10,Ligue 1 2016-17,H,Bordeaux
1617,Monaco,2016-09-10,Ligue 1 2016-17,A,Lille
1617,Montpellier,2016-09-10,Ligue 1 2016-17,A,Guingamp
1617,Toulouse,2016-09-10,Ligue 1 2016-17,A,SC Bastia
1617,Caen,2016-09-11,Ligue 1 2016-17,A,Rennes
1617,Marseille,2016-09-11,Ligue 1 2016-17,A,Nice
1617,Metz,2016-09-11,Ligue 1 2016-17,A,Nantes
1617,Nantes,2016-09-11,Ligue 1 2016-17,H,Metz
1617,Nice,2016-09-11,Ligue 1 2016-17,H,Marseille
1617,Rennes,2016-09-11,Ligue 1 2016-17,H,Caen
1617,Strasbourg,2016-09-12,Ligue 2,H,Troyes
1617,Troyes,2016-09-12,Ligue 2,A,Strasbourg
1617,Ajaccio,2016-09-16,Ligue 2,A,Valenciennes FC
1617,Caen,2016-09-16,Ligue 1 2016-17,H,Paris SG
1617,Clermont,2016-09-16,Ligue 2,H,Lens
1617,Le Havre,2016-09-16,Ligue 2,A,FC Bourg-Péronnas
1617,Lens,2016-09-16,Ligue 2,A,Clermont
1617,Nimes,2016-09-16,Ligue 2,A,Tours FC
1617,Paris SG,2016-09-16,Ligue 1 2016-17,A,Caen
1617,Reims,2016-09-16,Ligue 2,A,FC Sochaux
1617,Strasbourg,2016-09-16,Ligue 2,A,US Orléans
1617,Troyes,2016-09-16,Ligue 2,H,Chamois Niortais
1617,Angers,2016-09-17,Ligue 1 2016-17,A,Bordeaux
1617,Auxerre,2016-09-17,Ligue 2,A,Brest
1617,Bordeaux,2016-09-17,Ligue 1 2016-17,H,Angers
1617,Brest,2016-09-17,Ligue 2,H,Auxerre
1617,Dijon,2016-09-17,Ligue 1 2016-17,H,Metz
1617,Guingamp,2016-09-17,Ligue 1 2016-17,A,Toulouse
1617,Lille,2016-09-17,Ligue 1 2016-17,A,Lorient
1617,Lorient,2016-09-17,Ligue 1 2016-17,H,Lille
1617,Metz,2016-09-17,Ligue 1 2016-17,A,Dijon
1617,Monaco,2016-09-17,Ligue 1 2016-17,H,Rennes
1617,Nantes,2016-09-17,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Rennes,2016-09-17,Ligue 1 2016-17,A,Monaco
1617,Toulouse,2016-09-17,Ligue 1 2016-17,H,Guingamp
1617,Lyon,2016-09-18,Ligue 1 2016-17,A,Marseille
1617,Marseille,2016-09-18,Ligue 1 2016-17,H,Lyon
1617,Montpellier,2016-09-18,Ligue 1 2016-17,H,Nice
1617,Nice,2016-09-18,Ligue 1 2016-17,A,Montpellier
1617,St Etienne,2016-09-18,Ligue 1 2016-17,H,SC Bastia
1617,Strasbourg,2016-09-19,Ligue 2,H,Red Star FC
1617,Ajaccio,2016-09-20,Ligue 2,H,Auxerre
1617,Amiens,2016-09-20,Ligue 2,H,Valenciennes FC
1617,Auxerre,2016-09-20,Ligue 2,A,Ajaccio
1617,Brest,2016-09-20,Ligue 2,A,Le Havre
1617,Clermont,2016-09-20,Ligue 2,A,Reims
1617,Dijon,2016-09-20,Ligue 1 2016-17,A,Paris SG
1617,Le Havre,2016-09-20,Ligue 2,H,Brest
1617,Lens,2016-09-20,Ligue 2,H,US Orléans
1617,Lille,2016-09-20,Ligue 1 2016-17,H,Toulouse
1617,Nimes,2016-09-20,Ligue 2,H,Troyes
1617,Paris SG,2016-09-20,Ligue 1 2016-17,H,Dijon
1617,Reims,2016-09-20,Ligue 2,H,Clermont
1617,Toulouse,2016-09-20,Ligue 1 2016-17,A,Lille
1617,Troyes,2016-09-20,Ligue 2,A,Nimes
1617,Angers,2016-09-21,Ligue 1 2016-17,H,Caen
1617,Bordeaux,2016-09-21,Ligue 1 2016-17,A,Metz
1617,Caen,2016-09-21,Ligue 1 2016-17,A,Angers
1617,Guingamp,2016-09-21,Ligue 1 2016-17,H,Lorient
1617,Lorient,2016-09-21,Ligue 1 2016-17,A,Guingamp
1617,Lyon,2016-09-21,Ligue 1 2016-17,H,Montpellier
1617,Marseille,2016-09-21,Ligue 1 2016-17,A,Rennes
1617,Metz,2016-09-21,Ligue 1 2016-17,H,Bordeaux
1617,Monaco,2016-09-21,Ligue 1 2016-17,A,Nice
1617,Montpellier,2016-09-21,Ligue 1 2016-17,A,Lyon
1617,Nantes,2016-09-21,Ligue 1 2016-17,H,St Etienne
1617,Nice,2016-09-21,Ligue 1 2016-17,H,Monaco
1617,Rennes,2016-09-21,Ligue 1 2016-17,H,Marseille
1617,St Etienne,2016-09-21,Ligue 1 2016-17,A,Nantes
1617,Ajaccio,2016-09-23,Ligue 2,A,FC Sochaux
1617,Amiens,2016-09-23,Ligue 2,A,US Orléans
1617,Auxerre,2016-09-23,Ligue 2,H,Le Havre
1617,Clermont,2016-09-23,Ligue 2,H,Strasbourg
1617,Le Havre,2016-09-23,Ligue 2,A,Auxerre
1617,Nimes,2016-09-23,Ligue 2,A,Gazélec FC Ajaccio
1617,Paris SG,2016-09-23,Ligue 1 2016-17,A,Toulouse
1617,Strasbourg,2016-09-23,Ligue 2,A,Clermont
1617,Toulouse,2016-09-23,Ligue 1 2016-17,H,Paris SG
1617,Troyes,2016-09-23,Ligue 2,H,Tours FC
1617,Angers,2016-09-24,Ligue 1 2016-17,A,Monaco
1617,Bordeaux,2016-09-24,Ligue 1 2016-17,H,Caen
1617,Caen,2016-09-24,Ligue 1 2016-17,A,Bordeaux
1617,Dijon,2016-09-24,Ligue 1 2016-17,H,Rennes
1617,Guingamp,2016-09-24,Ligue 1 2016-17,A,SC Bastia
1617,Lens,2016-09-24,Ligue 2,A,Valenciennes FC
1617,Lorient,2016-09-24,Ligue 1 2016-17,H,Lyon
1617,Lyon,2016-09-24,Ligue 1 2016-17,A,Lorient
1617,Metz,2016-09-24,Ligue 1 2016-17,A,Montpellier
1617,Monaco,2016-09-24,Ligue 1 2016-17,H,Angers
1617,Montpellier,2016-09-24,Ligue 1 2016-17,H,Metz
1617,Rennes,2016-09-24,Ligue 1 2016-17,A,Dijon
1617,Lille,2016-09-25,Ligue 1 2016-17,A,St Etienne
1617,Marseille,2016-09-25,Ligue 1 2016-17,H,Nantes
1617,Nantes,2016-09-25,Ligue 1 2016-17,A,Marseille
1617,Nice,2016-09-25,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,St Etienne,2016-09-25,Ligue 1 2016-17,H,Lille
1617,Brest,2016-09-26,Ligue 2,H,Reims
1617,Reims,2016-09-26,Ligue 2,A,Brest
1617,Amiens,2016-09-27,Ligue 2,A,Gazélec FC Ajaccio
1617,Ajaccio,2016-09-30,Ligue 2,H,Brest
1617,Amiens,2016-09-30,Ligue 2,H,Troyes
1617,Auxerre,2016-09-30,Ligue 2,A,Reims
1617,Brest,2016-09-30,Ligue 2,A,Ajaccio
1617,Clermont,2016-09-30,Ligue 2,A,Stade Lavallois
1617,Guingamp,2016-09-30,Ligue 1 2016-17,A,Rennes
1617,Lens,2016-09-30,Ligue 2,H,Red Star FC
1617,Nimes,2016-09-30,Ligue 2,H,FC Bourg-Péronnas
1617,Reims,2016-09-30,Ligue 2,H,Auxerre
1617,Rennes,2016-09-30,Ligue 1 2016-17,H,Guingamp
1617,Troyes,2016-09-30,Ligue 2,A,Amiens
1617,Bordeaux,2016-10-01,Ligue 1 2016-17,A,Paris SG
1617,Caen,2016-10-01,Ligue 1 2016-17,H,Toulouse
1617,Dijon,2016-10-01,Ligue 1 2016-17,H,Montpellier
1617,Lille,2016-10-01,Ligue 1 2016-17,H,AS Nancy Lorraine
1617,Metz,2016-10-01,Ligue 1 2016-17,H,Monaco
1617,Monaco,2016-10-01,Ligue 1 2016-17,A,Metz
1617,Montpellier,2016-10-01,Ligue 1 2016-17,A,Dijon
1617,Nantes,2016-10-01,Ligue 1 2016-17,H,SC Bastia
1617,Paris SG,2016-10-01,Ligue 1 2016-17,H,Bordeaux
1617,Strasbourg,2016-10-01,Ligue 2,H,Valenciennes FC
1617,Toulouse,2016-10-01,Ligue 1 2016-17,A,Caen
1617,Angers,2016-10-02,Ligue 1 2016-17,H,Marseille
1617,Lorient,2016-10-02,Ligue 1 2016-17,A,Nice
1617,Lyon,2016-10-02,Ligue 1 2016-17,H,St Etienne
1617,Marseille,2016-10-02,Ligue 1 2016-17,A,Angers
1617,Nice,2016-10-02,Ligue 1 2016-17,H,Lorient
1617,St Etienne,2016-10-02,Ligue 1 2016-17,A,Lyon
1617,Le Havre,2016-10-03,Ligue 2,H,FC Sochaux
1617,Ajaccio,2016-10-14,Ligue 2,H,Reims
1617,Amiens,2016-10-14,Ligue 2,A,FC Bourg-Péronnas
1617,Auxerre,2016-10-14,Ligue 2,H,Stade Lavallois
1617,Clermont,2016-10-14,Ligue 2,H,Le Havre
1617,Le Havre,2016-10-14,Ligue 2,A,Clermont
1617,Lyon,2016-10-14,Ligue 1 2016-17,A,Nice
1617,Monaco,2016-10-14,Ligue 1 2016-17,A,Toulouse
1617,Nice,2016-10-14,Ligue 1 2016-17,H,Lyon
1617,Nimes,2016-10-14,Ligue 2,A,Red Star FC
1617,Reims,2016-10-14,Ligue 2,A,Ajaccio
1617,Toulouse,2016-10-14,Ligue 1 2016-17,H,Monaco
1617,Troyes,2016-10-14,Ligue 2,H,Gazélec FC Ajaccio
1617,Angers,2016-10-15,Ligue 1 2016-17,A,SC Bastia
1617,Brest,2016-10-15,Ligue 2,H,Strasbourg
1617,Caen,2016-10-15,Ligue 1 2016-17,A,Montpellier
1617,Guingamp,2016-10-15,Ligue 1 2016-17,H,Lille
1617,Lille,2016-10-15,Ligue 1 2016-17,A,Guingamp
1617,Lorient,2016-10-15,Ligue 1 2016-17,H,Nantes
1617,Montpellier,2016-10-15,Ligue 1 2016-17,H,Caen
1617,Nantes,2016-10-15,Ligue 1 2016-17,A,Lorient
1617,Paris SG,2016-10-15,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Strasbourg,2016-10-15,Ligue 2,A,Brest
1617,Bordeaux,2016-10-16,Ligue 1 2016-17,A,Rennes
1617,Dijon,2016-10-16,Ligue 1 2016-17,A,St Etienne
1617,Marseille,2016-10-16,Ligue 1 2016-17,H,Metz
1617,Metz,2016-10-16,Ligue 1 2016-17,A,Marseille
1617,Rennes,2016-10-16,Ligue 1 2016-17,H,Bordeaux
1617,St Etienne,2016-10-16,Ligue 1 2016-17,H,Dijon
1617,Lens,2016-10-17,Ligue 2,A,FC Sochaux
1617,Ajaccio,2016-10-21,Ligue 2,A,Le Havre
1617,Auxerre,2016-10-21,Ligue 2,A,Strasbourg
1617,Brest,2016-10-21,Ligue 2,A,Stade Lavallois
1617,Clermont,2016-10-21,Ligue 2,A,Chamois Niortais
1617,Le Havre,2016-10-21,Ligue 2,H,Ajaccio
1617,Monaco,2016-10-21,Ligue 1 2016-17,H,Montpellier
1617,Montpellier,2016-10-21,Ligue 1 2016-17,A,Monaco
1617,Nimes,2016-10-21,Ligue 2,H,FC Sochaux
1617,Strasbourg,2016-10-21,Ligue 2,H,Auxerre
1617,Troyes,2016-10-21,Ligue 2,H,FC Bourg-Péronnas
1617,Angers,2016-10-22,Ligue 1 2016-17,H,Toulouse
1617,Bordeaux,2016-10-22,Ligue 1 2016-17,H,AS Nancy Lorraine
1617,Dijon,2016-10-22,Ligue 1 2016-17,H,Lorient
1617,Guingamp,2016-10-22,Ligue 1 2016-17,A,Lyon
1617,Lens,2016-10-22,Ligue 2,H,Reims
1617,Lille,2016-10-22,Ligue 1 2016-17,H,SC Bastia
1617,Lorient,2016-10-22,Ligue 1 2016-17,A,Dijon
1617,Lyon,2016-10-22,Ligue 1 2016-17,H,Guingamp
1617,Nantes,2016-10-22,Ligue 1 2016-17,H,Rennes
1617,Reims,2016-10-22,Ligue 2,A,Lens
1617,Rennes,2016-10-22,Ligue 1 2016-17,A,Nantes
1617,Toulouse,2016-10-22,Ligue 1 2016-17,A,Angers
1617,Caen,2016-10-23,Ligue 1 2016-17,H,St Etienne
1617,Marseille,2016-10-23,Ligue 1 2016-17,A,Paris SG
1617,Metz,2016-10-23,Ligue 1 2016-17,H,Nice
1617,Nice,2016-10-23,Ligue 1 2016-17,A,Metz
1617,Paris SG,2016-10-23,Ligue 1 2016-17,H,Marseille
1617,St Etienne,2016-10-23,Ligue 1 2016-17,A,Caen
1617,Amiens,2016-10-24,Ligue 2,H,Red Star FC
1617,Ajaccio,2016-10-28,Ligue 2,H,Stade Lavallois
1617,Le Havre,2016-10-28,Ligue 2,A,Reims
1617,Lille,2016-10-28,Ligue 1 2016-17,H,Paris SG
1617,Nimes,2016-10-28,Ligue 2,A,Valenciennes FC
1617,Paris SG,2016-10-28,Ligue 1 2016-17,A,Lille
1617,Reims,2016-10-28,Ligue 2,H,Le Havre
1617,Troyes,2016-10-28,Ligue 2,A,US Orléans
1617,Amiens,2016-10-29,Ligue 2,A,Clermont
1617,Angers,2016-10-29,Ligue 1 2016-17,A,Guingamp
1617,Auxerre,2016-10-29,Ligue 2,H,Chamois Niortais
1617,Caen,2016-10-29,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Clermont,2016-10-29,Ligue 2,H,Amiens
1617,Dijon,2016-10-29,Ligue 1 2016-17,A,SC Bastia
1617,Guingamp,2016-10-29,Ligue 1 2016-17,H,Angers
1617,Lorient,2016-10-29,Ligue 1 2016-17,H,Montpellier
1617,Lyon,2016-10-29,Ligue 1 2016-17,A,Toulouse
1617,Monaco,2016-10-29,Ligue 1 2016-17,A,St Etienne
1617,Montpellier,2016-10-29,Ligue 1 2016-17,A,Lorient
1617,St Etienne,2016-10-29,Ligue 1 2016-17,H,Monaco
1617,Strasbourg,2016-10-29,Ligue 2,A,FC Sochaux
1617,Toulouse,2016-10-29,Ligue 1 2016-17,H,Lyon
1617,Bordeaux,2016-10-30,Ligue 1 2016-17,A,Marseille
1617,Marseille,2016-10-30,Ligue 1 2016-17,H,Bordeaux
1617,Metz,2016-10-30,Ligue 1 2016-17,A,Rennes
1617,Nantes,2016-10-30,Ligue 1 2016-17,A,Nice
1617,Nice,2016-10-30,Ligue 1 2016-17,H,Nantes
1617,Rennes,2016-10-30,Ligue 1 2016-17,H,Metz
1617,Brest,2016-10-31,Ligue 2,H,Lens
1617,Lens,2016-10-31,Ligue 2,A,Brest
1617,Amiens,2016-11-04,Ligue 2,H,Auxerre
1617,Auxerre,2016-11-04,Ligue 2,A,Amiens
1617,Brest,2016-11-04,Ligue 2,A,Tours FC
1617,Clermont,2016-11-04,Ligue 2,A,Nimes
1617,Le Havre,2016-11-04,Ligue 2,A,Stade Lavallois
1617,Marseille,2016-11-04,Ligue 1 2016-17,A,Montpellier
1617,Montpellier,2016-11-04,Ligue 1 2016-17,H,Marseille
1617,Nimes,2016-11-04,Ligue 2,H,Clermont
1617,Troyes,2016-11-04,Ligue 2,H,Valenciennes FC
1617,Angers,2016-11-05,Ligue 1 2016-17,H,Lille
1617,Bordeaux,2016-11-05,Ligue 1 2016-17,H,Lorient
1617,Dijon,2016-11-05,Ligue 1 2016-17,H,Guingamp
1617,Guingamp,2016-11-05,Ligue 1 2016-17,A,Dijon
1617,Lille,2016-11-05,Ligue 1 2016-17,A,Angers
1617,Lorient,2016-11-05,Ligue 1 2016-17,A,Bordeaux
1617,Lyon,2016-11-05,Ligue 1 2016-17,H,SC Bastia
1617,Monaco,2016-11-05,Ligue 1 2016-17,H,AS Nancy Lorraine
1617,Nantes,2016-11-05,Ligue 1 2016-17,H,Toulouse
1617,Reims,2016-11-05,Ligue 2,A,Strasbourg
1617,Strasbourg,2016-11-05,Ligue 2,H,Reims
1617,Toulouse,2016-11-05,Ligue 1 2016-17,A,Nantes
1617,Caen,2016-11-06,Ligue 1 2016-17,H,Nice
1617,Metz,2016-11-06,Ligue 1 2016-17,H,St Etienne
1617,Nice,2016-11-06,Ligue 1 2016-17,A,Caen
1617,Paris SG,2016-11-06,Ligue 1 2016-17,H,Rennes
1617,Rennes,2016-11-06,Ligue 1 2016-17,A,Paris SG
1617,St Etienne,2016-11-06,Ligue 1 2016-17,A,Metz
1617,Ajaccio,2016-11-07,Ligue 2,A,Lens
1617,Lens,2016-11-07,Ligue 2,H,Ajaccio
1617,Ajaccio,2016-11-18,Ligue 2,H,Strasbourg
1617,Auxerre,2016-11-18,Ligue 2,H,Lens
1617,Clermont,2016-11-18,Ligue 2,H,Gazélec FC Ajaccio
1617,Lens,2016-11-18,Ligue 2,A,Auxerre
1617,Lille,2016-11-18,Ligue 1 2016-17,H,Lyon
1617,Lorient,2016-11-18,Ligue 1 2016-17,H,Monaco
1617,Lyon,2016-11-18,Ligue 1 2016-17,A,Lille
1617,Monaco,2016-11-18,Ligue 1 2016-17,A,Lorient
1617,Nimes,2016-11-18,Ligue 2,A,US Orléans
1617,Reims,2016-11-18,Ligue 2,H,Stade Lavallois
1617,Strasbourg,2016-11-18,Ligue 2,A,Ajaccio
1617,Troyes,2016-11-18,Ligue 2,A,Red Star FC
1617,Amiens,2016-11-19,Ligue 2,A,Le Havre
1617,Angers,2016-11-19,Ligue 1 2016-17,A,Rennes
1617,Dijon,2016-11-19,Ligue 1 2016-17,A,AS Nancy Lorraine
1617,Le Havre,2016-11-19,Ligue 2,H,Amiens
1617,Metz,2016-11-19,Ligue 1 2016-17,A,Toulouse
1617,Montpellier,2016-11-19,Ligue 1 2016-17,A,SC Bastia
1617,Nantes,2016-11-19,Ligue 1 2016-17,A,Paris SG
1617,Paris SG,2016-11-19,Ligue 1 2016-17,H,Nantes
1617,Rennes,2016-11-19,Ligue 1 2016-17,H,Angers
1617,Toulouse,2016-11-19,Ligue 1 2016-17,H,Metz
1617,Bordeaux,2016-11-20,Ligue 1 2016-17,A,Guingamp
1617,Caen,2016-11-20,Ligue 1 2016-17,A,Marseille
1617,Guingamp,2016-11-20,Ligue 1 2016-17,H,Bordeaux
1617,Marseille,2016-11-20,Ligue 1 2016-17,H,Caen
1617,Nice,2016-11-20,Ligue 1 2016-17,A,St Etienne
1617,St Etienne,2016-11-20,Ligue 1 2016-17,H,Nice
1617,Brest,2016-11-21,Ligue 2,H,Chamois Niortais
1617,Ajaccio,2016-11-25,Ligue 2,A,Chamois Niortais
1617,Auxerre,2016-11-25,Ligue 2,A,Tours FC
1617,Clermont,2016-11-25,Ligue 2,A,Troyes
1617,Le Havre,2016-11-25,Ligue 2,A,Lens
1617,Lens,2016-11-25,Ligue 2,H,Le Havre
1617,Nimes,2016-11-25,Ligue 2,H,Reims
1617,Reims,2016-11-25,Ligue 2,A,Nimes
1617,Rennes,2016-11-25,Ligue 1 2016-17,H,Toulouse
1617,Strasbourg,2016-11-25,Ligue 2,H,Stade Lavallois
1617,Toulouse,2016-11-25,Ligue 1 2016-17,A,Rennes
1617,Troyes,2016-11-25,Ligue 2,H,Clermont
1617,Amiens,2016-11-26,Ligue 2,H,Brest
1617,Bordeaux,2016-11-26,Ligue 1 2016-17,H,Dijon
1617,Brest,2016-11-26,Ligue 2,A,Amiens
1617,Caen,2016-11-26,Ligue 1 2016-17,H,Guingamp
1617,Dijon,2016-11-26,Ligue 1 2016-17,A,Bordeaux
1617,Guingamp,2016-11-26,Ligue 1 2016-17,A,Caen
1617,Lille,2016-11-26,Ligue 1 2016-17,A,Nantes
1617,Lorient,2016-11-26,Ligue 1 2016-17,A,Metz
1617,Marseille,2016-11-26,Ligue 1 2016-17,A,Monaco
1617,Metz,2016-11-26,Ligue 1 2016-17,H,Lorient
