season,team,date,competition,home_away,opponent
1819,M'gladbach,2018-08-19,DFB-Pokal,A,BSC Hastedt
1819,RB Leipzig,2018-08-19,DFB-Pokal,A,Viktoria Köln
1819,Union Berlin,2018-08-19,DFB-Pokal,A,FC Carl Zeiss Jena
1819,Dortmund,2018-08-20,DFB-Pokal,A,Greuther Furth
1819,Freiburg,2018-08-20,DFB-Pokal,A,Energie Cottbus
1819,Greuther Furth,2018-08-20,DFB-Pokal,H,Dortmund
1819,Hertha,2018-08-20,DFB-Pokal,A,Eintracht Braunschweig
1819,Paderborn,2018-08-20,DFB-Pokal,H,FC Ingolstadt 04
1819,RB Leipzig,2018-08-23,Europa League (qual.),A,Zorya Luhansk
1819,Bayern Munich,2018-08-24,Bundesliga,H,Hoffenheim
1819,Bochum,2018-08-24,2. Bundesliga,H,SV Sandhausen
1819,Darmstadt,2018-08-24,2. Bundesliga,H,MSV Duisburg
1819,Hoffenheim,2018-08-24,Bundesliga,A,Bayern Munich
1819,Augsburg,2018-08-25,Bundesliga,A,Fortuna Dusseldorf
1819,Ein Frankfurt,2018-08-25,Bundesliga,A,Freiburg
1819,FC Koln,2018-08-25,2. Bundesliga,H,Erzgebirge Aue
1819,Fortuna Dusseldorf,2018-08-25,Bundesliga,H,Augsburg
1819,Freiburg,2018-08-25,Bundesliga,H,Ein Frankfurt
1819,Greuther Furth,2018-08-25,2. Bundesliga,H,Paderborn
1819,Hannover,2018-08-25,Bundesliga,A,Werder Bremen
1819,Hertha,2018-08-25,Bundesliga,H,Nurnberg
1819,Leverkusen,2018-08-25,Bundesliga,A,M'gladbach
1819,M'gladbach,2018-08-25,Bundesliga,H,Leverkusen
1819,Nurnberg,2018-08-25,Bundesliga,A,Hertha
1819,Paderborn,2018-08-25,2. Bundesliga,A,Greuther Furth
1819,Schalke 04,2018-08-25,Bundesliga,A,Wolfsburg
1819,Werder Bremen,2018-08-25,Bundesliga,H,Hannover
1819,Wolfsburg,2018-08-25,Bundesliga,H,Schalke 04
1819,Dortmund,2018-08-26,Bundesliga,H,RB Leipzig
1819,Heidenheim,2018-08-26,2. Bundesliga,A,Dynamo Dresden
1819,Holstein Kiel,2018-08-26,2. Bundesliga,A,Jahn Regensburg
1819,Mainz,2018-08-26,Bundesliga,H,Stuttgart
1819,RB Leipzig,2018-08-26,Bundesliga,A,Dortmund
1819,St Pauli,2018-08-26,2. Bundesliga,A,Union Berlin
1819,Stuttgart,2018-08-26,Bundesliga,A,Mainz
1819,Union Berlin,2018-08-26,2. Bundesliga,H,St Pauli
1819,Bielefeld,2018-08-27,2. Bundesliga,A,Hamburg
1819,Hamburg,2018-08-27,2. Bundesliga,H,Bielefeld
1819,RB Leipzig,2018-08-30,Europa League (qual.),H,Zorya Luhansk
1819,Bochum,2018-08-31,2. Bundesliga,A,Paderborn
1819,Dortmund,2018-08-31,Bundesliga,A,Hannover
1819,Hannover,2018-08-31,Bundesliga,H,Dortmund
1819,Paderborn,2018-08-31,2. Bundesliga,H,Bochum
1819,Augsburg,2018-09-01,Bundesliga,H,M'gladbach
1819,Bayern Munich,2018-09-01,Bundesliga,A,Stuttgart
1819,Bielefeld,2018-09-01,2. Bundesliga,H,Jahn Regensburg
1819,Ein Frankfurt,2018-09-01,Bundesliga,H,Werder Bremen
1819,Freiburg,2018-09-01,Bundesliga,A,Hoffenheim
1819,Greuther Furth,2018-09-01,2. Bundesliga,A,MSV Duisburg
1819,Hoffenheim,2018-09-01,Bundesliga,H,Freiburg
1819,Leverkusen,2018-09-01,Bundesliga,H,Wolfsburg
1819,M'gladbach,2018-09-01,Bundesliga,A,Augsburg
1819,Mainz,2018-09-01,Bundesliga,A,Nurnberg
1819,Nurnberg,2018-09-01,Bundesliga,H,Mainz
1819,Stuttgart,2018-09-01,Bundesliga,H,Bayern Munich
1819,Werder Bremen,2018-09-01,Bundesliga,A,Ein Frankfurt
1819,Wolfsburg,2018-09-01,Bundesliga,A,Leverkusen
1819,Darmstadt,2018-09-02,2. Bundesliga,A,Heidenheim
1819,FC Koln,2018-09-02,2. Bundesliga,A,St Pauli
1819,Fortuna Dusseldorf,2018-09-02,Bundesliga,A,RB Leipzig
1819,Heidenheim,2018-09-02,2. Bundesliga,H,Darmstadt
1819,Hertha,2018-09-02,Bundesliga,A,Schalke 04
1819,RB Leipzig,2018-09-02,Bundesliga,H,Fortuna Dusseldorf
1819,Schalke 04,2018-09-02,Bundesliga,H,Hertha
1819,St Pauli,2018-09-02,2. Bundesliga,H,FC Koln
1819,Union Berlin,2018-09-02,2. Bundesliga,A,SV Sandhausen
1819,Holstein Kiel,2018-09-03,2. Bundesliga,H,1. FC Magdeburg
1819,Dortmund,2018-09-14,Bundesliga,H,Ein Frankfurt
1819,Ein Frankfurt,2018-09-14,Bundesliga,A,Dortmund
1819,Union Berlin,2018-09-14,2. Bundesliga,H,MSV Duisburg
1819,Augsburg,2018-09-15,Bundesliga,A,Mainz
1819,Bayern Munich,2018-09-15,Bundesliga,H,Leverkusen
1819,Darmstadt,2018-09-15,2. Bundesliga,H,SV Sandhausen
1819,Fortuna Dusseldorf,2018-09-15,Bundesliga,H,Hoffenheim
1819,Greuther Furth,2018-09-15,2. Bundesliga,H,Holstein Kiel
1819,Hamburg,2018-09-15,2. Bundesliga,H,Heidenheim
1819,Hannover,2018-09-15,Bundesliga,A,RB Leipzig
1819,Heidenheim,2018-09-15,2. Bundesliga,A,Hamburg
1819,Hertha,2018-09-15,Bundesliga,A,Wolfsburg
1819,Hoffenheim,2018-09-15,Bundesliga,A,Fortuna Dusseldorf
1819,Holstein Kiel,2018-09-15,2. Bundesliga,A,Greuther Furth
1819,Leverkusen,2018-09-15,Bundesliga,A,Bayern Munich
1819,M'gladbach,2018-09-15,Bundesliga,H,Schalke 04
1819,Mainz,2018-09-15,Bundesliga,H,Augsburg
1819,RB Leipzig,2018-09-15,Bundesliga,H,Hannover
1819,Schalke 04,2018-09-15,Bundesliga,A,M'gladbach
1819,Wolfsburg,2018-09-15,Bundesliga,H,Hertha
1819,Bochum,2018-09-16,2. Bundesliga,H,FC Ingolstadt 04
1819,FC Koln,2018-09-16,2. Bundesliga,H,Paderborn
1819,Freiburg,2018-09-16,Bundesliga,H,Stuttgart
1819,Nurnberg,2018-09-16,Bundesliga,A,Werder Bremen
1819,Paderborn,2018-09-16,2. Bundesliga,A,FC Koln
1819,St Pauli,2018-09-16,2. Bundesliga,A,Erzgebirge Aue
1819,Stuttgart,2018-09-16,Bundesliga,A,Freiburg
1819,Werder Bremen,2018-09-16,Bundesliga,H,Nurnberg
1819,Bielefeld,2018-09-17,2. Bundesliga,A,1. FC Magdeburg
1819,Dortmund,2018-09-18,Champions League,A,Club Brugge KV
1819,Hamburg,2018-09-18,2. Bundesliga,A,Dynamo Dresden
1819,Schalke 04,2018-09-18,Champions League,H,FC Porto
1819,Bayern Munich,2018-09-19,Champions League,A,SL Benfica
1819,Hoffenheim,2018-09-19,Champions League,A,Shakhtar Donetsk
1819,Ein Frankfurt,2018-09-20,Europa League,A,Marseille
1819,Leverkusen,2018-09-20,Europa League,A,Ludogorets Razgrad
1819,RB Leipzig,2018-09-20,Europa League,H,Red Bull Salzburg
1819,FC Koln,2018-09-21,2. Bundesliga,A,SV Sandhausen
1819,Fortuna Dusseldorf,2018-09-21,Bundesliga,A,Stuttgart
1819,St Pauli,2018-09-21,2. Bundesliga,A,FC Ingolstadt 04
1819,Stuttgart,2018-09-21,Bundesliga,H,Fortuna Dusseldorf
1819,Augsburg,2018-09-22,Bundesliga,H,Werder Bremen
1819,Bayern Munich,2018-09-22,Bundesliga,A,Schalke 04
1819,Bielefeld,2018-09-22,2. Bundesliga,H,Union Berlin
1819,Bochum,2018-09-22,2. Bundesliga,A,Holstein Kiel
1819,Darmstadt,2018-09-22,2. Bundesliga,A,Dynamo Dresden
1819,Dortmund,2018-09-22,Bundesliga,A,Hoffenheim
1819,Freiburg,2018-09-22,Bundesliga,A,Wolfsburg
1819,Hannover,2018-09-22,Bundesliga,A,Nurnberg
1819,Hertha,2018-09-22,Bundesliga,H,M'gladbach
1819,Hoffenheim,2018-09-22,Bundesliga,H,Dortmund
1819,Holstein Kiel,2018-09-22,2. Bundesliga,H,Bochum
1819,M'gladbach,2018-09-22,Bundesliga,A,Hertha
1819,Nurnberg,2018-09-22,Bundesliga,H,Hannover
1819,Schalke 04,2018-09-22,Bundesliga,H,Bayern Munich
1819,Union Berlin,2018-09-22,2. Bundesliga,A,Bielefeld
1819,Werder Bremen,2018-09-22,Bundesliga,A,Augsburg
1819,Wolfsburg,2018-09-22,Bundesliga,H,Freiburg
1819,Ein Frankfurt,2018-09-23,Bundesliga,H,RB Leipzig
1819,Greuther Furth,2018-09-23,2. Bundesliga,A,Heidenheim
1819,Hamburg,2018-09-23,2. Bundesliga,H,Jahn Regensburg
1819,Heidenheim,2018-09-23,2. Bundesliga,H,Greuther Furth
1819,Leverkusen,2018-09-23,Bundesliga,H,Mainz
1819,Mainz,2018-09-23,Bundesliga,A,Leverkusen
1819,Paderborn,2018-09-23,2. Bundesliga,H,1. FC Magdeburg
1819,RB Leipzig,2018-09-23,Bundesliga,A,Ein Frankfurt
1819,Augsburg,2018-09-25,Bundesliga,A,Bayern Munich
1819,Bayern Munich,2018-09-25,Bundesliga,H,Augsburg
1819,Bielefeld,2018-09-25,2. Bundesliga,A,Darmstadt
1819,Bochum,2018-09-25,2. Bundesliga,H,Dynamo Dresden
1819,Darmstadt,2018-09-25,2. Bundesliga,H,Bielefeld
1819,FC Koln,2018-09-25,2. Bundesliga,H,FC Ingolstadt 04
1819,Freiburg,2018-09-25,Bundesliga,H,Schalke 04
1819,Hannover,2018-09-25,Bundesliga,H,Hoffenheim
1819,Hertha,2018-09-25,Bundesliga,A,Werder Bremen
1819,Hoffenheim,2018-09-25,Bundesliga,A,Hannover
1819,Holstein Kiel,2018-09-25,2. Bundesliga,A,Union Berlin
1819,Schalke 04,2018-09-25,Bundesliga,A,Freiburg
1819,Union Berlin,2018-09-25,2. Bundesliga,H,Holstein Kiel
1819,Werder Bremen,2018-09-25,Bundesliga,H,Hertha
1819,Dortmund,2018-09-26,Bundesliga,H,Nurnberg
1819,Ein Frankfurt,2018-09-26,Bundesliga,A,M'gladbach
1819,Fortuna Dusseldorf,2018-09-26,Bundesliga,H,Leverkusen
1819,Heidenheim,2018-09-26,2. Bundesliga,A,Jahn Regensburg
1819,Leverkusen,2018-09-26,Bundesliga,A,Fortuna Dusseldorf
1819,M'gladbach,2018-09-26,Bundesliga,H,Ein Frankfurt
1819,Mainz,2018-09-26,Bundesliga,H,Wolfsburg
1819,Nurnberg,2018-09-26,Bundesliga,A,Dortmund
1819,Paderborn,2018-09-26,2. Bundesliga,A,St Pauli
1819,RB Leipzig,2018-09-26,Bundesliga,H,Stuttgart
1819,St Pauli,2018-09-26,2. Bundesliga,H,Paderborn
1819,Stuttgart,2018-09-26,Bundesliga,A,RB Leipzig
1819,Wolfsburg,2018-09-26,Bundesliga,A,Mainz
1819,Greuther Furth,2018-09-27,2. Bundesliga,H,Hamburg
1819,Hamburg,2018-09-27,2. Bundesliga,A,Greuther Furth
1819,Bayern Munich,2018-09-28,Bundesliga,A,Hertha
1819,Bielefeld,2018-09-28,2. Bundesliga,H,FC Koln
1819,Darmstadt,2018-09-28,2. Bundesliga,A,Holstein Kiel
1819,FC Koln,2018-09-28,2. Bundesliga,A,Bielefeld
1819,Hertha,2018-09-28,Bundesliga,H,Bayern Munich
1819,Holstein Kiel,2018-09-28,2. Bundesliga,H,Darmstadt
1819,Bochum,2018-09-29,2. Bundesliga,A,Heidenheim
1819,Dortmund,2018-09-29,Bundesliga,A,Leverkusen
1819,Fortuna Dusseldorf,2018-09-29,Bundesliga,A,Nurnberg
1819,Heidenheim,2018-09-29,2. Bundesliga,H,Bochum
1819,Hoffenheim,2018-09-29,Bundesliga,H,RB Leipzig
1819,Leverkusen,2018-09-29,Bundesliga,H,Dortmund
1819,M'gladbach,2018-09-29,Bundesliga,A,Wolfsburg
1819,Mainz,2018-09-29,Bundesliga,A,Schalke 04
1819,Nurnberg,2018-09-29,Bundesliga,H,Fortuna Dusseldorf
1819,Paderborn,2018-09-29,2. Bundesliga,H,Erzgebirge Aue
1819,RB Leipzig,2018-09-29,Bundesliga,A,Hoffenheim
1819,Schalke 04,2018-09-29,Bundesliga,H,Mainz
1819,Stuttgart,2018-09-29,Bundesliga,H,Werder Bremen
1819,Werder Bremen,2018-09-29,Bundesliga,A,Stuttgart
1819,Wolfsburg,2018-09-29,Bundesliga,H,M'gladbach
1819,Augsburg,2018-09-30,Bundesliga,H,Freiburg
1819,Ein Frankfurt,2018-09-30,Bundesliga,H,Hannover
1819,Freiburg,2018-09-30,Bundesliga,A,Augsburg
1819,Greuther Furth,2018-09-30,2. Bundesliga,A,Dynamo Dresden
1819,Hamburg,2018-09-30,2. Bundesliga,H,St Pauli
1819,Hannover,2018-09-30,Bundesliga,A,Ein Frankfurt
1819,St Pauli,2018-09-30,2. Bundesliga,A,Hamburg
1819,Union Berlin,2018-10-01,2. Bundesliga,A,FC Ingolstadt 04
1819,Bayern Munich,2018-10-02,Champions League,H,AFC Ajax
1819,Hoffenheim,2018-10-02,Champions League,H,Man City
1819,Dortmund,2018-10-03,Champions League,H,Monaco
1819,Schalke 04,2018-10-03,Champions League,A,Lokomotiv Moskva
1819,Ein Frankfurt,2018-10-04,Europa League,H,Lazio
1819,Leverkusen,2018-10-04,Europa League,H,AEK Larnaca
1819,RB Leipzig,2018-10-04,Europa League,A,Rosenborg
1819,Bielefeld,2018-10-05,2. Bundesliga,A,Bochum
1819,Bochum,2018-10-05,2. Bundesliga,H,Bielefeld
1819,Darmstadt,2018-10-05,2. Bundesliga,H,Hamburg
1819,Hamburg,2018-10-05,2. Bundesliga,A,Darmstadt
1819,Werder Bremen,2018-10-05,Bundesliga,H,Wolfsburg
1819,Wolfsburg,2018-10-05,Bundesliga,A,Werder Bremen
1819,Augsburg,2018-10-06,Bundesliga,A,Dortmund
1819,Bayern Munich,2018-10-06,Bundesliga,H,M'gladbach
1819,Dortmund,2018-10-06,Bundesliga,H,Augsburg
1819,Fortuna Dusseldorf,2018-10-06,Bundesliga,H,Schalke 04
1819,Greuther Furth,2018-10-06,2. Bundesliga,H,Jahn Regensburg
1819,Hannover,2018-10-06,Bundesliga,H,Stuttgart
1819,Hertha,2018-10-06,Bundesliga,A,Mainz
1819,Holstein Kiel,2018-10-06,2. Bundesliga,A,Erzgebirge Aue
1819,M'gladbach,2018-10-06,Bundesliga,A,Bayern Munich
1819,Mainz,2018-10-06,Bundesliga,H,Hertha
1819,Schalke 04,2018-10-06,Bundesliga,A,Fortuna Dusseldorf
1819,Stuttgart,2018-10-06,Bundesliga,A,Hannover
1819,Ein Frankfurt,2018-10-07,Bundesliga,A,Hoffenheim
1819,Freiburg,2018-10-07,Bundesliga,H,Leverkusen
1819,Heidenheim,2018-10-07,2. Bundesliga,A,Union Berlin
1819,Hoffenheim,2018-10-07,Bundesliga,H,Ein Frankfurt
1819,Leverkusen,2018-10-07,Bundesliga,A,Freiburg
1819,Nurnberg,2018-10-07,Bundesliga,A,RB Leipzig
1819,Paderborn,2018-10-07,2. Bundesliga,A,FC Ingolstadt 04
1819,RB Leipzig,2018-10-07,Bundesliga,H,Nurnberg
1819,St Pauli,2018-10-07,2. Bundesliga,H,SV Sandhausen
1819,Union Berlin,2018-10-07,2. Bundesliga,H,Heidenheim
1819,FC Koln,2018-10-08,2. Bundesliga,H,MSV Duisburg
1819,Ein Frankfurt,2018-10-19,Bundesliga,H,Fortuna Dusseldorf
1819,Fortuna Dusseldorf,2018-10-19,Bundesliga,A,Ein Frankfurt
1819,Augsburg,2018-10-20,Bundesliga,H,RB Leipzig
1819,Bayern Munich,2018-10-20,Bundesliga,A,Wolfsburg
1819,Bielefeld,2018-10-20,2. Bundesliga,H,Greuther Furth
1819,Dortmund,2018-10-20,Bundesliga,A,Stuttgart
1819,FC Koln,2018-10-20,2. Bundesliga,A,Holstein Kiel
1819,Greuther Furth,2018-10-20,2. Bundesliga,A,Bielefeld
1819,Hannover,2018-10-20,Bundesliga,A,Leverkusen
1819,Heidenheim,2018-10-20,2. Bundesliga,H,1. FC Magdeburg
1819,Hoffenheim,2018-10-20,Bundesliga,A,Nurnberg
1819,Holstein Kiel,2018-10-20,2. Bundesliga,H,FC Koln
1819,Leverkusen,2018-10-20,Bundesliga,H,Hannover
1819,Nurnberg,2018-10-20,Bundesliga,H,Hoffenheim
1819,RB Leipzig,2018-10-20,Bundesliga,A,Augsburg
1819,Schalke 04,2018-10-20,Bundesliga,H,Werder Bremen
1819,Stuttgart,2018-10-20,Bundesliga,H,Dortmund
1819,Werder Bremen,2018-10-20,Bundesliga,A,Schalke 04
1819,Wolfsburg,2018-10-20,Bundesliga,H,Bayern Munich
1819,Bochum,2018-10-21,2. Bundesliga,A,Hamburg
1819,Darmstadt,2018-10-21,2. Bundesliga,A,Jahn Regensburg
1819,Freiburg,2018-10-21,Bundesliga,A,Hertha
1819,Hamburg,2018-10-21,2. Bundesliga,H,Bochum
1819,Hertha,2018-10-21,Bundesliga,H,Freiburg
1819,M'gladbach,2018-10-21,Bundesliga,H,Mainz
1819,Mainz,2018-10-21,Bundesliga,A,M'gladbach
1819,Paderborn,2018-10-21,2. Bundesliga,H,Union Berlin
1819,Union Berlin,2018-10-21,2. Bundesliga,A,Paderborn
1819,St Pauli,2018-10-22,2. Bundesliga,A,MSV Duisburg
1819,Bayern Munich,2018-10-23,Champions League,A,AEK Athen
1819,Hoffenheim,2018-10-23,Champions League,H,Lyon
1819,Dortmund,2018-10-24,Champions League,H,Ath Madrid
1819,Schalke 04,2018-10-24,Champions League,A,Galatasaray
1819,Ein Frankfurt,2018-10-25,Europa League,H,Apollon Limassol
1819,Leverkusen,2018-10-25,Europa League,A,Zürich
1819,RB Leipzig,2018-10-25,Europa League,H,Celtic
1819,Darmstadt,2018-10-26,2. Bundesliga,H,Greuther Furth
1819,Freiburg,2018-10-26,Bundesliga,H,M'gladbach
1819,Greuther Furth,2018-10-26,2. Bundesliga,A,Darmstadt
1819,Hamburg,2018-10-26,2. Bundesliga,A,1. FC Magdeburg
1819,M'gladbach,2018-10-26,Bundesliga,A,Freiburg
1819,Augsburg,2018-10-27,Bundesliga,A,Hannover
1819,Bayern Munich,2018-10-27,Bundesliga,A,Mainz
1819,Bielefeld,2018-10-27,2. Bundesliga,A,Erzgebirge Aue
1819,Dortmund,2018-10-27,Bundesliga,H,Hertha
1819,FC Koln,2018-10-27,2. Bundesliga,H,Heidenheim
1819,Fortuna Dusseldorf,2018-10-27,Bundesliga,H,Wolfsburg
1819,Hannover,2018-10-27,Bundesliga,H,Augsburg
1819,Heidenheim,2018-10-27,2. Bundesliga,A,FC Koln
1819,Hertha,2018-10-27,Bundesliga,A,Dortmund
1819,Hoffenheim,2018-10-27,Bundesliga,H,Stuttgart
1819,Mainz,2018-10-27,Bundesliga,H,Bayern Munich
1819,Paderborn,2018-10-27,2. Bundesliga,H,SV Sandhausen
1819,Stuttgart,2018-10-27,Bundesliga,A,Hoffenheim
1819,Wolfsburg,2018-10-27,Bundesliga,A,Fortuna Dusseldorf
1819,Ein Frankfurt,2018-10-28,Bundesliga,A,Nurnberg
1819,Holstein Kiel,2018-10-28,2. Bundesliga,A,St Pauli
1819,Leverkusen,2018-10-28,Bundesliga,A,Werder Bremen
1819,Nurnberg,2018-10-28,Bundesliga,H,Ein Frankfurt
1819,RB Leipzig,2018-10-28,Bundesliga,H,Schalke 04
1819,Schalke 04,2018-10-28,Bundesliga,A,RB Leipzig
1819,St Pauli,2018-10-28,2. Bundesliga,H,Holstein Kiel
1819,Union Berlin,2018-10-28,2. Bundesliga,H,Dynamo Dresden
1819,Werder Bremen,2018-10-28,Bundesliga,H,Leverkusen
1819,Bochum,2018-10-29,2. Bundesliga,H,Jahn Regensburg
1819,Augsburg,2018-10-30,DFB-Pokal,H,Mainz
1819,Bayern Munich,2018-10-30,DFB-Pokal,A,SV Rödinghausen
1819,Darmstadt,2018-10-30,DFB-Pokal,H,Hertha
1819,Fortuna Dusseldorf,2018-10-30,DFB-Pokal,A,SSV Ulm 1846
1819,Hamburg,2018-10-30,DFB-Pokal,A,SV Wehen Wiesbaden
1819,Hannover,2018-10-30,DFB-Pokal,H,Wolfsburg
1819,Heidenheim,2018-10-30,DFB-Pokal,H,SV Sandhausen
1819,Hertha,2018-10-30,DFB-Pokal,A,Darmstadt
1819,Mainz,2018-10-30,DFB-Pokal,A,Augsburg
1819,Paderborn,2018-10-30,DFB-Pokal,A,BSG Chemie Leipzig
1819,Wolfsburg,2018-10-30,DFB-Pokal,A,Hannover
1819,Bielefeld,2018-10-31,DFB-Pokal,H,MSV Duisburg
1819,Dortmund,2018-10-31,DFB-Pokal,H,Union Berlin
1819,FC Koln,2018-10-31,DFB-Pokal,H,Schalke 04
1819,Freiburg,2018-10-31,DFB-Pokal,A,Holstein Kiel
1819,Hoffenheim,2018-10-31,DFB-Pokal,A,RB Leipzig
1819,Holstein Kiel,2018-10-31,DFB-Pokal,H,Freiburg
1819,Leverkusen,2018-10-31,DFB-Pokal,A,M'gladbach
1819,M'gladbach,2018-10-31,DFB-Pokal,H,Leverkusen
1819,Nurnberg,2018-10-31,DFB-Pokal,A,Hansa Rostock
1819,RB Leipzig,2018-10-31,DFB-Pokal,H,Hoffenheim
1819,Schalke 04,2018-10-31,DFB-Pokal,A,FC Koln
1819,Union Berlin,2018-10-31,DFB-Pokal,A,Dortmund
1819,Werder Bremen,2018-10-31,DFB-Pokal,A,Weiche Flensburg 08
1819,Bochum,2018-11-02,2. Bundesliga,A,Greuther Furth
1819,Ein Frankfurt,2018-11-02,Bundesliga,A,Stuttgart
1819,Greuther Furth,2018-11-02,2. Bundesliga,H,Bochum
1819,Stuttgart,2018-11-02,Bundesliga,H,Ein Frankfurt
1819,Augsburg,2018-11-03,Bundesliga,H,Nurnberg
1819,Bayern Munich,2018-11-03,Bundesliga,H,Freiburg
1819,Darmstadt,2018-11-03,2. Bundesliga,H,1. FC Magdeburg
1819,Dortmund,2018-11-03,Bundesliga,A,Wolfsburg
1819,Freiburg,2018-11-03,Bundesliga,A,Bayern Munich
1819,Hannover,2018-11-03,Bundesliga,A,Schalke 04
1819,Hertha,2018-11-03,Bundesliga,H,RB Leipzig
1819,Hoffenheim,2018-11-03,Bundesliga,A,Leverkusen
1819,Holstein Kiel,2018-11-03,2. Bundesliga,H,FC Ingolstadt 04
1819,Leverkusen,2018-11-03,Bundesliga,H,Hoffenheim
1819,Nurnberg,2018-11-03,Bundesliga,A,Augsburg
1819,Paderborn,2018-11-03,2. Bundesliga,A,MSV Duisburg
1819,RB Leipzig,2018-11-03,Bundesliga,A,Hertha
1819,Schalke 04,2018-11-03,Bundesliga,H,Hannover
1819,Wolfsburg,2018-11-03,Bundesliga,H,Dortmund
1819,Bielefeld,2018-11-04,2. Bundesliga,H,St Pauli
1819,Fortuna Dusseldorf,2018-11-04,Bundesliga,A,M'gladbach
1819,Heidenheim,2018-11-04,2. Bundesliga,H,Erzgebirge Aue
1819,M'gladbach,2018-11-04,Bundesliga,H,Fortuna Dusseldorf
1819,Mainz,2018-11-04,Bundesliga,H,Werder Bremen
1819,St Pauli,2018-11-04,2. Bundesliga,A,Bielefeld
1819,Union Berlin,2018-11-04,2. Bundesliga,A,Jahn Regensburg
1819,Werder Bremen,2018-11-04,Bundesliga,A,Mainz
1819,FC Koln,2018-11-05,2. Bundesliga,A,Hamburg
1819,Hamburg,2018-11-05,2. Bundesliga,H,FC Koln
1819,Dortmund,2018-11-06,Champions League,A,Ath Madrid
1819,Schalke 04,2018-11-06,Champions League,H,Galatasaray
1819,Bayern Munich,2018-11-07,Champions League,H,AEK Athen
1819,Hoffenheim,2018-11-07,Champions League,A,Lyon
1819,Ein Frankfurt,2018-11-08,Europa League,A,Apollon Limassol
1819,Leverkusen,2018-11-08,Europa League,H,Zürich
1819,RB Leipzig,2018-11-08,Europa League,A,Celtic
1819,Hannover,2018-11-09,Bundesliga,H,Wolfsburg
1819,Holstein Kiel,2018-11-09,2. Bundesliga,A,Paderborn
1819,Paderborn,2018-11-09,2. Bundesliga,H,Holstein Kiel
1819,Wolfsburg,2018-11-09,Bundesliga,A,Hannover
1819,Augsburg,2018-11-10,Bundesliga,A,Hoffenheim
1819,Bayern Munich,2018-11-10,Bundesliga,A,Dortmund
1819,Dortmund,2018-11-10,Bundesliga,H,Bayern Munich
1819,FC Koln,2018-11-10,2. Bundesliga,H,Dynamo Dresden
1819,Fortuna Dusseldorf,2018-11-10,Bundesliga,H,Hertha
1819,Freiburg,2018-11-10,Bundesliga,H,Mainz
1819,Hamburg,2018-11-10,2. Bundesliga,A,Erzgebirge Aue
1819,Heidenheim,2018-11-10,2. Bundesliga,A,St Pauli
1819,Hertha,2018-11-10,Bundesliga,A,Fortuna Dusseldorf
1819,Hoffenheim,2018-11-10,Bundesliga,H,Augsburg
1819,M'gladbach,2018-11-10,Bundesliga,A,Werder Bremen
1819,Mainz,2018-11-10,Bundesliga,A,Freiburg
1819,Nurnberg,2018-11-10,Bundesliga,H,Stuttgart
1819,St Pauli,2018-11-10,2. Bundesliga,H,Heidenheim
1819,Stuttgart,2018-11-10,Bundesliga,A,Nurnberg
1819,Werder Bremen,2018-11-10,Bundesliga,H,M'gladbach
1819,Bielefeld,2018-11-11,2. Bundesliga,A,FC Ingolstadt 04
1819,Ein Frankfurt,2018-11-11,Bundesliga,H,Schalke 04
1819,Greuther Furth,2018-11-11,2. Bundesliga,A,Union Berlin
1819,Leverkusen,2018-11-11,Bundesliga,A,RB Leipzig
1819,RB Leipzig,2018-11-11,Bundesliga,H,Leverkusen
1819,Schalke 04,2018-11-11,Bundesliga,A,Ein Frankfurt
1819,Union Berlin,2018-11-11,2. Bundesliga,H,Greuther Furth
1819,Bochum,2018-11-12,2. Bundesliga,H,Darmstadt
1819,Darmstadt,2018-11-12,2. Bundesliga,A,Bochum
1819,Bielefeld,2018-11-23,2. Bundesliga,H,MSV Duisburg
1819,Greuther Furth,2018-11-23,2. Bundesliga,H,1. FC Magdeburg
1819,Leverkusen,2018-11-23,Bundesliga,H,Stuttgart
1819,Stuttgart,2018-11-23,Bundesliga,A,Leverkusen
1819,Augsburg,2018-11-24,Bundesliga,H,Ein Frankfurt
1819,Bayern Munich,2018-11-24,Bundesliga,H,Fortuna Dusseldorf
1819,Bochum,2018-11-24,2. Bundesliga,H,Erzgebirge Aue
1819,Darmstadt,2018-11-24,2. Bundesliga,H,FC Koln
1819,Dortmund,2018-11-24,Bundesliga,A,Mainz
1819,Ein Frankfurt,2018-11-24,Bundesliga,A,Augsburg
1819,FC Koln,2018-11-24,2. Bundesliga,A,Darmstadt
1819,Fortuna Dusseldorf,2018-11-24,Bundesliga,A,Bayern Munich
1819,Hertha,2018-11-24,Bundesliga,H,Hoffenheim
1819,Hoffenheim,2018-11-24,Bundesliga,A,Hertha
1819,Holstein Kiel,2018-11-24,2. Bundesliga,H,SV Sandhausen
1819,Mainz,2018-11-24,Bundesliga,H,Dortmund
1819,Nurnberg,2018-11-24,Bundesliga,A,Schalke 04
1819,RB Leipzig,2018-11-24,Bundesliga,A,Wolfsburg
1819,Schalke 04,2018-11-24,Bundesliga,H,Nurnberg
1819,Wolfsburg,2018-11-24,Bundesliga,H,RB Leipzig
1819,Freiburg,2018-11-25,Bundesliga,H,Werder Bremen
1819,Hannover,2018-11-25,Bundesliga,A,M'gladbach
1819,Heidenheim,2018-11-25,2. Bundesliga,H,Paderborn
1819,M'gladbach,2018-11-25,Bundesliga,H,Hannover
