season,team,date,competition,home_away,opponent
1617,Hannover,2016-08-05,2. Bundesliga,A,1. FC Kaiserslautern
1617,Bochum,2016-08-06,2. Bundesliga,H,Union Berlin
1617,Fortuna Dusseldorf,2016-08-06,2. Bundesliga,A,SV Sandhausen
1617,Nurnberg,2016-08-06,2. Bundesliga,A,Dynamo Dresden
1617,Union Berlin,2016-08-06,2. Bundesliga,A,Bochum
1617,Bielefeld,2016-08-07,2. Bundesliga,H,Karlsruher SC
1617,Greuther Furth,2016-08-07,2. Bundesliga,H,TSV 1860 München
1617,Heidenheim,2016-08-07,2. Bundesliga,H,Erzgebirge Aue
1617,St Pauli,2016-08-08,2. Bundesliga,A,Stuttgart
1617,Stuttgart,2016-08-08,2. Bundesliga,H,St Pauli
1617,Fortuna Dusseldorf,2016-08-12,2. Bundesliga,H,Stuttgart
1617,Heidenheim,2016-08-12,2. Bundesliga,A,Nurnberg
1617,Nurnberg,2016-08-12,2. Bundesliga,H,Heidenheim
1617,Stuttgart,2016-08-12,2. Bundesliga,A,Fortuna Dusseldorf
1617,Bochum,2016-08-13,2. Bundesliga,A,Karlsruher SC
1617,St Pauli,2016-08-13,2. Bundesliga,H,Eintracht Braunschweig
1617,Bielefeld,2016-08-14,2. Bundesliga,A,TSV 1860 München
1617,Greuther Furth,2016-08-14,2. Bundesliga,A,Hannover
1617,Hannover,2016-08-14,2. Bundesliga,H,Greuther Furth
1617,Union Berlin,2016-08-15,2. Bundesliga,H,Dynamo Dresden
1617,Bayern Munich,2016-08-26,Bundesliga 2016-17,H,Werder Bremen
1617,Bochum,2016-08-26,2. Bundesliga,H,Hannover
1617,Hannover,2016-08-26,2. Bundesliga,A,Bochum
1617,Heidenheim,2016-08-26,2. Bundesliga,H,Würzburger Kickers
1617,Stuttgart,2016-08-26,2. Bundesliga,A,SV Sandhausen
1617,Werder Bremen,2016-08-26,Bundesliga 2016-17,A,Bayern Munich
1617,Augsburg,2016-08-27,Bundesliga 2016-17,H,Wolfsburg
1617,Darmstadt,2016-08-27,Bundesliga 2016-17,A,FC Koln
1617,Dortmund,2016-08-27,Bundesliga 2016-17,H,Mainz
1617,Ein Frankfurt,2016-08-27,Bundesliga 2016-17,H,Schalke 04
1617,FC Koln,2016-08-27,Bundesliga 2016-17,H,Darmstadt
1617,Greuther Furth,2016-08-27,2. Bundesliga,H,Erzgebirge Aue
1617,Hamburg,2016-08-27,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Leverkusen,2016-08-27,Bundesliga 2016-17,A,M'gladbach
1617,M'gladbach,2016-08-27,Bundesliga 2016-17,H,Leverkusen
1617,Mainz,2016-08-27,Bundesliga 2016-17,A,Dortmund
1617,Schalke 04,2016-08-27,Bundesliga 2016-17,A,Ein Frankfurt
1617,Wolfsburg,2016-08-27,Bundesliga 2016-17,A,Augsburg
1617,Bielefeld,2016-08-28,2. Bundesliga,H,Union Berlin
1617,Freiburg,2016-08-28,Bundesliga 2016-17,A,Hertha
1617,Hertha,2016-08-28,Bundesliga 2016-17,H,Freiburg
1617,Hoffenheim,2016-08-28,Bundesliga 2016-17,H,RB Leipzig
1617,Nurnberg,2016-08-28,2. Bundesliga,A,Eintracht Braunschweig
1617,RB Leipzig,2016-08-28,Bundesliga 2016-17,A,Hoffenheim
1617,St Pauli,2016-08-28,2. Bundesliga,A,Dynamo Dresden
1617,Union Berlin,2016-08-28,2. Bundesliga,A,Bielefeld
1617,Fortuna Dusseldorf,2016-08-29,2. Bundesliga,A,1. FC Kaiserslautern
1617,Bayern Munich,2016-09-09,Bundesliga 2016-17,A,Schalke 04
1617,Bochum,2016-09-09,2. Bundesliga,A,Würzburger Kickers
1617,Heidenheim,2016-09-09,2. Bundesliga,A,Stuttgart
1617,Schalke 04,2016-09-09,Bundesliga 2016-17,H,Bayern Munich
1617,Stuttgart,2016-09-09,2. Bundesliga,H,Heidenheim
1617,Bielefeld,2016-09-10,2. Bundesliga,A,St Pauli
1617,Darmstadt,2016-09-10,Bundesliga 2016-17,H,Ein Frankfurt
1617,Dortmund,2016-09-10,Bundesliga 2016-17,A,RB Leipzig
1617,Ein Frankfurt,2016-09-10,Bundesliga 2016-17,A,Darmstadt
1617,FC Koln,2016-09-10,Bundesliga 2016-17,A,Wolfsburg
1617,Freiburg,2016-09-10,Bundesliga 2016-17,H,M'gladbach
1617,Hamburg,2016-09-10,Bundesliga 2016-17,A,Leverkusen
1617,Hertha,2016-09-10,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,Leverkusen,2016-09-10,Bundesliga 2016-17,H,Hamburg
1617,M'gladbach,2016-09-10,Bundesliga 2016-17,A,Freiburg
1617,RB Leipzig,2016-09-10,Bundesliga 2016-17,H,Dortmund
1617,St Pauli,2016-09-10,2. Bundesliga,H,Bielefeld
1617,Union Berlin,2016-09-10,2. Bundesliga,H,Karlsruher SC
1617,Wolfsburg,2016-09-10,Bundesliga 2016-17,H,FC Koln
1617,Augsburg,2016-09-11,Bundesliga 2016-17,A,Werder Bremen
1617,Fortuna Dusseldorf,2016-09-11,2. Bundesliga,H,Greuther Furth
1617,Greuther Furth,2016-09-11,2. Bundesliga,A,Fortuna Dusseldorf
1617,Hannover,2016-09-11,2. Bundesliga,H,Dynamo Dresden
1617,Hoffenheim,2016-09-11,Bundesliga 2016-17,A,Mainz
1617,Mainz,2016-09-11,Bundesliga 2016-17,H,Hoffenheim
1617,Werder Bremen,2016-09-11,Bundesliga 2016-17,H,Augsburg
1617,Nurnberg,2016-09-12,2. Bundesliga,H,TSV 1860 München
1617,Bochum,2016-09-16,2. Bundesliga,H,Nurnberg
1617,FC Koln,2016-09-16,Bundesliga 2016-17,H,Freiburg
1617,Freiburg,2016-09-16,Bundesliga 2016-17,A,FC Koln
1617,Greuther Furth,2016-09-16,2. Bundesliga,H,Würzburger Kickers
1617,Nurnberg,2016-09-16,2. Bundesliga,A,Bochum
1617,Union Berlin,2016-09-16,2. Bundesliga,A,TSV 1860 München
1617,Bayern Munich,2016-09-17,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Darmstadt,2016-09-17,Bundesliga 2016-17,A,Dortmund
1617,Dortmund,2016-09-17,Bundesliga 2016-17,H,Darmstadt
1617,Ein Frankfurt,2016-09-17,Bundesliga 2016-17,H,Leverkusen
1617,Fortuna Dusseldorf,2016-09-17,2. Bundesliga,A,Heidenheim
1617,Hamburg,2016-09-17,Bundesliga 2016-17,H,RB Leipzig
1617,Heidenheim,2016-09-17,2. Bundesliga,H,Fortuna Dusseldorf
1617,Hoffenheim,2016-09-17,Bundesliga 2016-17,H,Wolfsburg
1617,Leverkusen,2016-09-17,Bundesliga 2016-17,A,Ein Frankfurt
1617,M'gladbach,2016-09-17,Bundesliga 2016-17,H,Werder Bremen
1617,RB Leipzig,2016-09-17,Bundesliga 2016-17,A,Hamburg
1617,Stuttgart,2016-09-17,2. Bundesliga,A,1. FC Kaiserslautern
1617,Werder Bremen,2016-09-17,Bundesliga 2016-17,A,M'gladbach
1617,Wolfsburg,2016-09-17,Bundesliga 2016-17,A,Hoffenheim
1617,Augsburg,2016-09-18,Bundesliga 2016-17,H,Mainz
1617,Bielefeld,2016-09-18,2. Bundesliga,H,Hannover
1617,Hannover,2016-09-18,2. Bundesliga,A,Bielefeld
1617,Hertha,2016-09-18,Bundesliga 2016-17,H,Schalke 04
1617,Mainz,2016-09-18,Bundesliga 2016-17,A,Augsburg
1617,Schalke 04,2016-09-18,Bundesliga 2016-17,A,Hertha
1617,St Pauli,2016-09-18,2. Bundesliga,A,Karlsruher SC
1617,Bochum,2016-09-20,2. Bundesliga,A,Fortuna Dusseldorf
1617,Darmstadt,2016-09-20,Bundesliga 2016-17,H,Hoffenheim
1617,Dortmund,2016-09-20,Bundesliga 2016-17,A,Wolfsburg
1617,Ein Frankfurt,2016-09-20,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,Fortuna Dusseldorf,2016-09-20,2. Bundesliga,H,Bochum
1617,Freiburg,2016-09-20,Bundesliga 2016-17,H,Hamburg
1617,Greuther Furth,2016-09-20,2. Bundesliga,A,Nurnberg
1617,Hamburg,2016-09-20,Bundesliga 2016-17,A,Freiburg
1617,Heidenheim,2016-09-20,2. Bundesliga,A,SV Sandhausen
1617,Hoffenheim,2016-09-20,Bundesliga 2016-17,A,Darmstadt
1617,Nurnberg,2016-09-20,2. Bundesliga,H,Greuther Furth
1617,Stuttgart,2016-09-20,2. Bundesliga,H,Eintracht Braunschweig
1617,Wolfsburg,2016-09-20,Bundesliga 2016-17,H,Dortmund
1617,Augsburg,2016-09-21,Bundesliga 2016-17,A,Leverkusen
1617,Bayern Munich,2016-09-21,Bundesliga 2016-17,H,Hertha
1617,Bielefeld,2016-09-21,2. Bundesliga,A,Erzgebirge Aue
1617,FC Koln,2016-09-21,Bundesliga 2016-17,A,Schalke 04
1617,Hannover,2016-09-21,2. Bundesliga,H,Karlsruher SC
1617,Hertha,2016-09-21,Bundesliga 2016-17,A,Bayern Munich
1617,Leverkusen,2016-09-21,Bundesliga 2016-17,H,Augsburg
1617,M'gladbach,2016-09-21,Bundesliga 2016-17,A,RB Leipzig
1617,Mainz,2016-09-21,Bundesliga 2016-17,A,Werder Bremen
1617,RB Leipzig,2016-09-21,Bundesliga 2016-17,H,M'gladbach
1617,Schalke 04,2016-09-21,Bundesliga 2016-17,H,FC Koln
1617,Union Berlin,2016-09-21,2. Bundesliga,A,Würzburger Kickers
1617,Werder Bremen,2016-09-21,Bundesliga 2016-17,H,Mainz
1617,St Pauli,2016-09-22,2. Bundesliga,H,TSV 1860 München
1617,Bochum,2016-09-23,2. Bundesliga,H,Stuttgart
1617,Dortmund,2016-09-23,Bundesliga 2016-17,H,Freiburg
1617,Fortuna Dusseldorf,2016-09-23,2. Bundesliga,A,Eintracht Braunschweig
1617,Freiburg,2016-09-23,Bundesliga 2016-17,A,Dortmund
1617,Greuther Furth,2016-09-23,2. Bundesliga,H,SV Sandhausen
1617,Stuttgart,2016-09-23,2. Bundesliga,A,Bochum
1617,Augsburg,2016-09-24,Bundesliga 2016-17,H,Darmstadt
1617,Bayern Munich,2016-09-24,Bundesliga 2016-17,A,Hamburg
1617,Darmstadt,2016-09-24,Bundesliga 2016-17,A,Augsburg
1617,Ein Frankfurt,2016-09-24,Bundesliga 2016-17,H,Hertha
1617,Hamburg,2016-09-24,Bundesliga 2016-17,H,Bayern Munich
1617,Heidenheim,2016-09-24,2. Bundesliga,H,1. FC Kaiserslautern
1617,Hertha,2016-09-24,Bundesliga 2016-17,A,Ein Frankfurt
1617,Leverkusen,2016-09-24,Bundesliga 2016-17,A,Mainz
1617,M'gladbach,2016-09-24,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Mainz,2016-09-24,Bundesliga 2016-17,H,Leverkusen
1617,Werder Bremen,2016-09-24,Bundesliga 2016-17,H,Wolfsburg
1617,Wolfsburg,2016-09-24,Bundesliga 2016-17,A,Werder Bremen
1617,Bielefeld,2016-09-25,2. Bundesliga,H,Nurnberg
1617,FC Koln,2016-09-25,Bundesliga 2016-17,H,RB Leipzig
1617,Hannover,2016-09-25,2. Bundesliga,A,TSV 1860 München
1617,Hoffenheim,2016-09-25,Bundesliga 2016-17,H,Schalke 04
1617,Nurnberg,2016-09-25,2. Bundesliga,A,Bielefeld
1617,RB Leipzig,2016-09-25,Bundesliga 2016-17,A,FC Koln
1617,Schalke 04,2016-09-25,Bundesliga 2016-17,A,Hoffenheim
1617,St Pauli,2016-09-26,2. Bundesliga,A,Union Berlin
1617,Union Berlin,2016-09-26,2. Bundesliga,H,St Pauli
1617,Augsburg,2016-09-30,Bundesliga 2016-17,A,RB Leipzig
1617,Bochum,2016-09-30,2. Bundesliga,A,Erzgebirge Aue
1617,Nurnberg,2016-09-30,2. Bundesliga,H,Union Berlin
1617,RB Leipzig,2016-09-30,Bundesliga 2016-17,H,Augsburg
1617,Union Berlin,2016-09-30,2. Bundesliga,A,Nurnberg
1617,Bayern Munich,2016-10-01,Bundesliga 2016-17,H,FC Koln
1617,Darmstadt,2016-10-01,Bundesliga 2016-17,H,Werder Bremen
1617,Dortmund,2016-10-01,Bundesliga 2016-17,A,Leverkusen
1617,Ein Frankfurt,2016-10-01,Bundesliga 2016-17,A,Freiburg
1617,FC Koln,2016-10-01,Bundesliga 2016-17,A,Bayern Munich
1617,Fortuna Dusseldorf,2016-10-01,2. Bundesliga,H,Karlsruher SC
1617,Freiburg,2016-10-01,Bundesliga 2016-17,H,Ein Frankfurt
1617,Hamburg,2016-10-01,Bundesliga 2016-17,A,Hertha
1617,Hannover,2016-10-01,2. Bundesliga,H,St Pauli
1617,Hertha,2016-10-01,Bundesliga 2016-17,H,Hamburg
1617,Hoffenheim,2016-10-01,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,Leverkusen,2016-10-01,Bundesliga 2016-17,H,Dortmund
1617,St Pauli,2016-10-01,2. Bundesliga,A,Hannover
1617,Werder Bremen,2016-10-01,Bundesliga 2016-17,A,Darmstadt
1617,Bielefeld,2016-10-02,2. Bundesliga,A,1. FC Kaiserslautern
1617,Heidenheim,2016-10-02,2. Bundesliga,H,Eintracht Braunschweig
1617,M'gladbach,2016-10-02,Bundesliga 2016-17,A,Schalke 04
1617,Mainz,2016-10-02,Bundesliga 2016-17,A,Wolfsburg
1617,Schalke 04,2016-10-02,Bundesliga 2016-17,H,M'gladbach
1617,Wolfsburg,2016-10-02,Bundesliga 2016-17,H,Mainz
1617,Greuther Furth,2016-10-03,2. Bundesliga,A,Stuttgart
1617,Stuttgart,2016-10-03,2. Bundesliga,H,Greuther Furth
1617,Bielefeld,2016-10-14,2. Bundesliga,H,Würzburger Kickers
1617,Bochum,2016-10-14,2. Bundesliga,H,SV Sandhausen
1617,Dortmund,2016-10-14,Bundesliga 2016-17,H,Hertha
1617,Hertha,2016-10-14,Bundesliga 2016-17,A,Dortmund
1617,St Pauli,2016-10-14,2. Bundesliga,H,Erzgebirge Aue
1617,Augsburg,2016-10-15,Bundesliga 2016-17,H,Schalke 04
1617,Bayern Munich,2016-10-15,Bundesliga 2016-17,A,Ein Frankfurt
1617,Ein Frankfurt,2016-10-15,Bundesliga 2016-17,H,Bayern Munich
1617,FC Koln,2016-10-15,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Freiburg,2016-10-15,Bundesliga 2016-17,A,Hoffenheim
1617,Greuther Furth,2016-10-15,2. Bundesliga,H,Heidenheim
1617,Hamburg,2016-10-15,Bundesliga 2016-17,A,M'gladbach
1617,Heidenheim,2016-10-15,2. Bundesliga,A,Greuther Furth
1617,Hoffenheim,2016-10-15,Bundesliga 2016-17,H,Freiburg
1617,Leverkusen,2016-10-15,Bundesliga 2016-17,A,Werder Bremen
1617,M'gladbach,2016-10-15,Bundesliga 2016-17,H,Hamburg
1617,Schalke 04,2016-10-15,Bundesliga 2016-17,A,Augsburg
1617,Stuttgart,2016-10-15,2. Bundesliga,A,Dynamo Dresden
1617,Werder Bremen,2016-10-15,Bundesliga 2016-17,H,Leverkusen
1617,Darmstadt,2016-10-16,Bundesliga 2016-17,A,Mainz
1617,Fortuna Dusseldorf,2016-10-16,2. Bundesliga,A,TSV 1860 München
1617,Hannover,2016-10-16,2. Bundesliga,A,Union Berlin
1617,Mainz,2016-10-16,Bundesliga 2016-17,H,Darmstadt
1617,Nurnberg,2016-10-16,2. Bundesliga,A,Karlsruher SC
1617,RB Leipzig,2016-10-16,Bundesliga 2016-17,A,Wolfsburg
1617,Union Berlin,2016-10-16,2. Bundesliga,H,Hannover
1617,Wolfsburg,2016-10-16,Bundesliga 2016-17,H,RB Leipzig
1617,Bielefeld,2016-10-21,2. Bundesliga,A,Fortuna Dusseldorf
1617,Ein Frankfurt,2016-10-21,Bundesliga 2016-17,A,Hamburg
1617,Fortuna Dusseldorf,2016-10-21,2. Bundesliga,H,Bielefeld
1617,Hamburg,2016-10-21,Bundesliga 2016-17,H,Ein Frankfurt
1617,Stuttgart,2016-10-21,2. Bundesliga,H,TSV 1860 München
1617,Augsburg,2016-10-22,Bundesliga 2016-17,A,Freiburg
1617,Bayern Munich,2016-10-22,Bundesliga 2016-17,H,M'gladbach
1617,Darmstadt,2016-10-22,Bundesliga 2016-17,H,Wolfsburg
1617,Dortmund,2016-10-22,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,FC Koln,2016-10-22,Bundesliga 2016-17,A,Hertha
1617,Freiburg,2016-10-22,Bundesliga 2016-17,H,Augsburg
1617,Heidenheim,2016-10-22,2. Bundesliga,H,Dynamo Dresden
1617,Hertha,2016-10-22,Bundesliga 2016-17,H,FC Koln
1617,Hoffenheim,2016-10-22,Bundesliga 2016-17,A,Leverkusen
1617,Leverkusen,2016-10-22,Bundesliga 2016-17,H,Hoffenheim
1617,M'gladbach,2016-10-22,Bundesliga 2016-17,A,Bayern Munich
1617,St Pauli,2016-10-22,2. Bundesliga,A,SV Sandhausen
1617,Wolfsburg,2016-10-22,Bundesliga 2016-17,A,Darmstadt
1617,Greuther Furth,2016-10-23,2. Bundesliga,A,Eintracht Braunschweig
1617,Hannover,2016-10-23,2. Bundesliga,A,Nurnberg
1617,Mainz,2016-10-23,Bundesliga 2016-17,A,Schalke 04
1617,Nurnberg,2016-10-23,2. Bundesliga,H,Hannover
1617,RB Leipzig,2016-10-23,Bundesliga 2016-17,H,Werder Bremen
1617,Schalke 04,2016-10-23,Bundesliga 2016-17,H,Mainz
1617,Union Berlin,2016-10-23,2. Bundesliga,A,Erzgebirge Aue
1617,Werder Bremen,2016-10-23,Bundesliga 2016-17,A,RB Leipzig
1617,Bochum,2016-10-24,2. Bundesliga,A,1. FC Kaiserslautern
1617,Bielefeld,2016-10-28,2. Bundesliga,H,SV Sandhausen
1617,Ein Frankfurt,2016-10-28,Bundesliga 2016-17,A,M'gladbach
1617,M'gladbach,2016-10-28,Bundesliga 2016-17,H,Ein Frankfurt
1617,Augsburg,2016-10-29,Bundesliga 2016-17,H,Bayern Munich
1617,Bayern Munich,2016-10-29,Bundesliga 2016-17,A,Augsburg
1617,Darmstadt,2016-10-29,Bundesliga 2016-17,H,RB Leipzig
1617,Dortmund,2016-10-29,Bundesliga 2016-17,H,Schalke 04
1617,Fortuna Dusseldorf,2016-10-29,2. Bundesliga,A,Union Berlin
1617,Freiburg,2016-10-29,Bundesliga 2016-17,A,Werder Bremen
1617,Greuther Furth,2016-10-29,2. Bundesliga,H,1. FC Kaiserslautern
1617,Leverkusen,2016-10-29,Bundesliga 2016-17,A,Wolfsburg
1617,Mainz,2016-10-29,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,RB Leipzig,2016-10-29,Bundesliga 2016-17,A,Darmstadt
1617,Schalke 04,2016-10-29,Bundesliga 2016-17,A,Dortmund
1617,Union Berlin,2016-10-29,2. Bundesliga,H,Fortuna Dusseldorf
1617,Werder Bremen,2016-10-29,Bundesliga 2016-17,H,Freiburg
1617,Wolfsburg,2016-10-29,Bundesliga 2016-17,H,Leverkusen
1617,Bochum,2016-10-30,2. Bundesliga,H,Heidenheim
1617,FC Koln,2016-10-30,Bundesliga 2016-17,H,Hamburg
1617,Hamburg,2016-10-30,Bundesliga 2016-17,A,FC Koln
1617,Hannover,2016-10-30,2. Bundesliga,H,Würzburger Kickers
1617,Heidenheim,2016-10-30,2. Bundesliga,A,Bochum
1617,Hertha,2016-10-30,Bundesliga 2016-17,A,Hoffenheim
1617,Hoffenheim,2016-10-30,Bundesliga 2016-17,H,Hertha
1617,Stuttgart,2016-10-30,2. Bundesliga,A,Karlsruher SC
1617,Nurnberg,2016-10-31,2. Bundesliga,A,St Pauli
1617,St Pauli,2016-10-31,2. Bundesliga,H,Nurnberg
1617,Fortuna Dusseldorf,2016-11-04,2. Bundesliga,H,Dynamo Dresden
1617,Heidenheim,2016-11-04,2. Bundesliga,H,Karlsruher SC
1617,Hertha,2016-11-04,Bundesliga 2016-17,H,M'gladbach
1617,M'gladbach,2016-11-04,Bundesliga 2016-17,A,Hertha
1617,Nurnberg,2016-11-04,2. Bundesliga,A,Erzgebirge Aue
1617,Augsburg,2016-11-05,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,Bayern Munich,2016-11-05,Bundesliga 2016-17,H,Hoffenheim
1617,Bochum,2016-11-05,2. Bundesliga,A,Greuther Furth
1617,Darmstadt,2016-11-05,Bundesliga 2016-17,A,Leverkusen
1617,Dortmund,2016-11-05,Bundesliga 2016-17,A,Hamburg
1617,Ein Frankfurt,2016-11-05,Bundesliga 2016-17,H,FC Koln
1617,FC Koln,2016-11-05,Bundesliga 2016-17,A,Ein Frankfurt
1617,Freiburg,2016-11-05,Bundesliga 2016-17,H,Wolfsburg
1617,Greuther Furth,2016-11-05,2. Bundesliga,H,Bochum
1617,Hamburg,2016-11-05,Bundesliga 2016-17,H,Dortmund
1617,Hoffenheim,2016-11-05,Bundesliga 2016-17,A,Bayern Munich
1617,Leverkusen,2016-11-05,Bundesliga 2016-17,H,Darmstadt
1617,Union Berlin,2016-11-05,2. Bundesliga,A,1. FC Kaiserslautern
1617,Wolfsburg,2016-11-05,Bundesliga 2016-17,A,Freiburg
1617,Bielefeld,2016-11-06,2. Bundesliga,A,Stuttgart
1617,Hannover,2016-11-06,2. Bundesliga,A,Eintracht Braunschweig
1617,Mainz,2016-11-06,Bundesliga 2016-17,A,RB Leipzig
1617,RB Leipzig,2016-11-06,Bundesliga 2016-17,H,Mainz
1617,Schalke 04,2016-11-06,Bundesliga 2016-17,H,Werder Bremen
1617,Stuttgart,2016-11-06,2. Bundesliga,H,Bielefeld
1617,Werder Bremen,2016-11-06,Bundesliga 2016-17,A,Schalke 04
1617,St Pauli,2016-11-07,2. Bundesliga,A,Würzburger Kickers
1617,Bielefeld,2016-11-18,2. Bundesliga,H,Heidenheim
1617,Bochum,2016-11-18,2. Bundesliga,H,Eintracht Braunschweig
1617,Heidenheim,2016-11-18,2. Bundesliga,A,Bielefeld
1617,Leverkusen,2016-11-18,Bundesliga 2016-17,H,RB Leipzig
1617,Nurnberg,2016-11-18,2. Bundesliga,H,Würzburger Kickers
1617,RB Leipzig,2016-11-18,Bundesliga 2016-17,A,Leverkusen
1617,Augsburg,2016-11-19,Bundesliga 2016-17,H,Hertha
1617,Bayern Munich,2016-11-19,Bundesliga 2016-17,A,Dortmund
1617,Darmstadt,2016-11-19,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Dortmund,2016-11-19,Bundesliga 2016-17,H,Bayern Munich
1617,FC Koln,2016-11-19,Bundesliga 2016-17,A,M'gladbach
1617,Freiburg,2016-11-19,Bundesliga 2016-17,A,Mainz
1617,Hannover,2016-11-19,2. Bundesliga,H,Erzgebirge Aue
1617,Hertha,2016-11-19,Bundesliga 2016-17,A,Augsburg
1617,M'gladbach,2016-11-19,Bundesliga 2016-17,H,FC Koln
1617,Mainz,2016-11-19,Bundesliga 2016-17,H,Freiburg
1617,Schalke 04,2016-11-19,Bundesliga 2016-17,A,Wolfsburg
1617,Wolfsburg,2016-11-19,Bundesliga 2016-17,H,Schalke 04
1617,Ein Frankfurt,2016-11-20,Bundesliga 2016-17,A,Werder Bremen
1617,Fortuna Dusseldorf,2016-11-20,2. Bundesliga,A,St Pauli
1617,Greuther Furth,2016-11-20,2. Bundesliga,A,Dynamo Dresden
1617,Hamburg,2016-11-20,Bundesliga 2016-17,A,Hoffenheim
1617,Hoffenheim,2016-11-20,Bundesliga 2016-17,H,Hamburg
1617,St Pauli,2016-11-20,2. Bundesliga,H,Fortuna Dusseldorf
1617,Stuttgart,2016-11-20,2. Bundesliga,A,Union Berlin
1617,Union Berlin,2016-11-20,2. Bundesliga,H,Stuttgart
1617,Werder Bremen,2016-11-20,Bundesliga 2016-17,H,Ein Frankfurt
1617,Bielefeld,2016-11-25,2. Bundesliga,A,Greuther Furth
1617,Fortuna Dusseldorf,2016-11-25,2. Bundesliga,H,Hannover
1617,Freiburg,2016-11-25,Bundesliga 2016-17,H,RB Leipzig
1617,Greuther Furth,2016-11-25,2. Bundesliga,H,Bielefeld
1617,Hannover,2016-11-25,2. Bundesliga,A,Fortuna Dusseldorf
1617,RB Leipzig,2016-11-25,Bundesliga 2016-17,A,Freiburg
1617,Augsburg,2016-11-26,Bundesliga 2016-17,A,FC Koln
1617,Bayern Munich,2016-11-26,Bundesliga 2016-17,H,Leverkusen
1617,Bochum,2016-11-26,2. Bundesliga,A,Dynamo Dresden
1617,Dortmund,2016-11-26,Bundesliga 2016-17,A,Ein Frankfurt
1617,Ein Frankfurt,2016-11-26,Bundesliga 2016-17,H,Dortmund
1617,FC Koln,2016-11-26,Bundesliga 2016-17,H,Augsburg
1617,Hamburg,2016-11-26,Bundesliga 2016-17,H,Werder Bremen
1617,Heidenheim,2016-11-26,2. Bundesliga,H,St Pauli
1617,Hoffenheim,2016-11-26,Bundesliga 2016-17,A,M'gladbach
1617,Leverkusen,2016-11-26,Bundesliga 2016-17,A,Bayern Munich
1617,M'gladbach,2016-11-26,Bundesliga 2016-17,H,Hoffenheim
1617,St Pauli,2016-11-26,2. Bundesliga,A,Heidenheim
1617,Werder Bremen,2016-11-26,Bundesliga 2016-17,A,Hamburg
1617,Wolfsburg,2016-11-26,Bundesliga 2016-17,A,FC Ingolstadt 04
1617,Darmstadt,2016-11-27,Bundesliga 2016-17,A,Schalke 04
1617,Hertha,2016-11-27,Bundesliga 2016-17,H,Mainz
1617,Mainz,2016-11-27,Bundesliga 2016-17,A,Hertha
1617,Schalke 04,2016-11-27,Bundesliga 2016-17,H,Darmstadt
1617,Union Berlin,2016-11-27,2. Bundesliga,A,SV Sandhausen
1617,Nurnberg,2016-11-28,2. Bundesliga,A,Stuttgart
1617,Stuttgart,2016-11-28,2. Bundesliga,H,Nurnberg
1617,Bayern Munich,2016-12-02,Bundesliga 2016-17,A,Mainz
1617,Greuther Furth,2016-12-02,2. Bundesliga,A,Karlsruher SC
1617,Hannover,2016-12-02,2. Bundesliga,H,Heidenheim
1617,Heidenheim,2016-12-02,2. Bundesliga,A,Hannover
1617,Mainz,2016-12-02,Bundesliga 2016-17,H,Bayern Munich
1617,St Pauli,2016-12-02,2. Bundesliga,H,1. FC Kaiserslautern
1617,Dortmund,2016-12-03,Bundesliga 2016-17,H,M'gladbach
1617,FC Koln,2016-12-03,Bundesliga 2016-17,A,Hoffenheim
1617,Freiburg,2016-12-03,Bundesliga 2016-17,A,Leverkusen
1617,Hertha,2016-12-03,Bundesliga 2016-17,A,Wolfsburg
1617,Hoffenheim,2016-12-03,Bundesliga 2016-17,H,FC Koln
1617,Leverkusen,2016-12-03,Bundesliga 2016-17,H,Freiburg
1617,M'gladbach,2016-12-03,Bundesliga 2016-17,A,Dortmund
1617,Nurnberg,2016-12-03,2. Bundesliga,H,SV Sandhausen
1617,RB Leipzig,2016-12-03,Bundesliga 2016-17,H,Schalke 04
1617,Schalke 04,2016-12-03,Bundesliga 2016-17,A,RB Leipzig
1617,Werder Bremen,2016-12-03,Bundesliga 2016-17,H,FC Ingolstadt 04
1617,Wolfsburg,2016-12-03,Bundesliga 2016-17,H,Hertha
1617,Augsburg,2016-12-04,Bundesliga 2016-17,H,Ein Frankfurt
1617,Bielefeld,2016-12-04,2. Bundesliga,H,Bochum
1617,Bochum,2016-12-04,2. Bundesliga,A,Bielefeld
1617,Darmstadt,2016-12-04,Bundesliga 2016-17,H,Hamburg
1617,Ein Frankfurt,2016-12-04,Bundesliga 2016-17,A,Augsburg
1617,Fortuna Dusseldorf,2016-12-04,2. Bundesliga,A,Würzburger Kickers
1617,Hamburg,2016-12-04,Bundesliga 2016-17,A,Darmstadt
1617,Stuttgart,2016-12-04,2. Bundesliga,A,Erzgebirge Aue
1617,Union Berlin,2016-12-05,2. Bundesliga,H,Eintracht Braunschweig
