Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Casa,AS Le Gosier,4-1-4-1,Panchina,7,19,George A.,,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Casa,AS Le Gosier,4-1-4-1,Panchina,8,13,Lujien L.,,,84',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Casa,AS Le Gosier,4-1-4-1,Panchina,9,18,Miath J.,,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,1,1,Kamara B.,Portiere,6.8,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,2,5,Meite B.,,7.9,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,3,4,Adjei N.,,6.4,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,4,2,Igor Silva,,9.1,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,5,3,Mvuka Mugisha J.,,9.3,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,6,6,Karim D.,,9.0,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,7,8,Cadiou N.,,7.1,,75',xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,8,10,Pagis P.,,7.9,,57',xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,9,7,Dieng B.,,9.6,,57',xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,10,11,Le Bris T.,Capitano,7.4,,57',xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Titolare,11,9,Bamba M.,,8.7,,75',xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,1,13,Akakpo I.,,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,2,15,Fadiga B.,,6.9,57',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,3,18,Kone M.,,6.5,75',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,4,12,Leaudais L.,,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,5,16,Leroy B.,Portiere,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,6,17,Makengo J.,,6.5,75',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,7,19,Monnier I.,,6.6,57',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,8,14,Sanusi T.,,7.7,57',,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,AS Le Gosier,Lorient,Ospite,Lorient,3-4-2-1,Panchina,9,20,Semedo D.,,,,,xIea0NKi
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,1,1,Gentner A.,Portiere,5.2,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,2,2,Alves L.,,6.8,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,3,3,Gyeboaho J.,,6.5,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,4,4,Mbimba G.,,6.7,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,5,5,Fofana B.,,7.1,,83',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,6,7,Hayef R.,,6.5,,61',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,7,10,Valbon A.,,6.1,,62',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,8,6,Decherf A.,Capitano,5.7,,83',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,9,8,Diop P.,,5.5,,68',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,10,11,Glao D.,,6.2,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Titolare,11,9,Reppert A.,,6.3,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,1,15,Bonsu D.,,6.5,61',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,2,19,Boutellaa C.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,3,12,Camara F.,,,83',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,4,16,Cortes S.,Portiere,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,5,17,Mendy K.,,6.3,68',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,6,20,Mousseni M.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,7,13,Tahmouch M.,,,83',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,8,18,Vallon A.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Casa,Biesheim,5-3-2,Panchina,9,14,Walter T.,,6.8,62',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,1,1,Ba O.,Portiere,7.8,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,2,3,Kouao K.,,7.1,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,3,2,Colin M.,,6.0,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,4,4,Mboula U.,,6.4,,68',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,5,5,Deminguet J.,,7.1,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,6,6,Stambouli B.,,7.3,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,7,8,Traore B.,,8.7,,70',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,8,11,Mbaye M.,,7.2,,71',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,9,10,Hein G.,Capitano,8.6,,87',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,10,7,Tsitaishvili G.,,7.3,,68',x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Titolare,11,9,Sane I.,,7.6,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,1,13,Abuashvili G.,,6.0,71',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,2,19,Bokele Mputu M.,,7.6,68',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,3,15,Diop M.,,6.5,68',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,4,17,Dos Santos T.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,5,16,Fischer J.,Portiere,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,6,18,Mbala N.,,,87',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,7,14,Melieres C.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,8,20,Munongo B.,,,,,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,Ospite,Metz,4-2-3-1,Panchina,9,12,Toure A.,,6.5,70',,x4GQoO5b
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,1,1,Allain B.,Portiere,6.2,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,2,2,N'Gatta A. L.,,6.9,,83',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,3,4,Mouyokolo L.,,6.8,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,4,5,Vidal C.,,6.9,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,5,3,Sarikaya E.,,6.6,,67',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,6,10,Xantippe M.,,7.1,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,7,6,Valls T.,Capitano,6.3,,83',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,8,8,Benet J.,,7.3,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,9,11,Bangre M.,,6.2,,67',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,10,7,Diaby Y.,,7.8,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Titolare,11,9,Elphege N.,,6.2,,18',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,1,13,Bechikh M.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,2,17,Delos S.,,,83',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,3,12,Diba S.,,6.4,67',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,4,14,Kerouedan A.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,5,15,Mambo S.,,6.2,67',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,6,18,Mbock H.,,,83',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,7,20,Mion M.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,8,16,Pattier M.,Portiere,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Casa,Grenoble,5-3-2,Panchina,9,19,Zahui N.,,7.5,18',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,1,1,Lembet G.,Portiere,8.1,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,2,4,Fernandez N.,,6.9,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,3,3,Carlier M.,Capitano,6.1,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,4,5,Nahounou Y.,,6.6,,76',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,5,2,Tacafred E.,,7.8,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,6,7,Gelin J.,,6.6,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,7,6,Bouriaud T.,,6.4,,80',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,8,8,Experience M.,,6.2,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,9,9,Guendez M.,,6.3,,67',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,10,10,Dabasse A.,,6.1,,67',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Titolare,11,11,Evans J.,,6.6,,68',ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,1,17,Bamba R.,,6.6,67',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,2,19,Barbier H.,,6.4,76',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,3,16,Basilio E.,Portiere,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,4,20,Bokangu B.,,7.0,67',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,5,13,Camara B.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,6,12,Julloux A.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,7,14,Sidibe O.,,6.5,68',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,8,15,Suljic C.,,,,,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Ospite,Nancy,3-4-3,Panchina,9,18,Ztouti Z.,,6.4,80',,ptAaPUgK
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,1,1,Vita E.,Portiere,6.5,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,2,2,Haon M.,,6.5,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,3,6,Zouma Y.,,5.3,,83',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,4,5,Thunet R.,,6.2,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,5,4,Ighbane N.,,5.9,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,6,3,Clavel M.,,5.8,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,7,7,Etien A.,,7.2,,90+1',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,8,8,Martelat Y.,,6.5,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,9,10,Dhib N.,Capitano,5.8,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,10,11,Valey E.,,6.4,,86',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Titolare,11,9,Bourouis-Belle S.,,6.1,,87',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,1,14,Bafounta K.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,2,15,Belmahi K.,,,90+1',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,3,13,Benyounes O.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,4,19,Boughanmi I.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,5,20,Ihaddadene I.,,,83',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,6,18,Laurent J.,,,86',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,7,12,Ndoutoume L.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,8,16,Rambaud A.,Portiere,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Casa,Lyon - La Duchere,5-4-1,Panchina,9,17,Souare K.,,,87',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,1,1,Haug K.,Portiere,6.6,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,2,8,Vossah A.,,6.9,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,3,5,Koumbassa S.,,8.0,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,4,3,McKenzie M.,Capitano,8.4,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,5,2,Messali R.,,7.3,,76',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,6,4,Sauer M.,,5.7,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,7,6,Casseres C.,,8.3,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,8,11,Kamanzi W.,,6.8,,57',AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,9,7,Donnum A.,,8.7,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,10,10,Gboho Y.,,7.7,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Titolare,11,9,Emersonn,,6.8,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,1,17,Bakhouche Piernas G.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,2,20,Cresswell C.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,3,16,Dominguez A.,Portiere,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,4,13,Edjouma N.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,5,14,Hidalgo S.,,6.8,57',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,6,18,Methalie D.,,6.4,76',,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,7,12,Schmidt N.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,8,19,Sidibe D.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Ospite,Tolosa,3-4-2-1,Panchina,9,15,Vignolo J.,,,,,AVg7b1k4
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,1,1,Rodrigues L.,Portiere,7.7,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,2,2,Radisavljevic M.,,6.5,,63',QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,3,6,Rateau E.,,6.1,,68',QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,4,4,Mouakit A.,,6.3,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,5,5,Afangbom A.,,6.2,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,6,3,Rauzduel M.,,5.4,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,7,7,Corvino L.,,5.6,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,8,10,Hassidou O.,Capitano,6.1,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,9,8,Cherief M.,,6.8,,85',QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,10,11,Fall P.,,5.3,,84',QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Titolare,11,9,Toure A.,,5.8,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Panchina,1,18,Golovko O.,,,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Panchina,2,20,Herquel S.,,,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Panchina,3,15,Kog T.,,,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Panchina,4,16,Mangin B.,Portiere,,,,QZyVQsVO
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Casa,Raon L Etape,5-3-2,Panchina,5,13,Petit L.,,6.6,63',,QZyVQsVO
