Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,1° tempo,Casa,Orleans,A7ZtaAkl,0.0,0.0,0.67,52%,12.0,4.0,0.0,8.0,83% (187/225),0.81,4.0,4.0,6.0,6.0,0.0,,13.0,0.0,1.0,7.0,52% (17/33),78% (67/86),25% (4/16),0.51,15.0,7.0,73% (8/11),27.0,3.0,2.0,0.0,0.0,0.0,0.6,-0.4
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,1° tempo,Ospite,Monaco,A7ZtaAkl,2.0,1.0,0.77,48%,2.0,1.0,1.0,0.0,79% (169/214),0.6,1.0,0.0,2.0,0.0,0.0,,5.0,1.0,1.0,7.0,24% (5/21),65% (30/46),20% (1/5),0.49,10.0,7.0,100% (4/4),17.0,16.0,5.0,0.0,0.0,4.0,0.81,0.81
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,2° tempo,Casa,Orleans,A7ZtaAkl,1.0,,0.79,72%,10.0,3.0,1.0,5.0,85% (240/282),1.65,5.0,2.0,6.0,4.0,1.0,,21.0,0.0,0.0,3.0,88% (15/17),74% (72/97),19% (4/21),0.42,18.0,5.0,67% (6/9),22.0,6.0,5.0,0.0,0.0,1.0,1.15,-0.85
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,2° tempo,Ospite,Monaco,A7ZtaAkl,1.0,,1.23,28%,3.0,3.0,2.0,1.0,66% (75/113),1.15,0.0,0.0,2.0,1.0,0.0,,4.0,0.0,0.0,5.0,37% (10/27),48% (11/23),25% (1/4),0.06,12.0,3.0,88% (7/8),24.0,28.0,6.0,0.0,0.0,2.0,1.65,0.65
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,Totale,Casa,Bastia,rLXlclK0,5.0,1.0,0.16,55%,5.0,3.0,0.0,0.0,78% (333/427),0.19,1.0,1.0,2.0,3.0,0.0,,12.0,0.0,0.0,15.0,33% (20/60),44% (28/63),17% (2/12),0.22,24.0,19.0,83% (10/12),47.0,26.0,3.0,0.0,0.0,1.0,2.06,0.06
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,Totale,Ospite,Troyes,rLXlclK0,1.0,0.0,1.05,45%,5.0,3.0,1.0,4.0,72% (249/346),2.06,2.0,0.0,3.0,2.0,1.0,,17.0,3.0,0.0,19.0,33% (15/45),53% (54/102),0% (0/16),1.01,33.0,15.0,47% (9/19),53.0,20.0,12.0,2.0,0.0,3.0,0.19,0.19
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,1° tempo,Casa,Bastia,rLXlclK0,2.0,,0.1,50%,2.0,1.0,0.0,0.0,77% (151/196),0.05,1.0,0.0,2.0,0.0,0.0,,11.0,0.0,0.0,7.0,36% (10/28),56% (20/36),17% (1/6),0.14,9.0,9.0,78% (7/9),25.0,13.0,1.0,0.0,0.0,1.0,1.23,0.23
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,1° tempo,Ospite,Troyes,rLXlclK0,1.0,,0.91,50%,4.0,2.0,1.0,3.0,76% (145/190),1.23,2.0,0.0,2.0,2.0,1.0,,10.0,2.0,0.0,9.0,38% (9/24),56% (30/54),0% (0/10),0.74,19.0,7.0,73% (8/11),23.0,12.0,5.0,0.0,0.0,1.0,0.05,0.05
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,2° tempo,Casa,Bastia,rLXlclK0,3.0,1.0,0.06,59%,3.0,2.0,0.0,0.0,79% (182/231),0.14,0.0,1.0,0.0,3.0,0.0,,1.0,0.0,0.0,8.0,31% (10/32),30% (8/27),17% (1/6),0.08,15.0,10.0,100% (3/3),22.0,13.0,2.0,0.0,0.0,0.0,0.83,-0.17
Coppa di Francia,16esimi di finale,10.01.2026,Bastia,Troyes,2° tempo,Ospite,Troyes,rLXlclK0,0.0,0.0,0.14,41%,1.0,1.0,0.0,1.0,67% (104/156),0.83,0.0,0.0,1.0,0.0,0.0,,7.0,1.0,0.0,10.0,29% (6/21),50% (24/48),0% (0/6),0.27,14.0,8.0,13% (1/8),30.0,8.0,7.0,2.0,0.0,2.0,0.14,0.14
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,Totale,Casa,Istres,MRKGBmZg,2.0,,0.21,55%,8.0,3.0,0.0,5.0,82% (404/492),0.22,3.0,2.0,3.0,5.0,0.0,,9.0,0.0,4.0,17.0,44% (20/45),65% (62/95),14% (2/14),0.35,15.0,14.0,63% (12/19),50.0,19.0,8.0,0.0,0.0,1.0,0.8,-1.2
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,Totale,Ospite,Laval,MRKGBmZg,2.0,,1.26,45%,11.0,3.0,2.0,3.0,80% (324/407),0.8,3.0,5.0,9.0,2.0,1.0,,19.0,1.0,4.0,14.0,52% (34/66),58% (51/88),25% (3/12),0.54,18.0,17.0,69% (9/13),42.0,31.0,10.0,0.0,0.0,3.0,0.22,0.22
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,1° tempo,Casa,Istres,MRKGBmZg,2.0,,0.03,55%,1.0,0.0,0.0,3.0,80% (186/232),0.0,0.0,1.0,0.0,1.0,0.0,,3.0,0.0,1.0,6.0,35% (8/23),65% (17/26),29% (2/7),0.1,8.0,9.0,55% (6/11),25.0,14.0,7.0,0.0,0.0,1.0,0.39,-0.61
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,1° tempo,Ospite,Laval,MRKGBmZg,0.0,,0.97,45%,7.0,2.0,2.0,2.0,78% (149/192),0.39,2.0,3.0,5.0,2.0,0.0,,15.0,1.0,2.0,9.0,39% (11/28),55% (28/51),25% (2/8),0.47,11.0,6.0,71% (5/7),18.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,2° tempo,Casa,Istres,MRKGBmZg,0.0,,0.18,55%,7.0,3.0,0.0,2.0,84% (218/260),0.22,3.0,1.0,3.0,4.0,0.0,,6.0,0.0,3.0,11.0,55% (12/22),65% (45/69),0% (0/7),0.25,7.0,5.0,75% (6/8),25.0,5.0,1.0,0.0,0.0,0.0,0.41,-0.59
Coppa di Francia,16esimi di finale,10.01.2026,Istres,Laval,2° tempo,Ospite,Laval,MRKGBmZg,2.0,,0.29,45%,4.0,1.0,0.0,1.0,81% (175/215),0.41,1.0,2.0,4.0,0.0,1.0,,4.0,0.0,2.0,5.0,61% (23/38),62% (23/37),25% (1/4),0.07,7.0,11.0,67% (4/6),24.0,15.0,3.0,0.0,0.0,3.0,0.22,0.22
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,Totale,Casa,Le Puy-en-Velay,rck26hcE,0.0,,1.07,39%,4.0,3.0,2.0,6.0,75% (265/352),1.45,0.0,1.0,3.0,1.0,0.0,,14.0,1.0,0.0,14.0,33% (17/51),62% (58/94),18% (3/17),0.41,19.0,9.0,55% (6/11),50.0,29.0,12.0,0.0,0.0,8.0,1.82,1.82
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,Totale,Ospite,Reims,rck26hcE,1.0,,1.39,61%,16.0,8.0,3.0,4.0,84% (477/567),1.82,7.0,1.0,9.0,7.0,0.0,,35.0,2.0,4.0,9.0,55% (36/66),76% (142/187),38% (8/21),2.5,20.0,14.0,74% (14/19),46.0,26.0,11.0,0.0,0.0,3.0,1.45,1.45
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,1° tempo,Casa,Le Puy-en-Velay,rck26hcE,0.0,,0.1,39%,2.0,1.0,0.0,4.0,76% (143/188),0.13,0.0,1.0,1.0,1.0,0.0,,5.0,0.0,0.0,6.0,29% (7/24),58% (25/43),20% (2/10),0.1,13.0,3.0,67% (4/6),27.0,11.0,6.0,0.0,0.0,5.0,0.82,0.82
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,1° tempo,Ospite,Reims,rck26hcE,1.0,,0.3,61%,6.0,5.0,0.0,2.0,85% (255/300),0.82,1.0,0.0,3.0,3.0,0.0,,10.0,0.0,1.0,3.0,61% (19/31),69% (56/81),57% (4/7),0.66,13.0,6.0,75% (9/12),19.0,9.0,7.0,0.0,0.0,1.0,0.13,0.13
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,2° tempo,Casa,Le Puy-en-Velay,rck26hcE,,,0.97,38%,2.0,2.0,2.0,2.0,74% (122/164),1.32,0.0,0.0,2.0,0.0,0.0,,9.0,1.0,0.0,8.0,37% (10/27),65% (33/51),14% (1/7),0.31,6.0,6.0,40% (2/5),23.0,18.0,6.0,0.0,0.0,3.0,1.0,1.0
Coppa di Francia,16esimi di finale,10.01.2026,Le Puy-en-Velay,Reims,2° tempo,Ospite,Reims,rck26hcE,,,1.09,62%,10.0,3.0,3.0,2.0,83% (222/267),1.0,6.0,1.0,6.0,4.0,0.0,,25.0,2.0,3.0,6.0,49% (17/35),81% (86/106),29% (4/14),1.84,7.0,8.0,71% (5/7),27.0,17.0,4.0,0.0,0.0,2.0,1.32,1.32
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,Totale,Casa,Hauts Lyonnais,0YPHbtv8,2.0,,0.83,38%,11.0,6.0,2.0,4.0,75% (247/329),1.08,3.0,2.0,6.0,5.0,1.0,1.0,13.0,1.0,1.0,10.0,53% (27/51),56% (44/78),22% (2/9),0.52,16.0,14.0,63% (19/30),56.0,28.0,11.0,0.0,0.0,2.0,1.79,-1.21
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,Totale,Ospite,Lorient,0YPHbtv8,2.0,,1.86,62%,17.0,5.0,5.0,5.0,85% (441/521),1.79,9.0,3.0,10.0,7.0,2.0,0.0,43.0,0.0,2.0,14.0,55% (27/49),67% (112/166),30% (6/20),2.89,31.0,10.0,67% (12/18),49.0,8.0,10.0,1.0,0.0,5.0,1.08,0.08
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,1° tempo,Casa,Hauts Lyonnais,0YPHbtv8,1.0,,0.65,32%,6.0,6.0,2.0,3.0,72% (99/138),1.08,0.0,0.0,4.0,2.0,0.0,1.0,10.0,1.0,1.0,4.0,50% (12/24),60% (21/35),17% (1/6),0.44,5.0,6.0,65% (11/17),31.0,19.0,8.0,0.0,0.0,1.0,0.53,-0.47
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,1° tempo,Ospite,Lorient,0YPHbtv8,0.0,,0.34,68%,6.0,2.0,1.0,2.0,85% (250/294),0.53,4.0,0.0,2.0,4.0,0.0,0.0,19.0,0.0,0.0,6.0,74% (20/27),67% (67/100),38% (5/13),0.89,21.0,4.0,71% (5/7),19.0,5.0,5.0,1.0,0.0,5.0,1.08,0.08
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,2° tempo,Casa,Hauts Lyonnais,0YPHbtv8,1.0,,0.18,45%,5.0,0.0,0.0,1.0,77% (148/191),0.0,3.0,2.0,2.0,3.0,1.0,,3.0,0.0,0.0,6.0,56% (15/27),53% (23/43),33% (1/3),0.08,11.0,8.0,62% (8/13),25.0,9.0,3.0,0.0,0.0,1.0,1.26,-0.74
Coppa di Francia,16esimi di finale,10.01.2026,Hauts Lyonnais,Lorient,2° tempo,Ospite,Lorient,0YPHbtv8,2.0,,1.52,55%,11.0,3.0,4.0,3.0,84% (191/227),1.26,5.0,3.0,8.0,3.0,2.0,,24.0,0.0,2.0,8.0,32% (7/22),68% (45/66),14% (1/7),2.0,10.0,6.0,64% (7/11),30.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,Totale,Casa,Avranches,ppbLMhQc,3.0,,0.69,43%,9.0,4.0,2.0,2.0,86% (363/420),0.83,4.0,1.0,4.0,5.0,2.0,0.0,9.0,0.0,4.0,13.0,61% (35/57),76% (62/82),27% (3/11),0.66,15.0,17.0,50% (8/16),38.0,20.0,10.0,1.0,1.0,8.0,5.06,-0.94
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,Totale,Ospite,Strasburgo,ppbLMhQc,3.0,,4.24,57%,23.0,14.0,8.0,4.0,90% (511/567),5.06,6.0,3.0,16.0,7.0,0.0,1.0,44.0,2.0,1.0,17.0,78% (21/27),78% (114/147),19% (3/16),3.08,12.0,13.0,91% (10/11),41.0,12.0,6.0,1.0,0.0,4.0,0.83,0.83
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,1° tempo,Casa,Avranches,ppbLMhQc,2.0,,0.18,38%,2.0,2.0,1.0,1.0,84% (170/203),0.5,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,9.0,46% (12/26),78% (28/36),0% (0/3),0.05,7.0,10.0,60% (6/10),22.0,11.0,5.0,0.0,1.0,1.0,1.73,-1.27
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,1° tempo,Ospite,Strasburgo,ppbLMhQc,0.0,,1.77,62%,10.0,4.0,3.0,3.0,92% (306/331),1.73,5.0,1.0,7.0,3.0,0.0,1.0,20.0,2.0,0.0,10.0,88% (14/16),82% (75/92),23% (3/13),2.17,7.0,9.0,100% (2/2),16.0,7.0,1.0,1.0,0.0,2.0,0.5,0.5
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,2° tempo,Casa,Avranches,ppbLMhQc,1.0,,0.51,48%,7.0,2.0,1.0,1.0,89% (193/217),0.33,4.0,1.0,2.0,5.0,2.0,,4.0,0.0,0.0,4.0,74% (23/31),74% (34/46),38% (3/8),0.61,8.0,7.0,33% (2/6),16.0,9.0,5.0,1.0,0.0,7.0,3.33,0.33
Coppa di Francia,16esimi di finale,10.01.2026,Avranches,Strasburgo,2° tempo,Ospite,Strasburgo,ppbLMhQc,3.0,,2.47,52%,13.0,10.0,5.0,1.0,87% (205/236),3.33,1.0,2.0,9.0,4.0,0.0,,24.0,0.0,1.0,7.0,64% (7/11),71% (39/55),0% (0/3),0.91,5.0,4.0,89% (8/9),25.0,5.0,5.0,0.0,0.0,2.0,0.33,0.33
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,Totale,Casa,Sochaux,jNhA4WRQ,,,0.54,36%,9.0,0.0,1.0,4.0,78% (214/274),0.0,5.0,4.0,4.0,5.0,0.0,,13.0,0.0,0.0,18.0,47% (24/51),66% (63/96),13% (3/24),0.43,20.0,14.0,37% (7/19),52.0,22.0,8.0,0.0,1.0,4.0,4.01,1.01
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,Totale,Ospite,Lens,jNhA4WRQ,,,4.3,64%,24.0,7.0,9.0,5.0,86% (429/501),4.01,11.0,6.0,19.0,5.0,0.0,,48.0,2.0,2.0,14.0,52% (24/46),77% (81/105),39% (9/23),3.7,15.0,18.0,68% (17/25),59.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,1° tempo,Casa,Sochaux,jNhA4WRQ,,,0.41,38%,7.0,0.0,1.0,3.0,79% (125/158),0.0,4.0,3.0,3.0,4.0,0.0,,10.0,0.0,0.0,8.0,46% (12/26),68% (36/53),14% (2/14),0.21,13.0,5.0,33% (3/9),25.0,5.0,6.0,0.0,0.0,3.0,1.99,0.99
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,1° tempo,Ospite,Lens,jNhA4WRQ,,,2.56,62%,13.0,4.0,6.0,2.0,87% (237/271),1.99,4.0,5.0,11.0,2.0,0.0,,27.0,0.0,2.0,5.0,43% (10/23),80% (45/56),36% (4/11),2.13,2.0,8.0,62% (8/13),29.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,2° tempo,Casa,Sochaux,jNhA4WRQ,,,0.13,34%,2.0,0.0,0.0,1.0,77% (89/116),0.0,1.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,10.0,48% (12/25),63% (27/43),10% (1/10),0.22,7.0,9.0,40% (4/10),27.0,17.0,2.0,0.0,1.0,1.0,2.02,0.02
Coppa di Francia,16esimi di finale,11.01.2026,Sochaux,Lens,2° tempo,Ospite,Lens,jNhA4WRQ,,,1.74,66%,11.0,3.0,3.0,3.0,83% (192/230),2.02,7.0,1.0,8.0,3.0,0.0,,21.0,2.0,0.0,9.0,61% (14/23),73% (36/49),42% (5/12),1.57,13.0,10.0,75% (9/12),30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,Totale,Casa,Metz,GQDP9R36,1.0,,1.16,68%,14.0,5.0,1.0,3.0,90% (547/605),0.74,5.0,4.0,9.0,5.0,0.0,,25.0,0.0,0.0,16.0,59% (29/49),76% (77/101),20% (4/20),0.43,18.0,6.0,71% (10/14),56.0,18.0,11.0,1.0,1.0,2.0,3.0,-1.0
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,Totale,Ospite,Montpellier,GQDP9R36,3.0,,2.63,32%,11.0,6.0,3.0,6.0,79% (220/280),3.0,4.0,1.0,8.0,3.0,0.0,,24.0,3.0,2.0,6.0,38% (16/42),62% (38/61),25% (4/16),1.79,19.0,16.0,79% (11/14),39.0,15.0,7.0,1.0,0.0,4.0,0.74,0.74
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,1° tempo,Casa,Metz,GQDP9R36,1.0,,0.82,68%,7.0,3.0,1.0,1.0,90% (268/299),0.28,2.0,2.0,6.0,1.0,0.0,,11.0,0.0,0.0,9.0,62% (18/29),79% (30/38),25% (2/8),0.23,9.0,5.0,56% (5/9),34.0,14.0,6.0,1.0,1.0,0.0,1.54,-0.46
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,1° tempo,Ospite,Montpellier,GQDP9R36,2.0,,1.18,32%,5.0,2.0,1.0,4.0,74% (102/138),1.54,3.0,0.0,3.0,2.0,0.0,,9.0,0.0,1.0,5.0,30% (7/23),53% (18/34),10% (1/10),0.31,10.0,9.0,88% (7/8),17.0,6.0,6.0,1.0,0.0,2.0,0.28,0.28
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,2° tempo,Casa,Metz,GQDP9R36,0.0,,0.34,68%,7.0,2.0,0.0,2.0,91% (279/306),0.46,3.0,2.0,3.0,4.0,0.0,,14.0,0.0,0.0,7.0,55% (11/20),75% (47/63),17% (2/12),0.2,9.0,1.0,100% (5/5),22.0,4.0,5.0,0.0,0.0,2.0,1.46,-0.54
Coppa di Francia,16esimi di finale,11.01.2026,Metz,Montpellier,2° tempo,Ospite,Montpellier,GQDP9R36,1.0,,1.45,32%,6.0,4.0,2.0,2.0,83% (118/142),1.46,1.0,1.0,5.0,1.0,0.0,,15.0,3.0,1.0,1.0,47% (9/19),74% (20/27),50% (3/6),1.48,9.0,7.0,67% (4/6),22.0,9.0,1.0,0.0,0.0,2.0,0.46,0.46
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,Totale,Casa,Le Mans,UTuxJVtK,0.0,,0.8,67%,12.0,4.0,1.0,5.0,85% (486/572),1.13,3.0,5.0,5.0,7.0,0.0,,18.0,0.0,3.0,11.0,54% (33/61),61% (89/145),19% (4/21),0.99,15.0,15.0,65% (11/17),45.0,22.0,8.0,2.0,0.0,3.0,0.4,0.4
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,Totale,Ospite,Nancy,UTuxJVtK,3.0,,0.85,33%,10.0,3.0,1.0,5.0,66% (184/280),0.4,3.0,4.0,7.0,3.0,0.0,,13.0,0.0,2.0,15.0,36% (24/67),54% (42/78),18% (2/11),0.45,15.0,11.0,73% (8/11),41.0,31.0,9.0,1.0,0.0,4.0,1.13,1.13
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,1° tempo,Casa,Le Mans,UTuxJVtK,0.0,,0.18,69%,3.0,1.0,0.0,4.0,85% (237/280),0.15,0.0,2.0,2.0,1.0,0.0,,7.0,0.0,1.0,4.0,58% (19/33),50% (25/50),20% (2/10),0.63,5.0,9.0,67% (6/9),18.0,14.0,3.0,2.0,0.0,2.0,0.12,0.12
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,1° tempo,Ospite,Nancy,UTuxJVtK,1.0,,0.44,31%,7.0,2.0,0.0,4.0,63% (75/119),0.12,3.0,2.0,5.0,2.0,0.0,,10.0,0.0,2.0,9.0,50% (15/30),54% (21/39),25% (2/8),0.26,9.0,4.0,80% (4/5),27.0,11.0,4.0,1.0,0.0,1.0,0.15,0.15
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,2° tempo,Casa,Le Mans,UTuxJVtK,0.0,,0.62,65%,9.0,3.0,1.0,1.0,85% (249/292),0.98,3.0,3.0,3.0,6.0,0.0,,11.0,0.0,2.0,7.0,50% (14/28),67% (64/95),18% (2/11),0.36,10.0,6.0,63% (5/8),27.0,8.0,5.0,0.0,0.0,1.0,0.28,0.28
Coppa di Francia,16esimi di finale,11.01.2026,Le Mans,Nancy,2° tempo,Ospite,Nancy,UTuxJVtK,2.0,,0.41,35%,3.0,1.0,1.0,1.0,68% (109/161),0.28,0.0,2.0,2.0,1.0,0.0,,3.0,0.0,0.0,6.0,24% (9/37),54% (21/39),0% (0/3),0.19,6.0,7.0,67% (4/6),14.0,20.0,5.0,0.0,0.0,3.0,0.98,0.98
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,Totale,Casa,Chantilly,8Q7A029e,1.0,1.0,0.31,31%,4.0,2.0,1.0,3.0,65% (171/265),0.67,1.0,1.0,3.0,1.0,0.0,,11.0,1.0,0.0,10.0,30% (17/56),42% (22/52),14% (1/7),0.4,17.0,9.0,68% (17/25),51.0,23.0,13.0,1.0,0.0,7.0,2.54,-0.46
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,Totale,Ospite,Rennes,8Q7A029e,0.0,0.0,3.29,69%,31.0,10.0,8.0,7.0,89% (514/580),2.54,8.0,13.0,22.0,9.0,0.0,,57.0,1.0,3.0,9.0,52% (13/25),85% (209/246),20% (6/30),2.16,23.0,10.0,58% (14/24),57.0,10.0,11.0,0.0,0.0,1.0,0.67,-0.33
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,1° tempo,Casa,Chantilly,8Q7A029e,1.0,,0.21,29%,2.0,1.0,1.0,0.0,62% (78/126),0.59,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,4.0,38% (12/32),46% (12/26),0% (0/2),0.22,12.0,4.0,79% (11/14),27.0,14.0,9.0,1.0,0.0,5.0,1.27,1.27
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,1° tempo,Ospite,Rennes,8Q7A029e,0.0,,1.59,71%,19.0,5.0,5.0,5.0,87% (264/302),1.27,5.0,9.0,13.0,6.0,0.0,,34.0,0.0,1.0,4.0,50% (8/16),82% (97/118),25% (4/16),0.93,14.0,4.0,71% (12/17),31.0,4.0,7.0,0.0,0.0,0.0,0.59,-0.41
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,2° tempo,Casa,Chantilly,8Q7A029e,,1.0,0.1,33%,2.0,1.0,0.0,3.0,67% (93/139),0.08,0.0,1.0,2.0,0.0,0.0,,10.0,0.0,0.0,6.0,21% (5/24),38% (10/26),20% (1/5),0.18,5.0,5.0,55% (6/11),24.0,9.0,4.0,0.0,0.0,2.0,1.27,-1.73
Coppa di Francia,16esimi di finale,11.01.2026,Chantilly,Rennes,2° tempo,Ospite,Rennes,8Q7A029e,,0.0,1.7,67%,12.0,5.0,3.0,2.0,90% (250/278),1.27,3.0,4.0,9.0,3.0,0.0,,23.0,1.0,2.0,5.0,56% (5/9),88% (112/128),14% (2/14),1.23,9.0,6.0,29% (2/7),26.0,6.0,4.0,0.0,0.0,1.0,0.08,0.08
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,Totale,Casa,Nantes,2NmjeSlD,1.0,,1.06,52%,15.0,6.0,1.0,1.0,82% (379/462),1.86,6.0,3.0,9.0,6.0,0.0,0.0,20.0,0.0,2.0,11.0,38% (21/55),63% (75/120),9% (1/11),0.54,14.0,10.0,74% (14/19),44.0,30.0,11.0,0.0,0.0,2.0,1.56,0.56
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,Totale,Ospite,Nizza,2NmjeSlD,2.0,,1.91,48%,8.0,3.0,2.0,8.0,80% (341/425),1.56,1.0,4.0,6.0,2.0,0.0,1.0,17.0,1.0,4.0,10.0,41% (26/63),63% (62/99),11% (2/19),1.23,29.0,11.0,50% (7/14),42.0,23.0,10.0,0.0,1.0,6.0,1.86,0.86
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,1° tempo,Casa,Nantes,2NmjeSlD,0.0,,0.33,50%,7.0,1.0,0.0,1.0,85% (206/242),0.33,5.0,1.0,3.0,4.0,0.0,0.0,7.0,0.0,1.0,5.0,25% (4/16),60% (32/53),17% (1/6),0.13,6.0,4.0,78% (7/9),20.0,18.0,4.0,0.0,0.0,0.0,0.31,-0.69
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,1° tempo,Ospite,Nizza,2NmjeSlD,1.0,,0.9,50%,4.0,1.0,1.0,3.0,83% (200/241),0.31,1.0,2.0,2.0,2.0,0.0,1.0,10.0,1.0,1.0,4.0,47% (15/32),64% (29/45),0% (0/8),0.63,13.0,5.0,50% (4/8),21.0,13.0,4.0,0.0,0.0,1.0,0.33,0.33
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,2° tempo,Casa,Nantes,2NmjeSlD,1.0,,0.73,54%,8.0,5.0,1.0,0.0,79% (173/220),1.53,1.0,2.0,6.0,2.0,0.0,,13.0,0.0,1.0,6.0,44% (17/39),64% (43/67),0% (0/5),0.41,8.0,6.0,70% (7/10),24.0,12.0,7.0,0.0,0.0,2.0,1.25,1.25
Coppa di Francia,16esimi di finale,11.01.2026,Nantes,Nizza,2° tempo,Ospite,Nizza,2NmjeSlD,1.0,,1.01,46%,4.0,2.0,1.0,5.0,77% (141/184),1.25,0.0,2.0,4.0,0.0,0.0,,7.0,0.0,3.0,6.0,35% (11/31),61% (33/54),18% (2/11),0.6,16.0,6.0,50% (3/6),21.0,10.0,6.0,0.0,1.0,5.0,1.53,0.53
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,Totale,Casa,Lilla,dpZbOQIa,2.0,,0.53,60%,7.0,2.0,2.0,6.0,89% (531/598),0.55,1.0,4.0,4.0,3.0,1.0,,24.0,0.0,0.0,16.0,63% (24/38),78% (142/182),12% (2/17),1.12,14.0,8.0,65% (11/17),41.0,10.0,8.0,0.0,1.0,4.0,2.27,0.27
