Competizione,Turno,Data,Casa,Ospite,Periodo,Minuto,Lato,Tipo evento,Giocatore,Punteggio dopo,ID partita
Coppa di Francia,8° turno,29.11.2025,AS Le Gosier,Oissel,Rigori,4,Ospite,Rigore sbagliato,,,fkvHmiuB
Coppa di Francia,8° turno,29.11.2025,AS Le Gosier,Oissel,Rigori,5,Casa,Rigore Assegnato,,,fkvHmiuB
Coppa di Francia,8° turno,29.11.2025,AS Le Gosier,Oissel,Rigori,5,Casa,Rigore,,,fkvHmiuB
Coppa di Francia,8° turno,29.11.2025,Espoir,Pontivy,1 Tempo,26',Ospite,Gol,Gomis V.,0-1,M3fcTMgd
Coppa di Francia,8° turno,29.11.2025,Espoir,Pontivy,1 Tempo,45',Ospite,Gol,Le Gal Y.,0-2,M3fcTMgd
Coppa di Francia,8° turno,29.11.2025,Espoir,Pontivy,2 Tempo,59',Ospite,Gol,Le Gal Y.,0-3,M3fcTMgd
Coppa di Francia,8° turno,29.11.2025,Espoir,Pontivy,2 Tempo,69',Ospite,Gol,Gomis V.,0-4,M3fcTMgd
Coppa di Francia,8° turno,30.11.2025,Cormontreuil,Chantilly,,37',Casa,Gol,Aparicio G.,1-0,WG24Zu33
Coppa di Francia,8° turno,30.11.2025,Cormontreuil,Chantilly,,45+2',Ospite,Gol,Decroix X.,1-1,WG24Zu33
Coppa di Francia,8° turno,30.11.2025,Cormontreuil,Chantilly,,90+1',Ospite,Gol,Karamoko I.,1-2,WG24Zu33
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,1 Tempo,29',Casa,Gol,Bourdin P.,1-0,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,2 Tempo,51',Ospite,Rigore Assegnato,,1-1,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,2 Tempo,51',Ospite,Rigore,,1-1,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,1,Ospite,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,1,Ospite,Rigore sbagliato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,1,Casa,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,1,Casa,Rigore,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,2,Ospite,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,2,Ospite,Rigore sbagliato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,2,Casa,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,2,Casa,Rigore sbagliato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,3,Ospite,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,3,Ospite,Rigore sbagliato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,3,Casa,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,3,Casa,Rigore,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,4,Ospite,Rigore Assegnato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Avranches,Aubervilliers,Rigori,4,Ospite,Rigore sbagliato,,,bT5nu5zI
Coppa di Francia,8° turno,30.11.2025,Les Sables,Plouvorn,1 Tempo,2',Casa,Gol,Samb M. M.,1-0,xbubXVfU
Coppa di Francia,8° turno,30.11.2025,Les Sables,Plouvorn,2 Tempo,73',Casa,Gol,Samb M. M.,2-0,xbubXVfU
Coppa di Francia,8° turno,30.11.2025,Les Sables,Plouvorn,2 Tempo,84',Ospite,Gol,Le Lann L.,2-1,xbubXVfU
Coppa di Francia,8° turno,30.11.2025,Touraine,Troyes,1 Tempo,23',Ospite,Gol,Diawara S.,0-1,4jnyaaRj
Coppa di Francia,8° turno,30.11.2025,Touraine,Troyes,2 Tempo,68',Ospite,Gol,Detourbet M.,0-2,4jnyaaRj
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,1 Tempo,44',Casa,Cartellino Giallo,Thomas R.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,55',Casa,Cartellino Giallo,Zerkoune A.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,59',Ospite,Sostituzione - Esce,Mouanga Y.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,59',Ospite,Sostituzione - Entra,Issoufou Y.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,60',Casa,Sostituzione - Esce,Chaubet L.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,60',Casa,Sostituzione - Entra,Mahamat B.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,61',Casa,Sostituzione - Esce,El Khiar S.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,61',Casa,Sostituzione - Entra,Malpon K.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,76',Ospite,Gol,Mendy A.,0-1,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,76',Ospite,Assist,Savanier T.,0-1,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,78',Casa,Sostituzione - Esce,Mboup I.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,78',Casa,Sostituzione - Entra,Dembele Y.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,84',Ospite,Cartellino Giallo,Tchato E.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,86',Casa,Sostituzione - Esce,Thomas R.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Canet Roussillon,Montpellier,2 Tempo,86',Casa,Sostituzione - Entra,Saint-Germain C.,,ENdFhWIr
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,8',Ospite,Gol,Luvambo T.,0-1,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,8',Ospite,Assist,Buades L.,0-1,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,20',Casa,Cartellino Giallo,Christopher G.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,37',Ospite,Cartellino Giallo,Buades L.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,45+1',Casa,Rigore Assegnato,Rousseau R.,1-1,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,1 Tempo,45+1',Casa,Rigore,Rousseau R.,1-1,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Esce,Hammoudi I.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Entra,Robin M.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Esce,Gueye D.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Entra,Guillaume B.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Esce,Abanda L.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,61',Ospite,Sostituzione - Entra,Oggad B.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,68',Casa,Sostituzione - Esce,Kahramanca K.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,68',Casa,Sostituzione - Entra,Juin B.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,68',Casa,Sostituzione - Esce,Devaux M.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,68',Casa,Sostituzione - Entra,Thiburce G.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,70',Ospite,Sostituzione - Esce,Luvambo T.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,70',Ospite,Sostituzione - Entra,Rabillard A.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,71',Ospite,Gol,Robin M.,1-2,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,71',Ospite,Assist,Oggad B.,1-2,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,81',Casa,Sostituzione - Esce,Burgeaud R.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,81',Casa,Sostituzione - Entra,Pitort K.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,81',Casa,Sostituzione - Esce,Courthes C.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,81',Casa,Sostituzione - Entra,Delouche T.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,82',Ospite,Sostituzione - Esce,Rossignol M.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,82',Ospite,Sostituzione - Entra,Lauray A.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,Perigny,Le Mans,2 Tempo,87',Ospite,Cartellino Giallo,Quarshie E.,,txNHmpyn
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,10',Ospite,Gol,Sekine H.,0-1,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,19',Ospite,Rigore Assegnato,Bassette N.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,19',Ospite,Rigore sbagliato,Bassette N.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,28',Ospite,Gol,Bassette N.,0-2,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,28',Ospite,Assist,Zabi P.,0-2,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,34',Ospite,Gol,Bojang A.,0-3,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,34',Ospite,Assist,Leoni T.,0-3,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,45',Casa,Cartellino Rosso,Robert H.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,1 Tempo,45+2',Ospite,Gol,Teuma T.,0-4,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,46',Ospite,Sostituzione - Esce,Busi M.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,46',Ospite,Sostituzione - Entra,Debondt M.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,61',Ospite,Sostituzione - Esce,Zabi P.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,61',Ospite,Sostituzione - Entra,Tia A.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,62',Ospite,Sostituzione - Esce,Diarra T.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,62',Ospite,Sostituzione - Entra,Salama A.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,62',Ospite,Sostituzione - Esce,Leoni T.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,62',Ospite,Sostituzione - Entra,Patrick J.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,69',Casa,Sostituzione - Esce,Coppin T.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,69',Casa,Sostituzione - Entra,Lachaab M.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,69',Casa,Sostituzione - Esce,Burnel R.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,69',Casa,Sostituzione - Entra,Obino B.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,77',Ospite,Sostituzione - Esce,Teuma T.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,IC Croix,Reims,2 Tempo,77',Ospite,Sostituzione - Entra,Demoncy Y.,,ryzrBvZ9
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,62',Casa,Sostituzione - Esce,Matumona J.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,62',Casa,Sostituzione - Entra,Ourega D.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,62',Casa,Sostituzione - Esce,Ahile T.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,62',Casa,Sostituzione - Entra,Mafouta L.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,64',Ospite,Cartellino Giallo,Mandouki C.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,68',Ospite,Cartellino Giallo,Benard W.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,70',Ospite,Sostituzione - Esce,Clavreul E.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,70',Ospite,Sostituzione - Entra,Mupemba N.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,70',Ospite,Sostituzione - Esce,Faurand-Tournaire A.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,70',Ospite,Sostituzione - Entra,Maddy E.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,72',Casa,Sostituzione - Esce,Ott G.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,72',Casa,Sostituzione - Entra,Njoya Y.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,81',Ospite,Sostituzione - Esce,Benard W.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,81',Ospite,Sostituzione - Entra,Sellouki M.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,81',Ospite,Sostituzione - Esce,Tchokounte M.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,81',Ospite,Sostituzione - Entra,Aradj Y.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,86',Ospite,Cartellino Giallo,Maddy E.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,90+3',Ospite,Sostituzione - Esce,Montet E.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,90+3',Ospite,Sostituzione - Entra,Houdayer M.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,90+4',Ospite,Gol,Sellouki M.,0-1,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Guingamp,Laval,2 Tempo,90+5',Ospite,Cartellino Giallo,Sellouki M.,,pQTMS30C
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,1 Tempo,37',Casa,Cartellino Giallo,Billy J.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,1 Tempo,45+3',Casa,Cartellino Giallo,Brelivet B.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,53',Casa,Cartellino Giallo,Brelivet B.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,53',Casa,Cartellino Rosso,Brelivet B.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,74',Ospite,Sostituzione - Esce,Capelle P.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,74',Ospite,Sostituzione - Entra,Cherif S.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,78',Casa,Sostituzione - Esce,Vincent A.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,78',Casa,Sostituzione - Entra,Breton L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,80',Ospite,Sostituzione - Esce,Arcus C.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,80',Ospite,Sostituzione - Entra,Machine L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,85',Ospite,Sostituzione - Esce,Hanin F.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,85',Ospite,Sostituzione - Entra,Sinate D.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,86',Casa,Sostituzione - Esce,Lavenant P.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,2 Tempo,86',Casa,Sostituzione - Entra,Letard Y.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,1,Ospite,Rigore Assegnato,Sbai A.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,1,Ospite,Rigore,Sbai A.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,1,Casa,Rigore Assegnato,Billy J.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,1,Casa,Rigore,Billy J.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,2,Ospite,Rigore Assegnato,Mouton L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,2,Ospite,Rigore sbagliato,Mouton L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,2,Casa,Rigore Assegnato,Rissonga J.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,2,Casa,Rigore sbagliato,Rissonga J.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,3,Ospite,Rigore Assegnato,Machine L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,3,Ospite,Rigore,Machine L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,3,Casa,Rigore Assegnato,Butrot S.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,3,Casa,Rigore,Butrot S.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,4,Ospite,Rigore Assegnato,Cherif S.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,4,Ospite,Rigore,Cherif S.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,4,Casa,Rigore Assegnato,Lebas B.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,4,Casa,Rigore,Lebas B.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,5,Ospite,Rigore Assegnato,Raolisoa L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,5,Ospite,Rigore,Raolisoa L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,5,Casa,Rigore Assegnato,Kerriou A.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,5,Casa,Rigore,Kerriou A.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,6,Ospite,Rigore Assegnato,Sinate D.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,6,Ospite,Rigore,Sinate D.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,6,Casa,Rigore Assegnato,Breton L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,6,Casa,Rigore,Breton L.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,7,Ospite,Rigore Assegnato,Peter P.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,7,Ospite,Rigore sbagliato,Peter P.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,7,Casa,Rigore Assegnato,Letard Y.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,7,Casa,Rigore sbagliato,Letard Y.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,8,Ospite,Rigore Assegnato,Courcoul M.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,8,Ospite,Rigore,Courcoul M.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,8,Casa,Rigore Assegnato,Lopy M.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Les Herbiers,Angers,Rigori,8,Casa,Rigore sbagliato,Lopy M.,,MVlmkcCj
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,21',Ospite,Cartellino Rosso,Le Cardinal J.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,23',Ospite,Sostituzione - Esce,Bourgault J.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,23',Ospite,Sostituzione - Entra,Chardonnet B.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,24',Casa,Gol,Sabihi N.,1-0,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,24',Casa,Assist,Pi J.,1-0,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,34',Ospite,Gol,Labeau Lascary R.,1-1,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,34',Ospite,Assist,Del Castillo R.,1-1,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,1 Tempo,38',Ospite,Cartellino Giallo,Diaz Jr. M.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,62',Ospite,Sostituzione - Esce,Zogbe L.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,62',Ospite,Sostituzione - Entra,Lala K.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,63',Ospite,Sostituzione - Esce,Makalou H.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,63',Ospite,Sostituzione - Entra,Chotard J.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,80',Casa,Cartellino Giallo,Bourdin P.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,81',Casa,Sostituzione - Esce,Lamrabette A.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,81',Casa,Sostituzione - Entra,Sopromadze Z.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,82',Ospite,Cartellino Giallo,Lala K.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,85',Ospite,Sostituzione - Esce,Locko B.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,85',Ospite,Sostituzione - Entra,Guindo D.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,89',Casa,Sostituzione - Esce,Terrien P.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,89',Casa,Sostituzione - Entra,Mazikou S.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,2 Tempo,90+3',Ospite,Cartellino Giallo,Chardonnet B.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,Rigori,1,Ospite,Rigore Assegnato,Del Castillo R.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,Rigori,1,Ospite,Rigore sbagliato,Del Castillo R.,,UX98duKG
Coppa di Francia,32esimi di finale,19.12.2025,Avranches,Brest,Rigori,1,Casa,Rigore Assegnato,Dudouit E.,,UX98duKG
