league,season,date,home_team,away_team,p_over25_close_est
la_liga,1819,2019-02-17,Valencia,Espanol,0.4844
la_liga,1819,2019-02-17,Villarreal,Sevilla,0.4997
la_liga,1819,2019-02-18,Huesca,Ath Bilbao,0.4205
la_liga,1819,2019-02-22,Espanol,Huesca,0.4499
la_liga,1819,2019-02-23,Alaves,Celta,0.378
la_liga,1819,2019-02-23,Ath Bilbao,Eibar,0.4137
la_liga,1819,2019-02-23,Getafe,Vallecano,0.3873
la_liga,1819,2019-02-23,Sevilla,Barcelona,0.651
la_liga,1819,2019-02-24,Ath Madrid,Villarreal,0.3883
la_liga,1819,2019-02-24,Leganes,Valencia,0.3676
la_liga,1819,2019-02-24,Levante,Real Madrid,0.7336
la_liga,1819,2019-02-24,Valladolid,Betis,0.3925
la_liga,1819,2019-02-25,Girona,Sociedad,0.4116
la_liga,1819,2019-03-01,Vallecano,Girona,0.4864
la_liga,1819,2019-03-02,Espanol,Valladolid,0.4355
la_liga,1819,2019-03-02,Huesca,Sevilla,0.4929
la_liga,1819,2019-03-02,Real Madrid,Barcelona,0.6445
la_liga,1819,2019-03-02,Villarreal,Alaves,0.4814
la_liga,1819,2019-03-03,Betis,Getafe,0.3973
la_liga,1819,2019-03-03,Eibar,Celta,0.4611
la_liga,1819,2019-03-03,Sociedad,Ath Madrid,0.3372
la_liga,1819,2019-03-03,Valencia,Ath Bilbao,0.3919
la_liga,1819,2019-03-04,Leganes,Levante,0.397
la_liga,1819,2019-03-08,Ath Bilbao,Espanol,0.4072
la_liga,1819,2019-03-09,Alaves,Eibar,0.4522
la_liga,1819,2019-03-09,Ath Madrid,Leganes,0.3569
la_liga,1819,2019-03-09,Barcelona,Vallecano,0.7485
la_liga,1819,2019-03-09,Getafe,Huesca,0.4144
la_liga,1819,2019-03-10,Celta,Betis,0.4711
la_liga,1819,2019-03-10,Girona,Valencia,0.4713
la_liga,1819,2019-03-10,Levante,Villarreal,0.5573
la_liga,1819,2019-03-10,Sevilla,Sociedad,0.5007
la_liga,1819,2019-03-10,Valladolid,Real Madrid,0.5938
la_liga,1819,2019-03-15,Sociedad,Levante,0.5241
la_liga,1819,2019-03-16,Ath Bilbao,Ath Madrid,0.3284
la_liga,1819,2019-03-16,Huesca,Alaves,0.4187
la_liga,1819,2019-03-16,Leganes,Girona,0.3984
la_liga,1819,2019-03-16,Real Madrid,Celta,0.7423
la_liga,1819,2019-03-17,Betis,Barcelona,0.6183
la_liga,1819,2019-03-17,Eibar,Valladolid,0.454
la_liga,1819,2019-03-17,Espanol,Sevilla,0.5541
la_liga,1819,2019-03-17,Valencia,Getafe,0.4314
la_liga,1819,2019-03-17,Villarreal,Vallecano,0.5435
la_liga,1819,2019-03-29,Girona,Ath Bilbao,0.3925
la_liga,1819,2019-03-30,Alaves,Ath Madrid,0.3869
la_liga,1819,2019-03-30,Barcelona,Espanol,0.6895
la_liga,1819,2019-03-30,Celta,Villarreal,0.4975
la_liga,1819,2019-03-30,Getafe,Leganes,0.32
la_liga,1819,2019-03-31,Levante,Eibar,0.5677
la_liga,1819,2019-03-31,Real Madrid,Huesca,0.7019
la_liga,1819,2019-03-31,Sevilla,Valencia,0.5164
la_liga,1819,2019-03-31,Valladolid,Sociedad,0.4078
la_liga,1819,2019-03-31,Vallecano,Betis,0.5369
la_liga,1819,2019-04-02,Ath Madrid,Girona,0.4803
la_liga,1819,2019-04-02,Espanol,Getafe,0.3968
la_liga,1819,2019-04-02,Villarreal,Barcelona,0.5549
la_liga,1819,2019-04-03,Ath Bilbao,Levante,0.5429
la_liga,1819,2019-04-03,Eibar,Vallecano,0.5013
la_liga,1819,2019-04-03,Huesca,Celta,0.4916
la_liga,1819,2019-04-03,Valencia,Real Madrid,0.5896
la_liga,1819,2019-04-04,Leganes,Valladolid,0.3423
la_liga,1819,2019-04-04,Sevilla,Alaves,0.5904
la_liga,1819,2019-04-04,Sociedad,Betis,0.4532
la_liga,1819,2019-04-06,Barcelona,Ath Madrid,0.4825
la_liga,1819,2019-04-06,Girona,Espanol,0.4285
la_liga,1819,2019-04-06,Real Madrid,Eibar,0.6835
la_liga,1819,2019-04-06,Vallecano,Valencia,0.5209
la_liga,1819,2019-04-07,Alaves,Leganes,0.3653
la_liga,1819,2019-04-07,Betis,Villarreal,0.4931
la_liga,1819,2019-04-07,Celta,Sociedad,0.4814
la_liga,1819,2019-04-07,Getafe,Ath Bilbao,0.3509
la_liga,1819,2019-04-07,Levante,Huesca,0.6004
la_liga,1819,2019-04-07,Valladolid,Sevilla,0.5086
la_liga,1819,2019-04-13,Ath Madrid,Celta,0.4925
la_liga,1819,2019-04-13,Espanol,Alaves,0.4514
la_liga,1819,2019-04-13,Huesca,Barcelona,0.5374
la_liga,1819,2019-04-13,Sevilla,Betis,0.5987
la_liga,1819,2019-04-14,Ath Bilbao,Vallecano,0.5116
la_liga,1819,2019-04-14,Girona,Villarreal,0.51
la_liga,1819,2019-04-14,Sociedad,Eibar,0.4589
la_liga,1819,2019-04-14,Valencia,Levante,0.565
la_liga,1819,2019-04-14,Valladolid,Getafe,0.3497
la_liga,1819,2019-04-15,Leganes,Real Madrid,0.5451
la_liga,1819,2019-04-19,Alaves,Valladolid,0.3889
la_liga,1819,2019-04-20,Barcelona,Sociedad,0.723
la_liga,1819,2019-04-20,Celta,Girona,0.5259
la_liga,1819,2019-04-20,Eibar,Ath Madrid,0.4343
la_liga,1819,2019-04-20,Vallecano,Huesca,0.5983
la_liga,1819,2019-04-21,Betis,Valencia,0.509
la_liga,1819,2019-04-21,Getafe,Sevilla,0.4362
la_liga,1819,2019-04-21,Levante,Espanol,0.5292
la_liga,1819,2019-04-21,Real Madrid,Ath Bilbao,0.6473
la_liga,1819,2019-04-21,Villarreal,Leganes,0.3967
la_liga,1819,2019-04-23,Alaves,Barcelona,0.5771
la_liga,1819,2019-04-23,Huesca,Eibar,0.57
la_liga,1819,2019-04-23,Valladolid,Girona,0.4442
la_liga,1819,2019-04-24,Ath Madrid,Valencia,0.4059
la_liga,1819,2019-04-24,Espanol,Celta,0.5647
la_liga,1819,2019-04-24,Leganes,Ath Bilbao,0.3324
la_liga,1819,2019-04-24,Levante,Betis,0.6295
la_liga,1819,2019-04-25,Getafe,Real Madrid,0.508
la_liga,1819,2019-04-25,Sevilla,Vallecano,0.7289
la_liga,1819,2019-04-25,Sociedad,Villarreal,0.5198
la_liga,1819,2019-04-27,Ath Bilbao,Alaves,0.3942
la_liga,1819,2019-04-27,Ath Madrid,Valladolid,0.4181
la_liga,1819,2019-04-27,Barcelona,Levante,0.6754
la_liga,1819,2019-04-27,Leganes,Celta,0.3813
la_liga,1819,2019-04-28,Girona,Sevilla,0.5509
la_liga,1819,2019-04-28,Sociedad,Getafe,0.3052
la_liga,1819,2019-04-28,Valencia,Eibar,0.5181
la_liga,1819,2019-04-28,Vallecano,Real Madrid,0.6392
la_liga,1819,2019-04-28,Villarreal,Huesca,0.5485
la_liga,1819,2019-04-29,Betis,Espanol,0.5344
la_liga,1819,2019-05-03,Sevilla,Leganes,0.5311
la_liga,1819,2019-05-04,Alaves,Sociedad,0.4282
la_liga,1819,2019-05-04,Celta,Barcelona,0.6067
la_liga,1819,2019-05-04,Espanol,Ath Madrid,0.4666
la_liga,1819,2019-05-04,Levante,Vallecano,0.6261
la_liga,1819,2019-05-05,Eibar,Betis,0.5752
la_liga,1819,2019-05-05,Getafe,Girona,0.4118
la_liga,1819,2019-05-05,Huesca,Valencia,0.5709
la_liga,1819,2019-05-05,Real Madrid,Villarreal,0.6058
la_liga,1819,2019-05-05,Valladolid,Ath Bilbao,0.3957
la_liga,1819,2019-05-12,Ath Bilbao,Celta,0.4312
la_liga,1819,2019-05-12,Ath Madrid,Sevilla,0.5115
la_liga,1819,2019-05-12,Barcelona,Getafe,0.5445
la_liga,1819,2019-05-12,Betis,Huesca,0.5896
la_liga,1819,2019-05-12,Girona,Levante,0.5935
la_liga,1819,2019-05-12,Leganes,Espanol,0.4846
la_liga,1819,2019-05-12,Sociedad,Real Madrid,0.6241
la_liga,1819,2019-05-12,Valencia,Alaves,0.5122
la_liga,1819,2019-05-12,Vallecano,Valladolid,0.5341
la_liga,1819,2019-05-12,Villarreal,Eibar,0.5697
la_liga,1819,2019-05-18,Alaves,Girona,0.5062
la_liga,1819,2019-05-18,Celta,Vallecano,0.6877
la_liga,1819,2019-05-18,Espanol,Sociedad,0.5953
la_liga,1819,2019-05-18,Getafe,Villarreal,0.5749
la_liga,1819,2019-05-18,Huesca,Leganes,0.5291
la_liga,1819,2019-05-18,Levante,Ath Madrid,0.5934
la_liga,1819,2019-05-18,Sevilla,Ath Bilbao,0.4978
la_liga,1819,2019-05-18,Valladolid,Valencia,0.6072
la_liga,1819,2019-05-19,Eibar,Barcelona,0.6578
la_liga,1819,2019-05-19,Real Madrid,Betis,0.7516
