league,season,date,home_team,away_team,p_over25_open_est,p_under25_open_est,metodo,p_over25_open_est_solo1x2,metodo_solo1x2,p_over25_open_est_M1_precedente,mae_atteso,mae_atteso_lega,mae_atteso_strato_simili,p90_err_atteso,p_over25_lettura_lato_over_FUORI_CONCORSO,mae_atteso_lettura_lato_over,fonte_informazione,avvertenza,motivo
bundesliga,1718,2017-12-02,Hoffenheim,RB Leipzig,0.5837,0.4163,M5g logit~scaletta1xBet+1X2ap (per-lega),0.5778,"M4 logit-bias su (T,D) quad (per-lega)",0.556,0.0143,0.0132,0.0151,0.0299,0.596,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1718,2017-12-02,Leverkusen,Dortmund,0.6454,0.3546,M5g logit~scaletta1xBet+1X2ap (per-lega),0.6411,"M4 logit-bias su (T,D) quad (per-lega)",0.6135,0.0143,0.0132,0.0151,0.0299,0.6536,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1718,2017-12-09,Ein Frankfurt,Bayern Munich,0.6092,0.3908,M5g logit~scaletta1xBet+1X2ap (per-lega),0.6343,"M4 logit-bias su (T,D) quad (per-lega)",0.6354,0.0143,0.0132,0.0151,0.0299,0.6075,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1718,2018-02-24,Bayern Munich,Hertha,0.6911,0.3089,M5g logit~scaletta1xBet+1X2ap (per-lega),0.6881,"M4 logit-bias su (T,D) quad (per-lega)",0.7043,0.0143,0.0132,0.0151,0.0299,0.6674,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1718,2018-05-05,Werder Bremen,Leverkusen,0.6728,0.3272,M5g logit~scaletta1xBet+1X2ap (per-lega),0.6894,"M4 logit-bias su (T,D) quad (per-lega)",0.6802,0.0143,0.0132,0.0151,0.0299,0.6536,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1819,2018-08-24,Bayern Munich,Hoffenheim,0.7225,0.2775,M5g logit~scaletta1xBet+1X2ap (per-lega),0.7168,"M4 logit-bias su (T,D) quad (per-lega)",0.7551,0.0143,0.0132,0.0151,0.0299,,,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
bundesliga,1819,2019-03-30,Dortmund,Wolfsburg,0.6132,0.3868,M5g logit~scaletta1xBet+1X2ap (per-lega),0.5929,"M4 logit-bias su (T,D) quad (per-lega)",0.5849,0.0143,0.0132,0.0151,0.0299,0.6145,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
ligue_1,1718,2017-10-29,Lyon,Metz,0.7344,0.2656,M5g logit~scaletta1xBet+1X2ap (per-lega),0.7331,"M4 logit-bias su (T,D) quad (per-lega)",0.8159,0.0143,0.0147,0.0151,0.0299,0.7266,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
ligue_1,1718,2018-02-04,Monaco,Lyon,0.5878,0.4122,M5g logit~scaletta1xBet+1X2ap (per-lega),0.5407,"M4 logit-bias su (T,D) quad (per-lega)",0.5453,0.0143,0.0147,0.0151,0.0299,0.5979,0.0016,1X2 di apertura (Betbrain) + chiusura 1xBet (footiqo),"STIMA dell'apertura, non l'apertura: usa anche la CHIUSURA di un altro book (1xBet), quindi assorbe il movimento apertura->chiusura. NON usare questa riga per misurare il movimento apertura->chiusura.",linea O/U di apertura corrotta (overround impossibile) o assente alla fonte; dato vero non recuperabile
