date,season,league,home_team,away_team,home_goals,away_goals,result,home_sot,away_sot,odds_home,odds_draw,odds_away,odds_over25,odds_under25,home_xg,away_xg,home_npxg,home_ppda,home_deep,away_npxg,away_ppda,away_deep,home_squad_value,away_squad_value,home_absent_count_est,home_absent_value_est,away_absent_count_est,away_absent_value_est,odds_home_open,odds_draw_open,odds_away_open,odds_over25_open,odds_under25_open,home_rest_days_full,away_rest_days_full,home_midweek_europe,away_midweek_europe
2017-08-26,1718,bundesliga,Werder Bremen,Bayern Munich,0,2,A,1.0,8.0,13.11,7.11,1.25,,,0.229698,1.39955,0.229698,24.428571428571427,3.0,1.39955,5.875,11.0,75700000.0,587975000.0,2.0,8500000.0,3.0,16025000.0,13.18,6.83,1.25,1.37,3.02,7.0,8.0,0,0
2017-08-26,1718,bundesliga,Stuttgart,Mainz,1,0,H,4.0,6.0,2.47,3.56,2.99,,,2.08775,0.385982,1.32997,6.705882352941177,8.0,0.385982,11.047619047619047,2.0,67700000.0,72075000.0,4.0,8000000.0,2.0,6500000.0,2.32,3.56,3.25,1.8,2.01,7.0,7.0,0,0
2017-08-26,1718,bundesliga,Leverkusen,Hoffenheim,2,2,D,3.0,4.0,1.97,4.06,3.75,,,2.43586,0.68001,1.67808,6.068965517241379,14.0,0.68001,13.909090909090908,4.0,226750000.0,121025000.0,2.0,8000000.0,2.0,2450000.0,2.08,3.87,3.55,1.6,2.34,8.0,7.0,0,0
2017-08-26,1718,bundesliga,Augsburg,M'gladbach,2,2,D,9.0,3.0,3.46,3.44,2.27,,,2.45658,1.3232,2.45658,7.628571428571429,12.0,1.3232,14.6,6.0,53225000.0,149750000.0,1.0,750000.0,3.0,16000000.0,3.46,3.44,2.27,2.08,1.75,7.0,6.0,0,0
2017-08-26,1718,bundesliga,Dortmund,Hertha,2,0,H,8.0,4.0,1.41,5.24,8.4,,,2.06987,0.406341,2.06987,6.782608695652174,7.0,0.406341,21.94736842105263,2.0,411125000.0,89800000.0,5.0,54250000.0,4.0,9500000.0,1.38,5.35,9.23,1.53,2.49,7.0,7.0,0,0
2017-08-26,1718,bundesliga,Ein Frankfurt,Wolfsburg,0,1,A,6.0,3.0,2.23,3.35,3.65,,,0.926888,1.07528,0.926888,8.166666666666666,7.0,1.07528,9.25,3.0,81550000.0,150950000.0,5.0,20500000.0,2.0,16000000.0,2.29,3.45,3.4,2.12,1.72,6.0,7.0,0,0
2017-08-27,1718,bundesliga,Hannover,Schalke 04,1,0,H,3.0,1.0,3.11,3.39,2.47,,,0.805466,0.403031,0.805466,11.08,7.0,0.403031,10.956521739130435,5.0,46650000.0,175900000.0,1.0,1500000.0,2.0,23000000.0,3.44,3.53,2.24,1.86,1.95,8.0,8.0,0,0
2017-08-27,1718,bundesliga,RB Leipzig,Freiburg,4,1,H,11.0,2.0,1.38,5.17,9.82,,,2.85363,0.456207,2.85363,5.72,14.0,0.456207,11.344827586206897,5.0,193550000.0,67925000.0,0.0,0.0,4.0,12600000.0,1.36,5.25,10.44,1.69,2.16,8.0,7.0,0,0
2017-09-08,1718,bundesliga,Hamburg,RB Leipzig,0,2,A,2.0,4.0,4.26,3.98,1.87,,,1.17417,1.37657,1.17417,15.5,2.0,1.37657,3.739130434782609,11.0,69400000.0,193550000.0,1.0,300000.0,1.0,22000000.0,3.88,3.76,2.01,1.86,1.96,14.0,12.0,0,0
2017-09-09,1718,bundesliga,M'gladbach,Ein Frankfurt,0,1,A,3.0,6.0,1.98,3.61,4.19,,,0.632041,0.614198,0.632041,4.190476190476191,9.0,0.614198,11.875,7.0,149750000.0,81550000.0,4.0,16100000.0,4.0,17000000.0,1.9,3.75,4.4,1.92,1.88,14.0,14.0,0,0
2017-09-09,1718,bundesliga,Wolfsburg,Hannover,1,1,D,6.0,2.0,1.86,3.73,4.64,,,1.13451,0.480156,1.13451,8.233333333333333,9.0,0.480156,9.2,2.0,150950000.0,46650000.0,2.0,17000000.0,1.0,1500000.0,1.84,3.69,4.86,2.02,1.8,14.0,13.0,0,0
2017-09-09,1718,bundesliga,Mainz,Leverkusen,3,1,H,5.0,2.0,3.51,3.68,2.16,,,1.33781,0.964768,1.33781,10.709677419354838,2.0,0.964768,4.966666666666667,1.0,72075000.0,226750000.0,3.0,7000000.0,4.0,18000000.0,3.0,3.55,2.44,1.77,2.05,14.0,14.0,0,0
2017-09-09,1718,bundesliga,Freiburg,Dortmund,0,0,D,2.0,3.0,9.97,5.95,1.33,,,0.490076,1.56801,0.490076,33.18181818181818,1.0,1.56801,2.7142857142857144,9.0,67925000.0,411125000.0,2.0,7000000.0,2.0,20250000.0,7.81,4.99,1.45,1.59,2.35,13.0,14.0,0,0
2017-09-09,1718,bundesliga,Augsburg,FC Koln,3,0,H,4.0,3.0,2.25,3.47,3.49,,,2.27655,0.458374,1.51878,11.84,1.0,0.458374,5.5,8.0,53225000.0,118975000.0,1.0,250000.0,1.0,2500000.0,2.36,3.41,3.3,2.15,1.7,14.0,14.0,0,0
2017-09-09,1718,bundesliga,Hoffenheim,Bayern Munich,2,0,H,3.0,6.0,6.95,5.04,1.47,,,0.612108,1.51192,0.612108,19.31578947368421,2.0,1.51192,5.565217391304348,9.0,121025000.0,587975000.0,3.0,9700000.0,2.0,22500000.0,6.87,4.94,1.49,1.44,2.74,14.0,14.0,0,0
2017-09-10,1718,bundesliga,Hertha,Werder Bremen,1,1,D,4.0,5.0,2.15,3.51,3.7,,,0.250761,0.569654,0.250761,9.956521739130435,1.0,0.569654,9.92,3.0,89800000.0,75700000.0,2.0,5000000.0,2.0,8500000.0,2.04,3.62,3.96,1.87,1.94,14.0,14.0,0,0
2017-09-10,1718,bundesliga,Schalke 04,Stuttgart,3,1,H,4.0,2.0,1.79,3.84,5.0,,,1.98675,1.30096,1.22897,19.70833333333333,2.0,1.30096,8.516129032258064,2.0,175900000.0,67700000.0,4.0,33000000.0,6.0,11500000.0,1.72,3.98,5.27,1.77,2.05,14.0,14.0,0,0
2017-09-15,1718,bundesliga,Hannover,Hamburg,2,0,H,4.0,3.0,1.96,3.63,4.24,,,2.2982,0.453334,2.2982,5.739130434782608,8.0,0.453334,8.454545454545455,3.0,46650000.0,69400000.0,2.0,8500000.0,3.0,13400000.0,2.0,3.51,4.22,2.07,1.76,6.0,7.0,0,0
2017-09-16,1718,bundesliga,RB Leipzig,M'gladbach,2,2,D,3.0,3.0,1.73,4.19,4.91,,,0.736279,1.45024,0.736279,9.827586206896552,8.0,0.692461,9.108108108108109,10.0,193550000.0,149750000.0,0.0,0.0,4.0,16100000.0,1.7,4.08,5.36,1.67,2.19,3.0,7.0,1,0
2017-09-16,1718,bundesliga,Bayern Munich,Mainz,4,0,H,14.0,4.0,1.17,8.59,19.37,,,4.4171,0.711282,4.4171,5.0,25.0,0.711282,24.21052631578948,1.0,587975000.0,72075000.0,1.0,16000000.0,2.0,4500000.0,1.17,8.92,18.75,1.33,3.25,4.0,7.0,1,0
2017-09-16,1718,bundesliga,Ein Frankfurt,Augsburg,1,2,A,8.0,3.0,1.91,3.55,4.63,,,1.32498,0.72838,1.32498,4.88,14.0,0.72838,14.38095238095238,5.0,81550000.0,53225000.0,5.0,18000000.0,1.0,250000.0,1.88,3.59,4.77,2.25,1.64,7.0,7.0,0,0
2017-09-16,1718,bundesliga,Werder Bremen,Schalke 04,1,2,A,2.0,4.0,2.85,3.46,2.63,,,0.982258,0.930766,0.982258,8.709677419354838,6.0,0.930766,8.5,3.0,75700000.0,175900000.0,2.0,8500000.0,4.0,33500000.0,2.81,3.51,2.63,1.8,2.01,6.0,6.0,0,0
2017-09-16,1718,bundesliga,Stuttgart,Wolfsburg,1,0,H,4.0,1.0,2.25,3.61,3.35,,,1.13249,0.453375,1.13249,12.074074074074074,6.0,0.453375,9.785714285714286,4.0,67700000.0,150950000.0,6.0,18750000.0,3.0,24500000.0,2.49,3.46,3.03,1.89,1.91,6.0,7.0,0,0
2017-09-17,1718,bundesliga,Dortmund,FC Koln,5,0,H,8.0,2.0,1.34,6.05,9.41,,,3.85155,0.461837,3.09377,6.047619047619048,9.0,0.461837,22.6,1.0,411125000.0,118975000.0,3.0,39000000.0,1.0,20000000.0,1.26,6.77,12.92,1.43,2.77,4.0,8.0,1,0
2017-09-17,1718,bundesliga,Hoffenheim,Hertha,1,1,D,2.0,4.0,1.78,3.84,5.06,,,0.576053,0.455083,0.576053,12.7,4.0,0.455083,11.78125,4.0,121025000.0,89800000.0,3.0,5450000.0,1.0,2000000.0,1.74,3.99,5.19,1.77,2.04,8.0,7.0,0,0
2017-09-17,1718,bundesliga,Leverkusen,Freiburg,4,0,H,9.0,1.0,1.39,5.36,8.68,,,2.25411,0.429073,2.25411,7.615384615384615,10.0,0.429073,17.304347826086957,2.0,226750000.0,67925000.0,2.0,11500000.0,3.0,7800000.0,1.49,4.75,7.21,1.56,2.4,8.0,8.0,0,0
2017-09-19,1718,bundesliga,M'gladbach,Stuttgart,2,0,H,3.0,4.0,1.71,4.17,5.12,,,1.14939,0.49742,0.391613,12.291666666666666,3.0,0.49742,18.31578947368421,3.0,149750000.0,67700000.0,5.0,25100000.0,8.0,23250000.0,1.68,4.18,5.22,1.64,2.24,3.0,3.0,0,0
2017-09-19,1718,bundesliga,Wolfsburg,Werder Bremen,1,1,D,4.0,4.0,1.94,3.77,4.17,,,1.01688,1.12581,1.01688,5.806451612903226,3.0,1.12581,12.785714285714286,4.0,150950000.0,75700000.0,2.0,21500000.0,3.0,12000000.0,2.07,3.62,3.85,1.89,1.9,3.0,3.0,0,0
2017-09-19,1718,bundesliga,Schalke 04,Bayern Munich,0,3,A,4.0,8.0,6.13,4.36,1.59,,,1.16279,2.45506,1.16279,18.59090909090909,2.0,1.69728,7.964285714285714,14.0,175900000.0,587975000.0,4.0,33500000.0,2.0,26000000.0,7.31,4.89,1.47,1.56,2.39,3.0,3.0,0,0
2017-09-19,1718,bundesliga,Augsburg,RB Leipzig,1,0,H,4.0,3.0,3.2,3.62,2.32,,,1.30034,1.00414,1.30034,16.571428571428573,3.0,1.00414,5.153846153846154,9.0,53225000.0,193550000.0,1.0,250000.0,1.0,3000000.0,3.68,3.56,2.14,1.89,1.91,3.0,3.0,0,0
2017-09-20,1718,bundesliga,Mainz,Hoffenheim,2,3,A,6.0,6.0,2.57,3.56,2.85,,,1.1225,0.960305,1.1225,10.517241379310343,8.0,0.960305,9.947368421052632,5.0,72075000.0,121025000.0,1.0,1500000.0,3.0,5450000.0,2.73,3.69,2.61,1.7,2.14,4.0,3.0,0,0
2017-09-20,1718,bundesliga,Hertha,Leverkusen,2,1,H,3.0,5.0,3.22,3.57,2.33,,,0.501808,0.426791,0.501808,16.454545454545453,3.0,0.426791,7.0,5.0,89800000.0,226750000.0,1.0,2000000.0,1.0,6500000.0,3.45,3.57,2.22,1.84,1.96,3.0,3.0,0,0
2017-09-20,1718,bundesliga,Freiburg,Hannover,1,1,D,5.0,3.0,3.01,3.31,2.6,,,2.89359,1.03212,2.13581,7.59375,4.0,1.03212,9.5,1.0,67925000.0,46650000.0,1.0,2500000.0,2.0,8500000.0,2.92,3.28,2.68,2.12,1.72,3.0,5.0,0,0
2017-09-20,1718,bundesliga,Hamburg,Dortmund,0,3,A,2.0,7.0,8.57,5.69,1.37,,,0.186271,3.18132,0.186271,5.967741935483871,4.0,3.18132,5.03030303030303,10.0,69400000.0,411125000.0,2.0,8900000.0,3.0,39000000.0,7.08,4.96,1.48,1.53,2.46,5.0,3.0,0,0
2017-09-20,1718,bundesliga,FC Koln,Ein Frankfurt,0,1,A,8.0,4.0,2.97,3.33,2.61,,,1.84333,1.33101,1.84333,6.580645161290323,6.0,0.573238,10.074074074074074,4.0,118975000.0,81550000.0,1.0,20000000.0,5.0,18000000.0,2.95,3.24,2.68,2.26,1.63,3.0,4.0,0,0
2017-09-22,1718,bundesliga,Bayern Munich,Wolfsburg,2,2,D,3.0,3.0,1.13,11.05,20.88,,,2.33812,0.470696,1.58034,10.833333333333334,5.0,0.470696,28.25,2.0,587975000.0,150950000.0,1.0,16000000.0,2.0,21500000.0,1.14,10.65,22.14,1.31,3.41,3.0,3.0,0,0
2017-09-23,1718,bundesliga,Werder Bremen,Freiburg,0,0,D,6.0,6.0,1.79,4.02,4.71,,,1.41802,0.859674,1.41802,6.857142857142857,6.0,0.859674,10.96,2.0,75700000.0,67925000.0,2.0,10000000.0,1.0,2500000.0,1.79,4.07,4.61,1.62,2.27,4.0,3.0,0,0
2017-09-23,1718,bundesliga,Stuttgart,Augsburg,0,0,D,2.0,2.0,2.2,3.46,3.61,,,0.437172,0.373592,0.437172,7.55,8.0,0.373592,18.3,2.0,67700000.0,53225000.0,6.0,18250000.0,1.0,250000.0,2.15,3.48,3.73,1.92,1.88,4.0,4.0,0,0
2017-09-23,1718,bundesliga,RB Leipzig,Ein Frankfurt,2,1,H,5.0,3.0,1.81,3.69,5.12,,,1.54654,0.539765,1.54654,5.538461538461538,6.0,0.539765,10.107142857142858,3.0,193550000.0,81550000.0,1.0,3000000.0,5.0,18000000.0,1.72,3.98,5.3,1.81,2.0,4.0,3.0,0,0
2017-09-23,1718,bundesliga,Hoffenheim,Schalke 04,2,0,H,6.0,3.0,2.1,3.66,3.69,,,1.31728,1.0397,1.31728,14.44,3.0,1.0397,8.575757575757576,9.0,121025000.0,175900000.0,4.0,15450000.0,5.0,52000000.0,2.21,3.64,3.4,1.76,2.07,3.0,4.0,0,0
2017-09-23,1718,bundesliga,Dortmund,M'gladbach,6,1,H,9.0,5.0,1.4,5.5,8.05,,,4.84433,1.11994,4.84433,6.611111111111111,12.0,1.11994,43.333333333333336,2.0,411125000.0,149750000.0,2.0,29000000.0,5.0,25100000.0,1.44,5.3,7.33,1.39,2.95,3.0,4.0,0,0
2017-09-23,1718,bundesliga,Mainz,Hertha,1,0,H,3.0,1.0,2.24,3.33,3.66,,,1.17811,0.53695,0.42033,12.545454545454543,1.0,0.53695,5.896551724137931,2.0,72075000.0,89800000.0,1.0,1500000.0,1.0,2000000.0,2.26,3.36,3.58,2.21,1.66,3.0,3.0,0,0
2017-09-24,1718,bundesliga,Leverkusen,Hamburg,3,0,H,6.0,2.0,1.41,5.3,8.25,,,2.39337,0.443359,2.39337,6.0,10.0,0.443359,5.636363636363637,3.0,226750000.0,69400000.0,1.0,6500000.0,2.0,8900000.0,1.42,5.19,8.03,1.52,2.5,4.0,4.0,0,0
2017-09-24,1718,bundesliga,Hannover,FC Koln,0,0,D,1.0,1.0,2.08,3.57,3.85,,,1.35909,1.10618,1.35909,8.615384615384615,6.0,1.10618,14.4,3.0,46650000.0,118975000.0,2.0,8500000.0,1.0,20000000.0,2.01,3.54,4.16,2.12,1.72,4.0,4.0,0,0
2017-09-29,1718,bundesliga,Schalke 04,Leverkusen,1,1,D,5.0,6.0,2.79,3.53,2.65,,,0.615732,1.13731,0.615732,10.814814814814817,3.0,1.13731,8.76923076923077,3.0,175900000.0,226750000.0,5.0,37500000.0,1.0,6500000.0,2.45,3.6,2.99,1.71,2.12,6.0,5.0,0,0
2017-09-30,1718,bundesliga,Wolfsburg,Mainz,1,1,D,2.0,3.0,2.23,3.41,3.59,,,0.743969,0.90227,0.743969,12.55,5.0,0.90227,9.344827586206897,9.0,150950000.0,72075000.0,3.0,31500000.0,2.0,1775000.0,2.11,3.49,3.87,2.04,1.77,8.0,7.0,0,0
2017-09-30,1718,bundesliga,M'gladbach,Hannover,2,1,H,8.0,2.0,1.7,4.1,5.3,,,2.29547,1.37232,1.53778,8.0,6.0,1.37232,16.375,7.0,149750000.0,46650000.0,2.0,6000000.0,2.0,8500000.0,1.75,4.0,5.06,1.73,2.1,7.0,6.0,0,0
2017-09-30,1718,bundesliga,Ein Frankfurt,Stuttgart,2,1,H,6.0,5.0,2.14,3.42,3.85,,,1.12984,0.884399,1.12984,12.423076923076923,2.0,0.884399,8.208333333333334,3.0,81550000.0,67700000.0,6.0,17500000.0,5.0,14800000.0,1.96,3.62,4.26,2.01,1.8,7.0,7.0,0,0
2017-09-30,1718,bundesliga,Augsburg,Dortmund,1,2,A,5.0,8.0,5.65,4.39,1.64,,,1.04024,1.93835,1.04024,9.88888888888889,4.0,1.18058,3.5428571428571427,7.0,53225000.0,411125000.0,1.0,250000.0,2.0,29000000.0,6.8,4.73,1.51,1.59,2.33,7.0,4.0,0,1
2017-09-30,1718,bundesliga,Hamburg,Werder Bremen,0,0,D,6.0,3.0,2.61,3.39,2.92,,,0.957096,0.426954,0.957096,7.0,5.0,0.426954,6.689655172413793,4.0,69400000.0,75700000.0,2.0,8900000.0,2.0,6500000.0,2.72,3.45,2.76,1.87,1.93,6.0,7.0,0,0
