date,season,league,home_team,away_team,home_goals,away_goals,result,home_sot,away_sot,odds_home,odds_draw,odds_away,odds_over25,odds_under25,home_xg,away_xg,home_npxg,home_ppda,home_deep,away_npxg,away_ppda,away_deep,home_squad_value,away_squad_value,home_absent_count_est,home_absent_value_est,away_absent_count_est,away_absent_value_est,odds_home_open,odds_draw_open,odds_away_open,odds_over25_open,odds_under25_open,home_rest_days_full,away_rest_days_full,home_midweek_europe,away_midweek_europe
2021-02-21,2021,ligue_1,Lorient,Lille,1,4,A,3,7,4.94,3.45,1.78,2.28,1.62,0.231568,1.04668,0.231568,16.142857142857142,0.0,1.04668,11.038461538461538,3.0,43375000.0,228900000.0,0.0,0.0,1.0,2000000.0,4.23,3.36,1.93,2.19,1.67,7.0,3.0,0,1
2021-02-21,2021,ligue_1,Montpellier,Rennes,2,1,H,7,5,3.18,3.26,2.31,2.1,1.73,2.86812,1.42102,2.10802,28.384615384615383,3.0,1.42102,12.266666666666667,8.0,83650000.0,215200000.0,0.0,0.0,0.0,0.0,2.97,3.32,2.41,2.02,1.79,8.0,7.0,0,0
2021-02-24,2021,ligue_1,Nimes,Lorient,1,0,H,2,3,3.23,3.42,2.21,1.89,1.91,0.914735,0.3945,0.15464,12.173913043478262,4.0,0.3945,8.125,4.0,54325000.0,43375000.0,5.0,9100000.0,1.0,400000.0,2.86,3.33,2.48,1.95,1.85,3.0,3.0,0,0
2021-02-26,2021,ligue_1,Rennes,Nice,1,2,A,5,7,1.83,3.37,4.76,2.17,1.69,0.752041,1.6621,0.752041,5.483870967741935,5.0,0.902204,20.642857142857142,8.0,215200000.0,210650000.0,0.0,0.0,4.0,65000000.0,1.84,3.4,4.74,2.15,1.7,5.0,5.0,0,0
2021-02-27,2021,ligue_1,Bordeaux,Metz,1,2,A,1,5,2.43,3.05,3.19,2.41,1.56,0.978537,1.84068,0.978537,6.433333333333334,3.0,1.84068,11.045454545454543,3.0,95100000.0,60750000.0,0.0,0.0,3.0,17000000.0,2.49,3.03,3.11,2.42,1.56,6.0,6.0,0,0
2021-02-27,2021,ligue_1,Dijon,Paris SG,0,4,A,1,5,11.79,6.17,1.24,1.47,2.62,0.249652,2.12179,0.249652,20.19047619047619,0.0,1.36176,9.0,6.0,63475000.0,843250000.0,0.0,0.0,6.0,274900000.0,13.55,6.96,1.2,1.4,2.89,6.0,6.0,0,0
2021-02-28,2021,ligue_1,Angers,Lens,2,2,D,3,4,3.08,3.01,2.53,2.33,1.6,1.71598,1.0798,0.955884,11.136363636363637,2.0,1.0798,4.923076923076923,3.0,95700000.0,46325000.0,4.0,10500000.0,2.0,11000000.0,2.85,3.02,2.7,2.34,1.6,7.0,7.0,0,0
2021-02-28,2021,ligue_1,Nimes,Nantes,1,1,D,4,1,3.09,3.19,2.4,2.15,1.69,0.474343,1.48858,0.474343,4.92,3.0,1.48858,6.409090909090909,4.0,54325000.0,88700000.0,5.0,9100000.0,2.0,4100000.0,3.08,3.32,2.35,2.07,1.76,4.0,8.0,0,0
2021-02-28,2021,ligue_1,Lorient,St Etienne,2,1,H,3,2,2.91,3.14,2.56,2.17,1.68,0.858628,1.01869,0.858628,8.962962962962964,4.0,1.01869,14.19047619047619,2.0,43375000.0,96675000.0,2.0,2900000.0,4.0,37500000.0,3.04,3.2,2.43,2.03,1.78,4.0,8.0,0,0
2021-02-28,2021,ligue_1,Lille,Strasbourg,1,1,D,5,3,1.68,3.47,5.89,2.32,1.6,0.866257,0.965368,0.866257,5.695652173913044,9.0,0.965368,15.38095238095238,4.0,228900000.0,99925000.0,1.0,2000000.0,1.0,18000000.0,1.77,3.55,4.83,2.19,1.67,3.0,7.0,1,0
